File Name,Depth, Hegazy Vs, Andrus-H Vs,Andrus-P Vs, Rob Vs, Mc15 Vs,  Mc18 Vs
SCPT_195188_Raw01,8.51,235.08,136.09,165.67,158,127.77,316.24
SCPT_195188_Raw01,8.53,235.16,134.36,163.56,156.23,126.57,316.4
SCPT_195188_Raw01,8.55,227.21,132.12,160.84,152.78,124.81,313.71
SCPT_195188_Raw01,8.57,225.29,130.89,159.35,151.19,124.05,313.56
SCPT_195188_Raw01,8.59,204.88,127.87,155.67,145.07,121.59,306.44
SCPT_195188_Raw01,8.61,183.97,124.14,151.13,138.02,118.69,298.8
SCPT_195188_Raw01,8.63,171.79,122.81,149.51,134.68,117.35,293.42
SCPT_195188_Raw01,8.65,153.98,120.47,146.66,129.33,115.3,285.32
SCPT_195188_Raw01,8.67,148.92,119.64,145.65,127.57,114.66,283.16
SCPT_195188_Raw01,8.69,146.24,119.46,145.43,126.86,114.52,282.06
SCPT_195188_Raw01,8.71,144.21,119.76,145.8,126.75,114.64,280.95
SCPT_195188_Raw01,8.73,143,120.08,146.18,126.79,114.8,280.3
SCPT_195188_Raw01,8.75,146.09,120.96,147.26,128.13,115.64,282.35
SCPT_195188_Raw01,8.77,147.25,121.17,147.51,128.45,115.97,283.49
SCPT_195188_Raw01,8.79,148.61,121.43,147.83,128.87,116.29,284.6
SCPT_195188_Raw01,8.81,147.92,121.02,147.33,128.26,116.08,284.73
SCPT_195188_Raw01,8.83,144.22,119.83,145.88,126.34,115.32,283.55
SCPT_195188_Raw01,8.85,140.14,119.29,145.22,125.02,114.82,281.55
SCPT_195188_Raw01,8.87,133.98,118.7,144.5,123.29,114.06,277.79
SCPT_195188_Raw01,8.89,126.74,118.85,144.68,122.1,113.46,272.2
SCPT_195188_Raw01,8.91,121.78,120,146.09,122,113.63,268.16
SCPT_195188_Raw01,8.93,114.92,120.25,146.39,120.64,113.07,262.7
SCPT_195188_Raw01,8.95,115.47,120.78,147.04,121.17,113.45,263.15
SCPT_195188_Raw01,8.97,115.79,121.31,147.68,121.64,113.77,263.33
SCPT_195188_Raw01,8.99,114.34,120.4,146.58,120.48,112.97,262.28
SCPT_195188_Raw01,9.01,112.24,119.64,145.64,119.28,112.3,260.93
SCPT_195188_Raw01,9.03,109.52,117.26,142.75,116.52,110.91,260.32
SCPT_195188_Raw01,9.05,108.18,115.54,140.65,114.61,110.13,260.95
SCPT_195188_Raw01,9.07,109.7,115.55,140.67,114.9,110.47,262.81
SCPT_195188_Raw01,9.09,109.51,115.41,140.5,114.67,110.52,263.23
SCPT_195188_Raw01,9.11,108.74,116.29,141.57,115.23,110.95,262.31
SCPT_195188_Raw01,9.13,113.9,119.22,145.14,118.94,113.12,265.43
SCPT_195188_Raw01,9.15,110.82,119.67,145.69,118.6,112.7,261.94
SCPT_195188_Raw01,9.17,111.01,119.69,145.71,118.6,112.26,261.15
SCPT_195188_Raw01,9.19,107.99,116.35,141.64,114.89,110.28,260.75
SCPT_195188_Raw01,9.21,107.94,116.06,141.29,114.55,110.31,261.48
SCPT_195188_Raw01,9.23,109.61,116.78,142.16,115.51,111.07,263.15
SCPT_195188_Raw01,9.25,108.05,116.92,142.33,115.23,111.1,262.14
SCPT_195188_Raw01,9.27,102.5,115.71,140.87,112.85,109.94,258.13
SCPT_195188_Raw01,9.29,101.75,115.32,140.39,112.27,109.83,258.25
SCPT_195188_Raw01,9.31,101.39,115.49,140.59,112.28,110.07,258.42
SCPT_195188_Raw01,9.33,100.84,116.04,141.27,112.61,110.41,257.93
SCPT_195188_Raw01,9.35,99.95,115.76,140.92,112.1,110.3,257.72
SCPT_195188_Raw01,9.37,98.08,115.13,140.16,111.05,109.9,256.79
SCPT_195188_Raw01,9.39,96.77,114.2,139.03,109.84,109.5,256.87
SCPT_195188_Raw01,9.41,96.57,114.05,138.84,109.59,109.57,257.35
SCPT_195188_Raw01,9.43,97.38,114.9,139.88,110.5,110.2,257.89
SCPT_195188_Raw01,9.45,96.61,115.77,140.94,111.07,110.59,256.69
SCPT_195188_Raw01,9.47,97.41,116.83,142.23,112.16,111.07,256.53
SCPT_195188_Raw01,9.49,96,115.47,140.58,110.54,110.36,256.57
SCPT_195188_Raw01,9.51,94.55,115.01,140.02,109.74,110.12,255.96
SCPT_195188_Raw01,9.53,94.14,114.67,139.6,109.28,110.11,256.44
SCPT_195188_Raw01,9.55,94.19,115.19,140.23,109.71,110.54,256.62
SCPT_195188_Raw01,9.57,96.48,116.69,142.06,111.54,111.7,258.3
SCPT_195188_Raw01,9.59,98.79,117.91,143.55,113.11,112.58,259.89
SCPT_195188_Raw01,9.61,97.9,117.94,143.58,112.88,112.44,258.99
SCPT_195188_Raw01,9.63,98.37,117.43,142.95,112.46,112.28,260.11
SCPT_195188_Raw01,9.65,97.55,117.82,143.43,112.58,112.12,258.52
SCPT_195188_Raw01,9.67,97.79,117.14,142.61,111.96,112.06,260.01
SCPT_195188_Raw01,9.69,97.2,116.47,141.79,111.15,111.96,260.79
SCPT_195188_Raw01,9.71,97.54,117.03,142.47,111.69,112.48,261.31
SCPT_195188_Raw01,9.73,98.42,118.33,144.06,113.02,113.31,261.54
SCPT_195188_Raw01,9.75,100.2,120.31,146.47,115.14,114.55,262.14
SCPT_195188_Raw01,9.77,99.98,120.62,146.84,115.31,114.58,261.62
SCPT_195188_Raw01,9.79,100.17,119.96,146.04,114.71,114.1,262.02
SCPT_195188_Raw01,9.81,101.36,119.61,145.61,114.6,114.13,263.76
SCPT_195188_Raw01,9.83,97.06,118.74,144.56,112.81,113.33,260.5
SCPT_195188_Raw01,9.85,98.35,119.02,144.89,113.29,113.88,262.37
SCPT_195188_Raw01,9.87,98.04,118.71,144.52,112.89,113.85,262.83
SCPT_195188_Raw01,9.89,96.24,118.45,144.2,112.19,113.63,261.6
SCPT_195188_Raw01,9.91,98.49,119.59,145.59,113.67,114.6,263.5
SCPT_195188_Raw01,9.93,101.51,120.94,147.23,115.5,115.88,266.29
SCPT_195188_Raw01,9.95,100.74,121.71,148.16,115.96,116.22,265.22
SCPT_195188_Raw01,9.97,102.29,121.51,147.92,116.07,116.08,266.57
SCPT_195188_Raw01,9.99,99.75,118.4,144.14,112.63,114.35,266.79
SCPT_195188_Raw01,10.01,98.77,118.42,144.17,112.38,114.42,266.32
SCPT_195188_Raw01,10.03,100.29,118.99,144.86,113.18,115.08,268.03
SCPT_195188_Raw01,10.05,99.93,119.06,144.94,113.1,115.25,268.18
SCPT_195188_Raw01,10.07,95.52,118.13,143.81,111.23,114.25,264.46
SCPT_195188_Raw01,10.09,95.48,117.53,143.08,110.61,114.14,265.54
SCPT_195188_Raw01,10.11,94.67,117.09,142.55,109.97,114.01,265.65
SCPT_195188_Raw01,10.13,93.57,116.77,142.15,109.36,113.81,265.11
SCPT_195188_Raw01,10.15,93.48,117,142.44,109.51,114.05,265.26
SCPT_195188_Raw01,10.17,94.29,118.42,144.16,110.95,114.9,265.17
SCPT_195188_Raw01,10.19,97.38,119.97,146.05,113,115.76,266.68
SCPT_195188_Raw01,10.21,93.69,117.9,143.53,110.22,114.31,264.68
SCPT_195188_Raw01,10.23,93.13,117.57,143.13,109.73,114.2,264.8
SCPT_195188_Raw01,10.25,91.64,116.73,142.11,108.56,113.81,264.54
SCPT_195188_Raw01,10.27,92.41,116.74,142.11,108.68,114.25,266.36
SCPT_195188_Raw01,10.29,89.32,116.28,141.56,107.53,113.63,263.39
SCPT_195188_Raw01,10.31,91.61,117.35,142.86,108.97,114.36,264.97
SCPT_195188_Raw01,10.33,92.82,118.54,144.31,110.29,115.3,265.87
SCPT_195188_Raw01,10.35,95.55,120.42,146.6,112.57,116.59,267.45
SCPT_195188_Raw01,10.37,96.95,120.27,146.42,112.68,116.51,268.83
SCPT_195188_Raw01,10.39,96.45,119.57,145.57,111.86,116.31,269.54
SCPT_195188_Raw01,10.41,95.45,119.37,145.32,111.41,116.2,269.04
SCPT_195188_Raw01,10.43,96.32,119.83,145.88,111.97,116.44,269.5
SCPT_195188_Raw01,10.45,90.36,117.76,143.36,108.69,114.67,264.84
SCPT_195188_Raw01,10.47,89.4,117.51,143.05,108.19,114.63,264.6
SCPT_195188_Raw01,10.49,88.85,117.51,143.05,108.01,114.67,264.38
SCPT_195188_Raw01,10.51,89.25,117.97,143.62,108.49,115.1,264.9
SCPT_195188_Raw01,10.53,89.71,118.21,143.91,108.75,115.45,265.76
SCPT_195188_Raw01,10.55,89.86,118.55,144.32,109.05,115.69,265.91
SCPT_195188_Raw01,10.57,89.94,118.75,144.56,109.19,115.84,266.04
SCPT_195188_Raw01,10.59,90.4,118.9,144.75,109.38,116.09,266.88
SCPT_195188_Raw01,10.61,90.23,118.34,144.06,108.75,115.91,267.65
SCPT_195188_Raw01,10.63,89.94,118.21,143.91,108.52,115.89,267.77
SCPT_195188_Raw01,10.65,90.5,119.05,144.92,109.37,116,266.89
SCPT_195188_Raw01,10.67,89.3,117.88,143.51,107.95,115.64,267.64
SCPT_195188_Raw01,10.69,88.07,117.17,142.64,106.95,115.42,267.74
SCPT_195188_Raw01,10.71,87.84,117.26,142.75,106.93,115.58,267.87
SCPT_195188_Raw01,10.73,86.77,117.15,142.62,106.54,115.44,266.95
SCPT_195188_Raw01,10.75,85.37,116.95,142.38,106,115.18,265.63
SCPT_195188_Raw01,10.77,85.99,117.26,142.76,106.37,115.53,266.5
SCPT_195188_Raw01,10.79,86.12,117.48,143.02,106.56,115.68,266.64
SCPT_195188_Raw01,10.81,84.87,117.36,142.87,106.12,115.43,265.29
SCPT_195188_Raw01,10.83,85.55,117.22,142.71,106.07,115.62,266.87
SCPT_195188_Raw01,10.85,85.79,117.21,142.69,106.05,115.8,267.7
SCPT_195188_Raw01,10.87,84.98,117.28,142.78,105.89,115.73,266.76
SCPT_195188_Raw01,10.89,85.88,117.71,143.3,106.44,116.07,267.62
SCPT_195188_Raw01,10.91,86.35,117.79,143.4,106.56,116.25,268.46
SCPT_195188_Raw01,10.93,86.43,117.79,143.39,106.51,116.03,268.2
SCPT_195188_Raw01,10.95,85.74,117.71,143.3,106.24,116.08,267.98
SCPT_195188_Raw01,10.97,86.26,118.17,143.86,106.74,116.61,268.85
SCPT_195188_Raw01,10.99,80.01,113.17,137.77,100.38,113.88,268.3
SCPT_195188_Raw01,11.01,84.5,117.8,143.41,105.9,116.33,267.65
SCPT_195188_Raw01,11.03,83.23,117.33,142.84,105.13,116.08,267.01
SCPT_195188_Raw01,11.05,84.75,116.36,141.65,104.4,116.21,271.29
SCPT_195188_Raw01,11.07,88.81,118.88,144.73,107.66,117.93,273.53
SCPT_195188_Raw01,11.09,93.94,122.4,149,112.03,119.57,274.47
SCPT_195188_Raw01,11.11,91.84,121.05,147.36,110.26,118.94,274.2
SCPT_195188_Raw01,11.13,89.16,119.73,145.75,108.38,118.29,273.3
SCPT_195188_Raw01,11.15,91.05,119.81,145.86,108.79,118.96,276.56
SCPT_195188_Raw01,11.17,88.3,120.15,146.27,108.5,118.75,272.95
SCPT_195188_Raw01,11.19,88.41,121.32,147.69,109.59,119.1,271.45
SCPT_195188_Raw01,11.21,88.35,121.4,147.79,109.6,118.88,270.86
SCPT_195188_Raw01,11.23,85.62,118.88,144.72,106.55,117.66,271.17
SCPT_195188_Raw01,11.25,85.76,118.62,144.4,106.26,117.91,272.66
SCPT_195188_Raw01,11.27,84.93,118.44,144.19,105.86,117.78,272.09
SCPT_195188_Raw01,11.29,84.88,118.55,144.32,105.9,117.74,271.87
SCPT_195188_Raw01,11.31,88.19,120.72,146.96,108.63,119.53,274.5
SCPT_195188_Raw01,11.33,92.19,124.06,151.03,112.58,121.7,276.12
SCPT_195188_Raw01,11.35,90.54,124.02,150.98,112.15,121.16,273.62
SCPT_195188_Raw01,11.37,90.17,123.67,150.56,111.69,120.35,272.29
SCPT_195188_Raw01,11.39,88.43,122.1,148.64,109.79,119.69,272.67
SCPT_195188_Raw01,11.41,86.67,121.04,147.35,108.36,119.23,272.39
SCPT_195188_Raw01,11.43,85.47,120.17,146.29,107.21,118.85,272.46
SCPT_195188_Raw01,11.45,83.75,118.88,144.73,105.54,118.11,272.14
SCPT_195188_Raw01,11.47,81.96,118.02,143.68,104.27,117.69,271.51
SCPT_195188_Raw01,11.49,82.44,118.36,144.1,104.65,118.12,272.37
SCPT_195188_Raw01,11.51,82.67,118.79,144.62,105.07,118.45,272.52
SCPT_195188_Raw01,11.53,82.27,118.39,144.12,104.52,118.33,272.96
SCPT_195188_Raw01,11.55,81.84,118.19,143.88,104.18,118.3,273.07
SCPT_195188_Raw01,11.57,80.2,118.03,143.69,103.64,117.94,271.03
SCPT_195188_Raw01,11.59,85.28,119.98,146.06,106.52,119.91,276.47
SCPT_195188_Raw01,11.61,88.89,121.87,148.37,109.04,121.38,279.23
SCPT_195188_Raw01,11.63,87.86,122.02,148.54,108.92,121.26,277.8
SCPT_195188_Raw01,11.65,93.34,125.22,152.44,113.03,122.93,279.94
SCPT_195188_Raw01,11.67,91.76,124.12,151.1,111.62,122.49,280
SCPT_195188_Raw01,11.69,89.01,122.28,148.87,109.24,121.52,279.4
SCPT_195188_Raw01,11.71,91.36,122.91,149.62,110.24,122.58,282.85
SCPT_195188_Raw01,11.73,95.22,125.52,152.81,113.47,124.7,285.66
SCPT_195188_Raw01,11.75,95.95,127.47,155.18,115.41,125.41,283.97
SCPT_195188_Raw01,11.77,96.17,127.13,154.77,115.08,124.84,283.74
SCPT_195188_Raw01,11.79,92.26,123.78,150.69,111.04,123,283.36
SCPT_195188_Raw01,11.81,92.74,123.31,150.12,110.61,122.92,284.84
SCPT_195188_Raw01,11.83,94.02,123.51,150.36,110.99,123.66,287.42
SCPT_195188_Raw01,11.85,91.8,123.49,150.34,110.49,123.47,285.14
SCPT_195188_Raw01,11.87,91.06,123.32,150.12,110.12,123.2,284.4
SCPT_195188_Raw01,11.89,85.41,121.41,147.8,107.09,121.29,278.96
SCPT_195188_Raw01,11.91,83.71,120.52,146.72,105.82,120.82,278.38
SCPT_195188_Raw01,11.93,84.3,120.84,147.11,106.19,121.15,279.17
SCPT_195188_Raw01,11.95,85.54,121.85,148.34,107.38,121.92,280
SCPT_195188_Raw01,11.97,86.93,123.63,150.5,109.35,122.55,278.92
SCPT_195188_Raw01,11.99,87.15,123.29,150.09,109,121.92,278.63
SCPT_195188_Raw01,12.01,83.6,120.87,147.15,105.86,120.54,277.59
SCPT_195188_Raw01,12.03,82.96,120.41,146.58,105.21,120.61,278.37
SCPT_195188_Raw01,12.05,82.78,120.86,147.14,105.58,121.02,278.2
SCPT_195188_Raw01,12.07,88.36,122.96,149.69,108.67,123.28,284.41
SCPT_195188_Raw01,12.09,91.13,125.06,152.25,111.22,124.62,285.53
SCPT_195188_Raw01,12.11,96.26,128.25,156.12,115.22,127.1,289.18
SCPT_195188_Raw01,12.13,99.67,130.17,158.47,117.65,127.55,289.34
SCPT_195188_Raw01,12.15,99.77,130.68,159.09,118.09,127.99,289.51
SCPT_195188_Raw01,12.17,98.5,130.58,158.96,117.69,127.9,288.56
SCPT_195188_Raw01,12.19,96.21,128.87,156.88,115.58,126.79,287.73
SCPT_195188_Raw01,12.21,87.12,124.65,151.74,109.71,123.4,280.66
SCPT_195188_Raw01,12.23,86.51,123.82,150.74,108.72,123.23,281.7
SCPT_195188_Raw01,12.25,83.97,122.56,149.2,106.92,122.48,280.45
SCPT_195188_Raw01,12.27,85.05,122.72,149.39,107.22,122.82,282.19
SCPT_195188_Raw01,12.29,86.01,122.87,149.58,107.49,122.78,282.91
SCPT_195188_Raw01,12.31,85.65,122.55,149.19,107.04,122.57,283
SCPT_195188_Raw01,12.33,84.57,121.9,148.4,106.12,122.34,283.08
SCPT_195188_Raw01,12.35,85.02,122.14,148.7,106.39,122.92,284.47
SCPT_195188_Raw01,12.37,83.53,121.89,148.38,105.8,122.65,283.03
SCPT_195188_Raw01,12.39,82.03,121.44,147.83,105.01,122.43,282.17
SCPT_195188_Raw01,12.41,80.24,120.8,147.06,103.98,122.01,280.94
SCPT_195188_Raw01,12.43,80.46,121.01,147.32,104.18,122.27,281.41
SCPT_195188_Raw01,12.45,80.18,121.21,147.56,104.27,122.31,280.86
SCPT_195188_Raw01,12.47,79.95,121.1,147.42,104.05,122.28,280.97
SCPT_195188_Raw01,12.49,79.19,120.84,147.11,103.6,122.05,280.38
SCPT_195188_Raw01,12.51,78.55,120.53,146.73,103.1,122,280.48
SCPT_195188_Raw01,12.53,78.38,120.53,146.73,103.01,122.06,280.6
SCPT_195188_Raw01,12.55,77.17,120.32,146.47,102.52,121.82,279.31
SCPT_195188_Raw01,12.57,76.55,120.39,146.56,102.43,121.74,278.35
SCPT_195188_Raw01,12.59,77.22,121.03,147.34,103.16,122.26,278.87
SCPT_195188_Raw01,12.61,78.44,121.48,147.88,103.78,122.72,280.42
SCPT_195188_Raw01,12.63,78.99,121.38,147.77,103.71,122.89,281.9
SCPT_195188_Raw01,12.65,80.15,122.37,148.97,104.88,123.39,282.06
SCPT_195188_Raw01,12.67,79.04,121.9,148.4,104.15,123.26,281.82
SCPT_195188_Raw01,12.69,82.65,123.25,150.05,106.11,124.76,286.23
SCPT_195188_Raw01,12.71,83.84,124.49,151.55,107.53,125.52,286.43
SCPT_195188_Raw01,12.73,82.14,124.22,151.23,106.91,124.93,283.97
SCPT_195188_Raw01,12.75,81.21,123.31,150.12,105.75,124.21,283.67
SCPT_195188_Raw01,12.77,79.44,122.16,148.72,104.19,123.64,283.39
SCPT_195188_Raw01,12.79,78.33,121.68,148.13,103.43,123.5,283.15
SCPT_195188_Raw01,12.81,77.65,121.48,147.89,103.05,123.46,282.92
SCPT_195188_Raw01,12.83,77.1,121.47,147.87,102.89,123.42,282.35
SCPT_195188_Raw01,12.85,75.5,121.06,147.38,102.13,122.87,280.31
SCPT_195188_Raw01,12.87,77.05,121.77,148.25,103.08,123.6,282.24
SCPT_195188_Raw01,12.89,76.49,121.79,148.26,102.95,123.44,281.29
SCPT_195188_Raw01,12.91,77.25,122.01,148.53,103.25,123.71,282.46
SCPT_195188_Raw01,12.93,78.55,122.9,149.62,104.34,124.32,283.31
SCPT_195188_Raw01,12.95,78.88,122.86,149.56,104.29,124.65,284.78
SCPT_195188_Raw01,12.97,78.9,122.89,149.6,104.27,124.8,285.23
SCPT_195188_Raw01,12.99,79.07,123,149.74,104.36,124.94,285.67
SCPT_195188_Raw01,13.01,79.23,123.14,149.91,104.47,125,285.78
SCPT_195188_Raw01,13.03,79.21,123.16,149.93,104.43,125.14,286.22
SCPT_195188_Raw01,13.05,79.23,123.32,150.13,104.55,125.3,286.35
SCPT_195188_Raw01,13.07,81.09,124.41,151.46,105.94,126.24,288.13
SCPT_195188_Raw01,13.09,80.58,124.33,151.36,105.71,126.12,287.6
SCPT_195188_Raw01,13.11,79.68,123.96,150.91,105.12,125.71,286.71
SCPT_195188_Raw01,13.13,78.99,123.39,150.21,104.34,125.23,286.44
SCPT_195188_Raw01,13.15,77.79,122.68,149.35,103.33,125.02,286.52
SCPT_195188_Raw01,13.17,76.99,122.35,148.95,102.78,124.9,286.28
SCPT_195188_Raw01,13.19,76.32,122.06,148.6,102.31,124.75,286.04
SCPT_195188_Raw01,13.21,75.5,122,148.52,102.05,124.52,284.79
SCPT_195188_Raw01,13.23,78,123.4,150.23,103.9,125.21,285.98
SCPT_195188_Raw01,13.25,77.06,123.19,149.97,103.46,125.16,285.41
SCPT_195188_Raw01,13.27,76.82,123.14,149.91,103.31,125.21,285.52
SCPT_195188_Raw01,13.29,75.63,122.52,149.16,102.4,124.81,284.9
SCPT_195188_Raw01,13.31,75.38,122.36,148.96,102.12,124.87,285.35
SCPT_195188_Raw01,13.33,74.66,122.06,148.59,101.62,124.74,285.09
SCPT_195188_Raw01,13.35,75.51,122.58,149.23,102.27,125.16,285.92
SCPT_195188_Raw01,13.37,74.16,122.22,148.79,101.6,124.72,284.26
SCPT_195188_Raw01,13.39,74.84,122.6,149.25,102.06,125.06,285.09
SCPT_195188_Raw01,13.41,75.46,122.95,149.67,102.47,125.39,285.92
SCPT_195188_Raw01,13.43,76.38,123.59,150.46,103.25,125.91,286.75
SCPT_195188_Raw01,13.45,77.26,123.84,150.76,103.59,126.26,288.21
SCPT_195188_Raw01,13.47,77.45,124.09,151.07,103.84,126.58,288.67
SCPT_195188_Raw01,13.49,77.43,124.22,151.23,103.91,126.72,288.79
SCPT_195188_Raw01,13.51,79.28,124.83,151.97,104.79,127.49,291.48
SCPT_195188_Raw01,13.53,79.97,125.37,152.62,105.41,127.99,292.24
SCPT_195188_Raw01,13.55,79.97,125.73,153.06,105.73,128.12,291.76
SCPT_195188_Raw01,13.57,77.39,124.74,151.86,104.22,127.1,288.92
SCPT_195188_Raw01,13.59,79.07,125.28,152.51,104.99,127.88,291.63
SCPT_195188_Raw01,13.61,79.67,125.16,152.37,104.9,128.18,293.56
SCPT_195188_Raw01,13.63,80.44,125.67,152.99,105.5,128.59,294.3
SCPT_195188_Raw01,13.65,83.72,128.11,155.96,108.53,129.51,294.22
SCPT_195188_Raw01,13.67,81.01,126.52,154.02,106.38,128.69,293.34
SCPT_195188_Raw01,13.69,79.48,125.63,152.94,105.14,128.32,293.1
SCPT_195188_Raw01,13.71,78.16,124.94,152.1,104.13,127.93,292.55
SCPT_195188_Raw01,13.73,76.35,124.21,151.21,103,127.36,291.04
SCPT_195188_Raw01,13.75,74.5,123.74,150.64,102.17,126.84,288.81
SCPT_195188_Raw01,13.77,74.75,123.96,150.9,102.38,127.07,289.27
SCPT_195188_Raw01,13.79,74.43,124.08,151.05,102.41,127.1,288.71
SCPT_195188_Raw01,13.81,75.6,124.63,151.73,103.12,127.64,290.19
SCPT_195188_Raw01,13.83,75.47,124.64,151.74,103.05,127.69,290.3
SCPT_195188_Raw01,13.85,75.26,124.46,151.51,102.76,127.55,290.39
SCPT_195188_Raw01,13.87,74.71,124.13,151.11,102.26,127.43,290.47
SCPT_195188_Raw01,13.89,74.57,124.12,151.11,102.17,127.48,290.58
SCPT_195188_Raw01,13.91,74.12,124.01,150.97,101.93,127.44,290.34
SCPT_195188_Raw01,13.93,74.06,124.22,151.23,102.09,127.57,290.13
SCPT_195188_Raw01,13.95,74.75,124.57,151.65,102.51,127.99,291.26
SCPT_195188_Raw01,13.97,75.5,125.07,152.26,103.1,128.41,292.05
SCPT_195188_Raw01,13.99,76.19,125.29,152.52,103.38,128.65,293.13
SCPT_195188_Raw01,14.01,77.59,126.03,153.43,104.33,129.4,294.85
SCPT_195188_Raw01,14.03,79.1,126.7,154.24,105.21,130.24,297.11
SCPT_195188_Raw01,14.05,80.36,127.52,155.24,106.22,130.87,298.14
SCPT_195188_Raw01,14.07,80.68,127.53,155.26,106.22,130.92,298.81
SCPT_195188_Raw01,14.09,79.75,127.25,154.91,105.72,130.56,297.74
SCPT_195188_Raw01,14.11,79.79,127.15,154.8,105.56,130.77,298.71
SCPT_195188_Raw01,14.13,79.27,127.02,154.63,105.28,130.74,298.53
SCPT_195188_Raw01,14.15,78.91,126.95,154.55,105.09,130.71,298.34
SCPT_195188_Raw01,14.17,77.75,126.76,154.32,104.66,130.34,296.66
SCPT_195188_Raw01,14.19,77.15,126.51,154.01,104.25,130.23,296.45
SCPT_195188_Raw01,14.21,77.11,126.6,154.12,104.28,130.19,296.24
SCPT_195188_Raw01,14.23,77.13,126.84,154.42,104.49,130.32,296.06
SCPT_195188_Raw01,14.25,77.49,127.01,154.62,104.66,130.55,296.78
SCPT_195188_Raw01,14.27,78.63,127.68,155.43,105.49,131.19,298.14
SCPT_195188_Raw01,14.29,76.91,127.11,154.74,104.57,130.55,296.08
SCPT_195188_Raw01,14.31,75.01,126.22,153.66,103.27,129.72,294.21
SCPT_195188_Raw01,14.33,73.03,125.23,152.46,101.85,128.95,292.59
SCPT_195188_Raw01,14.35,70.03,123.45,150.29,99.39,127.78,290.86
SCPT_195188_Raw01,14.37,68.49,122.93,149.65,98.54,127.32,289.14
SCPT_195188_Raw01,14.39,69.09,123.35,150.17,99.05,127.76,290
SCPT_195188_Raw01,14.41,69.29,123.73,150.62,99.44,127.78,289.39
SCPT_195188_Raw01,14.43,69.85,124.06,151.03,99.83,128.12,290.24
SCPT_195188_Raw01,14.45,71.46,125.05,152.24,101.09,128.94,291.82
SCPT_195188_Raw01,14.47,72.41,125.5,152.79,101.66,129.46,293.33
SCPT_195188_Raw01,14.49,72.96,125.83,153.19,102.04,129.79,294.12
SCPT_195188_Raw01,14.51,74.64,126.54,154.05,102.98,130.59,296.55
SCPT_195188_Raw01,14.53,74.57,126.64,154.17,103.02,130.73,296.66
SCPT_195188_Raw01,14.55,73.63,126.29,153.74,102.44,130.42,295.78
SCPT_195188_Raw01,14.57,71.4,125.5,152.78,101.23,129.5,292.81
SCPT_195188_Raw01,14.59,72.96,125.94,153.32,101.85,130.33,295.96
SCPT_195188_Raw01,14.61,75.52,127.11,154.75,103.42,131.54,299.27
SCPT_195188_Raw01,14.63,78.86,130.48,158.84,107.51,132.58,297.05
SCPT_195188_Raw01,14.65,80.85,131.04,159.53,108.33,132.58,298.38
SCPT_195188_Raw01,14.67,79.23,129.82,158.04,106.72,132.29,299.05
SCPT_195188_Raw01,14.69,78.4,129.3,157.4,105.98,132.52,300.07
SCPT_195188_Raw01,14.71,78.9,129.48,157.63,106.19,133.07,301.68
SCPT_195188_Raw01,14.73,78.3,129.36,157.48,105.92,133.14,301.5
SCPT_195188_Raw01,14.75,76.61,128.61,156.56,104.81,132.67,300.38
SCPT_195188_Raw01,14.77,75.95,128.01,155.83,103.99,132.54,301.05
SCPT_195188_Raw01,14.79,75.12,127.67,155.43,103.45,132.33,300.53
SCPT_195188_Raw01,14.81,74.39,127.41,155.1,103,132.3,300.33
SCPT_195188_Raw01,14.83,72.93,127.05,154.67,102.37,131.81,298.24
SCPT_195188_Raw01,14.85,72.47,126.96,154.56,102.15,131.67,297.69
SCPT_195188_Raw01,14.87,72.95,127.3,154.98,102.54,131.92,298.13
SCPT_195188_Raw01,14.89,74.11,128.03,155.86,103.43,132.05,298.24
SCPT_195188_Raw01,14.91,74.19,128.16,156.02,103.53,132.27,298.67
SCPT_195188_Raw01,14.93,73.63,127.93,155.75,103.15,132.32,298.78
SCPT_195188_Raw01,14.95,73.47,128.04,155.87,103.19,132.53,298.9
SCPT_195188_Raw01,14.97,73.77,128.45,156.37,103.62,132.85,299.03
SCPT_195188_Raw01,14.99,73.36,128.53,156.47,103.62,132.78,298.16
SCPT_195188_Raw01,15.01,72.63,128.66,156.63,103.62,132.68,296.61
SCPT_195188_Raw01,15.03,73.11,129.06,157.12,104.07,133,297.08
SCPT_195188_Raw01,15.05,73.48,129.8,158.02,104.89,133.23,296.19
SCPT_195188_Raw01,15.07,72.54,129.57,157.74,104.47,132.77,294.51
SCPT_195188_Raw01,15.09,71.6,128.82,156.83,103.46,132.23,294.19
SCPT_195188_Raw01,15.11,72.31,128.99,157.03,103.66,132.7,296.08
SCPT_195188_Raw01,15.13,72,128.91,156.94,103.48,132.95,296.54
SCPT_195188_Raw01,15.15,72.58,129.36,157.49,104,133.25,297
SCPT_195188_Raw01,15.17,72.63,129.32,157.43,103.89,133.42,297.78
SCPT_195188_Raw01,15.19,72.75,129.46,157.6,104.01,133.65,298.23
SCPT_195188_Raw01,15.21,73.42,129.57,157.74,104.14,134.02,299.98
SCPT_195188_Raw01,15.23,73.83,129.74,157.94,104.32,134.34,301.06
SCPT_195188_Raw01,15.25,74.49,130.09,158.37,104.73,134.74,302.12
SCPT_195188_Raw01,15.27,75.89,130.62,159.02,105.42,135.4,304.37
SCPT_195188_Raw01,15.29,77.56,131.6,160.21,106.65,136.19,305.98
SCPT_195188_Raw01,15.31,79.19,132.21,160.95,107.45,136.88,308.35
