Depth,Qc,Fc,u
0.01,0.190,0.0090,0.0000
0.02,0.400,0.0110,0.0019
0.03,0.940,0.0096,0.0013
0.04,1.090,0.0115,0.0032
0.05,1.230,0.0135,0.0059
0.06,1.260,0.0130,0.0038
0.07,1.390,0.0138,0.0035
0.08,1.580,0.0153,0.0044
0.09,1.780,0.0192,0.0053
0.10,2.300,0.0214,0.0046
0.11,2.450,0.0251,0.0050
0.12,2.380,0.0291,0.0037
0.13,2.770,0.0376,0.0037
0.14,2.920,0.0388,0.0069
0.15,3.000,0.0400,0.0031
0.16,3.020,0.0488,0.0053
0.17,3.010,0.0546,0.0031
0.18,2.940,0.0629,0.0036
0.19,2.820,0.0668,0.0027
0.20,2.670,0.0714,-0.0003
0.21,2.790,0.0759,0.0015
0.22,2.850,0.0819,0.0003
0.23,2.800,0.0839,0.0000
0.24,2.710,0.0859,-0.0002
0.25,2.630,0.0876,-0.0011
0.26,2.580,0.0896,-0.0014
0.27,2.550,0.0902,-0.0005
0.28,2.500,0.0942,-0.0025
0.29,2.310,0.0966,-0.0036
0.30,2.200,0.0969,-0.0035
0.31,2.080,0.0954,-0.0037
0.32,1.920,0.0952,-0.0023
0.33,1.820,0.0948,-0.0050
0.34,1.730,0.0946,-0.0057
0.35,1.580,0.0925,-0.0034
0.36,1.540,0.0915,-0.0058
0.37,1.490,0.0912,-0.0079
0.38,1.450,0.0904,-0.0057
0.39,1.410,0.0908,-0.0023
0.40,1.390,0.0900,-0.0030
0.41,1.370,0.0881,-0.0025
0.42,1.360,0.0847,-0.0030
0.43,1.360,0.0834,-0.0026
0.44,1.350,0.0823,-0.0028
0.45,1.330,0.0808,-0.0043
0.46,1.310,0.0805,-0.0074
0.47,1.280,0.0795,-0.0067
0.48,1.260,0.0775,-0.0062
0.49,1.190,0.0766,-0.0113
0.50,1.150,0.0761,-0.0143
0.51,1.110,0.0745,-0.0158
0.52,1.020,0.0715,-0.0126
0.53,0.990,0.0702,-0.0127
0.54,0.970,0.0682,-0.0119
0.55,0.980,0.0650,-0.0115
0.56,0.980,0.0633,-0.0124
0.57,0.980,0.0618,-0.0155
0.58,0.990,0.0583,-0.0159
0.59,0.980,0.0573,-0.0167
0.60,0.970,0.0557,-0.0179
0.61,0.990,0.0534,-0.0185
0.62,0.980,0.0526,-0.0149
0.63,1.000,0.0522,-0.0140
0.64,1.000,0.0522,-0.0139
0.65,1.000,0.0522,-0.0139
0.66,1.010,0.0532,-0.0136
0.67,1.020,0.0539,-0.0145
0.68,1.010,0.0544,-0.0156
0.69,1.020,0.0557,-0.0171
0.70,1.030,0.0569,-0.0176
0.71,1.030,0.0565,-0.0176
0.72,1.030,0.0562,-0.0176
0.73,0.960,0.0563,-0.0249
0.74,0.930,0.0565,-0.0262
0.75,0.900,0.0557,-0.0285
0.76,0.850,0.0548,-0.0303
0.77,0.810,0.0542,-0.0312
0.78,0.790,0.0523,-0.0326
0.79,0.770,0.0501,-0.0352
0.80,0.750,0.0492,-0.0375
0.81,0.680,0.0492,-0.0417
0.82,0.650,0.0465,-0.0423
0.83,0.660,0.0457,-0.0430
0.84,0.630,0.0449,-0.0425
0.85,0.570,0.0429,-0.0419
0.86,0.530,0.0429,-0.0433
0.87,0.510,0.0414,-0.0441
0.88,0.510,0.0377,-0.0441
0.89,0.470,0.0359,-0.0452
0.90,0.440,0.0341,-0.0458
0.91,0.420,0.0324,-0.0468
0.92,0.370,0.0300,-0.0476
0.93,0.370,0.0275,-0.0476
0.94,0.350,0.0246,-0.0474
0.95,0.310,0.0234,-0.0473
0.96,0.300,0.0219,-0.0463
0.97,0.290,0.0198,-0.0457
0.98,0.280,0.0179,-0.0452
0.99,0.270,0.0161,-0.0449
1.00,0.270,0.0148,-0.0444
1.01,0.250,0.0131,-0.0439
1.02,0.230,0.0128,-0.0440
1.03,0.220,0.0126,-0.0436
1.04,0.210,0.0124,-0.0433
1.05,0.200,0.0121,-0.0431
1.06,0.190,0.0116,-0.0429
1.07,0.190,0.0112,-0.0428
1.08,0.180,0.0108,-0.0424
1.09,0.170,0.0105,-0.0424
1.10,0.170,0.0102,-0.0423
1.11,0.160,0.0099,-0.0422
1.12,0.150,0.0094,-0.0420
1.13,0.150,0.0090,-0.0417
1.14,0.150,0.0085,-0.0416
1.15,0.150,0.0083,-0.0414
1.16,0.150,0.0080,-0.0411
1.17,0.140,0.0077,-0.0409
1.18,0.140,0.0076,-0.0406
1.19,0.130,0.0075,-0.0402
1.20,0.130,0.0074,-0.0400
1.21,0.130,0.0074,-0.0398
1.22,0.140,0.0072,-0.0398
1.23,0.140,0.0069,-0.0396
1.24,0.130,0.0069,-0.0395
1.25,0.130,0.0065,-0.0395
1.26,0.130,0.0065,-0.0394
1.27,0.120,0.0066,-0.0393
1.28,0.120,0.0066,-0.0391
1.29,0.120,0.0067,-0.0391
1.30,0.130,0.0066,-0.0388
1.31,0.130,0.0064,-0.0388
1.32,0.130,0.0065,-0.0388
1.33,0.130,0.0067,-0.0387
1.34,0.130,0.0069,-0.0386
1.35,0.130,0.0068,-0.0384
1.36,0.130,0.0070,-0.0382
1.37,0.140,0.0072,-0.0381
1.38,0.150,0.0075,-0.0381
1.39,0.130,0.0075,-0.0383
1.40,0.130,0.0075,-0.0384
1.41,0.120,0.0075,-0.0384
1.42,0.120,0.0076,-0.0384
1.43,0.110,0.0075,-0.0384
1.44,0.110,0.0073,-0.0383
1.45,0.100,0.0072,-0.0381
1.46,0.090,0.0067,-0.0382
1.47,0.090,0.0062,-0.0380
1.48,0.090,0.0059,-0.0380
1.49,0.080,0.0057,-0.0378
1.50,0.080,0.0052,-0.0378
1.51,0.070,0.0050,-0.0376
1.52,0.070,0.0049,-0.0374
1.53,0.070,0.0046,-0.0372
1.54,0.070,0.0044,-0.0370
1.55,0.070,0.0042,-0.0368
1.56,0.070,0.0041,-0.0367
1.57,0.070,0.0041,-0.0363
1.58,0.070,0.0040,-0.0363
1.59,0.070,0.0039,-0.0360
1.60,0.080,0.0039,-0.0358
1.61,0.080,0.0038,-0.0357
1.62,0.080,0.0038,-0.0353
1.63,0.080,0.0037,-0.0352
1.64,0.080,0.0037,-0.0351
1.65,0.080,0.0037,-0.0347
1.66,0.080,0.0043,-0.0345
1.67,0.090,0.0044,-0.0343
1.68,0.100,0.0046,-0.0339
1.69,0.100,0.0047,-0.0339
1.70,0.100,0.0050,-0.0337
1.71,0.100,0.0052,-0.0337
1.72,0.100,0.0055,-0.0337
1.73,0.090,0.0056,-0.0201
1.74,0.100,0.0061,-0.0199
1.75,0.110,0.0062,-0.0194
1.76,0.140,0.0067,-0.0194
1.77,0.160,0.0068,-0.0193
1.78,0.170,0.0067,-0.0193
1.79,0.060,0.0069,-0.0183
1.80,0.150,0.0074,-0.0185
1.81,0.140,0.0077,-0.0102
1.82,0.150,0.0071,-0.0033
1.83,0.140,0.0069,-0.0037
1.84,0.130,0.0070,-0.0047
1.85,0.100,0.0066,-0.0056
1.86,0.090,0.0062,-0.0070
1.87,0.130,0.0063,-0.0052
1.88,0.100,0.0056,-0.0079
1.89,0.100,0.0060,-0.0063
1.90,0.130,0.0060,-0.0059
1.91,0.160,0.0052,-0.0069
1.92,0.140,0.0056,-0.0076
1.93,0.090,0.0054,-0.0080
1.94,0.090,0.0052,-0.0078
1.95,0.090,0.0050,-0.0069
1.96,0.140,0.0049,-0.0060
1.97,0.120,0.0049,-0.0076
1.98,0.080,0.0050,-0.0070
1.99,0.080,0.0047,-0.0063
2.00,0.070,0.0047,-0.0058
2.01,0.070,0.0049,-0.0056
2.02,0.070,0.0049,-0.0053
2.03,0.070,0.0046,-0.0052
2.04,0.060,0.0043,-0.0049
2.05,0.060,0.0043,-0.0040
2.06,0.060,0.0042,-0.0036
2.07,0.060,0.0043,-0.0036
2.08,0.050,0.0041,-0.0029
2.09,0.050,0.0041,-0.0023
2.10,0.060,0.0039,-0.0019
2.11,0.070,0.0039,-0.0010
2.12,0.070,0.0040,-0.0010
2.13,0.070,0.0039,-0.0006
2.14,0.060,0.0040,0.0002
2.15,0.070,0.0039,0.0005
2.16,0.070,0.0039,0.0009
2.17,0.070,0.0040,0.0011
2.18,0.060,0.0040,0.0015
2.19,0.060,0.0041,0.0019
2.20,0.060,0.0041,0.0022
2.21,0.060,0.0039,0.0025
2.22,0.060,0.0038,0.0029
2.23,0.060,0.0038,0.0031
2.24,0.060,0.0038,0.0036
2.25,0.060,0.0037,0.0040
2.26,0.060,0.0037,0.0043
2.27,0.060,0.0037,0.0052
2.28,0.060,0.0037,0.0057
2.29,0.060,0.0037,0.0062
2.30,0.060,0.0036,0.0068
2.31,0.060,0.0037,0.0071
2.32,0.070,0.0037,0.0076
2.33,0.070,0.0037,0.0081
2.34,0.070,0.0037,0.0092
2.35,0.070,0.0037,0.0096
2.36,0.070,0.0037,0.0099
2.37,0.060,0.0037,0.0102
2.38,0.060,0.0038,0.0105
2.39,0.060,0.0038,0.0113
2.40,0.060,0.0037,0.0118
2.41,0.060,0.0037,0.0122
2.42,0.060,0.0037,0.0127
2.43,0.060,0.0036,0.0131
2.44,0.060,0.0036,0.0142
2.45,0.050,0.0035,0.0147
2.46,0.050,0.0035,0.0151
2.47,0.050,0.0034,0.0156
2.48,0.050,0.0033,0.0161
2.49,0.050,0.0033,0.0174
2.50,0.050,0.0033,0.0179
2.51,0.050,0.0033,0.0186
2.52,0.050,0.0033,0.0192
2.53,0.050,0.0033,0.0198
2.54,0.050,0.0034,0.0202
2.55,0.050,0.0033,0.0207
2.56,0.060,0.0034,0.0212
2.57,0.060,0.0034,0.0224
2.58,0.060,0.0034,0.0229
2.59,0.060,0.0035,0.0236
2.60,0.060,0.0035,0.0243
2.61,0.060,0.0035,0.0249
2.62,0.060,0.0035,0.0255
2.63,0.060,0.0035,0.0260
2.64,0.060,0.0035,0.0268
2.65,0.070,0.0035,0.0274
2.66,0.060,0.0039,0.0279
2.67,0.060,0.0039,0.0288
2.68,0.060,0.0039,0.0296
2.69,0.060,0.0039,0.0302
2.70,0.070,0.0040,0.0309
2.71,0.070,0.0039,0.0309
2.72,0.070,0.0040,0.0309
2.73,0.060,0.0040,0.0627
2.74,0.060,0.0040,0.0638
2.75,0.050,0.0040,0.0657
2.76,0.050,0.0040,0.0663
2.77,0.040,0.0041,0.0668
2.78,0.040,0.0041,0.0680
2.79,0.050,0.0040,0.0680
2.80,0.050,0.0038,0.0680
2.81,0.040,0.0036,0.0697
2.82,0.050,0.0035,0.0702
2.83,0.050,0.0035,0.0703
2.84,0.040,0.0034,0.0716
2.85,0.040,0.0034,0.0716
2.86,0.040,0.0033,0.0727
2.87,0.040,0.0033,0.0738
2.88,0.060,0.0032,0.0756
2.89,0.040,0.0032,0.0759
2.90,0.040,0.0032,0.0772
2.91,0.050,0.0031,0.0782
2.92,0.050,0.0031,0.0792
2.93,0.060,0.0031,0.0777
2.94,0.060,0.0031,0.0787
2.95,0.070,0.0030,0.0783
2.96,0.050,0.0031,0.0804
2.97,0.060,0.0030,0.0826
2.98,0.050,0.0031,0.0844
2.99,0.050,0.0033,0.0856
3.00,0.050,0.0033,0.0861
3.01,0.070,0.0034,0.0900
3.02,0.080,0.0035,0.0779
3.03,0.060,0.0035,0.0808
3.04,0.060,0.0036,0.0828
3.05,0.060,0.0038,0.0838
3.06,0.070,0.0038,0.0851
3.07,0.070,0.0039,0.0859
3.08,0.060,0.0039,0.0879
3.09,0.060,0.0041,0.0883
3.10,0.070,0.0041,0.0879
3.11,0.060,0.0041,0.0901
3.12,0.070,0.0041,0.0909
3.13,0.080,0.0040,0.0893
3.14,0.090,0.0040,0.0851
3.15,0.060,0.0040,0.0849
3.16,0.060,0.0040,0.0845
3.17,0.060,0.0039,0.0870
3.18,0.060,0.0038,0.0870
3.19,0.060,0.0038,0.0878
3.20,0.060,0.0038,0.0889
3.21,0.060,0.0038,0.0897
3.22,0.060,0.0039,0.0910
3.23,0.060,0.0038,0.0919
3.24,0.060,0.0038,0.0922
3.25,0.060,0.0038,0.0913
3.26,0.070,0.0039,0.0920
3.27,0.060,0.0039,0.0929
3.28,0.060,0.0039,0.0938
3.29,0.060,0.0040,0.0928
3.30,0.060,0.0040,0.0889
3.31,0.060,0.0041,0.0867
3.32,0.060,0.0041,0.0841
3.33,0.060,0.0040,0.0827
3.34,0.060,0.0040,0.0818
3.35,0.060,0.0040,0.0825
3.36,0.060,0.0040,0.0838
3.37,0.060,0.0040,0.0854
3.38,0.050,0.0039,0.0874
3.39,0.050,0.0039,0.0850
3.40,0.050,0.0039,0.0853
3.41,0.050,0.0039,0.0863
3.42,0.060,0.0039,0.0886
3.43,0.060,0.0038,0.0910
3.44,0.070,0.0038,0.0923
3.45,0.060,0.0039,0.0889
3.46,0.060,0.0037,0.0906
3.47,0.070,0.0038,0.0916
3.48,0.060,0.0039,0.0927
3.49,0.070,0.0041,0.0933
3.50,0.060,0.0041,0.0943
3.51,0.070,0.0040,0.0947
3.52,0.100,0.0040,0.0882
3.53,0.070,0.0038,0.0851
3.54,0.070,0.0037,0.0876
3.55,0.080,0.0037,0.0878
3.56,0.070,0.0037,0.0855
3.57,0.070,0.0035,0.0855
3.58,0.060,0.0034,0.0886
3.59,0.060,0.0034,0.0909
3.60,0.060,0.0035,0.0925
3.61,0.050,0.0032,0.0951
3.62,0.050,0.0032,0.0951
3.63,0.050,0.0032,0.0962
3.64,0.050,0.0032,0.0979
3.65,0.050,0.0032,0.0987
3.66,0.060,0.0035,0.0987
3.67,0.050,0.0035,0.0992
3.68,0.050,0.0033,0.1002
3.69,0.050,0.0032,0.1021
3.70,0.050,0.0032,0.1027
3.71,0.050,0.0032,0.1027
3.72,0.050,0.0032,0.1027
3.73,0.060,0.0032,0.1055
3.74,0.070,0.0032,0.1060
3.75,0.070,0.0031,0.1010
3.76,0.080,0.0031,0.0995
3.77,0.070,0.0031,0.0930
3.78,0.070,0.0030,0.0983
3.79,0.070,0.0030,0.1043
3.80,0.070,0.0029,0.1065
3.81,0.070,0.0028,0.1105
3.82,0.060,0.0028,0.1120
3.83,0.070,0.0028,0.1129
3.84,0.080,0.0028,0.1135
3.85,0.070,0.0029,0.1114
3.86,0.070,0.0029,0.1115
3.87,0.080,0.0029,0.1118
3.88,0.080,0.0029,0.1135
3.89,0.080,0.0028,0.1140
3.90,0.080,0.0028,0.1148
3.91,0.070,0.0028,0.1153
3.92,0.080,0.0028,0.1171
3.93,0.080,0.0028,0.1179
3.94,0.070,0.0028,0.1197
3.95,0.080,0.0028,0.1209
3.96,0.090,0.0028,0.1212
3.97,0.090,0.0028,0.1215
3.98,0.100,0.0028,0.1189
3.99,0.100,0.0027,0.1201
4.00,0.100,0.0027,0.1203
4.01,0.100,0.0027,0.1191
4.02,0.090,0.0026,0.1179
4.03,0.090,0.0026,0.1251
4.04,0.090,0.0025,0.1279
4.05,0.090,0.0025,0.1279
4.06,0.090,0.0025,0.1339
4.07,0.090,0.0027,0.1356
4.08,0.090,0.0026,0.1365
4.09,0.090,0.0027,0.1325
4.10,0.100,0.0026,0.1251
4.11,0.100,0.0027,0.1223
4.12,0.110,0.0026,0.0992
4.13,0.100,0.0026,0.1094
4.14,0.090,0.0026,0.1204
4.15,0.090,0.0026,0.1233
4.16,0.090,0.0026,0.1268
4.17,0.090,0.0026,0.1302
4.18,0.090,0.0026,0.1338
4.19,0.090,0.0026,0.1358
4.20,0.090,0.0025,0.1380
4.21,0.100,0.0025,0.1406
4.22,0.100,0.0025,0.1427
4.23,0.100,0.0025,0.1444
4.24,0.100,0.0025,0.1453
4.25,0.110,0.0025,0.1440
4.26,0.110,0.0024,0.1442
4.27,0.110,0.0025,0.1449
4.28,0.110,0.0026,0.1461
4.29,0.120,0.0026,0.1461
4.30,0.140,0.0026,0.1461
4.31,0.140,0.0026,0.1491
4.32,0.150,0.0027,0.1503
4.33,0.160,0.0027,0.1376
4.34,0.150,0.0028,0.1437
4.35,0.150,0.0028,0.1473
4.36,0.140,0.0028,0.1474
4.37,0.150,0.0029,0.1457
4.38,0.140,0.0029,0.1486
4.39,0.140,0.0029,0.1499
4.40,0.140,0.0030,0.1531
4.41,0.150,0.0030,0.1536
4.42,0.150,0.0030,0.1519
4.43,0.160,0.0031,0.1495
4.44,0.160,0.0031,0.1540
4.45,0.180,0.0032,0.1363
4.46,0.160,0.0032,0.1444
4.47,0.160,0.0033,0.1587
4.48,0.160,0.0033,0.1587
4.49,0.170,0.0032,0.1598
4.50,0.160,0.0032,0.1602
4.51,0.160,0.0032,0.1602
4.52,0.170,0.0033,0.1622
4.53,0.170,0.0034,0.1654
4.54,0.170,0.0032,0.1688
4.55,0.170,0.0032,0.1714
4.56,0.170,0.0032,0.1690
4.57,0.170,0.0033,0.1684
4.58,0.190,0.0033,0.1646
4.59,0.220,0.0032,0.1652
4.60,0.230,0.0032,0.1689
4.61,0.230,0.0033,0.1617
4.62,0.230,0.0035,0.1579
4.63,0.230,0.0036,0.1593
4.64,0.250,0.0036,0.1660
4.65,0.280,0.0036,0.1696
4.66,0.320,0.0039,0.1545
4.67,0.340,0.0036,0.1363
4.68,0.350,0.0033,0.1236
4.69,0.330,0.0034,0.1232
4.70,0.300,0.0036,0.1239
4.71,0.300,0.0037,0.1239
4.72,0.300,0.0037,0.1239
4.73,0.340,0.0037,0.1080
4.74,0.340,0.0041,0.1186
4.75,0.330,0.0045,0.1205
4.76,0.300,0.0051,0.1297
4.77,0.350,0.0054,0.1504
4.78,0.400,0.0052,0.1514
4.79,0.400,0.0050,0.1514
4.80,0.470,0.0042,0.1470
4.81,0.660,0.0038,0.0998
4.82,0.760,0.0039,0.0842
4.83,0.830,0.0039,0.0759
4.84,0.850,0.0035,0.0770
4.85,0.860,0.0033,0.0836
4.86,0.850,0.0032,0.0868
4.87,0.770,0.0029,0.0941
4.88,0.720,0.0027,0.0989
4.89,0.680,0.0031,0.1022
4.90,0.630,0.0034,0.1051
