Depth,Qc,Fc,u
0.01,0.01,0.015,0.00003
0.02,0.05,0.02,0.00005
0.03,0.13,0.032,0.00039
0.04,0.26,0.04,0.00079
0.05,0.45,0.043,0.00265
0.06,0.58,0.045,0.00285
0.07,0.73,0.049,0.00133
0.08,0.87,0.053,0.00176
0.09,1.03,0.056,-0.00857
0.1,1.12,0.063,-0.00383
0.11,1.13,0.068,-0.00003
0.12,1.24,0.07,0.00173
0.13,1.78,0.076,-0.01129
0.14,2.01,0.078,-0.00222
0.15,2.09,0.083,0.00018
0.16,2.19,0.09,0.00084
0.17,2.26,0.093,0.00124
0.18,2.24,0.098,0.00153
0.19,2.17,0.101,0.00134
0.2,2.12,0.116,0.00131
0.21,2.14,0.125,0.00094
0.22,2.09,0.131,0.00124
0.23,2.15,0.142,0.00068
0.24,2.21,0.155,0.00224
0.25,2.47,0.162,0.009
0.26,3.19,0.168,-0.00022
0.27,3.35,0.182,0.00116
0.28,3.37,0.192,0.00038
0.29,3.28,0.188,0.00133
0.3,3.46,0.185,-0.01352
0.31,3.54,0.182,-0.03469
0.32,3.47,0.175,-0.04654
0.33,3.32,0.183,-0.0453
0.34,3.21,0.188,-0.03693
0.35,3.19,0.196,-0.04217
0.36,3.19,0.203,-0.05131
0.37,3.69,0.199,-0.05748
0.38,4.34,0.199,-0.01732
0.39,4.61,0.2,-0.01304
0.4,4.8,0.194,-0.01513
0.41,4.78,0.189,-0.01776
0.42,3.94,0.18,-0.01591
0.43,3.4,0.174,-0.01607
0.44,2.88,0.175,-0.01147
0.45,2.59,0.179,-0.00941
0.46,2.46,0.177,-0.00883
0.47,2.35,0.171,-0.01518
0.48,2.23,0.17,-0.01829
0.49,2.19,0.169,-0.01873
0.5,2.09,0.174,-0.01623
0.51,2.03,0.162,-0.014
0.52,2.02,0.152,-0.02033
0.53,2.59,0.141,-0.02411
0.54,2.7,0.13,-0.02367
0.55,2.77,0.122,-0.01984
0.56,3.1,0.129,-0.02952
0.57,2.89,0.133,-0.02333
0.58,2.44,0.133,-0.01207
0.59,2.11,0.132,0.01436
0.6,2.09,0.136,0.02714
