Depth,Qc,Fc,u
0,0.0621,0,-0.0002
0.01,0.128,0,0
0.02,0.1707,0,0.0002
0.03,0.2482,0.0006,0.0004
0.04,0.3879,0.0013,0.0011
0.05,0.384,0.0025,0.0077
0.06,0.5973,0.0051,0
0.07,0.9619,0.0074,-0.0002
0.08,1.5321,0.0097,-0.0003
0.09,1.9742,0.0097,-0.0004
0.09999999,2.1798,0.0116,-0.0004
0.11,2.3001,0.0116,-0.0005
0.12,2.3311,0.0117,-0.0005
0.13,2.3854,0.0117,-0.0006
0.14,2.4048,0.015,-0.0006
0.15,2.4203,0.0149,-0.0006
0.16,2.4242,0.0154,-0.0006
0.17,2.4281,0.0168,-0.0006
0.18,2.4746,0.0168,-0.0006
0.19,2.5192,0.0183,-0.0008
0.2,2.5638,0.0199,-0.001
0.21,2.6453,0.0228,-0.0006
0.22,2.7267,0.025,-0.0011
0.23,2.7655,0.0277,-0.0011
0.2400001,2.8314,0.0277,-0.0012
0.2500001,2.8314,0.0312,-0.0013
0.2600001,2.8935,0.0339,-0.0014
0.27,2.9866,0.0391,-0.0014
0.28,3.0913,0.0423,-0.0015
0.29,3.2232,0.0462,-0.0016
0.3,3.3783,0.0462,-0.0014
0.31,3.3783,0.0506,-0.0016
0.32,3.5684,0.0569,-0.0026
0.33,3.7662,0.065,-0.002
0.34,3.9834,0.0739,-0.0028
0.35,4.189,0.0837,-0.0035
0.36,4.3984,0.0937,-0.0035
0.3699999,4.604,0.1041,-0.0038
0.3799999,4.604,0.1156,-0.0041
0.3899999,4.7436,0.128,-0.0039
0.3999999,4.8794,0.1399,-0.0039
0.4099999,5.0112,0.1522,-0.0039
0.4199999,5.1199,0.1608,-0.0039
0.4299999,5.2362,0.1728,-0.0022
0.4399999,5.3914,0.1855,-0.0076
0.4499999,5.4961,0.1928,-0.0096
0.4599999,5.6163,0.1998,-0.0123
0.4699998,5.7404,0.2055,-0.0166
0.4799998,5.7753,0.2055,-0.0164
0.4899998,5.7715,0.2054,-0.0169
0.4999998,5.7249,0.2052,-0.0171
0.5099998,5.6086,0.2036,-0.0144
0.5199998,5.5387,0.1991,-0.0116
0.5299998,5.5038,0.193,-0.0061
0.5399998,5.4457,0.193,-0.0061
0.5499998,5.3758,0.1856,-0.0037
0.5599998,5.2711,0.1756,-0.0039
0.5699998,5.2091,0.1623,-0.0028
0.5799997,5.1392,0.1489,-0.0026
0.5899997,5.1276,0.1394,-0.002
0.5999997,5.1266,0.131,-0.0018
0.6099997,5.1291,0.1265,-0.0018
0.6199997,5.1315,0.1229,-0.0017
0.6299997,5.147,0.1221,-0.0016
0.6399997,5.1819,0.1219,-0.0012
0.6499997,5.2944,0.1223,-0.0012
0.6599997,5.3564,0.1226,-0.0011
0.6699997,5.4108,0.1273,-0.0011
0.6799996,5.4844,0.1304,-0.001
0.6899996,5.5387,0.1378,-0.0008
0.6999996,5.6008,0.1517,-0.0006
0.7099996,5.6939,0.162,-0.0006
