Depth,Qc,Fc,u
0,0.0308,0,-0.0002
0.01,0.0999,0,-0.0002
0.02,0.1422,0,-0.0002
0.03,0.0923,0.0004,-0.0002
0.04,0.0898,0.0009,-0.0001
0.05,0.0886,0.0017,0
0.06,0.0943,0.0034,0.0006
0.07,0.0999,0.0041,0.001
0.08,0.2076,0.0045,0.0012
0.09,0.5843,0.0044,0
0.09999999,0.9418,0.0044,-0.0005
0.11,0.9495,0.0028,-0.0007
0.12,0.9995,0.0024,-0.0008
0.13,1.0764,0.0023,-0.0007
0.14,0.8419,0.0023,-0.0006
0.15,0.692,0.0023,-0.0006
0.16,0.5651,0.0023,-0.0006
0.17,0.5199,0.0022,-0.0005
0.18,0.5191,0.0022,-0.0005
0.19,0.5248,0.0021,-0.0004
0.2,0.5305,0.0019,-0.0004
0.21,0.5997,0.0018,-0.0004
0.22,0.5882,0.0017,-0.0004
0.23,0.6132,0.0017,-0.0004
0.2400001,0.6381,0.0017,-0.0004
0.2500001,0.6228,0.0016,-0.0004
0.2600001,0.6574,0.0016,-0.0004
0.27,0.6727,0.0015,-0.0004
0.28,0.6881,0.0015,-0.0004
0.29,0.6766,0.0015,-0.0004
0.3,0.6535,0.0015,-0.0004
0.31,0.6305,0.0015,-0.0004
0.32,0.6343,0.0015,-0.0004
0.33,0.5997,0.0016,-0.0006
0.34,0.542,0.0019,-0.0007
0.35,0.4844,0.0026,-0.0007
0.36,0.4767,0.0026,-0.0008
0.3699999,0.4921,0.0026,-0.0008
0.3799999,0.4344,0.0026,-0.0009
0.3899999,0.4306,0.0029,-0.0009
0.3999999,0.419,0.0032,-0.0009
0.4099999,0.4036,0.0038,-0.001
0.4199999,0.3902,0.0038,-0.001
0.4299999,0.3767,0.0039,-0.001
0.4399999,0.3883,0.0037,-0.001
0.4499999,0.3575,0.0035,-0.001
0.4599999,0.346,0.0036,-0.001
0.4699998,0.3575,0.0036,-0.001
0.4799998,0.3229,0.0037,-0.001
0.4899998,0.2883,0.0039,-0.001
0.4999998,0.2818,0.004,-0.001
0.5099998,0.282,0.004,-0.001
0.5199998,0.2821,0.0037,-0.001
0.5299998,0.2845,0.0034,-0.001
0.5399998,0.2922,0.0032,-0.001
0.5499998,0.2998,0.0032,-0.001
0.5599998,0.2768,0.0032,-0.001
0.5699998,0.2806,0.0032,-0.001
0.5799997,0.2691,0.0031,-0.001
0.5899997,0.2695,0.0031,-0.001
0.5999997,0.2698,0.003,-0.001
0.6099997,0.271,0.0023,-0.001
0.6199997,0.2806,0.0008,-0.001
0.6299997,0.3037,0.0004,-0.0011
0.6399997,0.2768,0.0003,-0.0011
0.6499997,0.2786,0.0002,-0.0011
0.6599997,0.2805,0.0001,-0.0011
0.6699997,0.2874,0.0001,-0.0011
0.6799996,0.3229,0,-0.001
0.6899996,0.3729,0,-0.0011
0.6999996,0.3921,-0.0001,-0.0011
0.7099996,0.3921,-0.0001,-0.0011
0.7199996,0.3806,-0.0001,-0.0011
0.7299996,0.379,-0.0001,-0.0012
0.7399996,0.3786,0,-0.0012
0.7499996,0.3796,0,-0.0012
0.7599996,0.3806,-0.0001,-0.0012
0.7699996,0.4267,-0.0002,-0.0012
0.7799996,0.4652,-0.0003,-0.0012
0.7899995,0.4844,-0.0003,-0.0012
0.7999995,0.5036,-0.0003,-0.0012
0.8099995,0.3998,-0.0003,-0.0012
0.8199995,0.3383,-0.0003,-0.0012
0.8299995,0.3382,-0.0003,-0.0012
0.8399995,0.3382,-0.0002,-0.0012
0.8499995,0.3383,-0.0001,-0.0012
0.8599995,0.3883,-0.0001,-0.0012
0.8699995,0.4575,-0.0001,-0.0012
0.8799995,0.4921,-0.0001,-0.0012
0.8899994,0.4498,0,-0.0012
0.8999994,0.4053,0.0001,-0.0012
0.9099994,0.3848,0.0003,-0.0012
0.9199994,0.3947,0.0008,-0.0012
0.9299994,0.4047,0.0008,-0.0012
0.9399994,0.4267,0.0008,-0.0012
0.9499994,0.4613,0.0008,-0.0012
0.9599994,0.4844,0.0008,-0.0012
0.9699994,0.5382,0.0009,-0.0012
0.9799994,0.5459,0.0009,-0.0012
0.9899994,0.4565,0.0009,-0.0012
0.9999993,0.4147,0.0019,-0.0012
1.009999,0.4034,0.0017,-0.0012
1.019999,0.3921,0.0019,-0.0012
1.029999,0.4152,0.002,-0.0012
1.039999,0.3652,0.0021,-0.0012
1.049999,0.346,0.0019,-0.0012
1.059999,0.3344,0.0018,-0.0012
1.069999,0.296,0.0009,-0.0012
1.079999,0.296,0.0009,-0.0012
1.089999,0.2964,0.0009,-0.0012
1.099999,0.2968,0.0009,-0.0012
1.109999,0.2989,0.0009,-0.0012
1.119999,0.3114,0.0009,-0.0012
1.129999,0.3268,0.0013,-0.0012
1.139999,0.3306,0.0013,-0.0012
1.149999,0.3344,0.0014,-0.0012
1.159999,0.3287,0.0015,-0.0012
1.169999,0.3229,0.0015,-0.0012
1.179999,0.3229,0.0015,-0.0012
1.189999,0.296,0.0015,-0.0012
1.199999,0.2883,0.0015,-0.0012
1.209999,0.2614,0.0014,-0.0012
1.219999,0.2537,0.0014,-0.0012
1.229999,0.2383,0.0013,-0.0012
1.239999,0.2307,0.0013,-0.0012
1.249999,0.223,0.001,-0.0012
1.259999,0.2153,0.0008,-0.0012
1.269999,0.2114,0,-0.0012
1.279999,0.2076,0.0001,-0.0012
1.289999,0.1999,-0.0006,-0.0012
1.299999,0.1976,-0.0006,-0.0012
1.309999,0.1981,-0.0007,-0.0012
1.319999,0.1985,-0.0013,-0.0012
1.329999,0.1999,-0.0013,-0.0012
1.339999,0.2191,-0.0013,-0.0012
1.349999,0.2153,-0.0012,-0.0012
1.359999,0.2345,-0.0011,-0.0011
1.369999,0.2537,-0.0008,-0.0011
1.379999,0.2729,-0.0004,-0.0011
1.389999,0.3229,0.0019,-0.001
1.399999,0.3537,0.0032,-0.0008
1.409999,0.3844,0.005,-0.0008
1.419999,0.4652,0.0052,-0.0008
1.429999,0.592,0.0054,-0.0008
1.439999,0.7842,0.0054,-0.0008
1.449999,1.2032,0.0055,-0.0008
1.459999,1.7491,0.0056,-0.0008
1.469999,2.4526,0.0066,-0.0008
1.479999,3.4983,0.0074,-0.0008
1.489999,4.7976,0.0078,-0.0008
1.499999,6.1431,0.019,-0.0009
1.509999,7.3886,0.0181,-0.0009
1.519999,8.3458,0.0196,-0.0009
1.529999,8.9609,0.0213,-0.001
1.539999,9.4722,0.0211,-0.001
1.549999,9.8835,0.023,-0.001
1.559999,9.8605,0.0244,-0.001
1.569999,10.045,0.0256,-0.001
1.579999,10.1334,0.0269,-0.0009
1.589999,10.2564,0.0284,-0.0009
1.599999,10.4102,0.0291,-0.0009
1.609999,10.5639,0.03,-0.0008
1.619999,10.6408,0.0305,-0.0008
1.629999,10.7062,0.031,-0.0008
1.639999,10.7369,0.0311,-0.0008
1.649999,10.687,0.0312,-0.0008
1.659999,10.5101,0.0315,-0.0008
1.669999,10.3564,0.0316,-0.0008
1.679999,10.1065,0.0316,-0.0008
1.689999,9.8989,0.0316,-0.0008
1.699999,9.7451,0.0316,-0.0008
1.709999,9.5721,0.0316,-0.0008
1.719999,9.4222,0.0316,-0.0008
1.729999,9.2185,0.0315,-0.0008
1.739999,9.0301,0.0312,-0.0008
1.749999,8.8725,0.0291,-0.0007
1.759999,8.6418,0.0283,-0.0007
1.769999,8.3689,0.0275,-0.0006
1.779999,8.0767,0.0277,-0.0006
1.789999,7.7231,0.0269,-0.0006
1.799999,7.4347,0.026,-0.0006
1.809999,7.108,0.0256,-0.0006
1.819999,6.5006,0.0247,-0.0006
1.829999,6.2469,0.0245,-0.0006
1.839999,6.0008,0.0242,-0.0007
1.849999,5.952,0.0243,-0.0007
1.859999,5.9287,0.0241,-0.0007
1.869999,5.93,0.024,-0.0007
1.879999,5.9312,0.0234,-0.0007
1.889999,5.9893,0.0229,-0.0007
1.899999,6.0893,0.0228,-0.0006
1.909999,6.1508,0.0228,-0.0006
1.919999,6.097,0.0228,-0.0005
1.929999,6.0393,0.0228,-0.0005
1.939999,5.4973,0.0227,-0.0004
1.949998,5.528,0.0215,-0.0002
1.959998,5.4434,0.0214,-0.0002
1.969998,5.3742,0.0211,-0.0002
1.979998,5.3358,0.0213,-0.0002
1.989998,5.2666,0.0204,-0.0002
1.999998,5.2051,0.0173,-0.0002
2.009999,5.0398,0.0171,-0.0002
2.019999,4.7284,0.0164,-0.0002
2.029999,4.4555,0.0162,-0.0001
2.039999,4.3017,0.0159,-0.0001
2.049999,4.0864,0.0157,0
2.059999,3.8711,0.0153,0.0004
2.069999,3.7789,0.0151,0.0002
2.079998,3.7888,0.015,0.0006
2.089998,3.7988,0.0156,0.0006
2.099998,3.8422,0.0162,0.0006
2.109998,3.9326,0.0167,0.0007
2.119998,4.5516,0.0167,0.0008
2.129998,5.4434,0.0183,0.001
2.139998,5.8663,0.0178,0.001
2.149998,6.6082,0.0192,0.0014
2.159998,6.935,0.0203,0.0014
2.169998,7.4194,0.0214,0.0014
2.179998,7.9076,0.0239,0.0014
2.189998,8.1267,0.0252,0.0014
2.199998,8.7456,0.0266,0.0015
2.209998,9.0762,0.0282,0.0015
2.219998,9.8297,0.0312,0.0017
2.229998,10.4602,0.0334,0.0017
2.239998,10.7023,0.0338,0.0016
2.249998,11.1598,0.0356,0.0015
2.259998,11.3482,0.0368,0.0015
2.269998,11.6941,0.0386,0.0015
2.279998,11.8595,0.0409,0.0014
2.289998,11.9325,0.0422,0.0014
2.299998,12.0286,0.0423,0.0014
2.309998,12.0517,0.0422,0.0013
2.319998,12.1132,0.042,0.0012
2.329998,12.1055,0.0406,0.0012
