Depth,Qc,Fc,u
0,0.5005,0,0
0.01,1.9844,0,0
0.02,2.2881,0,-0.0002
0.03,2.4611,0.0015,-0.0004
0.04,2.6494,0.003,-0.0004
0.05,2.7763,0.006,-0.0006
0.06,2.8916,0.0121,-0.0007
0.07,2.9109,0.0242,-0.0007
0.08,2.9109,0.0238,-0.0007
0.09,2.8839,0.0256,-0.0007
0.09999999,2.8417,0.026,-0.0006
0.11,2.8032,0.0261,-0.0006
0.12,2.7609,0.026,-0.0006
0.13,2.6994,0.026,-0.0005
0.14,2.6648,0.0258,-0.0004
0.15,2.5457,0.0253,-0.0002
0.16,2.4649,0.0251,-0.0002
0.17,2.4226,0.0241,-0.0002
0.18,2.3957,0.0219,0.0001
0.19,2.3803,0.0214,-0.0002
0.2,2.365,0.0212,-0.0002
0.21,2.3419,0.0205,-0.0002
0.22,2.315,0.0196,-0.0002
0.23,2.2689,0.0195,0
0.2400001,2.1997,0.0185,0
0.2500001,2.1362,0.018,-0.0003
0.2600001,2.0728,0.0178,-0.0004
0.27,2.0728,0.0175,-0.0004
0.28,2.0497,0.0167,-0.0006
0.29,2.0305,0.0162,-0.0007
0.3,1.9767,0.0156,-0.0007
0.31,1.9267,0.0154,-0.0006
0.32,1.8652,0.0148,-0.001
0.33,1.7922,0.0143,-0.0011
0.34,1.6807,0.0133,-0.0011
0.35,1.6077,0.0128,-0.0011
0.36,1.5615,0.0122,-0.001
0.3699999,1.5626,0.0112,-0.001
0.3799999,1.5637,0.0102,-0.001
0.3899999,1.5693,0.0099,-0.001
0.3999999,1.5807,0.0091,-0.0008
0.4099999,1.6346,0.009,-0.0009
0.4199999,1.7076,0.009,-0.0009
0.4299999,1.8114,0.0089,-0.0009
0.4399999,1.9037,0.0089,-0.0009
0.4499999,2.0151,0.0089,-0.0007
0.4599999,2.1151,0.0089,-0.0004
0.4699998,2.2227,0.0089,-0.0002
0.4799998,2.2996,0.0089,-0.0002
0.4899998,2.2804,0.0089,-0.0002
0.4999998,2.2905,0.0091,-0.0003
0.5099998,2.3006,0.0101,-0.0004
0.5199998,2.3534,0.0101,-0.0002
0.5299998,2.4342,0.0102,-0.0005
0.5399998,2.4995,0.0102,-0.0007
0.5499998,2.5264,0.01,-0.0008
0.5599998,2.5226,0.0098,-0.0008
0.5699998,2.561,0.0098,-0.0008
0.5799997,2.5764,0.0097,-0.0008
0.5899997,2.5956,0.0088,-0.0006
0.5999997,2.6379,0.0089,-0.0008
0.6099997,2.7033,0.0084,-0.001
0.6199997,2.7609,0.0085,-0.001
0.6299997,2.8186,0.0076,-0.0011
0.6399997,2.8916,0.0068,-0.0011
0.6499997,2.9378,0.0069,-0.001
0.6599997,2.9877,0.0063,-0.001
0.6699997,3.0262,0.006,-0.0008
0.6799996,3.0608,0.0059,-0.0011
0.6899996,3.0992,0.0059,-0.0011
0.6999996,3.153,0.0058,-0.0012
0.7099996,3.2069,0.0058,-0.0012
0.7199996,3.253,0.0058,-0.0012
0.7299996,3.303,0.0058,-0.0012
0.7399996,3.3529,0.006,-0.0012
0.7499996,3.4029,0.006,-0.0011
0.7599996,3.4414,0.0063,-0.001
0.7699996,3.4529,0.0065,-0.0008
0.7799996,3.4798,0.0073,-0.001
0.7899995,3.5029,0.0076,-0.0012
0.7999995,3.5067,0.008,-0.0012
0.8099995,3.5144,0.0083,-0.0012
0.8199995,3.4952,0.0083,-0.0012
0.8299995,3.4721,0.0085,-0.0012
0.8399995,3.4414,0.0086,-0.0011
0.8499995,3.3453,0.0085,-0.001
0.8599995,3.2953,0.0085,-0.001
0.8699995,3.253,0.0085,-0.001
0.8799995,3.2069,0.0085,-0.001
0.8899994,3.1761,0.0083,-0.0012
0.8999994,3.1454,0.008,-0.0012
0.9099994,3.1223,0.0077,-0.0013
0.9199994,3.1146,0.0075,-0.0013
0.9299994,3.1144,0.0075,-0.0013
0.9399994,3.1145,0.0073,-0.0012
0.9499994,3.1146,0.0073,-0.0012
0.9599994,3.1223,0.0073,-0.0012
0.9699994,3.1607,0.0073,-0.0012
0.9799994,3.2107,0.0073,-0.0012
0.9899994,3.2722,0.0075,-0.0012
0.9999993,3.3453,0.0078,-0.0011
1.009999,3.4337,0.0083,-0.001
