Depth,Qc,Fc,u
0,0.8798,0,-0.0004
0.01,1.3157,0,-0.0004
0.02,1.6692,0,-0.0004
0.03,2.0973,0.0007,-0.0004
0.04,2.2937,0.0015,-0.0004
0.05,2.3133,0.0029,0
0.06,2.2987,0.0058,0.0003
0.07,2.2945,0.0116,0.0011
0.08,2.3,0.0125,0.0028
0.09,2.3055,0.0133,0.0011
0.1,2.3133,0.0151,0.0002
0.11,2.333,0.0174,-0.0001
0.12,2.3644,0.0176,-0.0003
0.13,2.4626,0.0192,-0.0004
0.14,2.4312,0.023,-0.0002
0.15,2.439,0.0261,-0.0012
0.16,2.5569,0.0288,-0.0026
0.17,2.659,0.0301,-0.0032
0.18,2.765,0.0298,-0.0032
0.19,2.8082,0.0295,-0.0031
0.2,2.8239,0.0287,0.0007
0.21,2.6629,0.0272,0.0099
0.22,2.5922,0.0243,0.0687
0.23,2.1248,0.0232,0.2507
0.24,2.0816,0.0212,0.4304
0.25,2.0266,0.0204,0.5446
0.26,2.0266,0.0193,0.7017
0.27,2.0031,0.0186,0.6799
0.28,2.0188,0.0178,0.72
0.29,2.0098,0.0174,0.7311
0.3,2.0062,0.0167,0.7333
0.31,2.0085,0.0166,0.7574
0.32,2.0109,0.0167,0.7483
0.33,2.0384,0.0162,0.7989
0.34,2.0256,0.016,0.8779
0.35,2.0353,0.016,0.9097
0.36,2.045,0.0157,0.8931
0.37,2.0698,0.0153,0.8993
0.38,2.058,0.0145,0.9056
0.39,2.0541,0.0142,0.9202
0.4,2.0659,0.0144,0.9401
0.41,2.0384,0.0145,0.9658
0.42,2.0188,0.0149,0.9701
0.43,2.0227,0.0157,0.9387
0.44,2.007,0.0176,0.8903
0.45,2.0227,0.0185,0.8119
0.46,2.0031,0.0178,0.7457
0.47,1.9638,0.019,0.7123
0.48,1.9049,0.0208,0.7131
0.49,1.8912,0.0232,0.6825
0.5,1.8862,0.0246,0.6744
0.51,1.8813,0.0266,0.6126
0.52,1.8774,0.0269,0.5806
0.53,1.846,0.0266,0.5357
0.54,1.8263,0.0271,0.536
0.55,1.787,0.028,0.5362
0.56,1.7767,0.0288,0.5397
0.57,1.7784,0.0303,0.5569
0.58,1.78,0.0317,0.5417
0.59,1.787,0.0331,0.5596
0.6,1.8499,0.0345,0.5166
0.61,1.9049,0.0361,0.4419
0.62,1.9284,0.038,0.4233
0.63,1.9245,0.0388,0.4224
0.64,1.8813,0.0392,0.383
0.65,1.8342,0.0395,0.3764
0.66,1.7713,0.0395,0.3752
0.67,1.7046,0.0405,0.3806
0.68,1.6417,0.0419,0.386
0.69,1.6162,0.042,0.4626
0.7,1.6152,0.0417,0.4867
0.71,1.6142,0.0414,0.5221
0.72,1.626,0.0407,0.531
0.73,1.5985,0.0363,0.5386
0.74,1.5907,0.0342,0.5462
0.75,1.5632,0.0324,0.5401
0.76,1.5239,0.0314,0.5408
0.77,1.5112,0.0314,0.5416
0.78,1.5108,0.0314,0.5768
0.79,1.5119,0.0313,0.6515
0.8,1.513,0.0313,0.724
0.81,1.52,0.031,0.7362
0.82,1.5475,0.0297,0.6843
0.83,1.5357,0.027,0.6728
0.84,1.5318,0.0247,0.6414
0.85,1.5121,0.0238,0.6116
0.86,1.465,0.0234,0.607
0.87,1.4257,0.0235,0.6023
0.88,1.412,0.0236,0.6059
0.89,1.3982,0.0239,0.5944
0.9,1.3943,0.0263,0.5944
0.91,1.4021,0.0299,0.5705
0.92,1.3707,0.0317,0.5164
0.93,1.3707,0.0331,0.4749
0.94,1.3314,0.0337,0.437
0.95,1.3236,0.0337,0.3921
0.96,1.3236,0.0338,0.4077
0.97,1.2961,0.0341,0.3874
0.98,1.2765,0.0349,0.3633
0.99,1.2647,0.0354,0.3477
1,1.2411,0.0359,0.3311
1.01,1.245,0.0364,0.2647
1.02,1.2372,0.0368,0.2365
1.03,1.2342,0.0372,0.2197
1.04,1.2354,0.038,0.2025
1.05,1.2365,0.0379,0.1812
1.06,1.2393,0.0383,0.1721
1.07,1.245,0.039,0.1717
