Depth,Qc,Fc,u
0.01,0.23,0.005,0.00463
0.02,0.38,0.003,0.00446
0.03,0.61,0.002,0.00669
0.04,0.85,0.003,0.00474
0.05,1.17,0.009,0.00289
0.06,1.51,0.02,0.00294
0.07,1.82,0.028,0.00119
0.08,2.14,0.03,0.00045
0.09,2.28,0.029,0.00102
0.1,2.17,0.026,0.00662
0.11,1.99,0.025,0.00234
0.12,2.01,0.023,0.00341
0.13,2.06,0.022,0.00062
0.14,2.2,0.021,0.00339
0.15,2.38,0.016,0.00065
0.16,2.54,0.007,0.00368
0.17,2.58,0.009,0.00277
0.18,2.5,0.015,-0.00111
0.19,2.48,0.02,-0.001
0.2,2.45,0.023,0.00436
0.21,2.33,0.025,0.00145
0.22,2.23,0.029,0.00098
0.23,2.18,0.029,0.00059
0.24,2.11,0.028,0.00343
0.25,1.99,0.028,-0.00107
0.26,1.92,0.026,0.0004
0.27,1.85,0.026,-0.0005
0.28,1.75,0.026,-0.00046
0.29,1.64,0.026,-0.00126
0.3,1.53,0.028,-0.00176
0.31,1.42,0.032,-0.00127
0.32,1.31,0.036,-0.00154
0.33,1.25,0.039,-0.00205
0.34,1.17,0.04,-0.00361
0.35,1.09,0.045,-0.00284
0.36,1.05,0.048,-0.00233
0.37,1.04,0.05,-0.00196
0.38,1.05,0.053,-0.00147
0.39,1.04,0.053,-0.00058
0.4,1.02,0.053,-0.00051
0.41,1.01,0.052,0.00085
0.42,1,0.049,-0.00102
0.43,0.98,0.045,-0.00134
0.44,0.99,0.043,-0.0019
0.45,1,0.041,-0.00219
0.46,1.02,0.039,-0.00167
0.47,1.02,0.038,-0.00208
0.48,1.04,0.039,-0.00177
0.49,1.05,0.04,-0.00151
0.5,1.03,0.04,-0.00477
0.51,1.02,0.04,-0.00311
0.52,1.03,0.041,-0.00189
0.53,1.08,0.042,-0.00197
0.54,1.11,0.043,-0.00273
0.55,1.12,0.041,-0.00222
0.56,1.17,0.041,-0.00272
0.57,1.12,0.041,0.00263
0.58,1.1,0.042,-0.00223
0.59,1.09,0.043,-0.00243
0.6,1.07,0.043,-0.00387
0.61,1.09,0.043,-0.00173
0.62,1.12,0.041,-0.00349
0.63,1.14,0.04,-0.00784
0.64,1.16,0.041,-0.00797
0.65,1.17,0.044,-0.0081
0.66,1.18,0.047,-0.00821
0.67,1.19,0.049,-0.00754
0.68,1.19,0.052,-0.00667
0.69,1.19,0.054,-0.00549
0.7,1.21,0.055,-0.00569
0.71,1.23,0.056,-0.00451
0.72,1.24,0.057,-0.00307
0.73,1.26,0.058,-0.00432
0.74,1.28,0.058,-0.0068
0.75,1.28,0.06,-0.00672
0.76,1.27,0.063,-0.00676
0.77,1.27,0.065,-0.00661
0.78,1.25,0.065,-0.00574
0.79,1.25,0.065,-0.00406
0.8,1.25,0.066,-0.00264
0.81,1.22,0.065,-0.00171
0.82,1.19,0.066,-0.0019
0.83,1.2,0.068,-0.00424
0.84,1.2,0.069,-0.00816
0.85,1.22,0.068,-0.01482
0.86,1.29,0.068,-0.0218
0.87,1.34,0.068,-0.02837
0.88,1.34,0.068,-0.03152
0.89,1.3,0.068,-0.03586
0.9,1.24,0.068,-0.04114
0.91,1.11,0.069,-0.04523
0.92,1.03,0.068,-0.04661
0.93,1.01,0.052,-0.04598
0.94,1.06,0.061,-0.0473
0.95,1.06,0.062,-0.04887
0.96,0.99,0.061,-0.05034
0.97,0.95,0.06,-0.04688
0.98,0.91,0.06,-0.04388
0.99,0.9,0.059,-0.04398
1,0.85,0.059,-0.04329
1.01,0.91,0.058,-0.04292
1.02,0.9,0.056,-0.03779
1.03,0.74,0.053,-0.02262
1.04,0.84,0.052,-0.02047
1.05,0.83,0.051,-0.01905
1.06,0.83,0.051,-0.01954
1.07,0.81,0.05,-0.02059
1.08,0.79,0.048,-0.021
1.09,0.76,0.046,-0.02058
1.1,0.74,0.044,-0.01929
1.11,0.72,0.043,-0.01756
1.12,0.71,0.043,-0.01753
1.13,0.7,0.042,-0.01687
1.14,0.69,0.042,-0.01634
1.15,0.67,0.041,-0.01637
1.16,0.64,0.04,-0.0149
1.17,0.63,0.04,-0.01464
1.18,0.62,0.039,-0.01436
1.19,0.61,0.039,-0.01433
1.2,0.61,0.039,-0.01373
1.21,0.61,0.039,-0.01317
1.22,0.6,0.039,-0.01247
1.23,0.59,0.04,-0.01157
1.24,0.59,0.041,-0.01097
1.25,0.58,0.042,-0.01058
1.26,0.58,0.043,-0.01037
1.27,0.59,0.043,-0.01036
1.28,0.59,0.043,-0.01052
1.29,0.59,0.044,-0.01088
1.3,0.59,0.044,-0.01096
1.31,0.6,0.044,-0.01082
