Depth,Qc,Fc,u
0.01,0,0.0001,-0.0007
0.02,0.01,0.0002,0.0014
0.03,0.03,0.0002,0.0027
0.04,0.03,0.0003,0.0065
0.05,0.07,0.0015,0.0254
0.06,0.17,0.0013,0.007
0.07,0.23,0.0013,0.0064
0.08,0.35,0.0015,0.0517
0.09,0.71,0.003,0.0129
0.1,0.87,0.0031,0.0106
0.11,1.19,0.0032,0.0145
0.12,1.55,0.0036,0.015
0.13,1.97,0.0045,0.0196
0.14,2.56,0.005,0.0237
0.15,3.35,0.009,0.019
0.16,3.52,0.0149,0.0113
0.17,3.55,0.0166,0.0028
0.18,3.61,0.0207,0.0011
0.19,3.73,0.0212,0.0009
0.2,3.85,0.0192,0.0027
0.21,4.1,0.0166,0.0015
0.22,4.03,0.0174,0.006
0.23,4.08,0.0224,-0.0221
0.24,4,0.0241,-0.0288
0.25,3.75,0.0285,-0.0273
0.26,3.44,0.0326,-0.0254
0.27,3.19,0.0443,-0.0319
0.28,3.11,0.0497,-0.0303
0.29,3.2,0.0435,-0.0291
0.3,3.23,0.0489,-0.0266
0.31,3.18,0.0505,-0.0287
0.32,3.22,0.0621,-0.021
0.33,3.24,0.0638,-0.0184
0.34,3.27,0.0623,-0.0141
0.35,3.45,0.062,-0.0117
0.36,3.68,0.062,-0.0089
0.37,3.5,0.0646,-0.0234
0.38,3.39,0.0641,-0.022
0.39,3.16,0.067,-0.0093
0.4,2.89,0.0675,-0.0114
0.41,2.74,0.0713,-0.0114
0.42,2.5,0.0733,-0.0093
0.43,2.41,0.0759,-0.0072
0.44,2.33,0.0786,-0.0052
0.45,2.28,0.0802,-0.0076
0.46,2.21,0.081,-0.0095
0.47,2.18,0.0812,-0.0117
0.48,2.15,0.085,0.0014
0.49,2.16,0.086,-0.0063
0.5,2.14,0.0902,-0.0129
0.51,2.11,0.0907,-0.0169
0.52,2.23,0.0939,-0.0288
0.53,2.32,0.095,-0.0245
0.54,2.17,0.0972,-0.0232
0.55,2.25,0.104,-0.0221
0.56,2.48,0.0981,-0.001
0.57,2.37,0.0955,-0.0118
0.58,2.01,0.0901,-0.0051
0.59,1.85,0.0914,-0.0158
0.6,1.83,0.0901,-0.0185
0.61,1.84,0.0888,0.0066
0.62,1.85,0.0892,0.0356
0.63,1.89,0.0864,0.0516
0.64,1.99,0.0841,0.0358
0.65,2.02,0.08,0.0273
0.66,2.09,0.0739,0.0268
0.67,2.13,0.0673,0.0243
0.68,2.14,0.0656,0.0224
0.69,2.08,0.0616,0.0198
0.7,2,0.0562,0.0182
0.71,2.05,0.0552,0.0203
0.72,2.1,0.0515,0.0296
0.73,1.91,0.0483,0.0161
0.74,1.88,0.0569,0.0134
0.75,1.91,0.0536,0.0245
0.76,1.96,0.0511,0.0196
0.77,1.99,0.0477,0.0174
0.78,2.03,0.0466,0.0178
0.79,2.03,0.0505,0.012
0.8,2.15,0.0474,0.0118
0.81,2.23,0.0469,0.0124
0.82,2.25,0.0477,0.0084
0.83,2.15,0.047,0.0004
0.84,2.17,0.0567,-0.0009
0.85,2.17,0.0567,-0.0009
0.86,2.17,0.0567,-0.0009
0.87,1.8,0.0008,-0.0396
0.88,2.28,0.0418,-0.021
0.89,2.36,0.0413,-0.0205
0.9,2.31,0.0401,-0.019
0.91,2.24,0.044,-0.0023
0.92,2.24,0.0462,0.0066
0.93,2.26,0.0477,0.0117
0.94,2.3,0.0484,0.012
0.95,2.33,0.0492,0.0139
0.96,2.34,0.0495,0.0115
0.97,2.36,0.0496,0.0131
0.98,2.43,0.0478,0.0119
0.99,2.42,0.0442,0.0108
1,2.39,0.0449,0.0149
1.01,2.35,0.0496,0.0172
1.02,2.47,0.0487,0.0194
1.03,2.44,0.046,0.0289
1.04,2.31,0.046,0.0192
1.05,2.27,0.0499,0.0127
1.06,2.2,0.0491,0.0107
1.07,2.14,0.0472,0.0069
