Depth,Qc,Fc,u
0,0.4882,0,-0.0001
0.01,1.3147,0,-0.0005
0.02,1.8798,0,-0.0003
0.03,2.0913,0.0008,-0.0003
0.04,2.5641,0.0017,-0.0003
0.05,2.8793,0.0034,-0.0003
0.06,3.1753,0.0068,-0.0003
0.07,4.6861,0.0135,-0.0003
0.08,5.601,0.0142,-0.0003
0.09,7.1464,0.0148,-0.0005
0.09999999,8.9186,0.021,-0.0005
0.11,9.4722,0.0272,-0.0007
0.12,10.3218,0.0274,-0.0008
0.13,10.4371,0.0275,-0.0008
0.14,10.5351,0.0274,-0.0008
0.15,10.6331,0.0276,-0.0008
0.16,10.6485,0.0277,-0.0007
0.17,10.6802,0.0278,-0.0008
0.18,10.712,0.0272,-0.0008
0.19,10.8638,0.0267,-0.0008
0.2,10.4947,0.0237,-0.0008
0.21,10.341,0.0214,-0.0008
0.22,10.66,0.0215,-0.0008
0.23,9.526,0.0217,-0.0007
0.2400001,7.6,0.0221,-0.0006
0.2500001,4.9975,0.0241,-0.0005
0.2600001,4.2709,0.0271,-0.0005
0.27,3.5328,0.0302,-0.0005
0.28,3.1523,0.0304,-0.0005
0.29,2.6218,0.0307,-0.0005
0.3,2.5718,0.031,-0.0005
0.31,2.4834,0.0313,-0.0001
0.32,2.172,0.0315,0.0003
0.33,1.9607,0.0317,0.0007
0.34,1.8667,0.0333,0.0562
0.35,1.9737,0.0353,0.0665
0.36,2.0807,0.0369,0.0781
0.3699999,2.7063,0.0385,0.0864
0.3799999,3.6213,0.0401,0.0616
0.3899999,4.5939,0.0402,0.0049
0.3999999,5.9201,0.0403,0.0022
0.4099999,6.5352,0.0403,0.0008
0.4199999,6.8274,0.0404,0.0002
0.4299999,6.9965,0.0404,0
0.4399999,7.4386,0.0409,-0.0001
0.4499999,7.7807,0.0414,-0.0001
0.4599999,7.8192,0.0427,-0.0001
0.4699998,7.8576,0.0425,-0.0001
0.4799998,8.3266,0.0423,-0.0001
0.4899998,8.365,0.0419,-0.0001
0.4999998,8.6995,0.0415,-0.0001
0.5099998,9.3607,0.0413,-0.0001
0.5199998,8.8264,0.0475,-0.0001
0.5299998,8.242,0.0538,-0.0001
0.5399998,7.3655,0.0614,-0.0001
0.5499998,7.0503,0.0641,-0.0001
0.5599998,7.0849,0.0652,0.0001
0.5699998,6.8658,0.0652,-0.0001
0.5799997,6.8696,0.065,-0.0001
0.5899997,5.8855,0.0648,-0.0001
0.5999997,5.305,0.0649,-0.0001
0.6099997,4.9168,0.0646,-0.0001
0.6199997,4.098,0.0645,-0.0001
0.6299997,3.8135,0.0644,-0.0002
0.6399997,3.5252,0.0644,-0.0003
0.6499997,2.7717,0.0643,-0.0003
0.6599997,2.5026,0.0639,0
0.6699997,2.3411,0.0613,0.0003
0.6799996,2.1412,0.0576,0.0002
0.6899996,1.9913,0.0535,0.0002
0.6999996,1.5915,0.0392,0.0002
0.7099996,1.3647,0.039,0.0003
0.7199996,1.1763,0.0374,0.0005
0.7299996,1.0149,0.0343,0.0009
0.7399996,0.8765,0.0333,0.0011
0.7499996,0.7035,0.0305,0.0014
0.7599996,0.6112,0.029,0.0061
0.7699996,0.5651,0.0268,0.0101
0.7799996,0.5698,0.0249,0.0125
0.7899995,0.5746,0.0212,0.0158
0.7999995,0.5889,0.0163,0.0179
0.8099995,0.6189,0.0154,0.0187
0.8199995,0.6343,0.0141,0.0225
0.8299995,0.6535,0.014,0.0237
0.8399995,0.6535,0.0135,0.0247
0.8499995,0.6458,0.0127,0.0254
0.8599995,0.6381,0.0126,0.0251
0.8699995,0.6373,0.0126,0.0252
0.8799995,0.637,0.0126,0.0264
0.8899994,0.6376,0.0125,0.0276
0.8999994,0.6381,0.0125,0.0289
0.9099994,0.6381,0.0124,0.0303
0.9199994,0.6458,0.0125,0.0314
0.9299994,0.6535,0.0125,0.0332
0.9399994,0.6556,0.0125,0.0345
0.9499994,0.6577,0.0128,0.0353
0.9599994,0.6706,0.0138,0.0357
0.9699994,0.6997,0.0152,0.0367
0.9799994,0.7266,0.0159,0.0384
0.9899994,0.7458,0.0163,0.0403
0.9999993,0.765,0.017,0.0407
1.009999,0.7688,0.0172,0.0411
1.019999,0.7573,0.0183,0.0417
1.029999,0.715,0.0187,0.0423
1.039999,0.6958,0.0191,0.0421
1.049999,0.6804,0.0198,0.0413
1.059999,0.6689,0.0199,0.0405
1.069999,0.6574,0.0199,0.0407
1.079999,0.6381,0.0199,0.0398
1.089999,0.6228,0.0197,0.0386
1.099999,0.6112,0.0193,0.0371
1.109999,0.5997,0.0182,0.0355
1.119999,0.5728,0.0175,0.0353
1.129999,0.5497,0.0166,0.034
1.139999,0.542,0.0161,0.0328
1.149999,0.5305,0.0156,0.0312
1.159999,0.5074,0.0149,0.016
1.169999,0.4882,0.0144,0.0144
1.179999,0.4767,0.0138,0.0065
1.189999,0.4536,0.0136,0.0014
1.199999,0.4229,0.0136,-0.0077
1.209999,0.4075,0.0135,-0.0127
1.219999,0.396,0.0135,-0.0138
1.229999,0.3844,0.0134,-0.014
1.239999,0.3729,0.0134,-0.014
1.249999,0.3537,0.0132,-0.0139
1.259999,0.3498,0.0131,-0.0138
1.269999,0.346,0.013,-0.0129
1.279999,0.3421,0.0123,-0.0123
1.289999,0.3268,0.0117,-0.0111
1.299999,0.3152,0.0108,-0.0088
1.309999,0.3095,0.0102,-0.0079
1.319999,0.3037,0.0099,-0.0073
1.329999,0.3114,0.0095,-0.0017
1.339999,0.296,0.0092,-0.0011
1.349999,0.2845,0.0082,-0.0009
1.359999,0.2768,0.0076,-0.0007
1.369999,0.2729,0.0071,-0.0009
1.379999,0.2729,0.0066,-0.001
1.389999,0.2729,0.0063,-0.001
1.399999,0.2729,0.0062,-0.0009
1.409999,0.2729,0.0057,-0.0009
1.419999,0.2845,0.0057,-0.0005
1.429999,0.296,0.0057,-0.0003
1.439999,0.3152,0.0057,-0.0001
1.449999,0.3421,0.0057,0.0001
1.459999,0.3767,0.0061,0.0007
1.469999,0.4036,0.0064,0.0012
1.479999,0.519,0.007,0.002
1.489999,0.592,0.0071,0.0034
1.499999,0.6458,0.0071,0.0038
1.509999,0.6881,0.0071,0.0043
1.519999,0.7035,0.0071,0.0045
1.529999,0.692,0.007,0.0036
1.539999,0.6535,0.0068,0.0034
1.549999,0.6151,0.0068,0.0036
1.559999,0.6035,0.0068,0.0037
1.569999,0.5998,0.0068,0.004
1.579999,0.5979,0.0068,0.0043
1.589999,0.5981,0.0067,0.0055
1.599999,0.5983,0.0067,0.0055
1.609999,0.6035,0.0065,0.0057
1.619999,0.6074,0.0065,0.0059
1.629999,0.6343,0.0065,0.0063
1.639999,0.7419,0.0066,0.0074
1.649999,1.0649,0.0069,0.0086
1.659999,1.3224,0.0076,0.0094
1.669999,1.5069,0.0091,0.0101
1.679999,1.4954,0.0101,0.0047
1.689999,1.307,0.0102,0.0036
1.699999,1.1033,0.0101,0.0033
1.709999,0.9111,0.0101,0.0033
1.719999,0.7881,0.0086,0.0033
