Depth,Qc,Fc,u
0,0.2975,0,0.0008
0.01,0.5768,0,0.0017
0.02,0.8754,0,0.0033
0.03,1.112,0.0004,0.0101
0.04,1.4766,0.0009,0.0056
0.05,1.6899,0.0018,0.0039
0.06,1.7947,0.0036,0.0022
0.07,2.0041,0.0072,0.005
0.08,2.2136,0.0085,-0.0006
0.09,2.4734,0.0102,-0.0007
0.09999999,2.7294,0.0123,-0.0008
0.11,3.1289,0.0155,-0.0008
0.12,3.4935,0.0187,-0.0008
0.13,3.7301,0.0225,-0.0008
0.14,3.8814,0.0269,-0.0008
0.15,4.0094,0.0312,-0.0008
0.16,4.0714,0.0356,-0.001
0.17,4.118,0.0397,-0.001
0.18,4.1335,0.0467,-0.0012
0.19,3.9939,0.0578,-0.0012
0.2,3.8698,0.0666,-0.0012
0.21,3.7185,0.0761,-0.0012
0.22,3.5633,0.0796,-0.0011
0.23,3.5124,0.0811,-0.001
0.2400001,3.525,0.0808,-0.0001
0.2500001,3.5375,0.0805,0.0021
0.2600001,3.575,0.0794,0.0064
0.27,3.9279,0.0771,-0.001
0.28,4.4632,0.074,-0.0015
0.29,5.0683,0.0707,-0.0014
0.3,5.7664,0.0672,-0.0013
0.31,6.3676,0.0631,-0.001
0.32,6.8175,0.0586,-0.001
0.33,7.1666,0.0532,-0.0009
0.34,7.38,0.047,-0.0008
0.35,7.5816,0.0444,-0.0008
0.36,7.7213,0.0407,-0.0008
0.3699999,7.7717,0.0365,-0.0008
0.3799999,7.7329,0.0341,-0.0007
0.3899999,7.6941,0.032,-0.0006
0.3999999,7.5816,0.0304,-0.0007
0.4099999,7.4343,0.0289,-0.0008
0.4199999,7.2326,0.0276,-0.0008
0.4299999,7.1007,0.027,-0.0008
0.4399999,7.0937,0.027,-0.0008
0.4499999,7.1061,0.0263,-0.0008
0.4599999,7.1184,0.0252,-0.0008
0.4699998,7.1938,0.0253,-0.0008
0.4799998,7.38,0.0251,-0.0008
0.4899998,7.601,0.0248,-0.0008
0.4999998,7.7252,0.0248,-0.0008
0.5099998,7.8803,0.0248,-0.0008
0.5199998,8.0936,0.025,-0.0008
0.5299998,8.3225,0.0256,-0.0008
0.5399998,8.4893,0.0267,-0.0008
0.5499998,8.7995,0.0281,-0.0008
0.5599998,8.9508,0.0292,-0.0008
0.5699998,9.0633,0.0304,-0.0009
0.5799997,9.137,0.0303,-0.0009
0.5899997,9.234,0.0307,-0.0009
0.5999997,9.1797,0.0307,-0.0009
0.6099997,9.2204,0.0308,-0.0008
0.6199997,9.2611,0.032,-0.0008
0.6299997,9.3658,0.0317,-0.0008
0.6399997,9.4977,0.0319,-0.0008
0.6499997,9.4822,0.0319,-0.0006
0.6599997,9.4434,0.032,-0.001
0.6699997,9.296,0.0321,-0.001
0.6799996,9.2949,0.0322,-0.001
0.6899996,9.2959,0.0328,-0.001
0.6999996,9.297,0.034,-0.0008
0.7099996,9.3348,0.0344,-0.0012
0.7199996,9.3775,0.0345,-0.0013
0.7299996,9.4085,0.0347,-0.0014
0.7399996,9.5016,0.0347,-0.0014
0.7499996,9.6373,0.0347,-0.0014
0.7599996,9.7382,0.0347,-0.0014
0.7699996,9.8623,0.0347,-0.0014
0.7799996,9.8158,0.0344,-0.001
0.7899995,9.8623,0.0343,-0.0012
0.7999995,10.1105,0.0342,-0.001
0.8099995,10.2114,0.0342,-0.001
0.8199995,10.2928,0.0342,-0.0012
0.8299995,10.3316,0.0342,-0.0012
0.8399995,10.3316,0.0341,-0.0012
0.8499995,10.1261,0.0341,-0.0012
0.8599995,9.9709,0.0341,-0.0011
0.8699995,9.7964,0.0344,-0.0009
0.8799995,9.6606,0.0346,-0.0004
0.8899994,9.4861,0.0351,-0.0007
0.8999994,9.2766,0.0356,-0.001
0.9099994,8.9392,0.0353,-0.0008
0.9199994,8.3147,0.0359,-0.001
0.9299994,8.0044,0.0355,-0.0011
0.9399994,7.7484,0.0365,-0.0011
0.9499994,7.5584,0.0374,-0.0011
0.9599994,7.4653,0.0402,-0.001
0.9699994,7.4032,0.0403,-0.0012
0.9799994,7.2907,0.0404,-0.0012
0.9899994,7.2907,0.0405,-0.0012
0.9999993,7.2667,0.0425,-0.0012
1.009999,7.2739,0.044,-0.0012
1.019999,7.2811,0.0443,-0.0012
1.029999,7.2985,0.0441,-0.0012
1.039999,7.2752,0.044,-0.0012
1.049999,7.1666,0.0428,-0.0013
1.059999,6.9572,0.0407,-0.0013
1.069999,6.6585,0.0407,-0.0012
1.079999,6.4025,0.0408,-0.0012
1.089999,6.1,0.0412,-0.001
1.099999,5.8634,0.0419,-0.0007
1.109999,5.7822,0.0421,-0.0004
1.119999,5.7808,0.0422,0.0006
1.129999,5.793,0.0421,-0.0006
1.139999,5.8052,0.042,-0.001
1.149999,5.941,0.0413,-0.0012
1.159999,6.1271,0.0392,-0.0014
1.169999,6.3172,0.0377,-0.0016
1.179999,6.5809,0.0377,-0.0062
1.189999,6.6663,0.0377,-0.0146
1.199999,6.7632,0.0379,-0.0156
1.209999,6.8059,0.0382,-0.0152
1.219999,6.7904,0.0387,-0.0148
1.229999,6.6236,0.0394,-0.0031
1.239999,6.4879,0.04,-0.0006
1.249999,6.2474,0.0406,-0.0002
1.259999,6.0341,0.0422,0.0004
1.269999,5.7121,0.0432,-0.0002
1.279999,5.1458,0.0442,0.0004
1.289999,4.8433,0.0446,-0.0003
1.299999,4.5679,0.0446,-0.0004
1.309999,4.2925,0.0433,-0.0003
1.319999,4.0598,0.0419,-0.0002
1.329999,3.7999,0.0389,0
1.339999,3.5439,0.0355,0.0004
1.349999,3.2453,0.0319,0.0002
1.359999,2.9001,0.0287,0.0003
1.369999,2.3028,0.0253,0.0004
1.379999,1.9692,0.0202,0.0025
1.389999,1.6861,0.0183,0.0103
1.399999,1.5076,0.017,0.0128
1.409999,1.3331,0.0168,0.0144
1.419999,1.1586,0.0169,0.0161
1.429999,1.0383,0.016,0.0171
1.439999,0.9685,0.0154,0.0175
1.449999,0.8328,0.0147,0.0183
1.459999,0.7823,0.0135,0.0196
1.469999,0.7435,0.0125,0.0218
1.479999,0.7086,0.0111,0.0229
1.489999,0.6815,0.0086,0.0239
1.499999,0.6728,0.0063,0.0249
1.509999,0.6744,0.0063,0.026
1.519999,0.6761,0.006,0.0268
1.529999,0.6809,0.0061,0.0274
1.539999,0.6912,0.0061,0.0282
1.549999,0.7125,0.0063,0.0295
1.559999,0.7668,0.007,0.0305
1.569999,0.825,0.0083,0.0319
1.579999,0.9064,0.0097,0.0334
1.589999,0.9724,0.0114,0.035
1.599999,0.9995,0.0167,0.0367
1.609999,1.0034,0.0205,0.0381
1.619999,1.0034,0.024,0.0398
1.629999,1.0131,0.0291,0.041
1.639999,1.0228,0.0331,0.0422
1.649999,1.0732,0.0365,0.0433
1.659999,1.0732,0.0367,0.0441
1.669999,1.2361,0.0366,0.0451
1.679999,1.3913,0.0365,0.0449
1.689999,1.4572,0.0355,0.0429
1.699999,1.5076,0.0337,0.0381
1.709999,1.5193,0.0322,0.0336
1.719999,1.4921,0.0308,0.0278
1.729999,1.4301,0.0302,0.0245
1.739999,1.3409,0.0296,0.007
1.749999,1.2516,0.0298,-0.0156
1.759999,1.1741,0.0266,-0.0176
1.769999,1.1159,0.0234,-0.0183
1.779999,1.0694,0.0182,-0.0183
1.789999,1.0548,0.0149,-0.0184
1.799999,1.0403,0.0132,-0.0184
1.809999,1.0422,0.0127,-0.0183
1.819999,1.0306,0.0122,-0.0183
1.829999,0.9607,0.0123,-0.0183
1.839999,0.8909,0.011,-0.0182
1.849999,0.8172,0.0075,-0.0177
1.859999,0.7513,0.0059,-0.0152
1.869999,0.6815,0.0043,-0.0148
1.879999,0.6078,0.0035,-0.0148
1.889999,0.5457,0.0034,-0.0148
1.899999,0.4216,0.0033,-0.0148
1.909999,0.3751,0.0034,-0.0148
1.919999,0.3518,0.0035,-0.0148
1.929999,0.3581,0.004,-0.0136
1.939999,0.3643,0.0048,-0.0123
1.949998,0.3793,0.0054,-0.0113
1.959998,0.41,0.0078,-0.0092
1.969998,0.5069,0.0113,-0.0078
1.979998,0.6039,0.0176,-0.006
1.989998,0.7784,0.0239,-0.0047
1.999998,1.2245,0.0288,-0.0031
2.009999,1.4921,0.0351,-0.0012
2.019999,1.7753,0.0362,0.0013
2.029999,2.1554,0.0367,0.0017
2.039999,2.6596,0.0368,-0.002
2.049999,3.2686,0.0368,-0.0292
2.059999,3.8465,0.0368,-0.0574
2.069999,4.3585,0.0368,-0.0571
2.079998,5.1575,0.0368,-0.0567
2.089998,5.491,0.0384,-0.0546
2.099998,5.7082,0.0422,-0.0498
2.109998,5.7975,0.043,-0.0443
2.119998,5.7509,0.043,-0.0362
2.129998,5.6268,0.043,-0.0257
2.139998,5.4503,0.0481,-0.0243
2.149998,5.2738,0.0518,-0.0232
2.159998,5.2735,0.0521,-0.0237
2.169998,5.2776,0.0522,-0.0235
2.179998,5.2816,0.0522,-0.0232
2.189998,5.8324,0.0522,-0.0204
2.199998,6.5189,0.0523,-0.0191
2.209998,7.4924,0.0525,-0.0179
2.219998,8.3768,0.0533,-0.0183
2.229998,9.0711,0.0541,-0.0148
2.239998,9.5249,0.0545,-0.0113
2.249998,10.0252,0.0546,-0.0027
2.259998,10.5449,0.0547,-0.002
2.269998,10.991,0.0545,-0.0014
2.279998,11.3284,0.0542,-0.0012
2.289998,11.8055,0.0533,-0.0008
2.299998,12.015,0.0528,-0.0018
2.309998,12.2322,0.0527,-0.0022
2.319998,12.3834,0.0538,-0.0025
2.329998,12.4804,0.0549,-0.0027
2.339998,12.5657,0.0567,-0.0027
2.349998,12.589,0.0593,-0.0031
2.359998,12.5774,0.0605,-0.0045
2.369998,12.4145,0.0626,-0.0053
2.379998,12.2128,0.0643,-0.0057
2.389998,11.9529,0.0643,-0.0058
2.399998,11.7551,0.0644,-0.0052
2.409998,11.6155,0.0642,-0.0045
2.419998,11.5107,0.064,-0.0022
2.429998,11.4215,0.0634,-0.0018
2.439998,11.344,0.0628,-0.0012
2.449998,11.1966,0.062,-0.0006
2.459998,11.1074,0.0609,-0.0006
2.469998,10.9794,0.0593,-0.0008
2.479998,10.7195,0.0566,-0.0012
2.489998,10.7361,0.0543,-0.0016
2.499998,10.7528,0.0522,-0.0018
2.509998,10.8049,0.051,-0.002
2.519998,10.9134,0.051,-0.002
2.529998,11.2315,0.0512,-0.0021
2.539998,11.5883,0.0513,-0.0022
2.549998,11.9258,0.0521,-0.0022
2.559998,12.2632,0.0524,-0.0023
2.569998,12.5425,0.052,-0.0024
2.579998,12.8722,0.0517,-0.0024
2.589998,13.1514,0.0508,-0.0024
2.599998,13.4772,0.0486,-0.0024
2.609998,14.4159,0.0473,-0.0024
2.619998,14.955,0.0472,-0.0023
2.629998,15.4786,0.0471,-0.0022
2.639998,16.0139,0.0476,-0.0022
2.649998,16.3164,0.0481,-0.0022
2.659998,16.4522,0.048,-0.0022
2.669998,16.4444,0.0483,-0.0022
2.679998,16.2738,0.0485,-0.0025
2.689998,16.1186,0.0544,-0.0025
2.699998,15.851,0.0548,-0.0026
2.709998,15.5329,0.0554,-0.0026
2.719998,15.3662,0.055,-0.0027
2.729998,15.3625,0.0562,-0.0027
2.739998,15.3614,0.0556,-0.0027
2.749998,15.3871,0.0563,-0.0027
2.759998,15.4127,0.0566,-0.0027
2.769998,15.5834,0.0567,-0.0025
2.779998,15.7191,0.0563,-0.0026
2.789998,15.8859,0.0563,-0.0025
2.799998,15.9285,0.0565,-0.0025
2.809998,16.0061,0.0566,-0.0025
2.819998,16.0294,0.057,-0.0025
2.829998,16.1264,0.0574,-0.0025
2.839998,16.3707,0.0573,-0.0025
2.849998,16.4444,0.0597,-0.0025
2.859998,16.4832,0.0621,-0.0025
2.869998,16.3319,0.0624,-0.0025
2.879998,16.0876,0.063,-0.0025
2.889998,15.529,0.0634,-0.0026
2.899998,14.9899,0.0622,-0.0027
2.909998,14.4547,0.0609,-0.0027
2.919998,14.0939,0.0582,-0.0027
2.929998,13.5975,0.0567,-0.0027
2.939998,13.0894,0.0559,-0.0027
2.949998,12.717,0.0563,-0.0022
2.959998,12.6937,0.0566,-0.0018
