Depth,Qc,Fc,u
0.01,0.0363,0.003,0.0003
0.02,0.2437,0.003,0.0002
0.03,0.5963,0.003,0.0004
0.04,0.8763,0.0039,0
0.05,1.1252,0.0044,0.0001
0.06,1.3792,0.0055,0
0.07,2.437,0.0073,-0.0001
0.08,2.437,0.0082,-0.0001
0.09,2.7637,0.0103,-0.0001
0.1,2.7637,0.0116,-0.0001
0.11,2.7637,0.012,-0.0001
0.12,3.0125,0.0123,-0.0001
0.13,3.1577,0.0122,-0.0002
0.14,3.2407,0.0128,0
0.15,3.3548,0.0128,0.002
0.16,3.36,0.0192,-0.0001
0.17,3.3548,0.0202,0.0004
0.18,3.3237,0.0198,-0.0006
0.19,3.2562,0.024,-0.0003
0.2,3.277,0.0255,0.0004
0.21,3.2251,0.0261,0.0021
0.22,3.1318,0.0262,0.0048
0.23,3.1318,0.0264,0.0048
0.24,2.7896,0.0274,0.0061
0.25,2.7481,0.0289,0.0062
0.26,2.6807,0.0304,0.0058
0.27,2.5044,0.0304,0.0064
0.28,2.3955,0.0286,0.0082
0.29,2.2659,0.0271,0.009
0.3,2.2452,0.0255,0.0094
0.31,2.2814,0.0255,0.0088
0.32,2.297,0.0263,0.009
0.33,2.3022,0.0246,0.0104
0.34,2.2348,0.0245,0.0102
0.35,2.1985,0.0222,0.0097
0.36,2.1363,0.0212,0.0097
0.37,2.0792,0.0212,0.0094
0.38,2.0637,0.0204,0.0088
0.39,2.0637,0.0201,0.0088
0.4,1.9963,0.0189,0.009
0.41,1.96,0.0189,0.0088
0.42,1.9133,0.0172,0.0087
0.43,1.8926,0.0168,0.0086
0.44,1.8926,0.0161,0.0085
0.45,1.8874,0.0164,0.0082
0.46,1.8666,0.0157,0.0081
0.47,1.8718,0.0157,0.0079
0.48,1.8563,0.0148,0.0078
0.49,1.8563,0.0196,0.0078
0.5,1.8563,0.0191,0.0068
0.51,1.877,0.0188,0.0066
0.52,1.8978,0.0188,0.0067
0.53,1.9185,0.0208,0.0067
0.54,1.9444,0.0223,0.0069
0.55,1.9444,0.0257,0.0069
0.56,2.1103,0.0257,0.0069
0.57,2.0481,0.0267,0.0077
0.58,2.1155,0.0288,0.0077
0.59,2.1415,0.0284,0.0085
0.6,2.1415,0.0284,0.0085
0.61,2.1466,0.0283,0.0137
0.62,2.1,0.0283,0.0144
0.63,1.9755,0.0283,0.0136
0.64,1.9755,0.0191,0.0136
0.65,1.8926,0.0191,0.0145
0.66,1.8926,0.0189,0.0145
0.67,1.9133,0.0189,0.0143
0.68,1.9133,0.0191,0.0143
0.69,2.0896,0.0177,0.0139
0.7,2.0896,0.0177,0.0139
0.71,2.0896,0.0203,0.0139
0.72,2.3592,0.0205,0.0078
0.73,2.3592,0.0214,0.0078
0.74,2.5459,0.0237,0.0084
0.75,2.6496,0.0237,0.0086
0.76,2.6911,0.0315,0.0083
0.77,2.6911,0.0319,0.0087
0.78,2.6911,0.0354,0.0087
0.79,2.6755,0.0331,0.0107
0.8,2.6911,0.0331,0.0107
0.81,2.6807,0.0355,0.0104
0.82,2.7222,0.0352,0.0112
0.83,2.7222,0.0357,0.0112
0.84,2.6444,0.0357,0.0111
0.85,2.5874,0.0335,0.0113
0.86,2.6133,0.0335,0.0113
0.87,2.6444,0.0335,0.0111
0.88,2.6444,0.0328,0.0111
0.89,2.6703,0.0328,0.0111
0.9,2.6807,0.036,0.0112
0.91,2.6963,0.0369,0.0112
0.92,2.6963,0.0383,0.0112
0.93,2.7792,0.0399,0.0111
0.94,2.8155,0.0399,0.0112
0.95,2.8622,0.0442,0.0112
0.96,2.9037,0.0457,0.0112
0.97,2.9037,0.0474,0.0112
0.98,2.9763,0.0485,0.0113
0.99,2.9763,0.0485,0.0113
1,2.997,0.0518,0.0112
1.01,2.997,0.0534,0.0113
1.02,2.997,0.0546,0.0113
1.03,3.0125,0.0546,0.0112
1.04,3.0385,0.0577,0.0112
1.05,3.08,0.0598,0.0112
1.06,3.0955,0.0619,0.0112
1.07,3.0955,0.0619,0.0112
1.08,3.1837,0.0657,0.0114
1.09,3.1992,0.0666,0.0115
1.1,3.2355,0.0681,0.0114
1.11,3.2355,0.0695,0.0114
1.12,3.2977,0.0714,0.0115
1.13,3.3029,0.0714,0.0114
1.14,3.334,0.0775,0.0115
1.15,3.334,0.0791,0.0115
1.16,3.4377,0.0808,0.0117
1.17,3.4637,0.0808,0.0117
1.18,3.4948,0.0826,0.0118
1.19,3.4999,0.0829,0.0117
1.2,3.5155,0.0828,0.0116
1.21,3.5155,0.0822,0.0116
1.22,3.4274,0.0822,0.0115
1.23,3.417,0.0808,0.0115
1.24,3.3703,0.0812,0.0115
1.25,3.3703,0.0815,0.0115
1.26,3.3703,0.0815,0.0114
1.27,3.3651,0.082,0.0115
1.28,3.3911,0.0797,0.0115
1.29,3.4429,0.0779,0.0115
1.3,3.4429,0.0781,0.0115
1.31,3.6555,0.0781,0.012
1.32,3.7385,0.0797,0.012
1.33,3.894,0.0796,0.0126
1.34,3.894,0.0786,0.0126
1.35,4.4436,0.0786,0.0138
1.36,4.7081,0.0799,0.0144
1.37,5.014,0.0834,0.015
1.38,5.4184,0.0834,0.0156
1.39,5.4184,0.1019,0.0156
1.4,7.0984,0.1078,0.0185
1.41,7.8451,0.109,0.0201
1.42,8.5606,0.1075,0.0214
1.43,8.5606,0.1075,0.0214
1.44,9.6495,0.111,0.024
1.45,9.9399,0.1142,0.0268
1.46,9.9399,0.1158,0.0268
1.47,11.4591,0.1158,0.0306
1.48,12.5117,0.131,0.0338
1.49,12.7968,0.1263,0.0357
1.5,13.4554,0.1175,0.0376
1.51,13.4554,0.1175,0.0376
1.52,14.9746,0.1046,0.0421
1.53,15.4879,0.1053,0.0431
1.54,15.7679,0.116,0.0436
1.55,15.7679,0.116,0.0436
1.56,17.1264,0.1126,0.0519
1.57,17.676,0.1104,0.0531
1.58,18.0545,0.1169,0.0545
1.59,18.0545,0.1169,0.0545
1.6,18.9516,0.1156,0.0563
1.61,18.9931,0.1114,0.0557
1.62,19.0968,0.1114,0.0593
1.63,19.0968,0.1114,0.0593
1.64,18.0805,0.0969,0.0561
1.65,17.422,0.0985,0.0509
1.66,16.4575,0.0959,0.0549
1.67,16.4575,0.0959,0.0549
1.68,15.322,0.1027,0.0548
1.69,15.379,0.0955,0.0555
1.7,15.379,0.0922,0.0555
1.71,15.379,0.0975,0.0555
1.72,15.1353,0.0975,0.0453
1.73,15.2079,0.0921,0.0463
1.74,15.182,0.0985,0.0466
1.75,15.182,0.11,0.0466
1.76,15.0679,0.11,0.0497
1.77,15.2131,0.1031,0.05
1.78,15.1872,0.0988,0.0486
1.79,14.7257,0.0921,0.0487
1.8,14.7257,0.0921,0.0487
1.81,14.565,0.0966,0.0493
1.82,14.1242,0.1021,0.0495
1.83,13.9376,0.1093,0.0498
1.84,13.9376,0.1093,0.0498
1.85,13.865,0.1055,0.052
1.86,14.1035,0.1002,0.0539
1.87,14.1865,0.0888,0.0544
1.88,14.1865,0.0888,0.0544
1.89,14.1191,0.1008,0.065
1.9,14.2124,0.0996,0.064
1.91,14.2383,0.1033,0.0628
1.92,14.2383,0.1033,0.0628
1.93,15.4931,0.1082,0.0672
1.94,16.1101,0.1105,0.0669
1.95,16.1205,0.1138,0.0668
1.96,16.1205,0.1138,0.0668
1.97,16.4627,0.1143,0.0724
1.98,16.7946,0.1169,0.0735
1.99,17.1523,0.1257,0.0749
2,17.1523,0.1257,0.0749
2.01,17.3442,0.1345,0.0741
2.02,17.2923,0.1253,0.0735
2.03,17.2301,0.118,0.073
2.04,17.2301,0.118,0.073
2.05,16.8775,0.1013,0.0703
2.06,16.5872,0.1007,0.0674
2.07,16.2398,0.0955,0.07
2.08,16.2398,0.0955,0.07
2.09,16.1827,0.0933,0.0681
2.1,16.4679,0.0951,0.0681
2.11,16.5301,0.1023,0.0677
2.12,16.5301,0.1023,0.0677
2.13,17.116,0.0988,0.0816
2.14,17.3131,0.0993,0.0799
2.15,17.7383,0.1045,0.0798
2.16,17.7383,0.1045,0.0798
2.17,17.9249,0.1226,0.081
2.18,18.2153,0.1245,0.0863
2.19,18.096,0.123,0.0829
2.2,18.096,0.123,0.0829
2.21,18.1842,0.1315,0.0781
2.22,17.8627,0.1326,0.0836
2.23,17.4168,0.1155,0.0813
2.24,17.4168,0.1155,0.0813
2.25,16.5042,0.115,0.081
2.26,16.6079,0.1177,0.0803
2.27,16.6027,0.1264,0.0806
