Depth,Qc,Fc,u
0,0.174,0,-0.0015
0.01,0.3246,0,0.0013
0.02,0.3671,0.0004,0.0021
0.03,0.2783,0.0009,0.0003
0.04,0.0581,0.0018,-0.0005
0.05,0.0311,0.0036,-0.0009
0.06,0.0185,0.0053,-0.001
0.07,0.0132,0.0056,-0.001
0.08,0.0079,0.0058,-0.0011
0.09,0.0079,0.0048,-0.0011
0.1,0.0076,0.0039,-0.0011
0.11,0.0077,0.0002,-0.0011
0.12,0.0077,0.0002,-0.0011
0.13,0.0079,0.0002,-0.0011
0.14,0.0078,0.0001,-0.0011
0.15,0.0078,0.0001,-0.001
0.16,0.0078,0.0001,-0.001
0.17,0.0079,0.0001,-0.0009
0.18,0.0234,0.0001,-0.0007
0.19,0.0118,0.0001,-0.0007
0.2,0.0137,0.0001,-0.0001
0.21,0.0156,0.0001,0.0005
0.22,0.0144,0.0001,0.0007
0.23,0.015,0.0001,0.0011
0.24,0.0156,0.0001,0.0015
0.25,0.0156,0.0001,0.0015
0.26,0.0195,0.0001,0.0003
0.27,0.0234,0.0001,0.0001
0.28,0.0234,0,0.0001
0.29,0.0311,0,-0.0023
0.3,0.0311,0,-0.0023
0.31,0.0272,0,-0.0031
0.32,0.0234,0,-0.0038
0.33,0.0214,0.0001,-0.0037
0.34,0.0195,0.0001,-0.0037
0.35,0.0195,0.0001,-0.0035
0.36,0.0176,0.0001,-0.0027
0.37,0.0156,0.0001,-0.0009
0.38,0.0079,0.0001,0.0015
0.39,0.007,0.0001,0.0027
0.4,0.0066,0.0001,0.0027
0.41,0.0069,0,0.0045
0.42,0.0072,0,0.0047
0.43,0.0079,0,0.0057
0.44,0.0195,0,0.0057
0.45,0.0272,0.0001,0.0067
0.46,0.0234,0.0001,0.0063
0.47,0.0236,0.0001,0.0064
0.48,0.0237,0.0001,0.0065
0.49,0.0243,0,0.0067
0.5,0.0255,0,0.0067
0.51,0.0311,0,0.0035
0.52,0.0311,0,0.0021
0.53,0.035,0,-0.0005
0.54,0.0388,0,-0.0009
0.55,0.0659,0,-0.001
0.56,0.0736,0,-0.001
0.57,0.0736,0,-0.001
0.58,0.0755,0,-0.0009
0.59,0.0774,0,-0.0009
0.6,0.0813,0,-0.0008
0.61,0.0852,0,-0.0007
0.62,0.089,0,-0.0008
0.63,0.089,0,-0.0008
0.64,0.0929,-0.0001,-0.0008
0.65,0.0968,-0.0001,-0.0008
0.66,0.1083,-0.0001,-0.0005
0.67,0.1161,-0.0001,-0.0005
0.68,0.1199,-0.0001,-0.0006
0.69,0.1199,-0.0001,-0.0006
0.7,0.1209,-0.0001,-0.0006
0.71,0.1219,-0.0001,-0.0006
0.72,0.1238,-0.0001,-0.0005
0.73,0.1262,-0.0001,-0.0005
0.74,0.1286,-0.0001,-0.0005
0.75,0.1354,-0.0001,-0.0005
0.76,0.1354,-0.0002,-0.0004
0.77,0.1392,-0.0002,-0.0004
0.78,0.147,-0.0002,-0.0003
0.79,0.1431,-0.0002,-0.0004
0.8,0.1451,-0.0002,-0.0003
0.81,0.147,-0.0002,-0.0003
0.82,0.1547,-0.0002,-0.0003
0.83,0.1547,-0.0003,-0.0002
0.84,0.1586,-0.0003,-0.0002
0.85,0.1663,-0.0003,-0.0001
0.86,0.1682,-0.0003,-0.0004
0.87,0.1701,-0.0003,-0.0005
0.88,0.1684,-0.0003,-0.0005
0.89,0.1687,-0.0003,-0.0004
0.9,0.169,-0.0003,-0.0004
0.91,0.1701,-0.0003,-0.0001
0.92,0.1711,-0.0003,-0.0002
0.93,0.1721,-0.0003,0
0.94,0.1779,-0.0002,0.0001
0.95,0.1895,-0.0002,0.0001
0.96,0.1933,-0.0002,0.0001
0.97,0.2049,-0.0002,0.0001
0.98,0.201,-0.0002,0.0001
0.99,0.2126,-0.0001,0.0001
1,0.2126,0,0.0001
1.01,0.2435,0.0003,0.0001
1.02,0.2783,0.001,0.0001
1.03,0.2976,0.0014,0.0001
1.04,0.3131,0.0014,0.0001
1.05,0.3092,0.0013,0
1.06,0.2744,0.0012,0
1.07,0.2744,0.0011,0
1.08,0.2628,0.0011,0
1.09,0.2455,0.001,0
1.1,0.2281,0.001,0
1.11,0.2281,0.001,0
