Depth,Qc,Fc,u
0,0.4103,0,-0.0004
0.01,0.7755,0,-0.0027
0.02,0.9638,0,-0.0008
0.03,1.2637,0.0023,-0.001
0.04,1.5482,0.0047,-0.0012
0.05,1.6712,0.0093,-0.0012
0.06,1.7135,0.0187,-0.0012
0.07,1.7442,0.0374,-0.0012
0.08,1.7481,0.0384,-0.0012
0.09,1.7481,0.044,-0.0011
0.09999999,1.75,0.0462,-0.0011
0.11,1.7519,0.0462,-0.0011
0.12,1.7673,0.0462,-0.0011
0.13,1.7865,0.046,-0.001
0.14,1.8211,0.0449,-0.0012
0.15,1.8519,0.0425,-0.0012
0.16,1.8365,0.0414,-0.0012
0.17,1.8403,0.0399,-0.0012
0.18,1.8211,0.0391,-0.0012
0.19,1.602,0.0388,-0.0012
0.2,1.5981,0.0371,-0.0012
0.21,1.6251,0.0358,-0.0012
0.22,1.5866,0.0345,-0.0012
0.23,1.5597,0.0327,-0.0012
0.2400001,1.5213,0.0314,-0.0012
0.2500001,1.4751,0.0304,-0.0011
0.2600001,1.4175,0.0287,-0.0011
0.27,1.3329,0.0249,-0.0011
0.28,1.2829,0.0239,-0.0011
0.29,1.256,0.0227,-0.001
0.3,1.2137,0.0215,-0.0011
0.31,1.1868,0.0202,-0.0011
0.32,1.1676,0.0187,-0.0011
0.33,1.1407,0.0171,-0.0011
0.34,1.0907,0.0162,-0.0011
0.35,1.083,0.0139,-0.001
0.36,1.0811,0.0131,-0.0011
0.3699999,1.0817,0.0122,-0.0011
0.3799999,1.0823,0.0115,-0.0011
0.3899999,1.0845,0.0108,-0.0011
0.3999999,1.0897,0.0107,-0.0012
0.4099999,1.1022,0.0107,-0.0012
0.4199999,1.1022,0.0107,-0.0012
0.4299999,1.133,0.0107,-0.0012
0.4399999,1.1407,0.0111,-0.0012
0.4499999,1.1561,0.0114,-0.0012
0.4599999,1.1714,0.0121,-0.0012
0.4699998,1.2022,0.0136,-0.0012
0.4799998,1.2214,0.0142,-0.0012
0.4899998,1.2176,0.0147,-0.0012
