Depth,Qc,Fc,u
0,0.0018,0,0
0.01,0.4299,0,0.0004
0.02,0.5649,0,0.0002
0.03,0.6189,0,0
0.04,0.7192,0,-0.0001
0.05,0.8426,0,-0.0002
0.06,0.912,0.0024,-0.0001
0.07,0.9583,0.0048,0
0.08,0.9814,0.0045,-0.0001
0.09,1.0084,0.0051,-0.0002
0.1,1.0431,0.0073,-0.0002
0.11,1.0817,0.0068,-0.0002
0.12,1.0817,0.0078,-0.0002
0.13,1.1087,0.008,-0.0002
0.14,1.1473,0.0082,-0.0002
0.15,1.1396,0.0084,-0.0002
0.16,1.1473,0.0086,-0.0002
0.17,1.155,0.0088,-0.0002
0.18,1.1781,0.0094,-0.0002
0.19,1.2128,0.0094,-0.0002
0.2,1.3324,0.0094,-0.0002
0.21,1.4172,0.0095,-0.0002
0.22,1.5021,0.0095,-0.0002
0.23,1.6718,0.0095,-0.0002
0.24,1.8106,0.0104,-0.0002
0.25,1.9803,0.011,-0.0002
0.26,2.1153,0.0106,-0.0002
0.27,2.1886,0.0109,-0.0002
0.28,2.204,0.0111,-0.0001
0.29,2.1924,0.0111,0
0.3,2.1693,0.0113,-0.0002
0.31,2.1712,0.0115,-0.0002
0.32,2.1731,0.0115,-0.0002
0.33,2.2117,0.0111,-0.0002
0.34,2.2271,0.0108,-0.0002
0.35,2.2117,0.0107,-0.0002
0.36,2.1924,0.0109,-0.0002
0.37,2.2078,0.011,-0.0002
0.38,2.2233,0.0111,-0.0002
0.39,2.258,0.0118,-0.0002
0.4,2.2349,0.0121,-0.0002
0.41,2.1269,0.0121,-0.0001
0.42,2.0806,0.0121,0
0.43,2.0227,0.0129,-0.0001
0.44,1.9726,0.0127,-0.0001
0.45,1.907,0.0129,0
0.46,1.826,0.013,0
0.47,1.7605,0.013,0
0.48,1.7258,0.0129,0
0.49,1.6679,0.0129,-0.0001
0.5,1.5946,0.0129,-0.0002
0.51,1.5252,0.0121,-0.0002
0.52,1.4789,0.0118,-0.0002
0.53,1.4211,0.0115,-0.0002
0.54,1.3671,0.011,-0.0002
0.55,1.3208,0.011,-0.0001
0.56,1.2977,0.0109,0
0.57,1.2745,0.0107,0
0.58,1.2668,0.0102,0
0.59,1.2649,0.0102,0
0.6,1.2697,0.0098,0
0.61,1.2745,0.0096,0
0.62,1.3015,0.0096,0
0.63,1.3285,0.0097,0
0.64,1.398,0.0099,0
0.65,1.4751,0.0102,0
0.66,1.5406,0.0103,0
0.67,1.6718,0.0106,0
0.68,1.8222,0.0105,0
0.69,1.988,0.0107,0
0.7,2.096,0.0107,0
0.71,2.2618,0.0108,0.0001
0.72,2.3737,0.0108,0.0002
0.73,2.4894,0.011,0.0002
0.74,2.5897,0.0113,0.0002
0.75,2.7054,0.0114,0.0002
0.76,2.7979,0.0115,0.0002
0.77,2.8751,0.0115,0.0002
0.78,2.9445,0.0115,0.0002
0.79,3.01,0.0115,0.0002
0.8,3.0679,0.0116,0.0002
0.81,3.1373,0.0116,0.0002
0.82,3.199,0.0119,0.0002
0.83,3.2569,0.0122,0.0002
0.84,3.3147,0.0125,0.0002
0.85,3.3456,0.0126,0.0002
0.86,3.4111,0.0129,0.0002
0.87,3.4767,0.0133,0.0002
0.88,3.5538,0.0135,0.0002
0.89,3.631,0.0137,0.0002
0.9,3.7158,0.0138,0.0002
0.91,3.8122,0.0143,0.0002
0.92,3.9009,0.0143,0.0002
0.93,3.9896,0.0143,0.0003
0.94,4.0244,0.0147,0.0004
0.95,4.0591,0.0148,0.0004
0.96,4.1748,0.0151,0.0004
0.97,4.2133,0.0154,0.0005
0.98,4.2288,0.0159,0.0006
0.99,4.2249,0.0161,0.0005
1,4.2056,0.0162,0.0006
1.01,4.1516,0.0161,0.0006
1.02,4.1323,0.0161,0.0006
1.03,4.1131,0.0159,0.0006
1.04,4.0861,0.0158,0.0006
1.05,4.0629,0.0158,0.0005
1.06,4.0321,0.0158,0.0006
1.07,4.0012,0.0158,0.0006
1.08,3.9665,0.0158,0.0006
1.09,3.9511,0.0158,0.0006
1.1,3.9202,0.0157,0.0006
1.11,3.8739,0.0157,0.0006
1.12,3.8238,0.0151,0.0006
1.13,3.7081,0.0145,0.0006
1.14,3.6464,0.014,0.0006
1.15,3.5924,0.0138,0.0006
1.16,3.5461,0.0138,0.0006
1.17,3.5268,0.0135,0.0006
1.18,3.5152,0.0134,0.0006
1.19,3.5095,0.0133,0.0007
1.2,3.5037,0.0129,0.0008
1.21,3.5037,0.0127,0.0007
1.22,3.4806,0.0121,0.0007
1.23,3.4497,0.0119,0.0008
1.24,3.3263,0.0118,0.0008
1.25,3.2569,0.0118,0.0008
1.26,3.1605,0.0118,0.0008
1.27,3.0718,0.0115,0.0008
1.28,2.9946,0.0108,0.0008
1.29,2.8712,0.0107,0.0008
1.3,2.8172,0.0102,0.0008
1.31,2.7902,0.0098,0.0008
1.32,2.7401,0.0095,0.0008
1.33,2.6745,0.0089,0.0008
1.34,2.5395,0.0088,0.0008
1.35,2.4817,0.0085,0.0008
1.36,2.4045,0.0083,0.0008
1.37,2.3158,0.0082,0.0008
1.38,2.231,0.0074,0.0008
1.39,2.0343,0.0069,0.0009
1.4,1.934,0.0066,0.0011
1.41,1.8453,0.0063,0.0009
1.42,1.7798,0.0059,0.001
1.43,1.6563,0.0053,0.0011
1.44,1.6563,0.0049,0.0011
1.45,1.5638,0.0045,0.0011
1.46,1.5329,0.0043,0.0011
