Depth,Qc,Fc,u
0,0.0019,0,0
0.01,-0.0019,0,0
0.02,0.0173,0,0.0002
0.03,0.0481,0.0001,0.0004
0.04,0.0865,0.0002,0.0007
0.05,0.1288,0.0004,0.001
0.06,0.1634,0.0007,0.0016
0.07,0.2095,0.0015,0.002
0.08,0.2557,0.0016,0.0048
0.09,0.3326,0.0017,0.0024
0.09999999,0.421,0.0019,0.0012
0.11,0.5363,0.002,0.0006
0.12,0.644,0.0019,0.0003
0.13,0.7593,0.0019,0
0.14,0.867,0.0017,0
0.15,1.0784,0.0003,-0.0001
0.16,1.1707,-0.0003,-0.0002
0.17,1.2899,-0.0004,-0.0002
0.18,1.436,-0.0003,-0.0002
0.19,1.5821,-0.0003,-0.0002
0.2,1.709,0.0012,-0.0002
0.21,1.8435,0.0018,-0.0002
0.22,1.9896,0.0021,-0.0002
0.23,2.1434,0.0022,-0.0002
0.2400001,2.4856,0.0022,-0.0002
0.2500001,2.6817,0.0022,-0.0002
0.2600001,2.8739,0.0022,-0.0001
0.27,3.0469,0.0022,0
0.28,3.2122,0.0023,-0.0001
0.29,3.3852,0.0071,-0.0001
0.3,3.5698,0.0075,-0.0001
0.31,3.762,0.008,-0.0001
0.32,3.9389,0.0084,-0.0001
0.33,4.2541,0.0091,-0.0001
0.34,4.3964,0.0088,0
0.35,4.5348,0.0096,0
0.36,4.704,0.0106,0
0.3699999,4.8923,0.0118,0
0.3799999,5.0769,0.0127,0
0.3899999,5.2576,0.0123,0
0.3999999,5.4306,0.0133,0
0.4099999,5.5998,0.0142,0
0.4199999,5.742,0.0143,0
0.4299999,5.8843,0.0147,0
0.4399999,6.2072,0.0159,0
0.4499999,6.3956,0.017,0
0.4599999,6.5917,0.0179,0
0.4699998,6.7762,0.018,0
0.4799998,6.9685,0.018,0
0.4899998,7.1684,0.018,0
0.4999998,7.376,0.0179,0
0.5099998,7.5798,0.0179,0
0.5199998,7.9604,0.0179,0
0.5299998,8.1603,0.0179,0
0.5399998,8.3718,0.0197,0
0.5499998,8.6217,0.0233,0
0.5599998,8.8524,0.0239,0
0.5699998,9.0792,0.0238,0
0.5799997,9.3329,0.0247,0
0.5899997,9.579,0.0269,0
0.5999997,10.0936,0.0276,0
0.6099997,10.3498,0.0282,0
0.6199997,10.5944,0.0287,0
0.6299997,10.8238,0.031,0
0.6399997,11.034,0.0318,0
0.6499997,11.2175,0.0331,0
0.6599997,11.3933,0.0356,0
0.6699997,11.7641,0.0367,0
0.6799996,11.7641,0.037,0
0.6899996,12.0699,0.0373,0
0.6999996,12.1885,0.0373,0
0.7099996,12.307,0.0373,0
0.7199996,12.4102,0.0373,0
0.7299996,12.5172,0.0394,0
0.7399996,12.6281,0.0414,0
0.7499996,12.7695,0.0433,0.0001
0.7599996,12.9033,0.0446,0.0001
0.7699996,12.8893,0.0465,0.0002
0.7799996,12.9392,0.0473,0.0002
0.7899995,12.9892,0.0475,0.0004
0.7999995,13.255,0.0479,0.0003
