Depth,Qc,Fc,u
0,0.081,0,-0.0002
0.01,0.293,0,-0.0004
0.02,0.454,0,-0.0004
0.03,0.612,0.0022,-0.0004
0.04,0.666,0.0044,-0.0003
0.05,0.854,0.0087,-0.0003
0.06,1.1,0.0175,-0.0002
0.07,1.396,0.0349,-0.0002
0.08,1.611,0.0417,-0.0008
0.09,1.969,0.0454,-0.0014
0.1,2.234,0.049,-0.0008
0.11,2.553,0.0532,-0.0021
0.12,2.622,0.0592,-0.0023
0.13,2.657,0.0604,-0.005
0.14,2.665,0.0615,-0.0054
0.15,2.669,0.0609,-0.0063
0.16,2.653,0.0617,-0.0063
0.17,2.584,0.0618,-0.0062
0.18,2.496,0.0618,-0.006
0.19,2.376,0.0617,-0.005
0.2,2.261,0.061,-0.0059
0.21,2.184,0.054,-0.0051
0.22,2.115,0.0493,-0.0043
0.23,2.042,0.0469,-0.0037
0.24,1.954,0.0437,-0.0037
0.25,1.877,0.0442,-0.0032
0.26,1.823,0.043,-0.0027
0.27,1.781,0.043,-0.0031
0.28,1.717,0.0431,-0.0023
0.29,1.72,0.0432,-0.0019
0.3,1.722,0.044,-0.0015
0.31,1.731,0.0456,0.0014
0.32,1.784,0.0465,-0.0023
0.33,1.804,0.0477,-0.0041
0.34,1.815,0.0481,-0.0046
0.35,1.781,0.0493,-0.0035
0.36,1.754,0.0498,-0.0023
0.37,1.727,0.0497,0.0033
0.38,1.684,0.0534,-0.0039
0.39,1.683,0.054,-0.0029
0.4,1.698,0.0562,-0.002
0.41,1.714,0.0577,0
0.42,1.746,0.0583,-0.003
0.43,1.781,0.0584,-0.0036
0.44,1.804,0.0583,-0.0033
0.45,1.819,0.0582,-0.003
0.46,1.834,0.0573,-0.0021
0.47,1.788,0.0573,0.0021
0.48,1.742,0.0573,0.0002
0.49,1.723,0.0574,-0.0058
0.5,1.727,0.0574,-0.0077
0.51,1.73,0.0574,-0.0081
0.52,1.74,0.0574,-0.0067
0.53,1.761,0.0574,-0.0052
0.54,1.819,0.0572,-0.005
0.55,1.815,0.056,-0.0031
0.56,1.838,0.0543,-0.0064
0.57,1.784,0.0493,-0.0083
0.58,1.715,0.0486,-0.0085
0.59,1.638,0.0486,-0.008
0.6,1.581,0.0484,-0.0074
0.61,1.523,0.0483,-0.0064
0.62,1.45,0.0479,-0.0043
0.63,1.435,0.0474,-0.0031
0.64,1.419,0.046,-0.0031
0.65,1.412,0.046,-0.0029
0.66,1.4,0.0459,-0.0029
0.67,1.399,0.046,-0.0019
0.68,1.4,0.0461,-0.0033
0.69,1.401,0.0471,-0.0031
0.7,1.404,0.0493,-0.0048
0.71,1.435,0.0507,-0.0027
0.72,1.469,0.0521,-0.005
0.73,1.446,0.0547,-0.0087
0.74,1.438,0.0571,-0.011
0.75,1.437,0.0588,-0.0136
0.76,1.435,0.0589,-0.0145
0.77,1.433,0.0593,-0.0157
0.78,1.431,0.0597,-0.0167
0.79,1.435,0.0614,-0.0169
0.8,1.423,0.0622,-0.0169
0.81,1.404,0.064,-0.0164
0.82,1.402,0.0662,-0.0159
0.83,1.402,0.067,-0.0066
0.84,1.415,0.0677,-0.0079
0.85,1.427,0.0677,-0.0089
0.86,1.462,0.0676,-0.0092
0.87,1.504,0.0674,-0.0086
0.88,1.488,0.0663,-0.0079
0.89,1.465,0.0656,-0.0079
0.9,1.427,0.0648,-0.0114
0.91,1.358,0.0645,-0.0117
0.92,1.292,0.064,-0.0114
0.93,1.239,0.0619,-0.0112
0.94,1.196,0.0603,-0.0095
0.95,1.15,0.0581,-0.0106
0.96,1.046,0.0562,-0.011
0.97,1.012,0.0531,-0.0109
0.98,0.995,0.051,-0.0109
0.99,0.988,0.0507,-0.0105
1,1.009,0.0507,-0.006
1.01,1.031,0.0507,-0.0068
1.02,1.069,0.0508,-0.0068
1.03,1.119,0.0529,-0.0064
1.04,1.215,0.055,-0.0071
1.05,1.289,0.0575,-0.0071
1.06,1.346,0.0614,-0.007
1.07,1.412,0.0652,-0.007
1.08,1.485,0.069,-0.006
1.09,1.527,0.0726,-0.005
1.1,1.573,0.0749,-0.0037
1.11,1.6,0.0778,-0.0044
1.12,1.623,0.0806,-0.0042
1.13,1.615,0.0806,-0.004
1.14,1.608,0.0806,-0.0035
1.15,1.596,0.0803,-0.0019
1.16,1.585,0.0796,0.0004
1.17,1.573,0.0783,-0.0014
1.18,1.538,0.0764,-0.0058
1.19,1.5,0.0729,-0.0134
1.2,1.458,0.0695,-0.0159
1.21,1.408,0.0662,-0.0164
1.22,1.373,0.063,-0.0167
1.23,1.327,0.0604,-0.0154
1.24,1.273,0.0575,-0.0141
1.25,1.219,0.0545,-0.0072
1.26,1.162,0.0481,-0.0046
1.27,1.108,0.0448,-0.0008
1.28,1.066,0.0419,0.0002
1.29,1.043,0.0408,-0.0004
1.3,1.027,0.0396,-0.0027
1.31,1.004,0.0384,-0.0043
1.32,0.985,0.0373,-0.005
1.33,0.984,0.035,-0.0087
1.34,0.986,0.0337,-0.0119
1.35,0.988,0.0337,-0.012
1.36,1.004,0.0338,-0.0119
1.37,1.043,0.0338,-0.0118
1.38,1.162,0.034,-0.011
1.39,1.242,0.0355,-0.0101
1.4,1.335,0.0363,-0.0108
1.41,1.442,0.0365,-0.0099
1.42,1.573,0.0366,-0.0105
1.43,1.773,0.0392,-0.0106
