Depth,Qc,Fc,u
0,0.361,0,0.0155
0.01,0.5029,0,-0.0002
0.02,0.5873,0.0008,0.0009
0.03,0.7292,0.0015,0.0019
0.04,0.7292,0.003,0.0058
0.05,0.8711,0.006,-0.019
0.06,0.9977,0.012,-0.0352
0.07,1.0783,0.0171,-0.0423
0.08,1.1128,0.0171,-0.0494
0.09,1.1435,0.0171,-0.0514
0.1,1.1857,0.0171,-0.0524
0.11,1.247,0.0171,-0.0526
0.12,1.247,0.0165,-0.0526
0.13,1.3237,0.0144,-0.0525
0.14,1.3774,0.0139,-0.0524
0.15,1.3084,0.0138,-0.0436
0.16,1.1128,0.0138,-0.0195
0.17,0.967,0.0138,-0.0195
0.18,0.967,0.0138,-0.0077
0.19,0.8673,0.0138,-0.0048
0.2,0.7867,0.0139,-0.0002
0.21,0.7138,0.0141,0.0025
0.22,0.6793,0.0145,0.0031
0.23,0.6448,0.0154,0.0031
0.24,0.5834,0.0177,0.0033
0.25,0.5412,0.0177,0.0033
0.26,0.5144,0.0205,0.0031
0.27,0.5144,0.0214,-0.0015
0.28,0.4837,0.0219,-0.0072
0.29,0.4722,0.0221,-0.0094
0.3,0.4568,0.0222,-0.01
0.31,0.4377,0.0219,-0.0102
0.32,0.4031,0.0217,-0.0104
0.33,0.4031,0.0207,-0.0101
0.34,0.361,0.0207,-0.0098
0.35,0.3264,0.0194,-0.0091
0.36,0.3034,0.0181,-0.0079
0.37,0.29,0.0165,-0.0068
0.38,0.2833,0.0154,-0.0064
0.39,0.2834,0.0143,-0.0054
0.4,0.2835,0.0143,-0.0054
0.41,0.2838,0.0141,-0.0044
0.42,0.2881,0.0139,-0.0041
0.43,0.3341,0.0139,-0.0035
0.44,0.3955,0.0138,-0.0035
0.45,0.499,0.0138,-0.0043
0.46,0.6448,0.0133,-0.0043
0.47,0.8213,0.0116,-0.0095
0.48,0.8213,0.0101,-0.0129
0.49,1.0514,0.0094,-0.0146
0.5,1.2087,0.0094,-0.015
0.51,1.2892,0.0085,-0.0149
0.52,1.3736,0.0084,-0.0149
0.53,1.4465,0.0079,-0.0147
0.54,1.5462,0.0042,-0.0135
0.55,1.6613,0.0026,-0.012
0.56,1.8224,0.0024,-0.012
0.57,1.9988,0.0023,-0.0104
0.58,1.9988,0.0023,-0.0097
0.59,2.1906,0.0023,-0.0077
0.6,2.3556,0.0023,-0.0068
0.61,2.3479,0.0025,-0.0044
0.62,2.5627,0.0026,0.0002
0.63,2.5627,0.0028,0.0006
0.64,2.72,0.0033,0.001
0.65,2.8351,0.0033,0.0014
0.66,2.9156,0.0037,0.0012
0.67,2.9348,0.0038,0.0014
0.68,2.8888,0.0042,0.0025
0.69,2.7814,0.0047,0.0033
0.7,2.6241,0.0051,0.0047
0.71,2.4438,0.0052,0.0047
0.72,2.2482,0.0059,0.007
0.73,2.0602,0.0069,0.0099
0.74,2.0602,0.0069,0.0128
0.75,2.0276,0.0079,0.0136
0.76,2.0117,0.0081,0.0159
0.77,2.0052,0.0081,0.0171
0.78,2.0097,0.0082,0.0174
0.79,2.0142,0.0082,0.0163
0.8,2.3326,0.0082,0.0132
0.81,2.8619,0.0081,0.0132
0.82,2.8619,0.008,0.0029
0.83,3.982,0.0079,-0.019
0.84,3.982,0.0077,-0.0248
0.85,4.3157,0.0069,-0.0248
0.86,4.473,0.0066,-0.0248
0.87,4.4845,0.0066,-0.0248
0.88,4.3809,0.0066,-0.0247
0.89,4.1086,0.0066,-0.0199
0.9,3.817,0.0066,-0.0075
0.91,3.5255,0.0066,-0.0192
0.92,3.234,0.0067,-0.011
0.93,2.9194,0.0067,-0.0046
0.94,2.8032,0.0067,0.0023
0.95,2.7933,0.0067,0.0101
0.96,2.7943,0.0067,0.0184
0.97,2.7953,0.0061,0.0287
0.98,2.8005,0.005,0.0287
0.99,3.445,0.0048,0.0362
1,4.1469,0.0048,0.036
1.01,4.565,0.0048,-0.0137
1.02,4.565,0.0048,-0.0295
1.03,4.7837,0.0048,-0.0328
1.04,4.8642,0.0048,-0.0345
1.05,4.9102,0.0049,-0.0349
1.06,4.9333,0.0057,-0.0349
1.07,4.9333,0.0061,-0.0349
1.08,4.9409,0.0062,-0.0347
1.09,4.9486,0.0063,-0.0329
1.1,4.9486,0.0063,-0.0319
1.11,4.9141,0.0064,-0.029
1.12,4.8565,0.0064,-0.0275
1.13,4.8514,0.0065,-0.0257
1.14,4.8541,0.0066,-0.0242
1.15,4.8568,0.0066,-0.0226
1.16,4.8643,0.0069,-0.0215
1.17,4.8796,0.0069,-0.0215
1.18,4.9601,0.0075,-0.0186
1.19,5.0023,0.0078,-0.0166
1.2,5.0407,0.008,-0.0166
1.21,5.0138,0.008,-0.0147
1.22,5.0023,0.0081,-0.0124
1.23,4.9486,0.0082,-0.011
1.24,4.8067,0.0083,-0.0097
1.25,4.6034,0.009,-0.0073
1.26,4.6034,0.0101,-0.0056
1.27,4.3195,0.0113,-0.0041
1.28,4.0625,0.0124,-0.0015
1.29,3.794,0.0137,0.0008
1.3,3.5102,0.0165,0.0016
1.31,3.2148,0.017,0.0027
1.32,2.8312,0.017,0.0054
1.33,2.5013,0.017,0.0095
1.34,2.2098,0.0169,0.0157
1.35,1.926,0.0166,0.0267
1.36,1.6843,0.0162,0.0387
1.37,1.4887,0.015,0.0387
1.38,1.3237,0.0134,0.0542
1.39,1.1588,0.0123,0.0736
1.4,1.1588,0.0106,0.1024
1.41,1.0969,0.0106,0.148
1.42,1.0693,0.0105,0.1998
1.43,1.0624,0.0105,0.2787
1.44,1.0725,0.0105,0.3364
1.45,1.0827,0.0102,0.3215
1.46,1.1933,0.0096,0.2432
1.47,1.5961,0.0096,0.1396
1.48,2.1945,0.0096,0.0699
1.49,2.8964,0.0096,0.0277
1.5,3.56,0.0096,0.0165
1.51,4.1584,0.0095,0.016
1.52,4.5573,0.0095,0.016
1.53,4.7913,0.0093,0.016
1.54,4.9793,0.0091,0.016
1.55,4.8086,0.0082,0.0161
1.56,4.9572,0.0077,0.0163
1.57,5.1059,0.0076,0.0168
1.58,5.2286,0.0076,0.0178
1.59,5.3667,0.0075,0.0167
1.6,5.4895,0.0076,0.0162
1.61,5.639,0.0076,0.0163
1.62,5.639,0.0076,0.0163
1.63,5.6812,0.0077,0.0167
1.64,5.7503,0.0082,0.0176
1.65,5.7503,0.0087,0.0196
1.66,5.8155,0.0089,0.0169
1.67,6.061,0.0093,0.0165
1.68,6.2029,0.0098,0.0155
1.69,6.2029,0.012,0.0146
1.7,6.364,0.012,0.0141
1.71,6.6709,0.0125,0.014
1.72,6.8435,0.015,0.014
1.73,6.8435,0.0146,0.014
1.74,7.1849,0.0164,0.014
1.75,7.4265,0.0163,0.014
1.76,7.7142,0.0177,0.0153
1.77,7.9751,0.0181,0.0167
1.78,8.2896,0.0195,0.0167
1.79,8.6195,0.0207,0.0166
1.8,8.9379,0.0203,0.0167
1.81,9.1565,0.0223,0.0167
1.82,9.2677,0.0227,0.0167
1.83,9.3751,0.0227,0.0167
1.84,9.2869,0.0227,0.0171
1.85,9.3291,0.0225,0.0169
1.86,9.3329,0.0214,0.017
1.87,9.1642,0.0199,0.017
1.88,8.9148,0.0189,0.0172
1.89,8.8803,0.0167,0.0173
1.9,8.6655,0.0146,0.0173
1.91,8.4315,0.0141,0.018
1.92,8.1822,0.0142,0.018
1.93,8.0134,0.0139,0.0186
1.94,7.8255,0.0136,0.0188
1.95,7.7805,0.0135,0.019
1.96,7.7706,0.0135,0.0186
1.97,7.7687,0.0135,0.0185
1.98,7.7689,0.0136,0.0185
1.99,7.7691,0.0138,0.0185
2,7.7698,0.0147,0.0185
2.01,7.7718,0.0151,0.0186
2.02,7.7909,0.0155,0.0188
2.03,7.7871,0.0157,0.0188
2.04,7.8101,0.0159,0.019
2.05,7.7909,0.0161,0.0192
2.06,7.7603,0.0166,0.0195
2.07,7.7334,0.0172,0.0198
2.08,7.7104,0.0171,0.02
2.09,7.6605,0.018,0.0203
2.1,7.58,0.0183,0.0207
2.11,7.4649,0.019,0.0206
2.12,7.3422,0.0195,0.0207
2.13,7.1964,0.0201,0.0207
2.14,7.0506,0.0201,0.0207
2.15,6.8051,0.0201,0.0207
2.16,6.6862,0.0201,0.0208
2.17,6.6862,0.0201,0.0209
2.18,6.5712,0.02,0.021
2.19,6.2566,0.0196,0.0213
2.2,6.0725,0.0193,0.0219
2.21,5.9152,0.0182,0.0217
2.22,5.7656,0.0186,0.0219
2.23,5.6506,0.0181,0.0218
2.24,5.6007,0.0177,0.0219
