Depth,Qc,Fc,u
0,0.1561,0,0.0001
0.01,0.2603,0,0.0016
0.02,0.1792,0,0.0007
0.03,0.1059,0.0003,0.0003
0.04,0.0692,0.0006,0.0002
0.05,0.0509,0.0013,0.0001
0.06,0.0417,0.0014,0.0001
0.07,0.0371,0.0013,-0.0001
0.08,0.0366,0.0012,-0.0002
0.09,0.0365,0.0007,-0.0002
0.09999999,0.0403,0.0002,-0.0002
0.11,0.0441,0.0002,-0.0001
0.12,0.0441,0.0001,0.0001
0.13,0.048,0.0002,0
0.14,0.0518,0.0003,0
0.15,0.0634,0.0005,0
0.16,0.075,0.001,0
0.17,0.0866,0.002,0.0002
0.18,0.081,0.002,0.0005
0.19,0.0785,0.0052,0.0001
0.2,0.0787,0.0079,0.0001
0.21,0.0789,0.0133,0.0002
0.22,0.1329,0.0147,0.0002
0.23,0.2449,0.0161,0.0007
0.2400001,0.3105,0.0168,0.0007
0.2500001,0.3298,0.0169,0.0035
0.2600001,0.3298,0.017,0.0039
0.27,0.3163,0.017,0.0036
0.28,0.3095,0.0187,0.0045
0.29,0.3379,0.0205,0.0054
0.3,0.3664,0.0245,0.0054
0.31,0.4299,0.0316,0.0054
0.32,0.5629,0.0393,0.0054
0.33,0.8317,0.0398,0.0048
0.34,2.2408,0.0392,0.0054
0.35,4.1403,0.0386,0.0012
0.36,5.0592,0.0372,0
0.3699999,5.0862,0.0359,-0.0006
0.3799999,5.0051,0.0359,-0.0007
0.3899999,4.3913,0.0338,-0.0006
0.3999999,4.3835,0.0316,-0.0005
0.4099999,4.3758,0.0289,-0.0003
0.4199999,4.2832,0.0278,0.0001
0.4299999,4.1905,0.028,-0.0002
0.4399999,4.4144,0.0282,-0.0001
0.4499999,4.1828,0.0316,0
0.4599999,4.0091,0.035,0.0002
0.4699998,4.0515,0.0339,0.0007
0.4799998,3.8788,0.0356,0.0005
0.4899998,3.8578,0.0373,0.0004
0.4999998,3.8535,0.0435,0.0005
0.5099998,3.8912,0.0411,0.0005
0.5199998,3.9289,0.0463,0.001
0.5299998,4.1094,0.0515,0.0005
0.5399998,4.7851,0.0515,0.0007
0.5499998,5.5649,0.0713,0.0008
0.5599998,5.3178,0.0713,0.0012
0.5699998,4.731,0.0765,0.0011
0.5799997,4.6924,0.08,0.001
0.5899997,4.3256,0.0827,0.001
0.5999997,4.287,0.0845,0.001
0.6099997,3.9898,0.0852,0.0011
