Depth,Qc,Fc,u
0,0.1052,0,-0.0004
0.01,0.2487,0,-0.0002
0.02,0.2914,0,-0.0003
0.03,0.2526,0.0011,-0.0002
0.04,0.2836,0.0023,-0.0001
0.05,0.3147,0.0045,0.0002
0.06,0.4077,0.009,-0.0004
0.07,0.4931,0.0181,0.0014
0.08,0.528,0.0208,0.0001
0.09,0.5784,0.0225,-0.0012
0.09999999,0.6521,0.0238,-0.0012
0.11,0.7336,0.0252,-0.0021
0.12,0.7685,0.0255,-0.0021
0.13,0.8577,0.0267,-0.002
0.14,0.9159,0.0291,-0.0019
0.15,0.9895,0.0306,0.0008
0.16,0.9488,0.033,0.0012
0.17,1.0252,0.0379,-0.0001
0.18,1.1015,0.0539,0.0022
0.19,1.2727,0.0658,0.0044
0.2,1.6877,0.0806,0.0095
0.21,1.9864,0.0977,0.02
0.22,2.3199,0.1145,0.0257
0.23,2.6535,0.1327,0.0245
0.2400001,2.9444,0.1471,0.0439
0.2500001,3.3711,0.1768,0.0665
0.2600001,3.4874,0.1867,0.0898
0.27,3.5107,0.1986,0.1056
0.28,3.4603,0.214,0.1116
0.29,3.3711,0.2243,0.1207
0.3,3.3051,0.2326,0.1242
0.31,3.2392,0.2332,0.1349
0.32,3.0336,0.2327,0.1452
0.33,2.8397,0.2322,0.1699
0.34,2.7117,0.2309,0.1814
0.35,2.669,0.2262,0.1814
0.36,2.5333,0.2175,0.1845
0.3699999,2.3975,0.2077,0.1944
0.3799999,2.2773,0.1971,0.2057
0.3899999,2.2268,0.1831,0.1794
0.3999999,2.0911,0.1727,0.1548
0.4099999,1.9747,0.1615,0.1507
0.4199999,1.8739,0.1508,0.1044
0.4299999,1.8235,0.1426,0.0995
0.4399999,1.7575,0.1336,0.0995
0.4499999,1.6993,0.1251,0.0996
0.4599999,1.6528,0.1168,0.1011
0.4699998,1.6351,0.1059,0.105
0.4799998,1.6373,0.0933,0.1128
0.4899998,1.6394,0.081,0.113
0.4999998,1.6489,0.0721,0.1044
0.5099998,1.6838,0.0645,0.0861
0.5199998,1.7265,0.058,0.0453
0.5299998,1.773,0.0521,0.0132
0.5399998,1.8235,0.0476,-0.0029
0.5499998,1.8312,0.0433,-0.003
0.5599998,1.8506,0.038,-0.0029
0.5699998,1.8661,0.0325,-0.0028
0.5799997,1.8933,0.0217,-0.0019
0.5899997,1.9359,0.0181,-0.0014
0.5999997,1.9709,0.0162,-0.0012
0.6099997,1.998,0.0139,-0.001
0.6199997,1.9902,0.0118,-0.001
0.6299997,2.0058,0.0103,-0.001
0.6399997,2.0058,0.0094,-0.0011
0.6499997,2.0872,0.0087,-0.0012
0.6599997,2.1648,0.0081,-0.0012
0.6699997,2.2579,0.0077,-0.0012
0.6799996,2.351,0.0076,-0.0012
0.6899996,2.4247,0.0075,-0.0012
0.6999996,2.4673,0.0074,-0.0012
0.7099996,2.4984,0.0074,-0.0013
0.7199996,2.5139,0.0073,-0.0013
0.7299996,2.5022,0.0073,-0.0013
0.7399996,2.5061,0.0073,-0.0012
0.7499996,2.5177,0.0073,-0.0012
0.7599996,2.5216,0.0074,-0.0012
0.7699996,2.5177,0.0074,-0.0012
0.7799996,2.5139,0.0075,-0.0012
0.7899995,2.5112,0.0076,-0.0012
0.7999995,2.5544,0.0077,-0.0012
0.8099995,2.5976,0.0077,-0.0012
0.8199995,2.6845,0.0077,-0.0012
0.8299995,2.8319,0.0077,-0.0012
0.8399995,2.9832,0.0077,-0.0012
0.8499995,3.1383,0.0077,-0.0012
0.8599995,3.2663,0.0078,-0.0012
0.8699995,3.3478,0.0081,-0.0012
0.8799995,3.3827,0.0083,-0.0012
0.8899994,3.3711,0.0089,-0.0012
0.8999994,3.3807,0.0092,-0.0012
0.9099994,3.3904,0.0096,-0.0012
0.9199994,3.4254,0.0098,-0.0012
0.9299994,3.4797,0.01,-0.0012
0.9399994,3.5417,0.0102,-0.0011
0.9499994,3.596,0.0105,-0.001
0.9599994,3.6348,0.0106,-0.001
0.9699994,3.627,0.0106,-0.001
0.9799994,3.6193,0.0107,-0.0011
0.9899994,3.6038,0.0107,-0.001
0.9999993,3.5727,0.0107,-0.001
1.009999,3.5495,0.0107,-0.0011
1.019999,3.5068,0.0107,-0.0011
1.029999,3.3943,0.0107,-0.0011
1.039999,3.3323,0.0107,-0.001
1.049999,3.2392,0.0102,-0.0011
1.059999,3.1189,0.0101,-0.0011
1.069999,2.9948,0.0098,-0.0011
1.079999,2.8629,0.0096,-0.0011
1.089999,2.7272,0.0091,-0.001
1.099999,2.607,0.0089,-0.001
1.109999,2.382,0.0086,-0.001
1.119999,2.285,0.008,-0.001
1.129999,2.1997,0.0076,-0.001
1.139999,2.1493,0.0067,-0.0011
1.149999,2.1066,0.0063,-0.0011
1.159999,1.9902,0.0059,-0.0011
1.169999,1.8816,0.0056,-0.0011
1.179999,1.8041,0.0052,-0.001
1.189999,1.7692,0.0028,-0.001
1.199999,1.7265,0.0023,-0.001
1.209999,1.6644,0.0022,-0.001
1.219999,1.6528,0.0022,-0.0009
1.229999,1.6441,0.0022,-0.0008
1.239999,1.6426,0.002,-0.0007
1.249999,1.6487,0.0017,-0.0003
1.259999,1.6547,0.0017,0.0006
1.269999,1.6838,0.0017,-0.0002
1.279999,1.6993,0.0017,-0.0006
1.289999,1.7187,0.0017,-0.0008
1.299999,1.7498,0.0017,-0.0008
1.309999,1.773,0.0017,-0.001
1.319999,1.8041,0.0018,-0.0011
1.329999,1.8351,0.0021,-0.0012
1.339999,1.9398,0.0023,-0.0012
1.349999,1.9941,0.0023,-0.0012
1.359999,2.0445,0.0025,-0.0013
1.369999,2.126,0.0026,-0.0014
1.379999,2.2268,0.0028,-0.0014
1.389999,2.3704,0.0029,-0.0014
