Depth,Qc,Fc,u
0,0.1625,0,0.0004
0.01,0.2977,0,0.0006
0.02,0.3015,0,0.0048
0.03,0.0274,0.0008,0.0917
0.04,0.0274,0.0016,0.0457
0.05,0.0178,0.0033,0.0228
0.06,0.0159,0.0066,0.0114
0.07,0.0152,0.0064,0.0058
0.08,0.0155,0.0062,0.003
0.09,0.0158,0.0057,0.0016
0.09999999,0.0158,0.0029,0.0012
0.11,0.0274,0.0016,0.0008
0.12,0.0429,0.0009,0.0008
0.13,0.0544,0.0002,0.0004
0.14,0.0467,0.0002,0.0004
0.15,0.0474,0.0002,0.0004
0.16,0.0482,0.0001,0.0004
0.17,0.0506,0.0001,0.0004
0.18,0.0506,0,0.0004
0.19,0.0969,0.0001,0.0002
0.2,0.1201,0.0001,-0.0001
0.21,0.0622,0.0001,-0.0003
0.22,0.0564,0.0001,-0.0003
0.23,0.0554,0.0002,-0.0002
0.2400001,0.0544,0.0002,-0.0001
0.2500001,0.0544,0.0002,0.0004
0.2600001,0.039,0.0002,0
0.27,0.0313,0.0002,0
0.28,0.0293,0.0002,0
0.29,0.0316,0.0001,0.0002
0.3,0.0338,0.0002,0.0006
0.31,0.0392,0.0002,0.0006
0.32,0.0506,0.0002,0.0005
0.33,0.0506,0.0012,0.0004
0.34,0.0544,0.0023,0.0004
0.35,0.0757,0.0044,0
0.36,0.0969,0.0055,-0.0001
0.3699999,0.1548,0.0065,-0.0001
0.3799999,0.3787,0.007,0
0.3899999,0.4058,0.0075,0.0001
0.3999999,0.4058,0.0128,0.0004
0.4099999,0.9308,0.0275,0.0002
0.4199999,2.726,0.0361,0.001
0.4299999,3.0098,0.0369,0.0006
0.4399999,3.2936,0.0389,0.0007
0.4499999,4.1198,0.0385,0.0008
0.4599999,4.8726,0.0489,0.0012
0.4699998,5.6409,0.0604,0.0016
0.4799998,6.3088,0.0703,0.0019
0.4899998,6.8223,0.09,0.0019
0.4999998,7.5365,0.1113,0.002
0.5099998,8.0654,0.1169,0.0025
0.5199998,8.3163,0.1176,0.0027
0.5299998,8.0461,0.1158,0.0029
0.5399998,7.7064,0.114,0.0069
0.5499998,7.2624,0.1121,0.0065
0.5599998,6.552,0.1113,0.0069
0.5699998,6.054,0.1106,0.0364
0.5799997,6.0418,0.1107,0.4504
0.5899997,6.0363,0.1104,0.3783
0.5999997,6.0917,0.1101,0.0124
0.6099997,6.147,0.1094,0.0023
0.6199997,6.2586,0.1081,-0.0013
0.6299997,6.8068,0.1057,-0.0017
0.6399997,7.4747,0.0952,-0.0021
