Depth,Qc,Fc,u
0,0.2203,0,0.0001
0.01,0.3737,0,-0.0009
0.02,0.4312,0.0007,-0.0012
0.03,0.5041,0.0014,-0.0015
0.04,0.6691,0.0027,-0.0003
0.05,0.7151,0.0055,-0.0016
0.06,0.811,0.011,-0.0019
0.07,0.8839,0.0219,-0.002
0.08,0.9874,0.024,-0.002
0.09,1.0872,0.0264,-0.0021
0.1,1.1677,0.0278,-0.0021
0.11,1.1984,0.03,-0.0021
0.12,1.1984,0.0311,-0.002
0.13,1.1984,0.0313,-0.002
0.14,1.1447,0.0312,-0.0019
0.15,1.1025,0.0311,-0.0013
0.16,1.0948,0.0309,0.0001
0.17,1.0872,0.0286,0.0064
0.18,1.0833,0.0281,0.0119
0.19,1.0833,0.028,0.0119
0.2,0.9951,0.0279,0.0038
0.21,0.903,0.0279,0.0013
0.22,0.8187,0.027,0.0006
0.23,0.8187,0.0261,0.0005
0.24,0.7189,0.0242,0.0005
0.25,0.6576,0.0207,0.0005
0.26,0.6,0.0199,0.0006
0.27,0.5271,0.0195,0.0016
0.28,0.4737,0.0193,0.0161
0.29,0.4676,0.0193,0.0161
0.3,0.4646,0.0197,0.0378
0.31,0.4657,0.02,0.0392
0.32,0.4668,0.02,0.039
0.33,0.4773,0.0207,0.0419
0.34,0.531,0.0207,0.044
0.35,0.6614,0.0207,0.0475
0.36,0.857,0.0206,0.0481
0.37,1.1179,0.0204,0.0481
0.38,1.4899,0.0199,0.0487
0.39,2.0423,0.019,0.0487
0.4,2.0423,0.0155,0.0041
0.41,2.8018,0.0145,-0.0022
0.42,2.8018,0.0134,-0.0025
0.43,2.9667,0.0129,-0.0026
0.44,3.124,0.0115,-0.0027
0.45,3.2084,0.0104,-0.0026
0.46,3.2889,0.01,-0.0026
0.47,3.2284,0.0099,-0.0019
0.48,3.2203,0.0098,-0.0019
0.49,3.2122,0.0099,-0.0018
0.5,3.2199,0.0098,-0.0018
0.51,3.1969,0.0098,-0.0017
0.52,3.1163,0.0098,-0.0017
0.53,3.0243,0.0098,-0.0015
0.54,2.8555,0.0098,-0.0013
0.55,2.6905,0.0097,-0.0011
0.56,2.6905,0.0096,-0.0009
0.57,2.4335,0.0093,-0.0007
0.58,2.4335,0.0089,0.0002
0.59,2.2839,0.0089,0.0001
0.6,2.1459,0.0083,0.0037
0.61,2.0078,0.0083,0.0062
0.62,1.8927,0.0082,0.009
0.63,1.8006,0.0079,0.0109
0.64,1.7834,0.0078,0.0126
0.65,1.7804,0.0077,0.0132
0.66,1.7825,0.0077,0.0132
0.67,1.7846,0.0078,0.0142
0.68,1.7891,0.0078,0.0142
0.69,1.7891,0.008,0.0144
0.7,1.8467,0.0084,0.0138
0.71,1.9195,0.0091,0.0134
0.72,2.0193,0.0098,0.013
0.73,2.142,0.0108,0.0134
0.74,2.3338,0.0115,0.0128
0.75,2.4949,0.0121,0.0121
0.76,2.6522,0.0121,0.0121
0.77,2.7366,0.0122,0.0121
0.78,2.7864,0.0122,0.0123
0.79,2.8747,0.0123,0.0127
0.8,3.0549,0.0123,0.0134
0.81,3.3119,0.0126,0.0134
0.82,3.5306,0.0137,0.0111
0.83,3.7454,0.0148,0.0088
0.84,3.964,0.0154,0.0062
0.85,3.964,0.0157,0.0022
0.86,4.3476,0.0164,0.0022
0.87,4.3476,0.0172,0.0021
0.88,4.5586,0.0177,0.0022
0.89,4.8194,0.0178,0.0019
0.9,5.1301,0.0178,0.0019
0.91,5.414,0.0179,0.0019
0.92,5.6518,0.0179,0.0019
0.93,5.8589,0.0179,0.0019
0.94,6.0661,0.018,0.002
0.95,6.2502,0.0183,0.0023
0.96,6.6721,0.0192,0.0026
0.97,6.6721,0.0209,0.003
0.98,6.8256,0.0224,0.0028
0.99,7.1823,0.0252,0.0026
1,7.3281,0.0258,0.0024
