Depth,Qc,Fc,u
0,2.1604,0,0.001
0.01,5.6551,0,0.0041
0.02,8.3857,0,0.0021
0.03,10.7788,0.0015,0
0.04,12.8578,0.003,-0.0002
0.05,12.8307,0.0059,-0.0004
0.06,12.8384,0.0119,-0.0004
0.07,12.8462,0.0134,-0.0005
0.08,13.0168,0.0136,-0.0006
0.09,16.1043,0.0137,-0.0006
0.09999999,17.0157,0.0139,-0.0006
0.11,17.3997,0.0141,-0.0006
0.12,16.9886,0.0147,-0.0006
0.13,15.8793,0.016,-0.0005
0.14,14.1727,0.0172,-0.0004
0.15,12.5882,0.0281,-0.0002
0.16,11.0038,0.0265,-0.0003
0.17,10.2824,0.0389,-0.0002
0.18,9.3011,0.0395,-0.0002
0.19,8.9326,0.0494,-0.0003
0.2,7.7147,0.0568,-0.0004
0.21,7.1639,0.0712,-0.0004
0.22,5.9654,0.073,-0.0004
0.23,5.5892,0.0863,-0.0004
0.2400001,4.9104,0.0939,-0.0004
0.2500001,4.5225,0.1025,-0.0004
0.2600001,3.836,0.104,-0.0004
0.27,3.518,0.1092,-0.0003
0.28,3.0215,0.1098,-0.0002
0.29,2.8547,0.1101,-0.0001
0.3,2.4707,0.1102,0.0004
0.31,2.3117,0.1102,0.0021
0.32,2.1294,0.1101,0.0064
0.33,2.0635,0.11,0.0086
0.34,2.0392,0.1047,0.0097
0.35,2.0397,0.1004,0.0097
0.36,2.0401,0.096,0.0097
0.3699999,2.0502,0.0917,0.0098
0.3799999,2.0712,0.0872,0.0099
0.3899999,2.1216,0.0837,0.0138
0.3999999,2.1915,0.0828,0.014
0.4099999,2.3776,0.0806,0.0134
0.4199999,2.4591,0.0798,0.0126
0.4299999,2.5367,0.0785,0.0118
0.4399999,2.525,0.0758,0.0117
0.4499999,2.4048,0.0744,0.0122
0.4599999,2.3233,0.0723,0.0128
0.4699998,2.2496,0.0715,0.0175
0.4799998,2.1022,0.071,0.0231
0.4899998,2.0441,0.071,0.0245
0.4999998,1.9587,0.0709,0.0253
0.5099998,1.9199,0.0709,0.0268
0.5199998,1.9169,0.0708,0.028
0.5299998,1.9234,0.07,0.029
0.5399998,1.9299,0.0655,0.0297
0.5499998,1.9704,0.0622,0.0301
0.5599998,2.0635,0.0588,0.0309
0.5699998,2.1876,0.0561,0.0317
0.5799997,2.3388,0.0523,0.0315
0.5899997,2.6103,0.0505,0.0262
0.5999997,2.6414,0.049,0.0004
0.6099997,2.6491,0.0491,0.0002
0.6199997,2.6414,0.048,0
0.6299997,2.6408,0.0464,0.0001
0.6399997,2.6406,0.0452,0.0001
0.6499997,2.6449,0.0448,0.0004
0.6599997,2.6491,0.0439,0.0009
0.6699997,2.684,0.0423,0.0021
0.6799996,2.7112,0.0419,0.0008
0.6899996,2.7422,0.0421,0.0006
0.6999996,2.7849,0.0422,0.0006
0.7099996,2.8353,0.0426,0.0005
0.7199996,2.8702,0.0437,0.0005
0.7299996,2.878,0.0449,0.0004
0.7399996,2.8857,0.0467,0.0004
0.7499996,2.8431,0.0479,0.0004
0.7599996,2.8276,0.049,0.0004
0.7699996,2.7733,0.051,0.0004
0.7799996,2.7034,0.0521,0.0006
0.7899995,2.6259,0.0545,0.0006
0.7999995,2.4862,0.0556,0.0009
0.8099995,2.3621,0.0564,0.0012
0.8199995,2.2807,0.0575,0.0064
0.8299995,2.2108,0.058,0.0187
0.8399995,2.1449,0.0585,0.0231
0.8499995,2.0596,0.0584,0.0284
0.8599995,1.951,0.0585,0.0342
0.8699995,1.7881,0.0585,0.0377
0.8799995,1.6562,0.0584,0.0395
0.8899994,1.6467,0.0583,0.0404
0.8999994,1.65,0.0572,0.0418
0.9099994,1.6533,0.0563,0.043
0.9199994,1.695,0.0556,0.0455
0.9299994,1.7919,0.0543,0.0443
0.9399994,1.9393,0.0512,0.0437
0.9499994,2.1682,0.0476,0.0422
0.9599994,2.4125,0.0442,0.0229
0.9699994,2.6103,0.041,0.0039
0.9799994,2.7733,0.0388,-0.0016
0.9899994,2.9168,0.0378,-0.0012
