Depth,Qc,Fc,u
0,0.0293,0,-0.0003
0.01,0.0333,0,-0.0001
0.02,0.1675,0,-0.0003
0.03,0.1675,0,-0.0004
0.04,2.7025,0,-0.0005
0.05,5.6796,0,-0.0005
0.06,7.3972,-0.0001,-0.0007
0.07,7.0063,-0.0001,-0.0008
0.08,5.8751,-0.0001,-0.0009
0.09,5.728,-0.0001,-0.0009
0.1,5.5809,0,-0.001
0.11,5.5809,0.0075,-0.0008
0.12,3.5159,0.0133,-0.0006
0.13,2.2444,0.0233,-0.0001
0.14,2.2444,0.0233,-0.0001
0.15,2.204,0.0569,-0.0005
0.16,2.1635,0.0681,0.0007
0.17,2.1773,0.0643,-0.0068
0.18,2.2563,0.0717,-0.0072
0.19,2.3354,0.0754,-0.0073
0.2,2.5487,0.0791,-0.0073
0.21,2.9774,0.09,-0.0073
0.22,3.8357,0.1009,-0.0059
0.23,5.4427,0.1213,-0.0021
0.24,6.1061,0.1213,-0.0017
0.25,6.422,0.1615,-0.0009
0.26,7.034,0.1612,-0.0011
0.27,7.034,0.1626,-0.001
0.28,6.5759,0.1654,-0.0009
0.29,6.1179,0.1851,-0.0009
0.3,5.2808,0.1851,-0.0009
0.31,5.2808,0.2018,-0.0009
0.32,5.1308,0.1991,-0.0009
0.33,4.9768,0.1965,-0.001
0.34,4.6965,0.1742,-0.001
0.35,4.2345,0.1755,-0.0005
0.36,3.7409,0.1767,-0.0011
0.37,3.7409,0.1807,-0.0012
0.38,3.4882,0.1807,-0.0013
0.39,3.3856,0.1929,-0.0013
0.4,3.2868,0.1929,-0.0048
0.41,3.1644,0.1935,-0.009
0.42,3.1644,0.2027,-0.0133
0.43,2.9492,0.2027,-0.0088
0.44,2.8416,0.2072,-0.0136
0.45,2.8333,0.2072,-0.016
0.46,2.8249,0.2072,-0.017
0.47,2.8249,0.2071,-0.0174
0.48,2.738,0.2061,-0.0166
0.49,2.6432,0.2061,-0.0158
0.5,2.6432,0.2053,-0.0158
0.51,2.4655,0.203,-0.0105
0.52,2.4182,0.2025,-0.009
0.53,2.4182,0.2016,-0.009
0.54,2.3313,0.2006,-0.0064
0.55,2.28,0.2006,-0.0044
0.56,2.2207,0.1981,-0.0035
0.57,2.1694,0.1981,-0.0035
0.58,2.0944,0.1934,-0.0027
0.59,2.0667,0.1894,0.0003
0.6,2.0431,0.1894,0.0001
0.61,2.0194,0.1802,0.0005
0.62,2.0194,0.1769,0.0005
0.63,1.972,0.173,0.0012
0.64,1.972,0.1701,0.0012
0.65,1.9088,0.1653,0.0022
0.66,1.8812,0.1622,0.0024
0.67,1.8812,0.1591,0.0024
0.68,1.7864,0.1555,0.0058
0.69,1.7825,0.1514,0.0052
0.7,1.7627,0.1514,0.0071
0.71,1.7232,0.1458,0.0128
0.72,1.7139,0.1434,0.0134
0.73,1.7097,0.1434,0.0179
0.74,1.7085,0.1394,0.0218
0.75,1.708,0.1394,0.0197
0.76,1.7074,0.1374,0.0177
0.77,1.7074,0.1358,0.0177
0.78,1.664,0.1335,0.0163
0.79,1.6601,0.1306,0.0161
0.8,1.6581,0.1281,0.0162
0.81,1.6561,0.1263,0.0162
0.82,1.6561,0.1262,0.0162
0.83,1.6166,0.1261,0.0183
0.84,1.6087,0.1261,0.0193
0.85,1.6048,0.124,0.0195
0.86,1.589,0.123,0.0195
0.87,1.589,0.1222,0.0193
0.88,1.5534,0.1214,0.0197
0.89,1.5534,0.1209,0.0189
0.9,1.5455,0.1202,0.0187
0.91,1.5455,0.1182,0.0187
0.92,1.5219,0.1165,0.014
0.93,1.5376,0.1165,0.013
0.94,1.5219,0.1165,0.0134
0.95,1.5061,0.1165,0.012
0.96,1.51,0.1164,0.0107
0.97,1.4903,0.1164,0.0109
0.98,1.4863,0.1164,0.0101
0.99,1.4843,0.1158,0.0089
1,1.4834,0.1156,0.0079
1.01,1.4824,0.1154,0.0069
1.02,1.4824,0.1156,0.0069
1.03,1.4745,0.1141,0.0055
1.04,1.4547,0.1131,0.0042
1.05,1.4547,0.1131,0.0042
1.06,1.4113,0.1108,0.0024
1.07,1.3797,0.1094,0.0015
1.08,1.3402,0.1094,0.0011
1.09,1.3284,0.1079,0.0013
1.1,1.3205,0.1065,0.0016
1.11,1.3007,0.1065,0.0018
1.12,1.3007,0.1021,0.0018
1.13,1.277,0.1021,0.0003
1.14,1.2534,0.1,0.0003
1.15,1.2534,0.0968,0.0003
1.16,1.2139,0.0956,0.0003
1.17,1.2099,0.0957,0.0007
1.18,1.2099,0.0959,0.0007
1.19,1.1625,0.0963,0.0009
1.2,1.1625,0.1065,0.0009
1.21,1.1546,0.1065,0.0003
1.22,1.1428,0.1068,0.0013
1.23,1.1152,0.107,0.0024
1.24,1.052,0.1061,0.0045
1.25,1.0379,0.1052,0.0089
1.26,1.0351,0.1021,0.0089
1.27,1.0322,0.1021,-0.0043
1.28,1.0322,0.0984,-0.0061
1.29,0.9928,0.0956,-0.0065
1.3,0.9841,0.0935,-0.0066
1.31,0.981,0.0916,-0.0063
1.32,0.9829,0.0886,-0.006
1.33,0.9849,0.086,-0.0062
