Depth,Qc,Fc,u
0,0,0,-0.0001
0.01,0,0,-0.0001
0.02,0.0155,0,-0.0001
0.03,0.031,0.0017,-0.0001
0.04,0.0621,0.0035,0
0.05,0.1241,0.007,0.0001
0.06,0.2482,0.014,0.0003
0.07,0.5275,0.0279,0.0007
0.08,0.8378,0.0303,0.0022
0.09,1.3575,0.0311,0.0003
0.09999999,1.7415,0.0361,0.0001
0.11,2.4746,0.0377,-0.0001
0.12,2.9245,0.0402,-0.0005
0.13,3.3395,0.0404,-0.0009
0.14,3.6886,0.0404,-0.001
0.15,3.8476,0.0404,-0.0011
0.16,3.8709,0.0405,-0.0011
0.17,3.8205,0.0405,-0.001
0.18,3.58,0.0405,-0.001
0.19,3.4908,0.0405,-0.0009
0.2,3.4094,0.0403,-0.0009
0.21,3.39,0.04,-0.0008
0.22,3.3492,0.04,-0.0007
0.23,3.3424,0.04,-0.0008
0.2400001,3.3535,0.0402,-0.0009
0.2500001,3.3645,0.0412,-0.0009
0.2600001,3.39,0.0423,-0.0011
0.27,3.3929,0.0435,0.0022
0.28,3.3958,0.0441,-0.0013
0.29,3.4365,0.0447,-0.0013
0.3,3.4675,0.0458,-0.0014
0.31,3.39,0.0471,-0.0014
0.32,3.3046,0.0502,-0.0014
0.33,3.2852,0.0508,-0.0014
0.34,3.2232,0.0508,-0.0013
0.35,3.1728,0.051,-0.0015
0.36,3.1262,0.051,-0.0015
0.3699999,3.0874,0.0509,-0.0015
0.3799999,3.0137,0.0507,-0.0015
0.3899999,2.8314,0.0505,-0.0013
0.3999999,2.7112,0.0491,-0.0011
0.4099999,2.653,0.0478,-0.0013
0.4199999,2.4358,0.0468,-0.0012
0.4299999,2.3272,0.0449,-0.0011
0.4399999,2.2225,0.0437,-0.0011
0.4499999,2.1216,0.0421,-0.0011
0.4599999,2.0479,0.0396,-0.0011
0.4699998,1.9199,0.0365,-0.0011
0.4799998,1.8462,0.0348,-0.0009
0.4899998,1.7958,0.033,-0.0011
0.4999998,1.7144,0.0309,-0.0012
0.5099998,1.6872,0.0296,-0.0012
0.5199998,1.6562,0.0267,-0.0012
0.5299998,1.629,0.026,-0.0012
0.5399998,1.5553,0.0244,-0.001
0.5499998,1.5437,0.0242,-0.0007
0.5599998,1.5127,0.0229,-0.0007
0.5699998,1.4739,0.0205,-0.0008
0.5799997,1.4591,0.0202,-0.0008
0.5899997,1.4524,0.0201,-0.0009
0.5999997,1.4515,0.0199,-0.0007
0.6099997,1.4506,0.0196,-0.0009
0.6199997,1.4487,0.0193,-0.0009
0.6299997,1.4477,0.0191,-0.0009
0.6399997,1.4467,0.019,-0.0009
0.6499997,1.4467,0.019,-0.0009
0.6599997,1.4312,0.019,-0.001
0.6699997,1.4278,0.019,-0.001
0.6799996,1.4284,0.019,-0.0009
0.6899996,1.4289,0.0191,-0.0009
0.6999996,1.4312,0.0194,-0.0007
0.7099996,1.4351,0.0203,-0.0007
0.7199996,1.4429,0.0216,-0.0009
0.7299996,1.501,0.0243,-0.001
0.7399996,1.6756,0.0271,-0.0011
0.7499996,1.885,0.0304,-0.0011
0.7599996,2.1139,0.0359,-0.0011
0.7699996,2.3544,0.0408,-0.0011
0.7799996,2.5522,0.0445,-0.0011
0.7899995,2.7306,0.0464,-0.0011
0.7999995,2.8702,0.0491,-0.0011
0.8099995,2.9943,0.0529,-0.0011
0.8199995,3.1068,0.0544,-0.0011
0.8299995,3.2581,0.0569,-0.0009
0.8399995,3.4637,0.0586,-0.0011
0.8499995,3.6925,0.0626,-0.0011
0.8599995,3.9019,0.0689,-0.0015
0.8699995,4.061,0.0761,-0.0018
0.8799995,4.2006,0.0875,-0.0018
0.8899994,4.3596,0.0992,-0.0018
0.8999994,4.5225,0.1105,-0.0018
0.9099994,4.6544,0.1205,-0.0018
0.9199994,4.7669,0.1283,-0.0015
0.9299994,4.8134,0.1317,-0.0001
0.9399994,4.8561,0.136,0.0011
0.9499994,4.8794,0.1398,0.0007
0.9599994,4.9026,0.1514,0.0065
0.9699994,5.1082,0.1652,0.0158
0.9799994,5.2866,0.1798,0.0071
0.9899994,5.3487,0.187,0.0028
0.9999993,5.2129,0.1857,0.002
1.009999,4.9725,0.1845,0.0023
