Depth,Qc,Fc,u
0,0.323,0,-0.0002
0.01,0.627,0,-0.0002
0.02,0.68,0,-0.0002
0.03,0.704,0.0012,-0.0002
0.04,0.707,0.0023,-0.0002
0.05,0.673,0.0046,-0.0005
0.06,0.623,0.0093,-0.0006
0.07,0.573,0.0135,-0.0007
0.08,0.477,0.0143,-0.0006
0.09,0.446,0.014,-0.001
0.1,0.411,0.0137,-0.0015
0.11,0.377,0.0129,-0.0014
0.12,0.365,0.0119,-0.0017
0.13,0.346,0.0116,-0.0015
0.14,0.342,0.0113,-0.0013
0.15,0.338,0.0108,-0.0006
0.16,0.344,0.0108,0.0039
0.17,0.349,0.0109,0.0066
0.18,0.366,0.0112,0.0174
0.19,0.404,0.0118,0.0271
0.2,0.45,0.0146,0.0246
0.21,0.504,0.0158,0.0186
0.22,0.55,0.0177,0.017
0.23,0.673,0.0206,0.0166
0.24,0.796,0.0234,0.0164
0.25,0.942,0.0278,0.0163
0.26,1.084,0.0319,0.0192
0.27,1.242,0.0387,0.0136
0.28,1.361,0.0427,0.011
0.29,1.388,0.0456,0.0111
0.3,1.407,0.0493,0.0111
0.31,1.426,0.0539,0.0112
0.32,1.741,0.0589,0.023
0.33,1.865,0.0639,0.035
0.34,1.922,0.0745,0.0405
0.35,1.964,0.079,0.0426
0.36,2.011,0.081,0.0463
0.37,2.018,0.0821,0.0449
0.38,2.057,0.0825,0.0451
0.39,2.095,0.0834,0.0494
0.4,2.091,0.0863,0.0505
0.41,2.107,0.0893,0.0523
0.42,2.095,0.0959,0.0523
0.43,2.111,0.0977,0.0557
0.44,2.126,0.0993,0.0569
0.45,2.18,0.101,0.0575
0.46,2.207,0.1017,0.0579
0.47,2.214,0.102,0.0583
0.48,2.226,0.1015,0.0581
0.49,2.218,0.1009,0.0583
0.5,2.214,0.0996,0.0587
0.51,2.176,0.097,0.059
0.52,2.137,0.0941,0.0594
0.53,2.084,0.0896,0.06
0.54,2.018,0.0857,0.0606
0.55,1.941,0.0817,0.0614
0.56,1.872,0.0767,0.0621
0.57,1.826,0.0715,0.0629
0.58,1.799,0.0667,0.0637
0.59,1.772,0.0621,0.0645
0.6,1.761,0.0571,0.0648
0.61,1.741,0.0531,0.0654
0.62,1.722,0.0491,0.066
0.63,1.703,0.0465,0.0666
0.64,1.684,0.0451,0.0668
0.65,1.672,0.0438,0.067
0.66,1.667,0.0409,0.0672
0.67,1.666,0.0407,0.0664
0.68,1.665,0.0406,0.0652
0.69,1.665,0.0406,0.0652
0.7,1.665,0.0407,0.0652
0.71,1.664,0.0431,0.0652
0.72,1.665,0.0453,0.0652
0.73,1.665,0.0487,0.0653
0.74,1.668,0.0507,0.0654
0.75,1.68,0.0516,0.0656
0.76,1.676,0.0535,0.0658
0.77,1.688,0.0553,0.0658
0.78,1.688,0.0573,0.0658
0.79,1.703,0.0597,0.0658
0.8,1.703,0.0613,0.0658
0.81,1.707,0.0623,0.0658
0.82,1.711,0.0622,0.0658
0.83,1.726,0.0622,0.066
0.84,1.738,0.0621,0.066
0.85,1.749,0.0606,0.066
0.86,1.768,0.0606,0.066
0.87,1.772,0.0607,0.066
0.88,1.78,0.0608,0.0662
0.89,1.795,0.0615,0.0668
0.9,1.811,0.0617,0.0672
0.91,1.841,0.0617,0.0679
0.92,1.865,0.0617,0.0685
0.93,1.861,0.0616,0.0687
0.94,1.845,0.0613,0.0693
0.95,1.836,0.0603,0.0697
0.96,1.832,0.0595,0.0703
0.97,1.831,0.0594,0.0705
0.98,1.832,0.0587,0.0708
0.99,1.834,0.058,0.0712
1,1.838,0.0563,0.0718
1.01,1.849,0.0554,0.0722
1.02,1.868,0.0551,0.0728
1.03,1.884,0.0546,0.0732
1.04,1.88,0.0531,0.0738
1.05,1.88,0.0519,0.0743
1.06,1.868,0.0508,0.0751
1.07,1.853,0.0494,0.0759
1.08,1.838,0.0489,0.0765
1.09,1.833,0.0486,0.077
1.1,1.831,0.0485,0.0776
1.11,1.831,0.0483,0.0784
1.12,1.832,0.0453,0.0799
1.13,1.834,0.0423,0.0807
1.14,1.838,0.0396,0.0815
1.15,1.845,0.0386,0.0823
1.16,1.845,0.0393,0.0828
1.17,1.838,0.0399,0.0834
1.18,1.826,0.042,0.0844
1.19,1.815,0.0425,0.085
1.2,1.791,0.0431,0.0859
1.21,1.78,0.0438,0.0869
1.22,1.775,0.0462,0.0881
1.23,1.77,0.0464,0.0947
1.24,1.799,0.0464,0.1047
1.25,1.734,0.0463,0.1059
1.26,1.707,0.0462,0.1069
1.27,1.692,0.0455,0.1074
1.28,1.653,0.0429,0.1078
1.29,1.615,0.042,0.1084
1.3,1.584,0.0415,0.1092
1.31,1.557,0.0411,0.1098
1.32,1.545,0.0398,0.1105
1.33,1.54,0.0399,0.1115
1.34,1.539,0.0399,0.1125
1.35,1.538,0.0399,0.1144
1.36,1.534,0.0407,0.1154
1.37,1.53,0.0408,0.1163
1.38,1.53,0.0408,0.1171
1.39,1.522,0.0408,0.1179
1.4,1.511,0.0408,0.1187
