Depth,Qc,Fc,u
0,0.0976,0,-0.0002
0.01,0.1707,0,-0.0004
0.02,0.163,0,-0.0003
0.03,0.2553,0.0007,-0.0002
0.04,0.5051,0.0014,-0.0002
0.05,0.8934,0.0028,-0.0002
0.06,1.0702,0.0056,-0.0003
0.07,2.6079,0.0112,-0.0003
0.08,2.4426,0.014,-0.0004
0.09,2.0351,0.015,-0.0004
0.09999999,2.0178,0.0159,-0.0004
0.11,2.0372,0.0163,-0.0004
0.12,2.0566,0.0167,-0.0004
0.13,2.2081,0.0178,-0.0004
0.14,2.5733,0.0176,-0.0004
0.15,2.6617,0.0182,-0.0004
0.16,2.6848,0.0188,-0.0004
0.17,2.7502,0.0195,-0.0004
0.18,2.8924,0.0203,-0.0004
0.19,2.9039,0.0292,-0.0004
0.2,3.3268,0.0298,-0.0004
0.21,3.2384,0.0305,-0.0004
0.22,3.5344,0.0305,-0.0004
0.23,3.5344,0.0304,-0.0004
0.2400001,3.8458,0.0285,-0.0004
0.2500001,4.0534,0.0238,-0.0004
0.2600001,3.7631,0.0235,-0.0005
0.27,3.6622,0.0231,-0.0005
0.28,3.5613,0.0213,-0.0006
0.29,3.6036,0.0196,-0.0006
0.3,3.2845,0.0155,-0.0006
0.31,2.977,0.0092,-0.0006
0.32,2.8578,0.0082,-0.0006
0.33,2.9116,0.0089,-0.0006
0.34,2.4772,0.0096,-0.0006
0.35,2.0428,0.011,-0.0007
0.36,2.044,0.018,-0.0007
0.3699999,2.0451,0.0218,-0.0008
0.3799999,2.0544,0.0223,-0.0008
0.3899999,2.1851,0.0223,-0.0008
0.3999999,1.816,0.0224,-0.0008
0.4099999,1.6853,0.0229,-0.0008
0.4199999,1.3278,0.023,-0.0008
0.4299999,1.224,0.023,-0.0008
0.4399999,0.978,0.023,-0.0008
0.4499999,0.8011,0.0233,-0.0008
0.4599999,0.8011,0.0236,-0.0008
0.4699998,0.7358,0.0238,-0.0008
0.4799998,0.7435,0.0237,-0.0006
0.4899998,0.6858,0.0236,-0.0012
0.4999998,0.6746,0.0233,-0.0012
