Depth,Qc,Fc,u
0,1.1122,0,0.0083
0.01,1.7965,0,-0.0708
0.02,1.8503,0,-0.0685
0.03,1.8119,0.0019,-0.0029
0.04,1.7734,0.0039,-0.0151
0.05,1.7388,0.0078,-0.0033
0.06,1.7312,0.0155,-0.0023
0.07,1.6812,0.023,-0.0017
0.08,1.6466,0.0236,-0.0017
0.09,1.5659,0.0239,-0.0018
0.09999999,1.5274,0.0239,-0.0018
0.11,1.4198,0.0238,-0.0018
0.12,1.3083,0.0237,-0.0017
0.13,1.2583,0.0237,-0.0019
0.14,1.1814,0.0237,-0.0019
0.15,1.1391,0.0235,-0.0019
0.16,1.0507,0.0233,-0.0019
0.17,0.9738,0.0232,-0.0013
0.18,0.8931,0.0224,-0.0013
0.19,0.8431,0.0222,-0.0011
0.2,0.7893,0.0177,-0.001
0.21,0.7124,0.0175,-0.0009
0.22,0.6663,0.0175,-0.0004
0.23,0.6596,0.0178,0.0012
0.2400001,0.6528,0.0181,0.0009
0.2500001,0.6548,0.0207,0.0062
0.2600001,0.6509,0.0225,0.0114
0.27,0.6202,0.023,0.0296
0.28,0.6106,0.0231,0.0246
0.29,0.6096,0.0232,0.0343
0.3,0.6086,0.0232,0.0407
0.31,0.6125,0.0231,0.0418
0.32,0.5856,0.0231,0.0269
0.33,0.5356,0.0225,0.0272
0.34,0.4895,0.0214,0.0275
0.35,0.4664,0.0207,0.0291
0.36,0.4587,0.0183,0.0325
0.3699999,0.457,0.0171,0.0399
0.3799999,0.4564,0.0141,0.0492
0.3899999,0.4585,0.0124,0.0562
0.3999999,0.4606,0.0098,0.0587
0.4099999,0.4741,0.009,0.0579
0.4199999,0.5048,0.0076,0.0567
0.4299999,0.5548,0.0074,0.054
0.4399999,0.574,0.0074,0.0527
0.4499999,0.6125,0.0075,0.0514
0.4599999,0.6471,0.0076,0.0515
0.4699998,0.7047,0.0076,0.0502
0.4799998,0.7355,0.0085,0.0492
0.4899998,0.8201,0.009,0.0418
0.4999998,0.8662,0.0093,0.0347
0.5099998,0.9123,0.0097,0.033
