Depth,Qc,Fc,u
0.01,0.01,0.013,1.32
0.02,0.04,0.018,1.5
0.03,0.11,0.022,6.31
0.04,0.23,0.023,3.22
0.05,0.31,0.025,2.78
0.06,0.34,0.026,9.09
0.07,0.38,0.026,25.46
0.08,0.46,0.028,34.35
0.09,0.54,0.031,29.69
0.1,0.62,0.035,14.32
0.11,0.68,0.037,9.63
0.12,0.72,0.04,15.13
0.13,0.75,0.044,6.22
0.14,0.77,0.049,15.43
0.15,0.82,0.054,27.84
0.16,0.89,0.059,23.59
0.17,0.94,0.065,0.91
0.18,1,0.069,-8.64
0.19,1.05,0.072,-8.78
0.2,1.11,0.074,-11.77
0.21,1.18,0.077,-24.02
0.22,1.25,0.08,-32.97
0.23,1.33,0.082,-36.25
0.24,1.38,0.086,-24.56
0.25,1.4,0.09,-21.96
0.26,1.39,0.093,-23.47
0.27,1.36,0.095,-24.39
0.28,1.37,0.098,-18.66
0.29,1.39,0.1,-18.24
0.3,1.46,0.101,-16.76
0.31,1.49,0.1,-16.74
0.32,1.54,0.1,-6.52
0.33,1.59,0.1,-2.52
0.34,1.65,0.101,-2.09
0.35,1.66,0.101,-10.09
0.36,1.61,0.1,-17.15
0.37,1.23,0.097,-6.97
0.38,1.43,0.094,-14.73
0.39,1.39,0.092,-13.15
0.4,1.32,0.091,-15.91
0.41,1.26,0.089,-11.71
0.42,1.22,0.087,-8.2
0.43,1.19,0.087,-7.29
0.44,1.17,0.085,-7.11
0.45,1.16,0.084,-5.29
0.46,1.15,0.083,-8.76
0.47,1.18,0.082,-8.16
0.48,1.2,0.083,-6.06
0.49,1.19,0.085,-6.63
0.5,1.2,0.086,-4.38
0.51,1.22,0.087,-2.15
0.52,1.23,0.089,2.39
0.53,1.2,0.091,2
0.54,1.17,0.091,-0.85
0.55,1.16,0.09,-3.86
0.56,1.14,0.089,-4.31
0.57,1.13,0.087,-5.19
0.58,1.13,0.085,-5.19
0.59,1.15,0.084,-3.07
0.6,1.18,0.085,-1.07
0.61,1.2,0.087,0.55
0.62,1.24,0.088,2.55
0.63,1.26,0.083,3.23
0.64,1.29,0.075,3.37
0.65,1.31,0.068,2.28
0.66,1.35,0.065,-0.5
0.67,1.41,0.065,-1.79
0.68,1.49,0.065,-0.51
0.69,1.59,0.066,0.83
0.7,1.68,0.067,4.47
0.71,1.72,0.067,6.68
0.72,1.75,0.066,7.33
0.73,1.79,0.063,7.75
0.74,1.81,0.06,8.02
0.75,1.81,0.061,8.21
0.76,1.79,0.062,8.41
0.77,1.77,0.062,8.42
0.78,1.77,0.062,8.54
0.79,1.75,0.064,9.81
0.8,1.74,0.066,10.72
0.81,1.71,0.068,11.19
0.82,1.73,0.07,11.81
0.83,1.83,0.073,12.52
0.84,1.96,0.077,13.37
0.85,2.06,0.079,14.24
0.86,2.16,0.083,14.96
0.87,2.26,0.089,15.51
0.88,2.36,0.094,16.18
0.89,2.45,0.099,16.82
0.9,2.52,0.104,17.45
0.91,2.57,0.109,18.1
0.92,2.62,0.113,18.83
0.93,2.65,0.117,19.46
0.94,2.67,0.119,19.92
0.95,2.68,0.12,20.12
0.96,2.65,0.052,20.67
0.97,2.6,0.119,21.12
0.98,2.57,0.127,21.76
0.99,2.54,0.128,21.98
1,2.53,0.127,22.56
1.01,2.53,0.125,23.15
1.02,2.51,0.124,23.98
1.03,2.49,0.124,24.74
1.04,2.5,0.121,25.45
1.05,2.53,0.12,25.78
1.06,1.37,0.121,40.14
1.07,2.48,0.124,42.1
1.08,2.53,0.127,45.12
1.09,2.49,0.13,46.3
1.1,2.46,0.128,46.63
1.11,2.45,0.127,47.12
1.12,2.46,0.125,47.65
1.13,2.46,0.122,47.74
1.14,2.45,0.12,47.99
1.15,2.43,0.121,48.43
1.16,2.41,0.121,50.09
1.17,2.37,0.121,51.47
1.18,2.33,0.121,52.54
1.19,2.32,0.118,52.98
1.2,2.34,0.117,53.43
1.21,2.35,0.114,53.82
1.22,2.36,0.114,54.14
1.23,2.4,0.117,54.73
1.24,2.45,0.119,55.69
1.25,2.49,0.122,56.61
1.26,2.54,0.125,57.46
1.27,2.59,0.13,58.39
1.28,2.64,0.134,59.27
1.29,2.7,0.137,60.05
1.3,2.75,0.138,60.47
1.31,2.84,0.143,61.64
1.32,2.89,0.15,62.58
1.33,2.92,0.157,63.79
1.34,2.94,0.163,65.14
1.35,2.94,0.167,65.79
1.36,2.93,0.17,66.25
1.37,2.91,0.175,66.78
1.38,2.86,0.177,66.92
1.39,2.82,0.18,65.87
1.4,2.78,0.182,62.72
1.41,2.7,0.182,58.49
1.42,2.63,0.183,56.31
1.43,2.54,0.183,54.25
1.44,2.46,0.179,49.5
1.45,2.38,0.172,43.06
1.46,2.29,0.163,39.38
1.47,2.19,0.154,37.55
1.48,2.14,0.145,37.6
1.49,2.05,0.135,36.97
1.5,1.98,0.126,36.57
1.51,1.92,0.117,40.41
1.52,1.85,0.108,46.63
1.53,1.78,0.101,49.29
1.54,1.74,0.096,50.91
1.55,1.74,0.094,51.33
1.56,1.72,0.089,51.34
1.57,1.67,0.086,51.41
1.58,1.63,0.084,51.64
1.59,1.59,0.082,51.92
1.6,1.57,0.081,51.74
1.61,1.59,0.08,51.24
1.62,1.59,0.08,51.54
1.63,1.57,0.083,51.45
1.64,1.53,0.085,51.06
1.65,1.5,0.087,50.92
1.66,1.5,0.089,51.19
1.67,1.54,0.091,49.28
1.68,1.58,0.091,46.19
1.69,1.58,0.091,43.23
1.7,1.59,0.093,42.88
1.71,1.64,0.095,42.97
1.72,1.73,0.098,45.2
1.73,1.82,0.099,45.57
1.74,1.87,0.1,44.41
1.75,1.95,0.101,43.98
1.76,2.03,0.101,46.15
1.77,2.12,0.1,49.06
1.78,2.19,0.1,50.58
1.79,2.21,0.102,51.89
1.8,2.17,0.102,52.95
1.81,2.13,0.103,53.35
1.82,2.07,0.102,53.83
1.83,2.04,0.101,54.1
1.84,2.05,0.099,53.72
1.85,2.03,0.098,53.96
1.86,2.03,0.099,54.33
1.87,2.01,0.099,54.9
1.88,1.98,0.099,55.61
1.89,1.97,0.1,56.28
1.9,2.03,0.1,57.09
1.91,2.09,0.097,58.02
1.92,2.12,0.096,58.81
1.93,2.12,0.098,59.51
1.94,2.13,0.101,59.84
