Depth,Qc,Fc,u
0,0.457,0,-0.0004
0.01,0.9529,0,-0.0004
0.02,1.0644,0,-0.0004
0.03,1.2527,0.0019,-0.0006
0.04,1.5449,0.0039,-0.0008
0.05,1.6602,0.0077,-0.0009
0.06,1.7294,0.0154,-0.001
0.07,1.8255,0.0308,-0.001
0.08,1.8909,0.0298,-0.0012
0.09,1.9216,0.0325,-0.0014
0.09999999,1.9447,0.0334,-0.0012
0.11,1.9562,0.0338,-0.0017
0.12,1.9562,0.0373,-0.0015
0.13,1.9409,0.0385,-0.0018
0.14,1.9063,0.0397,-0.0019
0.15,1.8909,0.0405,-0.002
0.16,1.8755,0.0407,-0.0019
0.17,1.8524,0.0407,-0.0021
0.18,1.8102,0.0405,-0.0023
0.19,1.7179,0.0403,-0.0023
0.2,1.6679,0.0395,-0.0024
0.21,1.6141,0.0391,-0.0024
0.22,1.5526,0.0393,-0.0024
0.23,1.4257,0.0394,-0.0023
0.2400001,1.3796,0.0398,-0.0021
0.2500001,1.3219,0.0405,-0.0017
0.2600001,1.2143,0.0418,-0.0014
0.27,1.1912,0.0436,-0.0019
0.28,1.1874,0.0449,-0.0025
0.29,1.1682,0.0462,-0.0023
0.3,1.1643,0.0471,-0.0029
0.31,1.1489,0.0516,-0.0034
0.32,1.1374,0.0534,-0.0035
0.33,1.1336,0.055,-0.0033
0.34,1.122,0.0563,-0.0031
0.35,1.1163,0.0594,0.0072
0.36,1.1134,0.0614,0.0077
0.3699999,1.1128,0.0628,0.0108
0.3799999,1.1126,0.0636,0.0112
0.3899999,1.1124,0.064,-0.001
0.3999999,1.1143,0.0658,-0.0025
0.4099999,1.1105,0.0657,-0.0054
0.4199999,1.0951,0.0656,-0.0066
0.4299999,1.0874,0.0652,-0.0071
0.4399999,1.0759,0.0643,-0.0072
0.4499999,1.0721,0.0619,-0.0074
0.4599999,1.0413,0.0612,-0.0074
0.4699998,1.0067,0.0604,-0.0141
0.4799998,0.9836,0.0593,-0.0141
0.4899998,0.9644,0.0584,-0.014
0.4999998,0.9567,0.0557,-0.0132
0.5099998,0.9529,0.0545,-0.0116
0.5199998,0.9528,0.053,-0.0091
0.5299998,0.9529,0.0514,-0.0091
0.5399998,0.9529,0.0498,-0.0091
0.5499998,0.9529,0.0472,-0.009
0.5599998,0.9567,0.0469,-0.0089
0.5699998,0.9683,0.0466,-0.0075
0.5799997,0.9798,0.0467,-0.0056
0.5899997,1.0029,0.0465,-0.0046
0.5999997,1.0413,0.0463,-0.0035
0.6099997,1.0913,0.0458,-0.0027
0.6199997,1.2374,0.0443,-0.0025
0.6299997,1.3412,0.043,-0.0036
0.6399997,1.468,0.0402,-0.0036
0.6499997,1.6256,0.0392,-0.0037
0.6599997,1.8102,0.0387,-0.0037
0.6699997,2.16,0.0385,-0.0033
0.6799996,2.2715,0.039,-0.0045
0.6899996,2.356,0.0394,-0.0058
0.6999996,2.4445,0.0404,-0.0069
0.7099996,2.5329,0.0414,-0.0068
0.7199996,2.7481,0.0414,-0.0067
0.7299996,2.8366,0.0414,-0.006
0.7399996,2.9288,0.0415,-0.0048
0.7499996,3.0288,0.0443,-0.0052
0.7599996,3.2171,0.0461,-0.0046
0.7699996,3.2902,0.0475,-0.0041
0.7799996,3.3517,0.0499,-0.0033
0.7899995,3.3978,0.0509,-0.0037
0.7999995,3.4593,0.0542,-0.0031
0.8099995,3.5439,0.0544,-0.0032
0.8199995,3.5631,0.0545,-0.0033
0.8299995,3.5862,0.0545,-0.0035
0.8399995,3.6016,0.0546,-0.0035
0.8499995,3.6169,0.0588,-0.0037
0.8599995,3.6323,0.0604,-0.0038
0.8699995,3.6208,0.0624,-0.0039
0.8799995,3.5862,0.0633,-0.0037
0.8899994,3.5516,0.0652,-0.0043
0.8999994,3.4939,0.0699,-0.0045
0.9099994,3.4324,0.0699,-0.0038
0.9199994,3.432,0.0699,-0.0031
0.9299994,3.4355,0.0699,-0.0046
0.9399994,3.439,0.0693,-0.0046
0.9499994,3.4555,0.0682,-0.0043
0.9599994,3.4709,0.0673,-0.0041
0.9699994,3.5401,0.0668,-0.0023
0.9799994,3.5708,0.067,-0.0023
0.9899994,3.6285,0.0672,-0.0021
0.9999993,3.7015,0.0677,-0.0023
1.009999,3.7938,0.0713,-0.0023
1.019999,3.9168,0.0734,-0.0023
1.029999,3.9668,0.0754,-0.0023
1.039999,3.9591,0.0777,-0.0023
1.049999,3.9399,0.0778,-0.0019
1.059999,3.8899,0.0779,-0.0033
1.069999,3.8361,0.0778,-0.0043
1.079999,3.837,0.0777,-0.0044
1.089999,3.838,0.0777,-0.0044
1.099999,3.8399,0.0777,-0.0044
1.109999,3.8428,0.0777,-0.0043
1.119999,3.8457,0.0774,-0.0041
1.129999,3.8668,0.077,-0.0025
1.139999,3.9322,0.0768,-0.0025
1.149999,4.0206,0.0765,-0.0025
1.159999,4.1359,0.0763,-0.0024
1.169999,4.2282,0.0755,-0.0023
1.179999,4.405,0.0751,-0.0021
1.189999,4.4319,0.0746,-0.0017
1.199999,4.4127,0.0749,-0.0018
1.209999,4.4127,0.0752,-0.0019
1.219999,4.355,0.0759,-0.002
1.229999,4.2935,0.0796,-0.002
1.239999,4.2359,0.0826,-0.0019
1.249999,4.1897,0.0857,-0.0023
1.259999,4.1244,0.0861,-0.0025
1.269999,3.9591,0.0864,-0.0023
1.279999,3.8822,0.0866,-0.0022
