File Name,depth_input,vs_input,Depth,Qc,Fs,u,A07-H,A07-P,R09,Mc15,Mc18
SCPT_140253.csv,6.51,173,6.51,9.8828,0.1002,-0.0245,-0.186426076,-0.383136371,-0.312875281,0.013166236,-0.628201761
SCPT_140253.csv,7.01,180,7.01,4.6432,0.0654,-0.037,-0.009143651,-0.205853946,-0.130019386,0.176448053,-0.546204188
SCPT_140253.csv,7.51,180,7.51,9.6535,0.0738,-0.0133,-0.122307345,-0.319017639,-0.206388734,0.041869034,-0.584760248
SCPT_140253.csv,8.01,201,8.01,10.498,0.0516,-0.0169,0.017865366,-0.178844928,-0.04053644,0.151922547,-0.444821158
SCPT_140253.csv,8.51,201,8.51,7.8686,0.0385,0.0305,0.069770142,-0.126940152,0.036115585,0.200912847,-0.419934907
SCPT_140253.csv,9.01,164,9.01,10.7805,0.0825,0.0267,-0.262364263,-0.459074557,-0.321472719,-0.126994814,-0.739226111
SCPT_140253.csv,9.51,164,9.51,7.5728,0.084,0.0017,-0.234281894,-0.430992188,-0.283611564,-0.092647444,-0.752619241
SCPT_140253.csv,10.01,208,10.01,3.9776,0.0526,0.5462,0.148903709,-0.047806585,0.131539602,0.262350978,-0.462293659
SCPT_140253.csv,10.51,208,10.51,1.9228,0.0215,-0.0072,0.333338509,0.136628215,0.370507222,0.42773063,-0.352940289
SCPT_140253.csv,11.01,268,11.01,6.0595,0.0481,0.165,0.332103733,0.135393438,0.342247642,0.436135307,-0.224423863
SCPT_140253.csv,11.51,268,11.51,15.6389,0.0409,-0.0146,0.269663209,0.072952915,0.232854922,0.300716009,-0.221596585
SCPT_140253.csv,12.01,256,12.01,18.8913,0.0646,-0.0085,0.153180338,-0.043529956,0.099498981,0.177939589,-0.338983667
SCPT_140253.csv,12.51,256,12.51,21.0719,0.0612,-0.0105,0.156479647,-0.040230647,0.090621489,0.155357511,-0.343082834
SCPT_140253.csv,13.01,277,13.01,15.8033,0.0587,-0.0174,0.239384196,0.042673902,0.216421518,0.268196395,-0.266606724
SCPT_140253.csv,13.51,277,13.51,13.8143,0.0357,-0.0211,0.302732761,0.106022467,0.2993536,0.318357575,-0.210504842
SCPT_140253.csv,14.01,240,14.01,11.5235,0.0385,-0.0338,0.154660664,-0.042049631,0.177745595,0.184718493,-0.371551995
SCPT_140253.csv,14.51,240,14.51,12.1272,0.0736,-0.0121,0.064946252,-0.131764043,0.083986505,0.113834054,-0.465040016
SCPT_140253.csv,15.01,265,15.01,14.9711,0.1176,-0.0065,0.077908497,-0.118801797,0.078943926,0.134272662,-0.437003079
SCPT_140253.csv,15.51,265,15.51,3.2308,0.0326,0.7116,0.42190103,0.225190735,0.565917121,0.452458569,-0.26715939
SCPT_140253.csv,16.01,312,16.01,7.676,0.2944,-0.066,0.186178207,-0.010532087,0.199378368,0.299646238,-0.404398603
SCPT_140253.csv,16.51,312,16.51,16.0665,0.1564,-0.0495,0.180213818,-0.016496476,0.189824448,0.237232511,-0.335417031
SCPT_140253.csv,17,312,17,18.5856,0.1293,-0.0924,0.162347402,-0.034362892,0.162980043,0.206735768,-0.347548261
SCPT_57359.csv,0.1,57,0.1,1.0472,0.0475,-0.0011,-0.325834833,-0.522545127,-2.263850411,0.449020662,-0.568285572
SCPT_57359.csv,0.5,57,0.5,1.5567,0.0638,-0.0149,-0.633300006,-0.830010301,-1.705732872,-0.079978576,-1.016760134
SCPT_57359.csv,1,57,1,0.4007,0.0452,-0.0288,-0.392594983,-0.589305277,-1.341003833,-0.04864313,-1.13727846
SCPT_57359.csv,1.5,78,1.5,0.4702,0.0154,-0.0058,-0.091518482,-0.288228776,-0.816621178,0.218631587,-0.787412322
SCPT_57359.csv,2,79,2,0.7797,0.033,0.0111,-0.277978636,-0.47468893,-0.94519731,0.015309215,-0.950277625
SCPT_57359.csv,2.5,82.5,2.5,1.0525,0.0319,0.0392,-0.322606311,-0.519316606,-0.894320711,-0.043762487,-0.961195407
SCPT_57359.csv,3,113,3,6.0951,0.0272,-0.0546,-0.315391893,-0.512102187,-0.511914577,-0.019538696,-0.685009406
SCPT_57359.csv,3.5,136.5,3.5,6.9356,0.0354,-0.0551,-0.186117193,-0.382827487,-0.365020225,0.086071874,-0.570283012
SCPT_57359.csv,4,129.5,4,8.757,0.0428,-0.0475,-0.298777068,-0.495487362,-0.45147293,-0.053027925,-0.683113179
SCPT_57359.csv,4.5,148,4.5,9.7098,0.0384,-0.0097,-0.175803175,-0.372513469,-0.299964845,0.041891025,-0.5660427
SCPT_57359.csv,5,153.5,5,10.302,0.0496,-0.0304,-0.187129076,-0.383839371,-0.309396445,0.019321484,-0.589920054
SCPT_57359.csv,5.5,124,5.5,2.1881,0.0481,-0.0052,-0.194763958,-0.391474252,-0.436996154,0.005054914,-0.811995552
SCPT_57359.csv,6,132,6,5.6545,0.0215,-0.0513,-0.215634731,-0.412345025,-0.29052925,-0.026496071,-0.673834966
SCPT_57359.csv,6.5,137,6.5,5.8086,0.037,-0.025,-0.24321372,-0.439924015,-0.332777835,-0.06049859,-0.727678185
SCPT_57359.csv,7,141,7,5.3144,0.0212,-0.0583,-0.160295909,-0.357006203,-0.20975772,0.006706849,-0.644591359
SCPT_57359.csv,7.5,153,7.5,7.5483,0.0525,-0.0058,-0.21832161,-0.415031904,-0.292067071,-0.056590458,-0.700850759
SCPT_57359.csv,8,146,8,1.6487,0.0443,-0.0365,-0.01825371,-0.214964005,-0.156536763,0.111804578,-0.73067472
SCPT_57359.csv,8.5,135.5,8.5,3.7481,0.0262,0.0101,-0.194894822,-0.391605116,-0.225627881,-0.054352071,-0.758445784
SCPT_57359.csv,9,135,9,1.5956,0.0626,-0.0137,-0.132821638,-0.329531933,-0.262042338,-0.023256574,-0.883514893
SCPT_57359.csv,9.5,152,9.5,0.9079,0.0289,0.1103,0.168429413,-0.028280881,0.124323652,0.225668553,-0.673935435
SCPT_57359.csv,10,135.5,10,0.6866,0.0182,0.3075,0.167664287,-0.029046008,0.215978653,0.175112057,-0.739639489
SCPT_57359.csv,10.5,121.5,10.5,1.8744,0.0377,0.1962,-0.236730675,-0.433440969,-0.254754738,-0.152570831,-0.963143544
SCPT_57359.csv,11,136,11,7.4748,0.0606,-0.0376,-0.399488736,-0.59619903,-0.409561045,-0.291345281,-0.93411105
SCPT_57359.csv,11.5,163,11.5,1.3205,0.0253,-0.0439,0.134825476,-0.061884818,0.17493945,0.19952003,-0.637880167
SCPT_57359.csv,12,199,12,5.7189,0.1226,-0.0043,-0.07588681,-0.272597104,-0.107409714,0.045188595,-0.665095736
SCPT_57359.csv,12.5,193,12.5,13.6387,0.0863,-0.0426,-0.164884996,-0.36159529,-0.184724862,-0.092788889,-0.666827269
SCPT_57359.csv,13,223,13,18.5773,0.0984,-0.0549,-0.060058254,-0.256768548,-0.101311087,-0.01460138,-0.551612798
SCPT_57359.csv,13.5,192,13.5,21.4079,0.1513,-0.0389,-0.290976457,-0.487686751,-0.343669645,-0.230900191,-0.767816062
SCPT_57359.csv,14,177,14,18.6333,0.1431,-0.0439,-0.361296616,-0.55800691,-0.395358929,-0.297742599,-0.850091802
SCPT_57359.csv,14.5,179,14.5,24.4682,0.1423,0.0251,-0.362131896,-0.55884219,-0.420826056,-0.335025658,-0.849020967
SCPT_57359.csv,15,213,15,20.9312,0.1815,0.0086,-0.230549971,-0.427260265,-0.266488022,-0.168256119,-0.714167671
SCPT_57359.csv,15.5,210,15.5,9.8656,0.1139,0.0585,-0.116304016,-0.31301431,-0.081297247,-0.044568823,-0.670510427
SCPT_57359.csv,16,246,16,12.8318,0.1187,-0.0109,0.006054903,-0.190655391,0.029948756,0.063549293,-0.527630295
SCPT_57359.csv,16.5,229,16.5,3.2829,0.0281,0.0409,0.26222602,0.065515725,0.419081625,0.299274804,-0.409629518
SCPT_57359.csv,17,215,17,0.916,0.0154,0.133,0.487851229,0.291140935,0.818506592,0.461619194,-0.392638175
SCPT_57359.csv,17.5,188,17.5,1.0907,0.0282,0.6324,0.3073565,0.110646206,0.614069404,0.244016933,-0.614103902
SCPT_57359.csv,18,188,18,1.9101,0.0845,0.4806,0.070938621,-0.125771673,0.239352781,0.064410406,-0.768043462
SCPT_148995.csv,0.51,398,0.51,1.7269,0.0191,-0.0014,1.386454795,1.189744501,0.591220693,1.943079018,1.077651148
SCPT_148995.csv,1.01,394.4,1.01,20.4403,0.1306,0.0151,0.777459523,0.580749228,0.447967505,1.228623235,0.627485809
SCPT_148995.csv,1.51,394.4,1.51,7.1792,0.0253,-0.0089,1.009777255,0.81306696,0.744956732,1.403723884,0.7468558
SCPT_148995.csv,2.01,456.5,2.01,11.8849,0.034,0.0011,1.051030144,0.854319849,0.851369485,1.373313208,0.77856204
SCPT_148995.csv,2.51,456.5,2.51,9.8404,0.0344,0.0058,1.034311132,0.837600838,0.84523283,1.337768499,0.722235018
SCPT_148995.csv,3.01,95.7,3.01,5.7341,0.024,0.0057,-0.462419779,-0.659130073,-0.650667961,-0.167452972,-0.835297846
SCPT_148995.csv,3.51,95.7,3.51,10.224,0.0273,0.0142,-0.547983816,-0.74469411,-0.683614946,-0.304144238,-0.89520561
SCPT_148995.csv,4.01,95.7,4.01,6.1965,0.0163,0.0193,-0.473499184,-0.670209479,-0.591486248,-0.22625358,-0.858149555
SCPT_148995.csv,4.51,95.7,4.51,12.7385,0.0367,0.025,-0.623566932,-0.820277227,-0.740380301,-0.430056768,-0.998720832
SCPT_148995.csv,5.01,175,5.01,7.2408,0.0208,0.0306,0.066021877,-0.130688417,-0.024624479,0.272756902,-0.343755934
SCPT_148995.csv,5.51,175,5.51,6.6243,0.0166,0.0354,0.082201154,-0.11450914,0.011556048,0.277845923,-0.337843456
SCPT_148995.csv,6.01,133.4,6.01,3.4875,0.0117,0.0396,-0.091985649,-0.288695943,-0.156332225,0.103684094,-0.581029566
SCPT_148995.csv,6.51,133.4,6.51,4.5934,0.0266,0.0448,-0.206845365,-0.403555659,-0.286413833,-0.026364642,-0.710058118
SCPT_148995.csv,7.01,111.4,7.01,0.447,0.0017,0.3108,0.259777448,0.063067154,0.316570276,0.3366062,-0.534227047
SCPT_148995.csv,7.51,111.4,7.51,0.4316,0.0023,0.2897,0.245077562,0.048367267,0.322238237,0.297411857,-0.590695255
SCPT_148995.csv,8.01,134.4,8.01,0.4239,0.0022,0.3097,0.436183235,0.239472941,0.553893777,0.47346812,-0.413397403
SCPT_148995.csv,8.51,134.4,8.51,0.6281,0.0029,0.2456,0.299081893,0.102371599,0.355347359,0.3770848,-0.467539485
SCPT_148995.csv,9.01,182.3,9.01,1.5067,0.0037,0.1373,0.382400746,0.185690452,0.422157379,0.51982874,-0.215296498
SCPT_148995.csv,9.51,182.3,9.51,3.1079,0.008,0.0554,0.205498456,0.008788161,0.237479787,0.336552606,-0.334562648
SCPT_148995.csv,10.01,138.2,10.01,5.3449,0.0204,0.0838,-0.219950625,-0.416660919,-0.208632109,-0.110415995,-0.750182704
SCPT_148995.csv,10.51,138.2,10.51,0.6859,0.0028,0.2419,0.280023223,0.083312928,0.423326725,0.336520492,-0.489152136
SCPT_148995.csv,11.01,136.6,11.01,0.5318,0.0024,0.4101,0.362082053,0.165371759,0.607212744,0.361392362,-0.490633097
SCPT_148995.csv,11.51,136.6,11.51,0.6166,0.0042,0.423,0.290474534,0.09376424,0.491050687,0.281292403,-0.575714307
SCPT_148995.csv,12.01,137.2,12.01,0.5626,0.0021,0.4347,0.348731607,0.152021313,0.632367223,0.344582711,-0.491302607
SCPT_148995.csv,12.51,137.2,12.51,0.6397,0.0023,0.4165,0.300643815,0.103933521,0.560086702,0.307198818,-0.514398862
SCPT_148995.csv,13.01,200.4,13.01,0.6898,0.002,0.3674,0.652979474,0.45626918,0.911736555,0.675921958,-0.127827195
SCPT_148995.csv,13.51,200.4,13.51,5.5434,0.0136,0.1133,0.142760087,-0.053950208,0.216609988,0.206243013,-0.401989551
SCPT_148995.csv,14.01,326.5,14.01,6.8748,0.0262,0.1124,0.547065519,0.350355225,0.60313935,0.598835847,-0.009901831
SCPT_148995.csv,14.51,326.5,14.51,8.106,0.0154,0.1272,0.572497713,0.375787418,0.63476311,0.609469986,0.049088149
SCPT_148995.csv,15.01,338.8,15.01,8.5202,0.0258,0.1086,0.556447377,0.359737083,0.613593408,0.587026894,0.010047194
SCPT_148995.csv,15.51,338.8,15.51,6.5645,0.0113,0.1502,0.643971892,0.447261597,0.736775103,0.683989695,0.111010785
SCPT_148995.csv,16.01,299,16.01,17.4005,0.0512,0.1449,0.307715803,0.111005509,0.300031744,0.284420559,-0.225618399
SCPT_148995.csv,16.51,299,16.51,5.2023,0.006,0.1485,0.571276001,0.374565706,0.700089876,0.627686973,0.054253314
SCPT_148995.csv,17.01,305.9,17.01,10.7377,0.0265,0.1557,0.419164459,0.222454165,0.475330448,0.414569451,-0.12894287
SCPT_148995.csv,17.51,305.9,17.51,4.7245,0.0792,0.7651,0.398202541,0.201492246,0.477771385,0.433868447,-0.272525176
SCPT_148995.csv,18.01,250.5,18.01,10.3785,0.0435,-0.0061,0.159102551,-0.037607743,0.224246855,0.162652552,-0.407373341
SCPT_148995.csv,18.51,250.5,18.51,15.7493,0.1511,0.2355,-0.045212461,-0.241922755,-0.027263606,-0.008366785,-0.579261246
SCPT_148995.csv,19.01,220.4,19.01,3.0989,0.0407,1.42,0.218912141,0.022201847,0.385679143,0.199188609,-0.531466228
SCPT_148995.csv,19.51,220.4,19.51,2.7938,0.0195,0.9097,0.285271375,0.08856108,0.493027151,0.267968517,-0.441611872
SCPT_148995.csv,20.01,175.8,20.01,2.7091,0.0319,0.2659,0.000733405,-0.19597689,0.19202404,-0.001582048,-0.73786821
SCPT_148995.csv,20.51,175.8,20.51,3.3603,0.0636,0.2005,-0.106089471,-0.302799765,0.04930028,-0.096733409,-0.835407389
SCPT_148995.csv,21.01,294.9,21.01,3.553,0.0404,-0.0274,0.437830016,0.241119722,0.617828408,0.443494338,-0.265632563
SCPT_148995.csv,21.51,294.9,21.51,3.3854,0.051,0.2259,0.426197136,0.229486842,0.610690476,0.424575398,-0.301514868
SCPT_148995.csv,22.01,325.4,22.01,14.441,0.0112,-0.0482,0.488686677,0.291976383,0.528454463,0.43354051,-0.022575558
SCPT_148995.csv,22.51,325.4,22.51,15.8131,0.0157,0.0085,0.468301877,0.271591583,0.496134828,0.386192373,-0.072837416
SCPT_148995.csv,23.01,354.7,23.01,15.477,0.0339,-0.0507,0.486438052,0.289727758,0.534456503,0.405506128,-0.092087549
SCPT_148995.csv,23.51,354.7,23.51,2.6166,0.0426,0.4603,0.669109208,0.472398914,0.923588581,0.636526534,-0.114070034
SCPT_148995.csv,24.01,340.7,24.01,5.9229,0.1865,0.0592,0.322467634,0.12575734,0.460533804,0.350209361,-0.357664783
SCPT_148995.csv,24.51,340.7,24.51,5.5376,0.0202,0.0117,0.566843588,0.370133294,0.774396378,0.538653859,-0.073424229
SCPT_148995.csv,25.01,321.5,25.01,11.4368,0.0185,0.0161,0.448307587,0.251597293,0.55445093,0.377892074,-0.130476722
SCPT_148995.csv,25.51,321.5,25.51,11.8212,0.0397,0.2323,0.369428872,0.172718578,0.48413938,0.30425155,-0.234994894
SCPT_148995.csv,26.01,297.3,26.01,11.7835,0.0214,-0.0462,0.351050642,0.154340348,0.460632748,0.272350283,-0.237803104
SCPT_148995.csv,26.51,297.3,26.51,6.5356,0.0168,0.0622,0.418165794,0.221455499,0.625450266,0.372022698,-0.20679707
SCPT_148995.csv,27,297.3,27,15.701,0.0362,0.0517,0.28545154,0.088741246,0.353594765,0.177365194,-0.314442426
SCPT_205818.csv,0.51,118,0.51,0.922,0.0357,-0.0448,0.245336739,0.048626445,-0.838569215,0.765763726,-0.214782558
SCPT_205818.csv,1.01,82,1.01,0.1199,0.0042,0.0034,0.414247661,0.217537367,-0.426464442,0.683211614,-0.458317774
SCPT_205818.csv,1.51,86,1.51,0.4176,0.0134,0.0089,0.044000777,-0.152709517,-0.691761431,0.343052547,-0.672492365
SCPT_205818.csv,2.01,81,2.01,0.306,0.0049,0.1083,0.10553066,-0.091179634,-0.483496171,0.331914261,-0.671671366
SCPT_205818.csv,2.51,97,2.51,0.2646,0.0033,0.133,0.325055373,0.128345079,-0.165845381,0.504162571,-0.495146631
SCPT_205818.csv,3.01,124,3.01,0.3432,0.0038,0.1185,0.46655451,0.269844215,0.021340267,0.650069346,-0.315800262
SCPT_205818.csv,3.51,186,3.51,0.5582,0.0166,0.2458,0.665696313,0.468986019,0.189715776,0.820395033,-0.144486772
SCPT_205818.csv,4.01,244,4.01,4.9946,0.0837,-0.068,0.326339166,0.129628872,0.030721521,0.604952545,-0.133293589
SCPT_205818.csv,4.51,129,4.51,4.5481,0.0657,0.1681,-0.281406307,-0.478116601,-0.533956236,-0.031487017,-0.768207205
SCPT_205818.csv,5.01,189,5.01,1.5546,0.0333,0.0369,0.33657088,0.139860585,0.028418784,0.53220371,-0.316588467
SCPT_205818.csv,5.51,157,5.51,1.6911,0.0574,-0.0346,0.073760229,-0.122950065,-0.254067836,0.262945133,-0.597563329
SCPT_205818.csv,6.01,308,6.01,7.0165,0.3229,-0.0129,0.298945587,0.102235293,-0.013015341,0.564390745,-0.180763103
SCPT_205818.csv,6.51,232,6.51,18.5827,0.5274,-0.0427,-0.207222542,-0.403932837,-0.450740939,0.077839688,-0.555331445
SCPT_205818.csv,7.01,276,7.01,18.8958,0.3508,0.008,0.020460593,-0.176249701,-0.167189435,0.262368297,-0.347506559
SCPT_205818.csv,7.51,293,7.51,4.1181,0.0327,2.2464,0.603033496,0.406323201,0.544672946,0.719323161,0.014577657
SCPT_205818.csv,8.01,379,8.01,6.0366,0.0872,3.1881,0.693930252,0.497219958,0.600156457,0.822286694,0.125296138
SCPT_205818.csv,8.51,262,8.51,6.2226,0.0912,3.7583,0.314589119,0.117878825,0.235768202,0.428169216,-0.265270153
SCPT_205818.csv,9.01,278,9.01,5.3171,0.0718,3.1429,0.414798147,0.218087853,0.360491748,0.514070489,-0.188182228
SCPT_205818.csv,9.51,307,9.51,4.0023,0.0773,2.2322,0.540001584,0.343291289,0.481231445,0.633060963,-0.110113018
SCPT_205818.csv,10.01,311,10.01,4.2463,0.0433,2.6516,0.602413746,0.405703451,0.602769491,0.671341388,-0.035229307
SCPT_205818.csv,10.51,315,10.51,4.1181,0.0584,2.7311,0.587143146,0.390432852,0.582004877,0.650154605,-0.073445824
SCPT_205818.csv,11.01,266,11.01,4.4902,0.0835,2.7922,0.357669697,0.160959403,0.343050167,0.426025912,-0.301399911
SCPT_205818.csv,11.51,277,11.51,4.5274,0.0954,2.7227,0.375232516,0.178522222,0.364354695,0.441954163,-0.289496226
SCPT_205818.csv,12.01,354,12.01,4.7962,0.0962,2.9823,0.607002133,0.410291838,0.610442792,0.666413586,-0.056487647
SCPT_205818.csv,12.51,226,12.51,4.1884,0.0482,2.7684,0.250157218,0.053446923,0.307781065,0.283183994,-0.424727218
SCPT_205818.csv,13.01,253,13.01,3.2912,0.0331,2.2537,0.433418656,0.236708362,0.525952091,0.451050794,-0.271146551
SCPT_205818.csv,13.51,320,13.51,6.3921,0.1705,3.4845,0.374312244,0.177601949,0.375988062,0.443855908,-0.263764605
SCPT_205818.csv,14.01,294,14.01,5.1269,0.112,3.2401,0.37581681,0.179106516,0.418273661,0.415652327,-0.301437268
SCPT_205818.csv,14.51,281,14.51,4.8871,0.0601,3.3297,0.405956651,0.209246356,0.49448371,0.419243178,-0.274256193
SCPT_205818.csv,15.01,275,15.01,4.1718,0.0556,2.7843,0.410547624,0.21383733,0.51746409,0.417489186,-0.293122521
SCPT_205818.csv,15.51,280,15.51,4.5812,0.0737,2.7966,0.375635715,0.178925421,0.474522712,0.389526742,-0.32072369
SCPT_205818.csv,16.01,289,16.01,4.329,0.0669,2.8829,0.427298835,0.230588541,0.544967546,0.428531923,-0.284110409
SCPT_205818.csv,16.51,252,16.51,4.0602,0.0387,2.8398,0.354446352,0.157736057,0.508679291,0.337646915,-0.357257361
SCPT_205818.csv,17.01,290,17.01,4.4447,0.0635,3.145,0.428454308,0.231744014,0.56792088,0.415673813,-0.289399411
SCPT_205818.csv,17.51,274,17.51,4.424,0.032,3.2175,0.439384835,0.24267454,0.612444633,0.408419571,-0.26435776
SCPT_205818.csv,18.01,244,18.01,2.4766,0.0233,1.4284,0.424100753,0.227390458,0.657597635,0.394509743,-0.341900963
SCPT_205818.csv,18.51,257,18.51,2.7867,0.0792,1.3939,0.334804672,0.138094377,0.511178157,0.320264568,-0.456852218
SCPT_205818.csv,19.01,273,19.01,5.4618,0.0603,3.5142,0.324119811,0.127409517,0.484800326,0.298979402,-0.372735842
SCPT_205818.csv,19.51,313,19.51,4.8954,0.056,3.5938,0.489179411,0.292469116,0.671783376,0.450399204,-0.232145209
SCPT_205818.csv,20.01,265,20.01,4.5688,0.0463,3.2424,0.346879668,0.150169374,0.548166973,0.302620996,-0.379782536
SCPT_205818.csv,20.51,274,20.51,5.9208,0.0877,4.1138,0.26999957,0.073289275,0.439291919,0.238811562,-0.43758803
SCPT_205818.csv,21.01,330,21.01,6.5658,0.0897,4.1838,0.430881949,0.234171655,0.597443928,0.401318661,-0.261413759
SCPT_205818.csv,21.51,274,21.51,6.2102,0.1443,3.9473,0.193767242,-0.002943052,0.358068213,0.177373646,-0.514721762
SCPT_205818.csv,22.01,323,22.01,7.463,0.348,2.8654,0.197672982,0.000962688,0.316218979,0.235982079,-0.471811118
SCPT_205818.csv,22.51,289,22.51,5.7389,0.1471,3.1917,0.244310813,0.047600519,0.429124944,0.227809603,-0.474834245
SCPT_205818.csv,23.01,314,23.01,5.2634,0.1427,3.3226,0.348610682,0.151900388,0.552845565,0.319643613,-0.392838285
SCPT_205818.csv,23.51,311,23.51,4.7672,0.066,3.0307,0.437087111,0.240376817,0.682473198,0.382326439,-0.306902684
SCPT_205818.csv,24.01,361,24.01,4.0767,0.0315,3.1175,0.692527745,0.495817451,0.984058716,0.609485345,-0.065827285
SCPT_205818.csv,24.51,289,24.51,4.8416,0.0626,3.2785,0.365670076,0.168959782,0.627186825,0.299539857,-0.384046675
SCPT_205818.csv,25.01,293,25.01,5.6314,0.0911,3.7849,0.313220939,0.116510645,0.55732728,0.254770466,-0.425303238
SCPT_205818.csv,25.51,332,25.51,5.3047,0.0518,3.7401,0.509257707,0.312547412,0.778707036,0.42969513,-0.231512904
SCPT_205818.csv,26.01,281,26.01,4.792,0.0263,4.0768,0.434738389,0.238028094,0.737228914,0.328414791,-0.314335139
SCPT_205818.csv,26.51,357,26.51,5.5404,0.0757,3.2034,0.518228129,0.321517834,0.785852459,0.453857043,-0.218282463
SCPT_205818.csv,27.01,377,27.01,5.4949,0.0514,3.8007,0.624156862,0.427446568,0.908821256,0.536492066,-0.118111178
SCPT_205818.csv,27.51,305,27.51,5.313,0.0521,3.6688,0.412916188,0.216205893,0.708982842,0.323184322,-0.336194587
SCPT_205818.csv,28.01,326,28.01,4.9615,0.1284,3.3732,0.387600108,0.190889814,0.684298507,0.319754384,-0.390917611
SCPT_205818.csv,28.51,331,28.51,5.4618,0.039,4.0476,0.521586009,0.324875715,0.830552724,0.415124381,-0.225977408
SCPT_205818.csv,29,325,29,5.2344,0.0471,3.5926,0.481065134,0.28435484,0.798939166,0.381742692,-0.272759129
SCPT_156300.csv,0.51,177.4,0.51,0.1416,0.0003,-0.0011,1.318803098,1.122092804,0.246798872,1.839943044,0.828090131
SCPT_156300.csv,2.01,177.4,2.01,0.4483,0.0013,-0.0015,0.8291514,0.632441106,0.070182332,1.171012097,0.281953877
SCPT_156300.csv,2.51,211.7,2.51,3.4289,0.0063,-0.0013,0.516292138,0.319581844,0.259271096,0.862056039,0.182293898
SCPT_156300.csv,3.01,200.8,3.01,2.292,0.0078,0.0003,0.494292682,0.297582387,0.174998788,0.79897318,0.05869
SCPT_156300.csv,3.51,188.2,3.51,3.8536,0.0119,0.0006,0.302386442,0.105676148,0.09467511,0.581566737,-0.103752999
SCPT_156300.csv,4.01,173.3,4.01,2.7054,0.0076,0.0043,0.285627602,0.088917307,0.079080984,0.550220535,-0.159018827
SCPT_156300.csv,4.51,234.1,4.51,2.1018,0.0106,0.0091,0.593282418,0.396572124,0.343134087,0.827017106,0.070592779
SCPT_156300.csv,5.01,197.4,5.01,10.4184,0.0429,0.0148,0.081052105,-0.11565819,-0.029896856,0.280724576,-0.320111659
SCPT_156300.csv,5.51,186.1,5.51,5.9121,0.0243,0.0196,0.123170253,-0.073540041,0.009470284,0.324094078,-0.325043139
SCPT_156300.csv,6.01,130.8,6.01,1.6102,0.0692,0.0248,-0.122887328,-0.319597623,-0.533205535,0.047763254,-0.826056906
SCPT_156300.csv,6.51,160.6,6.51,6.7555,0.0635,0.0163,-0.161125858,-0.357836153,-0.307008733,0.031433289,-0.640464629
SCPT_156300.csv,7.01,143.3,7.01,6.3436,0.0572,0.0288,-0.264507962,-0.461218256,-0.39066486,-0.08538323,-0.759113933
SCPT_156300.csv,7.51,128.9,7.51,4.8917,0.0778,0.0292,-0.376940827,-0.573651122,-0.541634086,-0.198543457,-0.920511563
SCPT_156300.csv,8.01,155.9,8.01,9.5897,0.0975,0.042,-0.308922247,-0.505632541,-0.417853222,-0.141951731,-0.780964618
SCPT_156300.csv,8.51,159.7,8.51,7.8339,0.0498,-0.0192,-0.189125042,-0.385835336,-0.25038744,-0.049819181,-0.683366431
SCPT_156300.csv,9.01,207.2,9.01,3.8277,0.0289,0.0356,0.211178969,0.014468675,0.16047212,0.342995053,-0.361381143
SCPT_156300.csv,9.51,146.5,9.51,2.2335,0.023,0.0671,-0.034085858,-0.230796152,-0.087069677,0.077846326,-0.688032956
SCPT_156300.csv,10.01,211.4,10.01,6.6168,0.0577,0.0496,0.074201578,-0.122508717,0.029600936,0.197597677,-0.461876108
SCPT_156300.csv,10.51,226.5,10.51,7.1492,0.0225,0.0496,0.226549793,0.029839499,0.236880454,0.320060725,-0.283361345
SCPT_156300.csv,11.01,284.4,11.01,11.6828,0.0757,0.0815,0.268518798,0.071808503,0.234726614,0.363355242,-0.228841652
SCPT_156300.csv,11.51,283.4,11.51,11.8536,0.0264,0.0781,0.385239292,0.188528998,0.383263625,0.432829627,-0.106763891
SCPT_156300.csv,12.01,265.9,12.01,9.339,0.051,0.0708,0.259174523,0.062464229,0.259426095,0.336951045,-0.265096955
SCPT_156300.csv,12.51,254.2,12.51,18.1177,0.1429,0.1074,0.017018267,-0.179692027,-0.034381546,0.09966895,-0.459260869
SCPT_156300.csv,13.01,211.9,13.01,10.3299,0.122,0.0821,-0.09961507,-0.296325364,-0.122568815,0.000797474,-0.626469033
SCPT_156300.csv,13.51,148.9,13.51,4.2311,0.1312,0.068,-0.337707813,-0.534418107,-0.369651034,-0.240028595,-0.9916958
SCPT_156300.csv,14.01,168.8,14.01,4.8425,0.0467,0.0412,-0.128840653,-0.325550948,-0.08028672,-0.058390127,-0.742162023
SCPT_156300.csv,14.51,208.7,14.51,8.615,0.0399,0.092,0.029315519,-0.167394775,0.074454877,0.074151471,-0.522655794
SCPT_156300.csv,15.01,197.7,15.01,4.1603,0.1055,0.1222,-0.040111085,-0.23682138,-0.018807694,0.034702514,-0.706391069
SCPT_156300.csv,15.51,218.2,15.51,9.5395,0.1016,0.1195,-0.058841815,-0.255552109,-0.032810317,0.007881697,-0.617264268
SCPT_156300.csv,16.01,176.9,16.01,7.0598,0.0472,0.1026,-0.146632629,-0.343342923,-0.074453621,-0.103786885,-0.73322703
SCPT_156300.csv,16.51,207.6,16.51,5.455,0.0494,0.1074,0.036505472,-0.160204822,0.12623663,0.081046524,-0.584992927
SCPT_156300.csv,17.01,175.4,17.01,5.0529,0.0443,0.1321,-0.113569928,-0.310280222,-0.008038866,-0.07572144,-0.746353124
