NZTM_X NZTM_Y Vs30
1803571.4 5813247.09 180.33
1769686 5907264 180.36
1798673.48 5820931.97 180.38
1877883.88 5822237.65 180.39
1895674.56 5816979.7 180.39
2035428.37 5710742.66 180.5
1882087 5825873 180.56
1771942.36 5889885.18 180.56
1771369.23 5895249.05 180.58
1799546 5823375 180.58
1788863 5857537 180.59
1879173.21 5824957.68 180.67
1864791 5823647 180.71
1769672 5907296 180.72
1691242.16 5674653.4 180.77
1745591 5925692 180.78
1764151 5906971 180.79
1757446.7 5905564.78 180.8
1764698 5910700 180.81
1877528 5821876 180.81
1808662 5809014 180.91
1790071.98 5830024.17 180.92
1885997.17 5823612.27 180.94
1754044.62 5913751.8 180.95
1879322.87 5824310.71 180.95
1949296.04 5790687.49 180.97
1766120 5916726 180.98
1729011.05 5941808.39 181.01
1258216 5005285 181.03
1761746.78 5907451.5 181.04
1884670.14 5823765.21 181.04
1748482 5972123 181.06
1881992 5825874 181.06
1805148.96 5813129.67 181.07
1873809.99 5818855.26 181.17
1258157 5005280 181.19
1928343.33 5606567.37 181.21
1762290.97 5906359.54 181.21
1750636 5914000 181.22
1623679.31 6113863.64 181.24
1751605.48 5949515.76 181.25
1873838.89 5818858.19 181.25
1884236.92 5824999.83 181.34
1766238.88 5915896.7 181.38
1891498.66 5820178.78 181.41
1790926.05 5820456.38 181.45
1748912 5925534 181.46
1789543.61 5829769.29 181.46
1762159 5907878.8 181.47
1764200 5907131 181.49
1884150.68 5824558.16 181.49
1691256.27 5674924.76 181.51
1767088.97 5912406.93 181.52
2034480.31 5711155.81 181.54
1790040.18 5830138.26 181.55
1888076.76 5821830.45 181.57
1884280.12 5824865.86 181.61
1745556.63 5920205.41 181.62
1774742.76 5578411.12 181.64
1688649.39 5674646.89 181.65
1754308.27 5913404.5 181.72
1804256.9 5810307.51 181.74
1730493.14 5939591.95 181.74
1781439.81 5903892.22 181.76
1876461.9 5821021.9 181.77
1764201 5907246 181.78
1746934 5926521 181.8
1755183.04 5929123.92 181.81
1805166 5817250 181.81
1934168.85 5620219.43 181.84
1771679.52 5894582.9 181.85
1879217.46 5824990.09 181.86
1773019.2 5891365.24 181.87
1882230.63 5826992.89 181.89
1899248.71 5783907.52 181.91
2035477.21 5710806.59 181.92
1879158.62 5825131.44 181.95
1973911.53 5783168.21 181.96
1872520.3 5818568.15 181.98
1744811.4 5925505.7 182.03
1820323.5 5802838.6 182.05
1883011.83 5775469.52 182.08
1891772.53 5820019.43 182.15
1799555 5823344 182.17
1868401.53 5824017.27 182.19
1873778.33 5818886.53 182.24
1762268 5906287 182.24
1766603.18 5913069.83 182.26
1879473.12 5824826.13 182.29
1765998 5916552 182.31
1873843.52 5818935.16 182.31
1932162.69 5624318.33 182.32
1890893.65 5813962.45 182.36
1761988.78 5907366.68 182.37
1884534.96 5824438.9 182.4
1879099.64 5823919.29 182.46
1886818 5823010 182.52
1773003.28 5891558.53 182.53
1730314.98 5939670.93 182.53
1861481.01 5853088.13 182.56
1899135.51 5815251.06 182.65
1763735.15 5907584.58 182.67
1884436.66 5824536.86 182.67
1795967 5818528 182.68
1766013.71 5915026.38 182.89
1804261 5818147 182.9
1873233 5816881.05 182.9
1893447.65 5813009.29 183.04
1745806.52 5925551.84 183.08
1973800.73 5783212.78 183.18
1762020.29 5907508.86 183.18
1750679 5913825 183.22
1757425.2 5926798.15 183.24
1889611.35 5820498.53 183.25
1800597.71 5814471.52 183.3
1876838.4 5820457.81 183.32
1756686.09 5921638.5 183.36
1861467.76 5853081.45 183.42
1764204 5907351 183.43
1747564.59 5925895.07 183.43
1799443 5823355 183.46
1899559.35 5810440.77 183.5
1764060 5907356 183.53
1774252.95 5895332.54 183.62
1799433 5823371 183.65
1878771.12 5819916.79 183.67
1888416.83 5775458.45 183.68
1745003.43 5918595.31 183.7
2035470.4 5710774.33 183.73
1874113.96 5821340.1 183.74
1804170.14 5815209.92 183.76
1766290 5907331 183.76
1772021.81 5889672.87 183.77
1763286 5907136 183.8
1756951 5918728.4 183.85
1758314 5907292 183.87
1762282.7 5906268.7 183.87
1766876.63 5913106.1 183.92
1747324.55 5948644.41 183.93
2035133.43 5709286.01 183.95
1765471 5916693 183.97
1879472.67 5824756.86 183.99
1881326 5774642 184.01
1890919.55 5813963.87 184.06
1748843 5925543 184.09
1802943.17 5812591.29 184.15
1795982 5818546 184.18
1805157.26 5813125.61 184.19
1762342.6 5906232.4 184.2
1981902.56 5677809.21 184.27
1757383.1 5926804.48 184.3
1877169.48 5821324.91 184.3
1773404.77 5891725.6 184.3
1770690.14 5906939.89 184.31
1888236.5 5821712.29 184.34
1770684.31 5906969.81 184.36
1753812.83 5936732.2 184.37
1895520.52 5817359.52 184.4
1755745.06 5925864.25 184.41
1890882.26 5814693.72 184.44
1772097.08 5894002.29 184.44
1730470 5939596.73 184.5
1882004 5825856 184.5
2038880.2 5707931.7 184.51
1897682.66 5815533.46 184.55
1748161.72 5916077.34 184.56
1747381.47 5926547.64 184.57
1744981.2 5918583.59 184.58
1889618.54 5820527.18 184.63
1801533.1 5807647.94 184.65
1788918 5857613 184.69
1797063.31 5817496.54 184.72
1755805.75 5925917.74 184.74
1875388.53 5823570.96 184.75
1889483.14 5820607.94 184.83
1872370 5816471 184.86
1761776.44 5907444.54 184.87
1872580.78 5818336.13 184.88
1876474.52 5821050.92 184.9
1790235 5830554 184.92
1754745.86 5912702.38 184.92
2035856.5 5709683.89 184.94
1755477.48 5925790.62 184.95
1860722.89 5855152.42 184.96
1789597 5840046 185.01
1794096.6 5823922.2 185.04
1794096.86 5823933.3 185.04
1794097.38 5823955.49 185.04
1794097.91 5823977.68 185.04
1866723 5827792 185.05
1879188.65 5825131.33 185.05
1764140.64 5908840.07 185.06
1806789 5813327 185.09
1889575.91 5820469.77 185.1
1803979.68 5812628.42 185.11
1761527.35 5906560.64 185.15
1876045.11 5825153.11 185.15
1745321.49 5920267.39 185.16
1799449 5823370 185.17
1377592.22 4905433.66 185.18
1882203 5774756 185.2
1789032.94 5829824.28 185.24
1655754.21 5306786.92 185.27
1751611.52 5949497.79 185.27
1873809.63 5818918.05 185.28
1758515 5907637 185.29
1880683.42 5780559.63 185.29
1763238 5908754 185.3
1872426.32 5818463.67 185.31
1882128 5825864 185.32
1885844.84 5823386.82 185.32
1880017.1 5774012.58 185.33
2035515.49 5710795.95 185.36
1758263 5907310 185.37
1881248.64 5826280.78 185.37
1816694.42 5806263.7 185.39
1879222.87 5825027.93 185.39
1772853.22 5891875.37 185.39
1882992.9 5775505.75 185.42
1876077.27 5825682.1 185.47
1804339.06 5818115.04 185.48
1876616.39 5820230.61 185.49
1879218.05 5825060.15 185.49
1884865.7 5823857.83 185.63
1790079.63 5829926.85 185.66
1799439 5823389 185.67
1376913.66 4904492.38 185.67
1951550.89 5791582.03 185.68
1759924.85 5907557.19 185.7
2035847.25 5709650.53 185.73
1804201.58 5815281.47 185.74
1874644.06 5812913.13 185.76
1759848.9 5908100.46 185.76
1759370.83 5919744.87 185.79
1789998.24 5830010.77 185.98
1882828.68 5775817.8 186.07
1934865.88 5612632.71 186.08
1761287.35 5906963.01 186.1
1889608.22 5820459.75 186.1
1761116 5907168 186.11
1879125.58 5825131.66 186.14
1746725.26 5920347.59 186.15
1799304 5813379 186.15
1879492.59 5824719.91 186.19
1816853 5805916 186.25
1891450.02 5813241.03 186.27
1879115.3 5824656.45 186.28
1747386.83 5926568.01 186.3
1760768.87 5909072.86 186.3
1773008.21 5891169.32 186.31
1928356.33 5606561.37 186.33
1804536.16 5811524.56 186.34
1876002.64 5825132.08 186.38
1799454 5823380 186.41
1982123.03 5670483.71 186.5
1730560.27 6016290.66 186.68
1863215.7 5850464.39 186.68
1800582.96 5814468.17 186.69
1769434.5 5911399.34 186.77
1873252.19 5816865.15 186.8
1937049.78 5613503.71 186.94
1816415.8 5805911.7 186.95
2035165 5709216 186.96
1771518.21 5894972.55 186.98
1759359.75 5908049.85 186.98
1762228 5908483 187.03
1932305.86 5620287.41 187.03
1873818.02 5818871.19 187.04
1884673.76 5823787.46 187.1
1803678.48 5835322.78 187.26
1882107.24 5818855.83 187.34
1884628.34 5824370.26 187.36
1751590.17 5949510.59 187.38
1879899.54 5820804.14 187.4
1799428 5823358 187.42
2035879.1 5709713.73 187.46
1891094.57 5814630.74 187.48
1872859.89 5822167.88 187.5
1747850 5917041 187.51
1841960.11 5793017.96 187.53
1805685 5812846 187.54
1691220.78 5674908.52 187.59
1798483.61 5813398.46 187.65
1764230 5907248 187.66
1932316.27 5620409.32 187.69
1882867.46 5775457.88 187.74
1892121.06 5819856.42 187.74
1760739.5 5909064.75 187.78
1694125.95 5676046.7 187.79
1889589.67 5820534.86 187.79
1877642.3 5822039.6 187.84
1873788.57 5818891.3 187.88
1805952 5811854 187.92
1770756.13 5906922.26 187.93
1879030 5824333 187.93
1258029 5005235 187.94
1806356 5814614 187.94
1951533.35 5791585.33 187.97
1928346.33 5606561.37 187.97
1982191.49 5670454.45 188.03
1931596 5617337 188.09
1873874.23 5818877.23 188.11
1753639.02 5881231.64 188.16
1764056 5907164 188.21
1867701.45 5827971.5 188.25
1872379.29 5818569.51 188.27
1891514.28 5820251.9 188.33
1759582.96 5908418.45 188.34
1804973 5810493 188.35
1761101 5907095 188.45
1876078.48 5825250.33 188.46
1762346.3 5906306.8 188.5
1795734.74 5819577.37 188.51
1768017.76 5902822.34 188.53
1882702 5775309 188.54
1982262.48 5670423.72 188.54
1755938.93 5925927.44 188.57
1881980 5825860 188.61
1802337 5816855 188.61
1766453.62 5907940.48 188.63
1882994.65 5775404.56 188.68
1730566.2 6016332.02 188.71
1770665.36 5906892.69 188.74
1743535.56 5918492.76 188.76
1890907.32 5813987.19 188.78
1790124 5830500 188.78
1799477 5823373 188.82
1898403.52 5812789.97 188.87
1798704.53 5820981.24 188.88
1882273.16 5826994 188.93
1895387.97 5817714.31 188.93
1816544 5805810 188.96
1773882.19 5895191.4 188.97
1797949 5814521 189.05
1797949 5814521 189.05
1797775 5816523 189.1
1875816 5823287 189.1
1685221.54 5402998.4 189.15
1755776.78 5925954.23 189.15
1758465 5907926 189.2
1982015.86 5670443.62 189.24
1763687.56 5907679.95 189.28
1884439.72 5824416.32 189.32
1797929 5816556 189.36
1878965.49 5823769.45 189.37
1982317.47 5670412.03 189.38
1878794.17 5823003.19 189.39
1805962 5811962 189.39
1764074 5907124 189.4
1928360.33 5606571.37 189.42
1756975.9 5918840.8 189.46
1762311.1 5906379.3 189.46
1840748.18 5920126.41 189.46
1876422.91 5820975.2 189.51
1895467.2 5817479.96 189.51
1763693.06 5907669.96 189.57
1802562 5821122 189.61
1883930 5772619 189.63
1761527.18 5906916.6 189.65
1882739.72 5773783.07 189.68
1884843.37 5823849.64 189.68
2034924.24 5709595.96 189.76
1746414.49 5914139.1 189.79
1798415.04 5813316.62 189.8
1750740 5913950 189.83
1898170.04 5815433.77 189.84
1744153.65 5927063.32 189.95
1759367.53 5908039.2 189.99
1878749.11 5823011.16 189.99
1874310.28 5821350.45 190
1405540 4914729 190.02
1860712.48 5855153.97 190.05
1757810 5926688 190.06
1793923 5792010 190.09
1746451.17 5916999 190.1
1761320.86 5906964.75 190.1
1795812 5818238 190.11
1746801.96 5920242.73 190.16
1967995.73 5784250.78 190.2
1884365.07 5824447.59 190.21
1773039.64 5891132.38 190.23
1869446.47 5827485.86 190.25
1882811.38 5775801.28 190.25
1764059.52 5908822.22 190.26
1878933.33 5823758.31 190.29
1877183.94 5821334.76 190.31
1885054.1 5824110.88 190.34
1874668.83 5812925.97 190.37
1878767.87 5823001.26 190.37
1801006 5809882 190.38
1795677.06 5818855.87 190.39
1879219.42 5825097.15 190.4
1867714.16 5828452.82 190.42
1755459.29 5925801.6 190.43
1884425.04 5824404.86 190.43
1762404 5907546 190.46
1877630.2 5822048.6 190.54
1799289 5813391 190.58
1884376.14 5824478.07 190.61
1772882.77 5891325.45 190.62
1790295.73 5820058.05 190.65
1799283 5813603 190.68
1766523.79 5912865.63 190.69
1896330.73 5815909.55 190.7
1763822 5908789.03 190.72
1799318.59 5817178.04 190.73
1851667.22 5806071.7 190.76
1884464.53 5824508.19 190.83
1748177.99 5925860.11 190.88
1876101.61 5825202.78 190.88
1755455.31 5925788.58 190.89
1766452.48 5917025.51 190.92
1878742.1 5822997.51 190.97
1976113.77 5785392.18 190.98
1802569 5821167 190.99
1884405.04 5824437.5 191.09
1745411.72 5924573.13 191.11
1762009.44 5907388.42 191.12
1751592.24 5949490.8 191.14
1976114.59 5785408.05 191.19
1789034 5828429 191.2
1749857.61 5911990.07 191.2
1753261.23 5875995.46 191.23
1795307 5826332 191.25
1973784.75 5783296.74 191.27
1772674.59 5891837.35 191.29
1882717 5775339 191.31
1764080 5907230 191.34
1799536 5823356 191.35
1760177.19 5908968.37 191.36
1881135.08 5826287.84 191.37
1882186.59 5826988.95 191.38
1869146.04 5823400.64 191.4
1882927.76 5775525.79 191.42
1895599.21 5817159.24 191.43
1802938 5816202 191.44
1880379.14 5818419.66 191.45
1879361.92 5820040.08 191.45
1879447.34 5824744.64 191.49
1754656.52 5914470.22 191.51
1876728.9 5819459.92 191.55
1804288 5818164 191.55
1788556 5813377 191.59
1799293 5813359 191.61
1882708 5775327 191.61
1796188 5826078 191.67
1805159.86 5813126.72 191.69
1803739.97 5813079.99 191.69
1877001.71 5826705.74 191.76
1866640 5827813 191.76
1762346.3 5906420.6 191.76
1956155.81 5788977.46 191.78
1760106 5906293 191.79
1748831.29 5911584.84 191.81
1891476.11 5813738.31 191.83
1766932.99 5913192.89 191.86
1879115.3 5824656.45 191.87
1762293 5906255 191.92
1872856.45 5818528.61 191.92
1798546 5818671 191.93
1799412 5823379 191.93
1757203.94 5918317.08 191.94
1885570.04 5823649 191.97
1761755.21 5907390.94 191.99
1764238 5907176 192.03
1761847.04 5907810.73 192.07
1691252.9 5674637.13 192.09
1884508.99 5824422.05 192.12
1872025.49 5823716.18 192.13
1746755.36 5920342.72 192.14
1764156.04 5906627.29 192.14
1794104 5792003 192.23
1883029.01 5775433.36 192.26
1805426 5813044 192.29
1799316.38 5817195.86 192.31
1766042.46 5915097.08 192.31
1929485.7 5794017.33 192.33
1761582.69 5906609.43 192.35
1882032 5774950 192.37
1934286 5619766.03 192.37
1764078 5907693 192.38
1748833.77 5911614.54 192.39
1717707.29 6050363.93 192.42
1878969.88 5823742.63 192.45
1802953 5816285 192.54
1728044.96 5941518.46 192.55
1874869.4 5825979.55 192.67
1873800.33 5818861.71 192.67
1794513.24 5833932.15 192.69
1872535 5822280 192.7
1771968.76 5889542.57 192.74
1755756.39 5925938.95 192.76
1773854.55 5895140.8 192.77
1758244 5907236 192.79
1755946.16 5926212.66 192.82
1882237 5774775 192.83
1872610.06 5818666.32 192.83
1982412.24 5670373.92 192.87
1885579.14 5823461.04 192.88
1794158 5791831 192.89
1872080.43 5823716.25 192.89
1764838.3 5905739.44 192.89
1882979.15 5775438.43 192.91
1684540 5401880 192.93
1883349.96 5775605.91 192.98
1750850.08 5914789.87 192.99
1884186.73 5825137.06 193.02
1879186.07 5820081.68 193.02
1802121.8 5822066.06 193.07
1877212.04 5821322.59 193.07
1655833.67 5307378.68 193.08
1743587.85 5918415.94 193.13
1884494.55 5824542.63 193.22
1821958.87 5829015.15 193.24
1878372 5822382 193.24
1799482 5815167 193.24
1754744.25 5912684.39 193.28
1797331.3 5822836.2 193.29
1889583.37 5820506.18 193.3
1876084.43 5825174.8 193.31
1751254 5948648 193.35
1877836.5 5822187.52 193.36
1773990.14 5895103.82 193.38
1879496.82 5824732.03 193.4
1787610 5813621 193.41
1871820.48 5822568.61 193.41
1818818 5804493 193.44
1768514.58 5885903.22 193.45
1748824.71 5911575.3 193.47
1883997.25 5824578.86 193.48
1796000 5819057 193.49
1860343.55 5856437.11 193.51
1934312.55 5619682.57 193.51
1761073 5907115 193.51
1764087 5907670 193.52
1876853.78 5819546.91 193.53
1872357.9 5818955.21 193.53
1879562.07 5819988.76 193.54
1982355.56 5670399.16 193.6
1874156.83 5812895.99 193.61
1879374.12 5824763.1 193.61
1762173 5908375 193.61
1764059.45 5910307.88 193.63
1891581 5820285 193.68
1772897.07 5891830.51 193.69
1872198.56 5819084.03 193.73
1258157.54 5004875.42 193.75
1799280 5813361 193.79
1764290 5904812 193.8
1746141.09 5920781.49 193.81
1798985 5814919 193.85
1879036 5824353 193.85
1803920.01 5812840.01 193.86
1977110 5783709 193.89
1878718 5823050 193.9
1799403 5823357 193.93
1882724.52 5773785.71 193.96
1949481.26 5790648.99 193.99
1882712.72 5773220.67 194
1763288.33 5811894.14 194.02
1817004 5805905 194.04
1878951.91 5819903.21 194.05
1759348.78 5908061.92 194.06
1759348.78 5908061.92 194.06
1773936.8 5895083.6 194.11
2059686.1 5753165 194.13
1765807.15 5916589.16 194.17
1882479 5826274 194.19
1876506.4 5820626 194.21
1878761.1 5823025.2 194.23
1772818.25 5892161.63 194.25
1884869.88 5823835.64 194.28
1884248.66 5785225.66 194.3
1879474.44 5824741.86 194.3
1879485.76 5819914.94 194.3
1884816 5823824 194.31
1885484.05 5823690.42 194.39
1756594.29 5921433.88 194.48
2034764.43 5708911.85 194.5
1873903.89 5819088.53 194.54
1772858.05 5892280.11 194.54
1730614.97 6016362.62 194.59
1772252.65 5895073.1 194.6
1949296.41 5790561 194.6
1258191.61 5005314.04 194.61
1952351.9 5790094.84 194.65
1794528.99 5833976.19 194.67
1756928.2 5918671 194.67
1879125.77 5823977.12 194.68
1887833.53 5774080.96 194.71
1949560.66 5791878.58 194.72
1936006.12 5616132.94 194.74
1797847.29 5816729.87 194.78
1931665 5617375 194.88
1762211.69 5907655.09 194.89
1872609 5822321 194.9
1746477.43 5916984.55 194.94
1804712.12 5811717.84 194.96
1764063 5907443 194.98
1880979.72 5826899.22 195
1764080 5907230 195.02
1877522 5821882 195.08
2034935.68 5709596 195.11
1866784.22 5828887.62 195.11
1802324 5816865 195.12
1802582 5821128 195.17
1901314.1 5810407.51 195.24
1805896 5815219 195.26
1755931.8 5926232.79 195.28
1802595 5821135 195.34
1800491 5815298 195.35
1854334.05 5878815.74 195.37
1884533.95 5824514.33 195.4
1872488.79 5816544.46 195.4
1895595.88 5817155.96 195.44
1740629.33 5927307.9 195.46
1881878.35 5779797.39 195.52
1872309.52 5818628.37 195.61
1258304 5005359 195.67
1762453 5907592 195.72
1748140.73 5925900 195.78
1873082.94 5818890.66 195.78
1884186.72 5824409.14 195.79
1790607 5858512 195.81
1884514.89 5824528.52 195.84
1769697 5907338 195.86
1794020 5791900 195.89
1801658 5816048 195.89
1764156.56 5908806.39 195.9
1744159.35 5927030.71 195.91
1898305.62 5812963.84 195.92
1872733.51 5819069.23 195.96
1871749.96 5822767.65 196.09
1744925.45 5925462.8 196.18
1754712.88 5912770.65 196.18
1801599 5816026 196.19
1764042 5907309 196.22
1761510.59 5906576.1 196.26
1759723.08 5907619.59 196.28
1879296.43 5824338.27 196.29
1790437.39 5820309.36 196.3
1891520.04 5776497.85 196.31
1761736.57 5907034.36 196.31
1892529.37 5809184.82 196.34
1892528.24 5809019.64 196.39
1772883.16 5882590.22 196.43
1884878.7 5823884.38 196.43
1772952.39 5882570.93 196.45
1884310.05 5824397.66 196.46
1882442.56 5772834.52 196.5
1876466.75 5820921.84 196.52
1982153.69 5670466.3 196.52
1772864.19 5882622.14 196.55
1882083.23 5771734.64 196.62
1765618.81 5915108.89 196.63
1759936.52 5908118.23 196.65
1880950.21 5820810.67 196.71
1881107.15 5826901.21 196.72
1800393 5815268 196.73
1761536.87 5906593.1 196.76
1872659.55 5822278.63 196.81
1764329 5904844 196.82
1879334.16 5824059.56 196.85
1879338.24 5824075.75 196.96
1866794.32 5828891.3 196.99
1805629 5816933 197.04
1872030.96 5818556.58 197.11
1770806.89 5916564.91 197.13
1763264.89 5811901.69 197.14
1878715 5823036 197.16
1934284.56 5619732.72 197.18
1891551 5820396 197.25
1933783.15 5619694.5 197.26
1730310.43 5939633.59 197.28
1875807 5823313 197.28
1772003 5894717 197.29
1875821 5823265 197.3
1817230 5805834 197.31
1746742.24 5920190.07 197.34
1799420 5823395 197.34
1895879.55 5816507.17 197.37
1759924.02 5907512.81 197.39
1982381.05 5670387.68 197.42
1884397.13 5824399.54 197.44
1793414 5834256 197.47
1874664.62 5812911 197.47
1773004.33 5891263.56 197.48
1756970.4 5918825 197.49
1805187.47 5817210.08 197.49
1761096 5907144 197.52
1772977.63 5891407.79 197.52
1792529.73 5834846.46 197.6
1751739.56 5912160.45 197.64
1928352.33 5606553.37 197.66
1748834.02 5911598.33 197.74
1790708.61 5820139.21 197.76
1771380.01 5895280.69 197.81
1745581 5920255 197.83
1802570.33 5821161.54 197.83
1882039.88 5775371.03 197.86
1761943.11 5907879.15 197.89
1798792.82 5814990.93 197.94
1762032.58 5907765.12 197.95
1879152.68 5823865.99 197.95
1798195 5814811 197.96
1804101.01 5816567.26 197.97
1884401.81 5824438.57 198.02
1792588.78 5834290.53 198.08
1891466.51 5813710.52 198.16
1761562.93 5906554.21 198.19
1884196.94 5825155.91 198.23
1800640 5810356 198.27
1803725.75 5814690.65 198.28
1872412 5816424 198.35
1879306.56 5824376.82 198.39
1879332.95 5824367.45 198.39
1764042 5907338 198.42
1762304.6 5906248.8 198.43
1805494 5813068 198.44
1794231 5791967 198.51
1805250 5817072 198.51
1872595.76 5822194.59 198.55
1799488.5 5818436 198.56
1800370.98 5814851.24 198.6
1746503.53 5917027.54 198.62
1730636.71 6016312.64 198.66
1877512 5821895 198.67
1761612.57 5906537.5 198.68
1872077.28 5818670.58 198.68
1879036.67 5820382.04 198.68
1815640.39 5806931.94 198.69
1761586.78 5906548.87 198.71
1759593.25 5908586.51 198.71
1885908 5771188 198.77
1792643.73 5834805.16 198.8
1892481.1 5809044.42 198.8
1798936 5814939 198.81
1879018 5824341 198.83
2035144 5709235 198.9
1758489 5907404 199
1876694.6 5819463.63 199.02
1873813.5 5818905.54 199.09
1773045.11 5890952.77 199.1
1873856.27 5818867.89 199.11
1795836 5819055 199.12
1801837.76 5814588.63 199.13
1797430 5822897 199.15
1877462.78 5822004.7 199.15
1802956.62 5812569.18 199.15
1880681.51 5780504.14 199.18
1877184.88 5821334.06 199.22
1884883.03 5823866.2 199.36
1879312.6 5825460.82 199.36
1872179 5816610 199.36
1761749.71 5907111.58 199.4
1866456.31 5827678.8 199.42
1806009 5808438 199.46
1761981.63 5907410.6 199.48
1874719 5815264.06 199.49
1934347.72 5619698.85 199.49
1879473.12 5824826.13 199.49
1879474.2 5824820.19 199.49
1762166 5908381 199.52
1892469.73 5809034.83 199.53
1761331.22 5907001.96 199.56
1892053.78 5820867.41 199.6
1892053.78 5820867.41 199.6
1877513 5821880 199.65
1730392.07 5939697.87 199.72
1872297.2 5818692.41 199.74
1772947.73 5891441.35 199.81
1772252.7 5891595.99 199.83
1836834.03 5842059.42 199.85
1879012 5824360 199.85
1802787 5815422 199.86
1773013.09 5891247.1 199.9
1866337.49 5827734.54 199.9
1794096.6 5823922.2 199.9
1794096.86 5823933.3 199.9
1794097.38 5823955.49 199.9
1794097.91 5823977.68 199.9
1879034 5824114 199.92
1772013 5894718 199.92
1880580.8 5820975.03 199.92
1892507.56 5809163.6 199.96
1873793.15 5818875.08 199.97
1937054.3 5613544.76 199.99
1799467 5815152 200.01
1882487 5826293 200.05
1772951.6 5882549 200.09
1888175 5823143 200.11
1879351.7 5824071.85 200.11
1772930 5882602 200.13
1877436 5822479 200.18
1767302 5907605 200.2
1757840 5926663 200.22
1896783.82 5815379.54 200.23
1877862.37 5822176.52 200.25
1875827 5823247 200.26
1761949.43 5907566.71 200.26
1884297.31 5824515.88 200.28
1761156 5907139 200.3
1766502.61 5917158.93 200.33
1797475 5822837 200.36
1884319.11 5824434.17 200.36
1772825.95 5882615.48 200.4
1800577 5811135 200.46
1772845.5 5882647.2 200.46
1759909.61 5908226.17 200.5
1874284.22 5817562.29 200.52
1793129.67 5803542.07 200.59
1772826.17 5892080.56 200.64
1879382.06 5824731.72 200.64
1806869 5813309 200.64
1762358.6 5906249.3 200.66
1884002.54 5824721.84 200.69
1763224.79 5811847.13 200.73
1891709.32 5820763.09 200.78
1802852.07 5815266.19 200.8
1799804 5815949 200.8
2034544.73 5710927.3 200.81
1760137.3 5909040.26 200.83
1793948.46 5825069.37 200.83
1766891.27 5913193.13 200.83
1826139.04 5886639.33 200.88
1793931.47 5825115.63 200.94
2034755.51 5708887.61 200.96
1761894.51 5907689.73 200.98
1933816.72 5619767.83 201.03
1797616.1 5818875 201.04
1981824.43 5677937.99 201.05
1655772 5306244 201.07
1822909.41 5828933.37 201.1
1730399.23 5939673.61 201.12
1933798.77 5619817.73 201.19
1772919.05 5882556.07 201.24
1802913.59 5791477.65 201.28
1885595.03 5823564.13 201.28
1879108.06 5823879.28 201.33
1763461.37 5433174.84 201.34
1884465.69 5824493.43 201.36
1879368.91 5824061.05 201.37
1760056.87 5907954.25 201.43
1639901.9 6107720.68 201.49
2034577.19 5709249.66 201.53
1762093.19 5908705.95 201.57
1880131.67 5820207.32 201.58
1879358.76 5824136.73 201.59
1760020.52 5907529.86 201.62
1772852 5882592 201.62
1808643.27 5813486.33 201.64
1804547 5805367 201.65
1883530 5772272 201.66
1879384.9 5825425.2 201.67
1760000.6 5907606.81 201.68
1898145.52 5813031.76 201.76
1884858.81 5823834.05 201.77
1976107.52 5785363.54 201.78
1803186 5819992 201.8
1799912 5815853 201.82
1817783.78 5803584.57 201.86
1805186 5816617 201.87
1805564 5816290 201.88
1806134 5814838 201.88
1884248.97 5824429.96 201.92
1871896.76 5818513.25 201.92
1746476.12 5917009.69 201.94
1879300.2 5824319.25 201.99
1803880.11 5815334.87 202.02
1619238 6097751 202.03
1890845.92 5813972.14 202.04
1800794.05 5822770.04 202.05
1772881 5882584 202.05
1887652.48 5773953.23 202.09
1718763.53 6044804.19 202.1
1795381 5826485 202.1
1879935.33 5773982.84 202.15
1789705.31 5828718.7 202.22
1763184.91 5811842.58 202.22
1800587 5815389 202.24
1929668 5604381 202.28
1768187.38 5885993.81 202.28
1884234.38 5824175.04 202.3
1891445.84 5813346.26 202.31
1805319 5816992 202.35
1805425.81 5790915.79 202.39
1772958.25 5891529.82 202.41
1860674.72 5854710.65 202.48
1749497.8 5427435.09 202.53
1746467.96 5917031.47 202.58
1808896.79 5808986.92 202.6
1764055 5907201 202.65
1879140.29 5823888.33 202.65
1881473.95 5774701.01 202.67
1759340.05 5919592.06 202.75
1872168 5816417 202.75
1801790.56 5814625.65 202.77
1761931.26 5907613 202.82
1789697.29 5828711.17 202.83
1771899 5894917 202.84
1753591.98 5881203.09 202.9
1891355.22 5821372.17 202.93
1879354.43 5824081.98 202.95
1854333.45 5878834.85 202.98
1772236.72 5891564.69 202.99
1801681.64 5815413.47 203.02
1882416.42 5776015.77 203.02
1757132.78 5910295.34 203.02
1928343.33 5606558.37 203.02
1802933.56 5812580.04 203.04
1874199.65 5818587.52 203.09
1891518.38 5776447.96 203.13
1761353.12 5906993.53 203.22
1935349.77 5786942.76 203.23
1760153.42 5908967.11 203.25
1876045.4 5825058.77 203.25
1799297 5822798 203.31
1803884.28 5818546.04 203.31
1805648.54 5809932.97 203.41
1872439.31 5816443.43 203.41
1803075 5820147 203.41
1935112.94 5610715.22 203.42
1884540.33 5824470.34 203.44
1800047.04 5817232.4 203.55
1883341.67 5775602.42 203.57
1806200.37 5827820.54 203.6
1761538.51 5906473.87 203.62
1794988.14 5817045.79 203.62
1793898 5791860 203.68
1881794.3 5772072.02 203.68
1873326.11 5816637.05 203.73
1841937.78 5818015.36 203.75
1730482.73 6016360.97 203.77
1789271.61 5829439.61 203.79
1802808.31 5815439.22 203.82
