NZTM_X NZTM_Y Vs30
1566681.76 5185531.2 189.64
1573050 5179383 189.64
1761527.18 5906916.6 189.65
1771473.88 5905994.28 189.65
1572050.39 5176942.63 189.67
1572770 5176240 189.67
1572921.44 5196171.85 189.67
1760674 5903423 189.67
1876232 5818113 189.67
1877806.82 5822156.8 189.68
1882739.72 5773783.07 189.68
1884843.37 5823849.64 189.68
2034982.22 5709108.11 189.68
1570694.29 5185859.99 189.69
1572257 5204744 189.69
1874262.92 5820809.62 189.69
1764882 5909095 189.7
1771863.21 5894271.93 189.71
1566846.09 5178237.21 189.72
1567979.3 5180280.5 189.73
1570223.86 5183635.83 189.74
1570984.93 5180315.49 189.74
1745396.04 5924616.23 189.75
1567173.51 5177347.45 189.76
1570278.1 5180670.5 189.76
1879321.51 5820061.18 189.76
2034924.24 5709595.96 189.76
1568954.54 5184655.76 189.78
1790225.4 5754782.31 189.78
1859964.12 5856508.54 189.78
1873313 5818134 189.78
1746414.49 5914139.1 189.79
1882929.35 5774209.4 189.79
1568239.43 5175765.17 189.8
1569871.92 5179821.28 189.8
1572541.07 5177366.88 189.8
1798415.04 5813316.62 189.8
1568089 5176310 189.81
1760185.2 5916930.21 189.81
1801309.96 5814375.7 189.81
1568973.25 5183124.24 189.82
1570479 5186647 189.82
1570859.38 5181467.77 189.82
1750740 5913950 189.83
1568272.1 5175636.27 189.84
1570881.09 5176358.83 189.84
1742676.28 5921790.06 189.84
1898170.04 5815433.77 189.84
1573152.07 5203397.82 189.85
1694082.24 5676001.83 189.86
1795146 5826449 189.86
1570055.2 5187584.6 189.87
1575547.49 5181481.29 189.87
1803958.19 5813865.42 189.87
1569717 5176197 189.88
1571433.59 5182481.95 189.88
1568182.29 5175860.63 189.89
1569988.38 5187802.98 189.89
1573833.99 5181516.69 189.89
1569075 5183636 189.9
1802555 5817605 189.91
2035152 5709217 189.92
1569336.48 5184896.82 189.94
1746219.86 5925732.97 189.94
1797652 5816078 189.94
1932264.77 5607289.94 189.94
1934993.6 5618095.4 189.94
1744153.65 5927063.32 189.95
1749073.41 5426456.5 189.95
1910260.86 5811768.5 189.96
1792137 5772238 189.97
2035172 5709186 189.97
1568236.84 5175562.02 189.98
1621233.06 5428017.96 189.98
1891951 5813886 189.98
1566731.09 5176061.2 189.99
1759367.53 5908039.2 189.99
1873772.6 5822928.3 189.99
1876014.01 5825081.15 189.99
1878749.11 5823011.16 189.99
1874310.28 5821350.45 190
1806985 5810533 190.01
1405540 4914729 190.02
1748715.06 5428986.59 190.02
1766301.65 5915692.3 190.02
1873597.72 5818584.95 190.03
1564204 5173633 190.04
1572066.82 5196684.91 190.05
1860712.48 5855153.97 190.05
1568842.23 5183631.65 190.06
1572293 5204469 190.06
1757810 5926688 190.06
1759767.41 5436845.55 190.06
1975557.2 5783942.76 190.06
1566662 5175457 190.08
1793923 5792010 190.09
1746451.17 5916999 190.1
1761320.86 5906964.75 190.1
1564573 5174146 190.11
1795812 5818238 190.11
1769790 5900918 190.12
1803764.97 5815360.2 190.12
1755918.92 5934587.47 190.15
1746801.96 5920242.73 190.16
1883445 5776446 190.16
1570469 5185540 190.17
1900803 5815952 190.17
1933294.92 5619910.62 190.18
1933299.26 5619907.43 190.18
1258234.29 5005328.58 190.19
1936191.6 5618820.84 190.19
1407991.01 4917831.91 190.2
1655852.86 5307395.58 190.2
1967995.73 5784250.78 190.2
1877622.8 5822058.5 190.21
1884365.07 5824447.59 190.21
1888641.17 5731749.03 190.21
1948633.97 5790049.67 190.21
1800597.5 5814610.8 190.22
1881892.49 5780481.65 190.22
1565147.89 5173574.22 190.23
1773039.64 5891132.38 190.23
1974821.26 5783564.42 190.23
1804122.03 5811780.47 190.25
1869446.47 5827485.86 190.25
1882811.38 5775801.28 190.25
1567394.91 5174785.88 190.26
1764059.52 5908822.22 190.26
1934310.41 5619752.74 190.26
1569252.61 5185493.21 190.27
1564469 5174094 190.28
1689764.25 5674677.44 190.28
1695770.52 5675561.39 190.28
1755435 5912268 190.28
1878933.33 5823758.31 190.29
1765771.86 5915825.9 190.3
1566032 5174658 190.31
1860221.7 5856103.45 190.31
1877183.94 5821334.76 190.31
1884342.22 5772160.19 190.31
1934978.5 5617945.5 190.31
1570420.45 5188827.73 190.32
1574981.9 5175920.6 190.32
1571585.18 5183051.26 190.33
1570772 5183150 190.34
1885054.1 5824110.88 190.34
1874668.83 5812925.97 190.37
1878767.87 5823001.26 190.37
1761500.08 5907528.61 190.38
1801006 5809882 190.38
1574874 5184738.09 190.39
1795677.06 5818855.87 190.39
1564932.01 5178715.4 190.4
1571007.05 5179354.76 190.4
1571424.46 5195735.47 190.4
1792171 5772208 190.4
1799739 5814882 190.4
1879219.42 5825097.15 190.4
1748562.35 5913196.53 190.41
1867714.16 5828452.82 190.42
1258174.1 5004882.02 190.43
1564176.02 5173677.3 190.43
1724137.73 6043282.77 190.43
1727848.2 6006713.4 190.43
1755459.29 5925801.6 190.43
1764164.08 5908888.91 190.43
1789811 5839336 190.43
1884425.04 5824404.86 190.43
1572086.68 5177048.37 190.44
1976333.01 5785445.2 190.44
1794015 5770013 190.45
1568414.65 5177764.41 190.46
1571740.55 5183651.86 190.46
1762404 5907546 190.46
1880911 5820817.58 190.46
1570404 5186501 190.47
1724108.84 6043286.5 190.47
1875512.06 5821532.6 190.47
1571565.45 5182996.92 190.48
1579487.2 5176241.66 190.48
1572046 5178909 190.49
1575529.27 5183310.4 190.5
1745020.62 5916963.41 190.5
1569000.21 5186571.94 190.51
1758004.12 5904682.79 190.51
1977696.97 5783398.81 190.51
1748776.75 5426620.55 190.54
1877630.2 5822048.6 190.54
1567545 5180039 190.55
1569130 5183290 190.55
1572120.51 5179708.35 190.55
1762239.76 5431395.46 190.56
1766533.99 5912867.43 190.57
1799289 5813391 190.58
1570537 5177444.71 190.6
1572817.97 5204010.09 190.6
1880749 5773223 190.6
1565749.5 5179895.11 190.61
1569464.45 5185396.33 190.61
1571525.32 5188802.96 190.61
1766859 5901174 190.61
1884376.14 5824478.07 190.61
1569342.61 5184637.47 190.62
1772882.77 5891325.45 190.62
1568661.44 5176874.31 190.63
1572858 5203299 190.63
1744851.9 5924930.34 190.63
1890359.46 5821702.87 190.63
1764310 5904846 190.64
1764871 5909079 190.64
1566678.79 5177353.39 190.65
1571194.8 5188676.74 190.65
1572394 5204553 190.65
1790295.73 5820058.05 190.65
1569146.57 5177201.14 190.66
1568647.53 5183003.44 190.67
1571480 5176182 190.67
1867892.38 5828087.89 190.67
1570962.16 5177145.04 190.68
1572771.48 5196090.92 190.68
1799283 5813603 190.68
1569860 5183455 190.69
1738707 5702006 190.69
1766523.79 5912865.63 190.69
1892086.83 5813331.15 190.69
1718039.23 6039225.23 190.7
1896330.73 5815909.55 190.7
1900818 5815993 190.7
1749246.3 5428830.54 190.71
1874950 5821390 190.71
1763822 5908789.03 190.72
1829424.85 5460091.96 190.72
1559833 5163006 190.73
1559833 5163006 190.73
1563737.82 5166772.71 190.73
1572650 5176210 190.73
1799318.59 5817178.04 190.73
1571464.7 5177008.16 190.74
1563811.38 5177094.39 190.75
1571545.6 5176387.73 190.75
1975649.02 5784564.9 190.75
1569555.38 5187561.59 190.76
1569944.33 5176399.63 190.76
1789306.8 5755179.9 190.76
1851667.22 5806071.7 190.76
1560541.92 5165754.64 190.77
1565066.32 5175267.31 190.77
1570461.19 5177595.5 190.77
1746445.86 5914098.05 190.77
1570720 5182302.63 190.78
1567270.55 5177972.89 190.81
1774773.18 5889177.17 190.82
1766615.11 5912854.85 190.83
1829415.1 5460093.42 190.83
1884464.53 5824508.19 190.83
1883249 5776897 190.84
1566408 5176204 190.85
1568094 5186552 190.86
1680159.84 5404211.47 190.87
1748177.99 5925860.11 190.88
1876101.61 5825202.78 190.88
1948000.3 5792102.83 190.88
1568932 5181332 190.89
1569687.76 5183548.14 190.89
1571512.6 5193516.2 190.89
1755455.31 5925788.58 190.89
1800328.09 5811795.5 190.89
1881652 5780543 190.89
1569264.02 5179644.88 190.91
1766452.48 5917025.51 190.92
1876618.49 5820240.54 190.93
1747444 5972108 190.94
1569034 5179086 190.95
1741884.54 5918493.76 190.95
1759749.89 5436613.55 190.95
1804421.71 5790943.85 190.96
1878742.1 5822997.51 190.97
1883404 5776443 190.97
1564059.26 5177100.09 190.98
1572556.32 5176041 190.98
1866427 5828632 190.98
1873790.21 5816543.74 190.98
1976113.77 5785392.18 190.98
1564987.7 5173562.29 190.99
1802569 5821167 190.99
1932153.87 5620600.95 190.99
1884847 5823803 191
1568731.56 5180895.52 191.01
1796132 5818204 191.01
1754000.99 5913733.02 191.02
1765749.51 5915777.06 191.03
1564714.69 5173117.49 191.04
1762210.88 5907695.01 191.04
1783288 5925820 191.04
2059660.99 5753367.72 191.04
1407845.84 4917843.31 191.05
1872690 5822157 191.05
1883961.34 5518738.25 191.05
1932241.21 5607308.28 191.05
1570260.45 5180508.68 191.06
1766044 5904936 191.06
1769629 5907277 191.06
1576069.18 5186202.52 191.07
1571343.51 5197022.41 191.09
1753136.13 5934368.51 191.09
1884405.04 5824437.5 191.09
1564027.27 5177169.06 191.1
1565116.17 5173467.1 191.1
1893537.66 5813367.89 191.1
1572357 5205212 191.11
1745411.72 5924573.13 191.11
1573416 5204692 191.12
1762009.44 5907388.42 191.12
1564341.46 5173296.66 191.13
1764572 5814558 191.13
1751592.24 5949490.8 191.14
1931674.79 5620772.34 191.14
1853260.8 5858481.75 191.15
1572282.08 5176654.84 191.16
1934161.79 5620769.85 191.16
1559621.6 5163719.87 191.18
1569436.36 5178977.77 191.18
1767954.28 5903077.78 191.18
1881087.55 5773431.19 191.18
1569894.93 5179426.43 191.19
1976114.59 5785408.05 191.19
1749857.61 5911990.07 191.2
1789034 5828429 191.2
1790025 5754164 191.2
1934962.4 5617973.2 191.2
1977073.37 5784429.13 191.2
1571117.54 5188740.88 191.23
1753261.23 5875995.46 191.23
1570818.2 5176917.08 191.24
1843660.64 5919672.38 191.24
1869094.36 5823338.07 191.24
1869109.61 5823347.12 191.24
1405405 4914606 191.25
1795307 5826332 191.25
1798584 5816531 191.25
1564183.36 5168981.67 191.26
1794476 5819934 191.26
1566285.09 5174537.1 191.27
1567603.21 5175172.17 191.27
1766617 5917218 191.27
1973784.75 5783296.74 191.27
1569252 5187250 191.28
1623351 5432196 191.28
1772674.59 5891837.35 191.29
1566140.63 5174502.19 191.3
1564193.68 5173651.85 191.31
1753708.37 5924690.08 191.31
1867739 5821761 191.31
1882717 5775339 191.31
1747208.42 5913445.38 191.32
1801762.04 5822460.12 191.32
1570618.44 5176282.63 191.33
1571335.48 5197005.77 191.33
1769775 5900942 191.33
1572068 5203897 191.34
1574275.08 5179602.78 191.34
1764080 5907230 191.34
1568169 5176462 191.35
1772280.21 5891562.68 191.35
1782674.33 5826706.62 191.35
1795012.73 5818717.51 191.35
1799536 5823356 191.35
1982174.86 5670442.68 191.35
1760177.19 5908968.37 191.36
1566757.86 5177392.03 191.37
1881135.08 5826287.84 191.37
1891999.82 5819910.98 191.37
1563724.08 5177075.93 191.38
1567309.42 5177767.93 191.38
1567898.48 5178961.02 191.38
1882186.59 5826988.95 191.38
1884733.78 5823573.62 191.39
1929834.65 5604778.26 191.39
1570640.57 5181445.67 191.4
1748781.87 5911400.12 191.4
1797572 5823118 191.4
1869146.04 5823400.64 191.4
1897000 5550324 191.4
1565806 5175335 191.41
1767260.39 5908513.02 191.41
1799639.49 5814739.15 191.41
1880438.08 5780017.66 191.42
1882927.76 5775525.79 191.42
1929233.18 5603986.53 191.42
1895599.21 5817159.24 191.43
1574159 5176300 191.44
1802938 5816202 191.44
1882130.05 5771720.69 191.44
1240890.58 4846831.48 191.45
1879361.92 5820040.08 191.45
1880379.14 5818419.66 191.45
1976022 5785342 191.45
1347228.12 4874105.84 191.47
1564496.47 5173444.97 191.47
1566663.08 5173778.32 191.49
1879447.34 5824744.64 191.49
1976283.87 5786059.53 191.49
1562846.81 5165585.08 191.5
1562846.81 5165585.08 191.5
1566124 5174958 191.5
1571786.11 5182825.67 191.5
1869548.13 5825806.81 191.5
1754656.52 5914470.22 191.51
1568698.59 5185145.62 191.52
1570980.46 5177339.23 191.52
1746423.51 5914145.6 191.52
1929801.1 5604761.03 191.53
1569496 5183187 191.54
1804288 5818164 191.55
1876728.9 5819459.92 191.55
1571906.59 5196624.47 191.56
1742481.85 5922097.95 191.56
1893546.97 5811997.99 191.56
1680151.78 5404275.06 191.57
1937371.39 5790730.29 191.58
1572724 5200685 191.59
1788556 5813377 191.59
1567468.81 5179226.57 191.6
1571710 5196897 191.6
1572584.44 5203792.99 191.6
1778450.5 5582326.04 191.6
1737372.09 5929147.78 191.61
1799293 5813359 191.61
1882708 5775327 191.61
1774587.16 5891205.72 191.62
1569289.03 5183246.58 191.63
1689750.27 5674673.82 191.64
1567600.81 5179458.34 191.65
1796188 5826078 191.67
1875450.8 5819000.02 191.67
1240715.23 4848017.5 191.68
1754082.17 5918676.81 191.68
1793506 5819981 191.68
1572797 5205073 191.69
1803739.97 5813079.99 191.69
1805159.86 5813126.72 191.69
1873928.5 5823030.6 191.69
1571189.38 5189998.68 191.7
1791171 5814426 191.71
1879528.14 5823991.99 191.73
1567711.37 5179818.11 191.74
1569427 5184853 191.74
1757236.74 5920510.74 191.75
1799877 5822959 191.75
1570751.68 5177028.39 191.76
1571163.11 5178640.75 191.76
1762346.3 5906420.6 191.76
1800788.35 5813600.35 191.76
1817171.8 5527044.74 191.76
1866640 5827813 191.76
1877001.71 5826705.74 191.76
1929261.46 5603974.2 191.76
1570141.22 5187524.9 191.77
1572064.23 5196566.83 191.77
1746435.79 5914134.29 191.77
1755210.75 5911980.82 191.77
1937818.77 5790934.84 191.78
1956155.81 5788977.46 191.78
1564454 5174180 191.79
1623135.21 5432117.4 191.79
1760106 5906293 191.79
1762154.76 5907624.27 191.79
1568707 5185727 191.8
1801174 5811575 191.8
1748831.29 5911584.84 191.81
1752965.57 5884917.53 191.81
1931309 5617556 191.81
1753971.08 5915944.82 191.82
1572804.26 5196070.58 191.83
1891476.11 5813738.31 191.83
1797568.95 5794185.11 191.84
1570235.93 5183631.55 191.85
1570544.16 5177350.09 191.85
1571721 5179392 191.85
1566906 5176187 191.86
1766932.99 5913192.89 191.86
1857872 5842921 191.87
1879115.3 5824656.45 191.87
1571721.42 5179522.55 191.88
1892271.85 5818909.06 191.88
1930956.18 5605087.59 191.88
1564198 5174045 191.89
1571172.88 5178058.09 191.89
1568985.47 5181032.99 191.9
1569299 5177190 191.9
1743583.94 5927275.57 191.9
1570272.86 5178349.92 191.92
1576449.14 5184938.57 191.92
1762293 5906255 191.92
1872856.45 5818528.61 191.92
1798546 5818671 191.93
1799412 5823379 191.93
1817257.74 5527243.59 191.93
1570643.95 5178515.16 191.94
1757203.94 5918317.08 191.94
1774781.76 5889059.42 191.95
1570401 5188671 191.96
1875245.6 5823639.55 191.96
1885570.04 5823649 191.97
1572326 5177201 191.98
1935070.8 5618024.8 191.98
1761755.21 5907390.94 191.99
1789996 5754175 191.99
1975250 5784237 191.99
1568799.25 5178988.36 192
1878376 5822371 192.01
1879561.33 5819820.33 192.01
1934612.39 5618778.27 192.01
1887645.68 5773957.02 192.02
1889076.75 5821645.61 192.02
1566331.39 5174561.43 192.03
1592291.55 5480619.8 192.03
1764238 5907176 192.03
1567123.85 5177452.65 192.04
1570294.74 5180269.12 192.04
1575777.24 5184023.37 192.04
1793055 5834775 192.04
1568983.37 5183140.6 192.05
1572570 5200691 192.05
1794341 5837243 192.05
1571595.3 5182805.96 192.06
1760397 5908510 192.06
1567100.73 5177375.59 192.07
1761847.04 5907810.73 192.07
1571088.53 5182593.03 192.09
1691252.9 5674637.13 192.09
1792197 5772351 192.09
1570957.52 5184044.97 192.1
1883283 5775649 192.1
1565945.23 5174586.2 192.11
1565181.04 5173548.62 192.12
1569481.63 5183362.69 192.12
1882756.1 5775384.9 192.12
1884508.99 5824422.05 192.12
1751600.51 5950320.04 192.13
1872025.49 5823716.18 192.13
1741925.02 5918498 192.14
1746755.36 5920342.72 192.14
1764156.04 5906627.29 192.14
1572419.65 5178672.88 192.15
1766196.2 5915906.74 192.16
1563965.6 5176920 192.17
1566078 5174993 192.17
1570594.66 5178518.16 192.17
1574234.33 5176215.84 192.17
1893551.15 5815737.58 192.17
1927865 5605086 192.17
1569701.65 5176452.74 192.18
1567108.27 5181528.11 192.19
1572542.48 5177342.83 192.19
1887129.91 5773622.25 192.19
1570877.85 5183273.88 192.2
1571907.9 5177110.6 192.2
1863913.74 5849608.96 192.2
1569177.09 5189055.62 192.22
1794104 5792003 192.23
1801154.04 5813482.4 192.24
1570668.85 5176825.71 192.25
1570908.02 5180878.15 192.25
1769785 5900945 192.25
1560512.63 5165730.81 192.26
1564147 5166079 192.26
1883029.01 5775433.36 192.26
1564535.11 5173922.82 192.27
1570447.35 5176333.67 192.27
1792036 5842479 192.27
1799945 5812566 192.27
1565614.74 5165680.55 192.28
1566896.79 5180299.15 192.28
1568907.48 5186587.69 192.28
1571683.22 5176880.95 192.29
1805426 5813044 192.29
1571233.38 5179520.54 192.3
1860966.7 5854872.42 192.3
1766042.46 5915097.08 192.31
1799316.38 5817195.86 192.31
1884550.44 5785258.86 192.31
1567703.84 5187030.83 192.32
1759689.2 5436715.24 192.32
1929485.7 5794017.33 192.33
1564121.24 5177051.11 192.34
1569248.3 5183299.85 192.34
1570827 5178959 192.34
1931645.89 5617273.62 192.34
1571211.9 5179697.54 192.35
1761582.69 5906609.43 192.35
1858033 5843063 192.35
1571564.98 5183055.73 192.36
1573979.59 5178349.61 192.36
1574386.69 5178519.03 192.36
1568249.78 5175693.58 192.37
1882032 5774950 192.37
1934286 5619766.03 192.37
1738742 5701907 192.38
1754754.35 5912065.89 192.38
1764078 5907693 192.38
1567765 5180729 192.39
1568278.61 5177983.81 192.39
1748833.77 5911614.54 192.39
1932263.22 5607354.33 192.39
1684110.98 5429237.21 192.4
1882085.23 5773712.54 192.4
1571128.3 5184350.57 192.41
1717707.29 6050363.93 192.42
1974695.96 5784227.76 192.42
1764895 5909079 192.43
1817669.71 5526486.25 192.43
1569711.46 5181322.61 192.44
1571178 5179357.05 192.44
1570548 5185583 192.45
1571417.39 5178115.35 192.45
1878969.88 5823742.63 192.45
1569501.88 5177050.01 192.46
1571897.57 5196677.57 192.46
1746407.35 5914156.53 192.46
1570780.67 5176951.42 192.47
1867879.96 5828105.47 192.47
1567077.96 5177399.07 192.48
1801799.17 5830434.12 192.48
1571033.62 5179696.38 192.5
1877825.91 5822215.72 192.51
1568706.54 5182934.02 192.52
1891612.3 5821151.93 192.52
1935033.3 5618062 192.52
1951638.5 5792237.5 192.52
1564171 5173989 192.53
1571872.1 5183262.95 192.53
1800818.83 5822729.79 192.53
1936663.39 5790352.19 192.53
1753126.4 5934442.2 192.54
1802953 5816285 192.54
1570889.16 5178845.99 192.55
1728044.96 5941518.46 192.55
1569681.91 5183499.19 192.56
2028113 5707781 192.56
1797479 5823983 192.57
1976172.36 5784663.02 192.57
1571870.1 5176955.95 192.58
1798535 5824984 192.58
1744528.96 5923061.79 192.59
1761415.23 5906935.48 192.59
1571863.2 5196895.17 192.6
1608318.84 5433811.67 192.6
1571492.74 5182526.98 192.61
1888249.06 5774372.82 192.61
1797597 5821163 192.63
1804294 5818142 192.63
1884218.82 5824286.47 192.63
1560826.33 5163665.96 192.64
1570856.57 5177557.13 192.64
1897112.04 5814873.89 192.64
1566276 5176154 192.65
1574122.13 5176410.04 192.66
1567252.23 5177262.96 192.67
1569848.75 5180170 192.67
1873800.33 5818861.71 192.67
1874869.4 5825979.55 192.67
1569167.14 5183559.55 192.68
1749486.3 5913356.43 192.68
1757997.8 5907183.6 192.68
1570994 5183682 192.69
1794513.24 5833932.15 192.69
1568549.55 5188861.48 192.7
1872535 5822280 192.7
1570673.69 5183387.48 192.71
1568061.85 5184515 192.72
1570252.03 5177655.44 192.72
1567501 5179570 192.73
1571737 5179445 192.73
1771968.76 5889542.57 192.74
1909550.3 5811376.46 192.74
1563994.7 5176926.3 192.75
1574212.25 5178572.91 192.75
1571113.02 5175705.6 192.76
1755756.39 5925938.95 192.76
1880703.53 5829940.85 192.76
1751747.82 5912146.06 192.77
1773854.55 5895140.8 192.77
1563755.38 5177069.1 192.78
1574301.3 5176266.83 192.78
1887789.05 5773789.14 192.78
1753834.88 5928083.54 192.79
1755155.9 5911843.87 192.79
1758244 5907236 192.79
1874178.2 5818530.03 192.79
1935247.15 5617399.86 192.8
1566995 5176180 192.81
1882968 5775378 192.81
1755946.16 5926212.66 192.82
1882818.39 5776650.02 192.82
1680213.86 5403566.82 192.83
1872610.06 5818666.32 192.83
1882237 5774775 192.83
1571769.16 5183021.81 192.84
1571976.73 5196731.32 192.84
1569608.05 5183135.64 192.85
1691536.98 5674109.35 192.87
1982412.24 5670373.92 192.87
1568836 5183179.99 192.88
1570959.96 5176475.55 192.88
1885579.14 5823461.04 192.88
1567585 5180095 192.89
1764838.3 5905739.44 192.89
1794158 5791831 192.89
1872080.43 5823716.25 192.89
1883962.25 5518729.13 192.89
1568449 5185657 192.9
1882059.62 5772741.28 192.9
1569342.35 5188227.65 192.91
1571309.47 5179695.68 192.91
1882979.15 5775438.43 192.91
1935111.7 5617949.6 192.91
1569591.51 5179341.68 192.92
1563777.36 5177221.03 192.93
1564128 5167199 192.93
1684540 5401880 192.93
1571315 5179349 192.94
1574051.38 5176695.65 192.94
1764019.97 5914400.85 192.94
1937339.39 5790741.86 192.94
1566945 5176212 192.95
1567612 5177083 192.95
1874796.77 5821876.99 192.95
2035378.49 5709511.44 192.95
1566329.31 5174919.6 192.96
1883944 5518719 192.96
1571146.5 5180352.35 192.97
1567151 5185455.5 192.98
1866809.9 5828864.91 192.98
1871842.66 5822610.64 192.98
1883349.96 5775605.91 192.98
1888168 5773415 192.98
1750850.08 5914789.87 192.99
1800344.77 5814867.54 192.99
1882081.25 5826731.54 192.99
1569401.15 5179003.57 193
1405425 4914591 193.01
1879186.07 5820081.68 193.02
1884186.73 5825137.06 193.02
1931995.51 5620213.53 193.02
1573365.21 5176968.37 193.03
1799696 5813443 193.03
1957529 5789109 193.04
1566747.11 5176513.5 193.05
1801811 5822467 193.05
1802371 5821540 193.05
1799387 5823486 193.06
1874861.66 5825983.36 193.06
1571035.42 5178961.2 193.07
1572803.39 5178016.39 193.07
1641621 6105882 193.07
1754818 5930017.24 193.07
1802121.8 5822066.06 193.07
1877212.04 5821322.59 193.07
1570177 5186415 193.08
1572877.54 5196213.08 193.08
1573028.91 5177332.48 193.08
1655833.67 5307378.68 193.08
1879499.67 5823873.5 193.08
1892234.22 5813209.33 193.08
1766266.5 5915836.56 193.09
1567482.77 5176610.46 193.1
1878875.4 5823272.44 193.1
1571763.44 5182669.14 193.11
1764060.75 5914491.65 193.11
1743587.85 5918415.94 193.13
1575972.76 5184020.6 193.14
1754796.53 5930014.86 193.14
1766449 5916845 193.14
1569723.28 5179332.35 193.15
1934952.6 5618010.6 193.18
1571277.85 5179398.79 193.19
1567494.62 5174837.79 193.2
1757189.31 5920385.06 193.21
1884494.55 5824542.63 193.22
1570345.8 5188795.18 193.23
1570441.93 5177417.61 193.23
1771465.02 5905926.27 193.23
1799482 5815167 193.24
1821958.87 5829015.15 193.24
1878372 5822382 193.24
1569555.27 5179830.78 193.25
2036134.73 5711180.24 193.25
1564805 5175666 193.26
1572239.68 5177171.36 193.26
1760155.79 5916929.17 193.26
1936202.75 5790937.82 193.26
1569214.48 5184469.28 193.28
1754744.25 5912684.39 193.28
1799687 5813416 193.28
1893051.89 5813189.5 193.28
1754054.39 5913710.21 193.29
1797331.3 5822836.2 193.29
1568780 5185386 193.3
1876152.77 5825631.46 193.3
1889583.37 5820506.18 193.3
1574060.59 5183581.85 193.31
1876084.43 5825174.8 193.31
1910473.09 5811185.98 193.31
1563507.4 5165310.1 193.34
1567336.9 5178008.58 193.34
1751254 5948648 193.35
1877836.5 5822187.52 193.36
1891861.78 5813527.3 193.36
2059735.74 5753475.93 193.37
1744982.25 5925453.6 193.38
1773990.14 5895103.82 193.38
1931637.66 5620877.75 193.38
1574841.09 5183261.25 193.39
1766624.88 5917881.11 193.39
1769180.78 5882294.66 193.39
1797644 5821141 193.39
1874680.92 5821339.62 193.39
1976560.06 5784715.96 193.39
1570665.16 5178559.89 193.4
1879496.82 5824732.03 193.4
1566173.77 5174128.04 193.41
1567840.64 5176514.16 193.41
1569310.98 5185443.12 193.41
1758166.22 5908060.09 193.41
1787610 5813621 193.41
1871820.48 5822568.61 193.41
1573058.68 5179402.85 193.42
1799945 5815832 193.42
1560804.16 5166966.94 193.43
1568100.28 5177734.69 193.43
1744492.9 5922205.47 193.43
1756950.1 5918907.3 193.43
1882950.12 5776867.04 193.43
1929718.51 5604917.27 193.43
1818818 5804493 193.44
1891872 5813862 193.44
1765487.12 5814408.94 193.45
1768514.58 5885903.22 193.45
1744800.61 5924952.18 193.47
1748824.71 5911575.3 193.47
1883997.25 5824578.86 193.48
1796000 5819057 193.49
1571734 5179497 193.5
1767088.54 5907027.13 193.5
1761073 5907115 193.51
1860343.55 5856437.11 193.51
1884843 5823812 193.51
1929706.95 5604707.35 193.51
1934312.55 5619682.57 193.51
2034471.62 5710980.29 193.51
1564125.54 5167203.66 193.52
1764087 5907670 193.52
1568491.06 5179197.21 193.53
1641024 6106603 193.53
1736801.39 5929878.49 193.53
1750416 5424868 193.53
1818301.95 5527003.12 193.53
1872357.9 5818955.21 193.53
1876853.78 5819546.91 193.53
1564857 5175654 193.54
1797710.18 5815428.57 193.54
1879562.07 5819988.76 193.54
1569073 5183206 193.56
1567934 5186414 193.57
1767243.08 5908496.1 193.57
1797911.37 5825142.67 193.59
1933346.19 5619938.67 193.6
1933346.77 5619935.97 193.6
1982355.56 5670399.16 193.6
1568136 5176399 193.61
1762173 5908375 193.61
1769778 5900947 193.61
1874156.83 5812895.99 193.61
1879374.12 5824763.1 193.61
1928529.29 5604446 193.61
1566547.13 5185793.87 193.62
1764059.45 5910307.88 193.63
1881348.43 5775281.2 193.63
1570855 5180101 193.64
1749853.09 5427444.42 193.64
1874332.21 5816394.98 193.64
1858863.53 5840863.38 193.65
1881205.46 5773509.11 193.65
1793298.48 5824876.74 193.66
1566182.9 5174380.91 193.67
1570551 5181560 193.67
1572285.16 5179150.35 193.67
1564725.46 5173111.43 193.68
1764952.47 5908755.91 193.68
1773374 5893569 193.68
1891581 5820285 193.68
1934874.2 5617990.2 193.68
1935103 5617928 193.68
1764064.42 5914552.63 193.69
1772897.07 5891830.51 193.69
1623123.32 5432172.16 193.71
1646502.29 6127716.81 193.71
1571530.84 5182915.08 193.73
1571861.69 5176735.46 193.73
1572294.91 5196562.13 193.73
1748152.9 5925855.53 193.73
1748842.56 5426932.96 193.73
1872198.56 5819084.03 193.73
1890817.96 5814258.89 193.73
1564561 5174175 193.74
1751810.99 5952402.88 193.74
1258157.54 5004875.42 193.75
1567751 5180714 193.75
1572072.34 5179356.86 193.75
1567519.64 5179185.54 193.77
1932237.86 5620269.2 193.77
1569891.69 5183386.88 193.78
1571001.47 5180065.22 193.78
1934623.77 5618766.32 193.78
1567293.39 5174500.56 193.79
1568434 5181703 193.79
1752917.67 5930884.62 193.79
1799280 5813361 193.79
1855343 5850944 193.79
1764290 5904812 193.8
1565222.6 5175186.7 193.81
1571398 5178255 193.81
1746141.09 5920781.49 193.81
1799901 5822847 193.81
1569162.63 5189296.67 193.82
1760156.71 5909048.92 193.83
1567975 5176615 193.84
1764238 5907222 193.84
1789597.18 5829999.42 193.84
1800711 5814360 193.84
1861076.21 5854737.44 193.84
1925483.54 5607324.72 193.84
1798985 5814919 193.85
1879036 5824353 193.85
1567577 5180042 193.86
