File Key,,Start Depth,End Depth,Depth,Measured Vs,Qc,Fs,u,Ic,Subset_Region,Subset_Geology,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,A07-H,A07-P,R09,Mc15,Mc18
SCPT,36413,0,2,1,45,1.582836792,0.037063999,0.003795899,2.726251456,2,1,106.9696527,130.223925,241.0124841,66.73846794,163.8468879,-0.865882685,-1.062592979,-1.678186244,-0.394119028,-1.292269892
SCPT,36413,2,3,2.5,129,3.285239137,0.030333482,0.015581282,2.285495108,2,1,140.5027554,171.0468327,194.747874,100.9289921,215.7594878,-0.085414696,-0.28212499,-0.411893364,0.245395184,-0.5143519
SCPT,36413,3,4,3.5,134,4.949160669,0.037161286,0.004369213,2.085292627,2,1,158.4163124,192.8546412,197.2397657,119.6701357,242.1499659,-0.167386657,-0.364096951,-0.386580273,0.113100712,-0.591717428
SCPT,36413,4,5,4.5,135,9.286421185,0.060446858,0.012688281,1.822238512,2,1,185.3105372,225.5954365,216.5737344,146.347679,276.2716683,-0.316758219,-0.513468513,-0.472656286,-0.080710376,-0.716109909
SCPT,36413,5,6,5.5,168,9.662297303,0.058466165,0.024026186,1.790809301,2,1,189.9423765,231.2341975,214.3796905,155.2303596,289.5389863,-0.122756765,-0.319467059,-0.243784718,0.079053775,-0.544325976
SCPT,36413,6,7,6.5,181,8.248486723,0.067421922,0.037311047,1.904154839,2,1,192.6230283,234.4975997,216.6536057,160.8558631,307.357378,-0.062238026,-0.258948321,-0.17980276,0.117988327,-0.529514137
SCPT,36413,7,8,7.5,172,13.24094598,0.119013266,0.040342554,1.786264912,2,1,223.0402992,271.5273207,248.4367157,187.8564418,344.3486529,-0.259857992,-0.456568286,-0.367693671,-0.088183587,-0.694160193
SCPT,36413,8,9,8.5,236,11.78656269,0.108923626,0.039743211,1.833122748,2,1,221.5167414,269.6725548,240.4758589,189.8836182,351.0698018,0.063333636,-0.133376658,-0.018787901,0.217420456,-0.397153264
SCPT,36413,9,10,9.5,223,13.70226267,0.128027974,0.026495672,1.787206654,2,1,232.942581,283.5822726,250.7126304,202.8493474,369.1772873,-0.043620218,-0.240330513,-0.117135613,0.094708199,-0.504105211
SCPT,36413,10,11,10.5,305,21.05534713,0.214071779,0.044623529,1.679356355,2,1,264.0470062,321.4485293,289.3651522,231.5599381,406.1109665,0.144184635,-0.052525659,0.052622384,0.275473025,-0.286314662
SCPT,36413,11,12,11.5,254,16.3758133,0.155001617,0.060145109,1.73464758,2,1,249.0209376,303.1559241,262.8711628,222.9959109,397.7502825,0.019797287,-0.176913007,-0.03432977,0.130180832,-0.44849011
SCPT,36413,12,13,12.5,241,15.2431448,0.142689848,0.090289709,1.753642357,2,1,246.9879162,300.6809415,255.2644139,224.338583,401.6747552,-0.02454248,-0.221252774,-0.057502992,0.071640491,-0.510845761
SCPT,36413,13,14,13.5,281,27.96560703,0.306265701,0.070007832,1.62335852,2,1,295.433624,359.6583249,320.4378138,266.4913175,454.3671078,-0.05008952,-0.246799814,-0.131333559,0.053013006,-0.480550809
SCPT,36413,14,15,14.5,320,23.94063753,0.243653406,0.051655224,1.642345971,2,1,283.3172491,344.9079554,298.548105,260.8265884,448.5905427,0.121753705,-0.07495659,0.06938992,0.204465222,-0.337789544
SCPT,36413,15,16,15.5,282,20.6386026,0.200026457,0.077771084,1.670321264,2,1,273.5521761,333.0200405,280.391781,255.8664346,444.1857509,0.030414695,-0.166295599,0.005719228,0.097251503,-0.454335762
SCPT,36413,16,17,16.5,188,23.64676726,0.242472616,0.082640595,1.648264254,2,1,287.4046588,349.8839324,295.644012,269.7801699,463.1678875,-0.424449221,-0.621159515,-0.452714106,-0.361165479,-0.901647634
SCPT,36413,17,18,17.5,266,28.8823864,0.29303758,0.069661331,1.588634343,2,1,302.9834687,368.8494401,315.8294782,286.7158981,482.5498123,-0.130181936,-0.326892231,-0.171706133,-0.074995515,-0.595587845
SCPT,36413,18,19,18.5,329,19.41482318,0.195572453,0.079371468,1.696960208,2,1,276.9007045,337.0965099,272.4768123,265.9173172,462.9595153,0.172398776,-0.024311518,0.188504233,0.212872328,-0.341581859
SCPT,36413,19,20,19.5,168,14.17916723,0.163211314,0.074267664,1.826365045,2,1,263.2218373,320.4439758,247.4411179,254.0564317,457.2000021,-0.449033185,-0.645743479,-0.387208667,-0.413592435,-1.001156957
SCPT,36413,20,21,20.5,307,23.01638563,0.241168769,0.120492179,1.66311648,2,1,294.4741392,358.4902564,288.9937828,285.3247354,488.8812759,0.041656561,-0.155053733,0.060442573,0.073219794,-0.465271923
SCPT,36413,21,22,21.5,373,22.76989394,0.231950831,0.12953358,1.657073527,2,1,293.9716198,357.8784937,285.1865627,287.7482441,492.269271,0.238095188,0.041384894,0.268434847,0.259492474,-0.277447446
SCPT,36413,22,23,22.5,161,21.74492003,0.232823821,0.153219023,1.68604571,2,1,294.897847,359.0060746,281.1741194,289.5725757,498.0384843,-0.60522465,-0.801934944,-0.557569755,-0.587001594,-1.129272987
SCPT,36413,23,24,23.5,280,29.79185494,0.302391501,0.122472875,1.579813771,2,1,316.4837338,385.2845455,312.4045879,313.4172557,522.1725096,-0.122482243,-0.319192537,-0.109509501,-0.112745785,-0.623208408
SCPT,36413,24,25,24.5,343,22.67594781,0.210424453,0.136134208,1.625145856,2,1,293.0189732,356.71875,276.7617249,295.8121621,502.3944591,0.157493085,-0.039217209,0.21457351,0.148005782,-0.381655139
SCPT,36413,25,26,25.5,256,25.31228393,0.225817648,0.107730673,1.583273303,2,1,300.3647071,365.6613826,285.4033472,305.6820063,512.6023097,-0.159819982,-0.356530276,-0.108725989,-0.177367922,-0.694322875
SCPT,36413,26,27,26.5,310,21.07700383,0.185535472,0.163421412,1.633924549,2,1,288.8474461,351.6403691,264.4466407,296.0608145,503.8788549,0.070673617,-0.126036677,0.158932803,0.04600741,-0.485763574
SCPT,36413,27,28,27.5,207,15.31181201,0.141510592,0.208329042,1.747651971,2,1,271.8254879,330.9179852,234.4446733,279.3218909,489.8652527,-0.272441478,-0.469151773,-0.124500832,-0.299646054,-0.861411566
SCPT,36413,28,29,28.5,283,21.49659415,0.166990829,0.22879461,1.587575721,2,1,286.0716569,348.2611476,259.4290325,300.3331152,506.3367462,-0.010795431,-0.207505725,0.08696371,-0.059445345,-0.581755057
SCPT,14543,0,4,2,172.92,1.704638296,0.021389546,0,2.592940232,2,3,118.3819124,144.1171107,210.6645847,83.81382132,193.8633849,0.378913116,0.182202822,-0.197438163,0.724231134,-0.11432465
SCPT,14543,4,6,5,222.43,1.347486843,0.004507497,0.049640876,2.502260197,2,3,116.2716069,141.5480431,141.4687918,91.83325627,199.2530027,0.648683553,0.451973258,0.452533305,0.884637945,0.110037058
SCPT,14543,6,8,7,323.3,1.332584305,0.005257772,0.263681835,2.497986771,2,3,118.271942,143.9832337,130.6246794,102.0823622,221.5452088,1.005594119,0.808883824,0.906252516,1.152800724,0.377954013
SCPT,14543,8,10,9,283.94,1.705515267,0.012015994,0.713016362,2.481583652,2,3,131.9162906,160.5937451,137.8925572,121.540327,263.4620348,0.766595389,0.569885095,0.722288137,0.848516831,0.074853671
SCPT,14543,10,12,11,265.38,2.399266617,0.035040448,0.076885326,2.508996376,2,3,160.9633033,195.9553257,167.9374248,147.5634384,319.4381802,0.499986352,0.303276058,0.457571323,0.586904587,-0.185401005
SCPT,14543,12,14,13,436.7,2.158457099,0.029106622,0.571503641,2.535119229,2,3,156.7003114,190.7655965,151.8181269,149.9373009,325.0766366,1.024911324,0.82820103,1.056563189,1.069029248,0.295185501
SCPT,14543,14,16,15,403.05,3.631383111,0.075773321,0.713202199,2.452209964,2,3,190.6303049,232.0716755,185.6579516,182.0753892,383.2106976,0.748724648,0.552014354,0.775154613,0.794639796,0.050475662
SCPT,14543,16,18,17,934.36,3.172581224,0.048574407,0.649578627,2.418726415,2,3,181.1640026,220.5474814,163.0912561,178.2038436,372.9740452,1.64045909,1.443748796,1.745551906,1.656933719,0.91835297
SCPT,140250,0,2,1,82.5,1.691443152,0.032758819,0.003410175,2.696277292,7,2,108.7273304,132.3637066,239.8456373,66.6923008,161.3170789,-0.276044899,-0.472755193,-1.067197245,0.212708777,-0.670573569
SCPT,140250,2,3,2.5,139.1,2.758223422,0.019304112,0.0390177,2.28579337,7,2,131.1555907,159.6676756,180.2393616,94.7960663,203.1854222,0.058808766,-0.137901529,-0.259092655,0.383465185,-0.378925873
SCPT,140250,3,4,3.5,202.3,1.964102445,0.012898343,0.01021035,2.406701274,7,2,125.3297997,152.5754084,162.511079,95.95015012,209.5906505,0.478803084,0.282092789,0.219005566,0.745922957,-0.035404601
SCPT,140250,4,5,4.5,392.8,1.240824298,0.011771603,0.057351747,2.651381299,7,2,116.1030813,141.3428816,147.8493066,95.61703865,220.0380413,1.218822148,1.022111854,0.97710702,1.412949544,0.57950013
SCPT,140250,5,6,5.5,367.5,2.007127813,0.027916412,0.98782139,2.561848607,7,2,135.7742164,165.2903504,165.4367015,116.4257797,259.9684584,0.995729986,0.799019692,0.798134665,1.149469333,0.346163009
SCPT,140250,6,7,6.5,318,2.48474414,0.044461408,1.096867362,2.550424156,7,2,150.8122346,183.597503,179.2655902,130.7349404,288.5899669,0.746015799,0.549305505,0.573182932,0.888879465,0.097044502
SCPT,140250,7,8,7.5,277.3,1.901602736,0.020337016,0.954045619,2.524801231,7,2,136.215659,165.8277588,147.7017868,122.6807517,269.7811585,0.710860595,0.514150301,0.629904666,0.815514486,0.027488846
SCPT,140250,8,9,8.5,235.2,1.408802878,0.011837427,0.923592713,2.597467726,7,2,124.401879,151.4457657,125.9488147,116.3165204,258.9788382,0.636918932,0.440208637,0.624560624,0.704121117,-0.096310136
SCPT,140250,9,10,9.5,265.7,1.737873791,0.032910858,0.747643199,2.711737271,7,2,144.6885554,176.1425892,153.4079259,134.60804,304.7216489,0.607784314,0.41107402,0.549267297,0.680000705,-0.137030881
SCPT,140250,10,11,10.5,249.3,2.261267594,0.104126973,0.311361742,2.834377217,7,2,172.6910947,210.232637,192.3991881,158.1784217,363.7345346,0.367152572,0.170442278,0.259084672,0.454933344,-0.37776731
SCPT,140250,11,12,11.5,282.6,3.725110609,0.19437674,0.062049806,2.711026144,7,2,208.8408635,254.2410512,233.0704348,183.592652,405.164955,0.302459927,0.105749633,0.192691767,0.431313015,-0.36026181
SCPT,140250,12,13,12.5,296.9,4.08568683,0.190249854,0.075964392,2.64648633,7,2,214.1304122,260.6805018,229.634963,190.0783699,412.9373922,0.32681015,0.130099855,0.256904451,0.445958922,-0.329900607
SCPT,140250,13,14,13.5,309,5.38943459,0.261998894,0.079492334,2.578145249,7,2,235.4127089,286.5893848,248.9931436,207.5315283,439.8467906,0.272001095,0.075290801,0.215915917,0.398058005,-0.353085186
SCPT,140250,14,15,14.5,390.6,5.317766111,0.31303706,0.073614418,2.645701738,7,2,241.8755696,294.4572152,252.3058256,214.434006,458.3127408,0.4792606,0.282550305,0.437042073,0.599681992,-0.159867773
SCPT,140250,15,16,15.5,325.2,6.738664365,0.303571184,0.053111495,2.498200693,7,2,254.0339243,309.2586904,256.8853769,225.4505786,465.0717265,0.246972559,0.050262265,0.235810397,0.366339407,-0.357751267
SCPT,140250,16,17,16.5,455.8,6.774957311,0.404888973,0.042498155,2.588524712,7,2,264.9628454,322.5634639,266.0632143,235.1361012,490.5336008,0.542464507,0.345754213,0.538320188,0.661889616,-0.073439663
SCPT,140250,17,18,17.5,363.6,4.810151035,0.193393272,0.017701366,2.563267128,7,2,231.0099087,281.2294541,215.0045158,213.9791531,451.1477401,0.453593758,0.256883464,0.525395331,0.530175767,-0.215740507
SCPT,182797,1,1.5,1.25,98,0.806285663,0.013595956,0.061855634,2.939762074,2,1,92.10499702,112.1278225,340.9007794,63.61401762,161.4317756,0.06203828,-0.134672014,-1.246623987,0.43213363,-0.499115133
SCPT,182797,1.5,2,1.75,102,0.635134732,0.010807798,0.138584133,3.034268553,2,1,89.1341947,108.5111935,248.2410018,66.28003777,170.4511749,0.134829774,-0.061880521,-0.889427242,0.431084051,-0.513476078
SCPT,182797,2,2.5,2.25,75,0.331399583,0.006684254,0.105485252,3.319312105,2,1,76.50436152,93.13574446,186.4043952,62.21365153,169.8802376,-0.019859639,-0.216569933,-0.910430368,0.18691366,-0.817605591
SCPT,182797,2.5,3,2.75,85,0.267543834,0.005236165,0.11570378,3.396820132,2,1,72.50854327,88.27127006,156.4160855,62.51854293,172.8995685,0.158946863,-0.037763431,-0.609868415,0.307188057,-0.71005964
SCPT,182797,3,3.5,3.25,96,0.281487926,0.004837537,0.138368639,3.351770876,2,1,74.68371469,90.91930484,145.8068235,65.54632293,178.6014695,0.251086133,0.054375838,-0.417934428,0.381591078,-0.620808705
SCPT,182797,3.5,4,3.75,105,0.785898755,0.01543274,0.060821661,2.96949696,2,1,104.5148164,127.2354287,185.5968178,87.07283196,216.985946,0.004631505,-0.192078789,-0.569616324,0.187215433,-0.725872236
SCPT,182797,4,4.5,4.25,98,0.655361769,0.013757069,0.054805393,3.047451121,2,1,101.2959661,123.3168283,168.9159139,86.99840431,220.358168,-0.03307911,-0.229789405,-0.544433562,0.119077701,-0.81028678
SCPT,182797,4.5,5,4.75,101,0.362405967,0.005787294,0.173195152,3.240334295,2,1,83.98755379,102.2457177,131.7119947,76.6818438,201.6380154,0.184451898,-0.012258396,-0.265497163,0.275455554,-0.69135357
SCPT,182797,5,5.5,5.25,105,0.354598234,0.005560054,0.18552396,3.245844874,2,1,84.28932856,102.6130956,124.7445743,78.33938341,205.705971,0.219705082,0.022994788,-0.172307891,0.292909893,-0.672487474
SCPT,182797,5.5,6,5.75,106,0.367461674,0.005123068,0.205568315,3.209267615,2,1,85.30474068,103.8492495,119.352425,80.21378633,208.3255889,0.217209065,0.02049877,-0.118641577,0.278743695,-0.675663093
SCPT,182797,6,6.5,6.25,111,0.410586327,0.006151137,0.208559321,3.179623695,2,1,89.67019954,109.1637212,122.0389342,84.69423501,218.0677908,0.213391711,0.016681417,-0.094809925,0.270482666,-0.67527578
SCPT,182797,6.5,7,6.75,119,0.52149746,0.008504843,0.208541912,3.104803135,2,1,97.92881302,119.2176854,131.1691249,91.99904512,232.3340174,0.194882676,-0.001827618,-0.097364027,0.257345295,-0.669052573
SCPT,182797,7,7.5,7.25,117,0.528587891,0.008971892,0.22031616,3.106984619,2,1,99.45422358,121.074707,128.4000268,94.44655989,238.2481369,0.162476461,-0.034233833,-0.092976665,0.214139764,-0.711138788
SCPT,182797,7.5,8,7.75,124,0.593062911,0.010288972,0.243892574,3.065522954,2,1,103.7242255,126.2729702,130.496181,98.94097134,246.8671817,0.178545866,-0.018164428,-0.051062396,0.225758142,-0.688568901
SCPT,182797,8,8.5,8.25,122,0.546253647,0.008987164,0.237792997,3.088709424,2,1,101.4952325,123.5594135,121.4965466,98.38050182,246.2824543,0.184009218,-0.012701076,0.004135205,0.215178413,-0.702458021
SCPT,182797,8.5,9,8.75,125,0.545199051,0.007663446,0.288857136,3.05667318,2,1,100.7071439,122.6000012,115.4604659,98.66219929,244.8490968,0.216096998,0.019386704,0.079385553,0.23661185,-0.672328352
SCPT,182797,9,9.5,9.25,126,0.543087734,0.007785636,0.284029416,3.061980917,2,1,101.4866598,123.5489772,112.6910546,100.2742071,248.8207116,0.216354548,0.019644253,0.111631862,0.228373402,-0.680450696
SCPT,182797,9.5,10,9.75,131,0.562654361,0.007520037,0.305771531,3.035039595,2,1,102.5512491,124.8449989,110.236197,101.9785791,251.0881898,0.244834659,0.048124364,0.172572014,0.250434541,-0.650606908
SCPT,182797,10,10.5,10.25,132,0.545172795,0.006914781,0.330187166,3.037261977,2,1,101.4397419,123.4918597,104.5300778,102.2232383,251.4684834,0.263336976,0.066626682,0.233327067,0.25564289,-0.644515745
SCPT,182797,10.5,11,10.75,142,0.616393122,0.007283712,0.34554357,2.975421094,2,1,105.5300701,128.4713896,107.6259837,105.8896001,256.4761658,0.296831121,0.100120827,0.277164955,0.293430014,-0.591208682
SCPT,182797,11,11.5,11.25,144,0.656739904,0.007101167,0.327262603,2.934036441,2,1,108.0278152,131.5121228,107.9612209,107.9924318,258.7104023,0.287424558,0.090714263,0.288041202,0.287752151,-0.585895999
SCPT,182797,11.5,12,11.75,144,0.644315788,0.006224804,0.365111906,2.921068638,2,1,106.7281756,129.9299529,102.4196388,107.820641,257.0956497,0.299528112,0.102817818,0.34073482,0.289344184,-0.579634894
SCPT,182797,12,12.5,12.25,144,0.634832903,0.006031154,0.379700328,2.923868657,2,1,106.4266327,129.5628572,98.89856099,108.5594117,258.7273299,0.302357447,0.105647153,0.375718611,0.282515703,-0.585961427
SCPT,182797,12.5,13,12.75,144,0.63015763,0.005337386,0.40813402,2.906889868,2,1,105.6245042,128.5863529,94.66262582,108.5502651,257.2263437,0.309922908,0.113212614,0.419494036,0.282599961,-0.580143112
SCPT,182797,13,13.5,13.25,145,0.667498616,0.005190858,0.429996489,2.869267521,2,1,107.3302252,130.6628829,94.41899925,110.3754246,258.9142097,0.300823444,0.104113149,0.428991426,0.272846236,-0.579763028
SCPT,182797,13.5,14,13.75,148,0.724247233,0.006319031,0.448983212,2.856660737,2,1,111.1444936,135.30634,97.87231736,114.6930309,268.2823015,0.286381175,0.089670881,0.413548529,0.254953011,-0.594827516
SCPT,182797,14,14.5,14.25,147,0.738880417,0.00629456,0.460884602,2.844516115,2,1,112.0478124,136.4060325,96.67582104,116.1344252,270.6214609,0.27150691,0.074796616,0.419069257,0.235684228,-0.610288434
SCPT,182797,14.5,15,14.75,148,0.714517915,0.005339097,0.48774304,2.835304798,2,1,110.1377833,134.0807797,91.30465263,115.1049365,267.1464421,0.295480116,0.098769822,0.483010528,0.25136807,-0.590584707
SCPT,182797,15,15.5,15.25,151,0.722118288,0.005334933,0.499642545,2.829238722,2,1,110.7456578,134.8208008,89.98171531,116.3463452,269.4030935,0.310043636,0.113333342,0.51767335,0.26070836,-0.57892891
SCPT,182797,15.5,16,15.75,150,0.822353846,0.00664684,0.513329292,2.792488598,2,1,116.254226,141.5268838,95.76905091,121.8154231,279.7554436,0.254855898,0.058145603,0.448695721,0.20812832,-0.623280512
SCPT,182797,16,16.5,16.25,153,0.812096224,0.006501642,0.523003228,2.79616114,2,1,116.1697664,141.4240634,93.66168381,122.4319292,281.1417978,0.275385297,0.078675003,0.49074874,0.222882726,-0.608421239
SCPT,182797,16.5,17,16.75,154,0.819055027,0.005866277,0.569851516,2.773515588,2,1,115.5978757,140.7278486,90.77171803,122.5689999,279.5613193,0.286835023,0.090124729,0.528604841,0.228278467,-0.596269056
SCPT,182797,17,17.5,17.25,158,0.802435994,0.005377822,0.572185946,2.770694568,2,1,114.7976403,139.7536491,87.62402329,122.3253314,278.4421799,0.319424104,0.12271381,0.589539834,0.255910887,-0.566615392
SCPT,182797,17.5,18,17.75,158,0.841277856,0.005719448,0.601065846,2.754087082,2,1,116.7186584,142.0922798,88.55049617,124.7793307,282.8159479,0.302828623,0.106118329,0.579022066,0.236048211,-0.582201292
SCPT,182797,18,18.5,18.25,160,0.849008647,0.005619753,0.61789339,2.746028263,2,1,117.0890293,142.5431661,87.25362788,125.7288682,284.1796805,0.312239236,0.115528941,0.606354675,0.241046066,-0.574432901
SCPT,182797,18.5,19,18.75,165,0.946638169,0.006892682,0.591273097,2.717630269,2,1,122.4269581,149.0415142,92.63289501,130.8776011,294.06278,0.298430882,0.101720588,0.577301158,0.231682931,-0.577847808
SCPT,182797,19,19.5,19.25,165,0.856455442,0.005043963,0.631675894,2.723723429,2,1,117.2889041,142.7864919,83.99472562,126.6268301,284.0403323,0.341305317,0.144595023,0.675191467,0.264701059,-0.543170769
SCPT,182797,19.5,20,19.75,168,0.863013162,0.004570095,0.663366106,2.704108546,2,1,116.8895136,142.3002774,81.89937064,126.5962172,282.189752,0.362734819,0.166024525,0.718472673,0.28296135,-0.518615745
SCPT,182797,20,20.5,20.25,173,0.871883523,0.004391079,0.66990317,2.692667001,2,1,117.2836261,142.7800665,80.7800663,127.3151292,282.6734761,0.388696439,0.191986144,0.761561364,0.306626249,-0.491000842
SCPT,182797,20.5,21,20.75,172,0.901237393,0.004604724,0.706247346,2.681056027,2,1,118.5574463,144.3308043,81.1709864,129.2673019,286.1837442,0.372096854,0.17538656,0.750936604,0.285612108,-0.50913959
SCPT,182797,21,21.5,21.25,178,0.889129531,0.004486468,0.707540306,2.684697329,2,1,118.2854811,143.9997161,79.21428921,129.5925,286.9121679,0.408682517,0.211972222,0.809626848,0.317388638,-0.477392583
SCPT,182797,21.5,22,21.75,184,0.966347558,0.00501363,0.744321238,2.655040093,2,1,121.6436339,148.0879021,82.62001815,133.2295872,292.9842747,0.413840021,0.217129727,0.800683756,0.322861898,-0.46518318
SCPT,182797,22,22.5,22.25,194,0.974532803,0.004502576,0.729931559,2.634247115,2,1,121.7609871,148.2307669,81.48158901,133.0445182,290.6022458,0.465798158,0.269087864,0.867481066,0.377174363,-0.40409732
SCPT,182797,22.5,23,22.75,184,0.995735616,0.004662139,0.722681931,2.627370951,2,1,123.0750205,149.8304598,81.83927679,134.6733133,293.6136161,0.402141665,0.205431371,0.810178473,0.312083813,-0.467328914
SCPT,182797,23,23.5,23.25,226,9.372018365,0.051159118,0.31305384,1.759883664,2,1,218.6630261,266.1984666,196.9645503,228.2788448,409.8398758,0.033003148,-0.163707146,0.137511234,-0.010032886,-0.595231537
SCPT,182797,23.5,24,23.75,199,8.98481521,0.065174871,0.173387363,1.862181602,2,1,228.9663245,278.7416124,206.8206257,232.875636,425.0959966,-0.140270113,-0.336980408,-0.03854705,-0.157199735,-0.759010193
SCPT,182797,24,24.5,24.25,195,3.230442733,0.025173448,0.191069159,2.261772443,2,1,180.1135896,219.2687178,143.2541717,186.8002835,374.7839406,0.079411853,-0.117298441,0.308379082,0.042959515,-0.653350143
SCPT,182797,24.5,25,24.75,198,1.107364926,0.004965124,0.722987982,2.577534185,2,1,128.3357752,156.2348568,82.96752706,140.7245112,302.643313,0.433616958,0.236906663,0.86981774,0.341462873,-0.424287897
SCPT,182797,25,25.5,25.25,193,1.070231578,0.004838852,0.729703618,2.592724217,2,1,127.2916429,154.9637392,80.19384529,140.5150781,303.0852012,0.416209334,0.21949904,0.878243419,0.317375388,-0.451323769
SCPT,182797,25.5,26,25.75,197,1.080939873,0.004835445,0.760865703,2.587132898,2,1,127.5914153,155.3286796,79.39646721,141.4775887,304.5871279,0.434370638,0.237660344,0.908749855,0.331062408,-0.435753452
SCPT,182797,26,26.5,26.25,202,1.24257196,0.005808051,0.763891534,2.5369176,2,1,133.800547,162.8876224,86.68916749,147.3434302,313.7760168,0.411917462,0.215207167,0.845938764,0.315501576,-0.440411712
SCPT,182797,26.5,27,26.75,197,1.151622781,0.004813628,0.790073091,2.551376447,2,1,129.9922045,158.2513794,80.51943117,144.2400882,307.5007684,0.415729245,0.219018951,0.894705192,0.311724539,-0.445273857
SCPT,182797,27,27.5,27.25,198,1.099285713,0.004633685,0.824482108,2.571669044,2,1,128.095169,155.9419448,76.58524022,143.5621139,307.3127691,0.435493535,0.238783241,0.949862659,0.32149924,-0.43959899
SCPT,182797,27.5,28,27.75,202,1.130284345,0.004376437,0.819736079,2.548412927,2,1,129.0169737,157.0641419,77.03788131,144.1546166,306.4531555,0.448323722,0.251613428,0.963970431,0.337381247,-0.41679721
SCPT,182797,28,28.5,28.25,198,1.133891884,0.004338537,0.836915223,2.545354265,2,1,129.1840984,157.2675981,76.11899135,144.8629042,307.5561719,0.427028524,0.23031823,0.955969239,0.312479224,-0.440390713
SCPT,182797,28.5,29,28.75,200,1.166665605,0.004549157,0.85565239,2.53629078,2,1,130.5593364,158.9418008,76.91606048,146.7459669,310.8996072,0.426489558,0.229779264,0.955602663,0.309614391,-0.441152687
SCPT,182797,29,29.5,29.25,200,1.172,0.0045,0.8775,2.532197231,2,1,130.5237112,158.898431,76.40991081,147.0500043,311.1259567,0.426762462,0.230052167,0.962204956,0.307544672,-0.441880469
SCPT,57345,0,0.5,0.25,112,10.03012496,0.090556188,0.005495615,1.821922569,2,1,132.4076816,161.1919602,242.7123691,67.29237195,137.9379092,-0.167386789,-0.364097083,-0.773378205,0.509451985,-0.20830478
SCPT,57345,0.5,1,0.75,107,3.006906517,0.12034704,0.004587604,2.698404039,2,1,135.4649749,164.9138825,310.333913,79.36224225,188.933076,-0.235884285,-0.432594579,-1.064820022,0.298806118,-0.568564023
SCPT,57345,1,1.5,1.25,114,3.235859518,0.04276356,0.024856811,2.359740829,2,1,131.8598088,160.5249846,220.6093568,85.26679864,188.9107091,-0.145540855,-0.342251149,-0.660195073,0.2904133,-0.505076017
SCPT,57345,1.5,2,1.75,84,1.8051232,0.022368573,0.074958603,2.562678415,2,1,118.1245978,143.8038582,190.9741822,81.70152545,188.5341637,-0.340923182,-0.537633477,-0.821321448,0.027744126,-0.808462431
SCPT,57345,2,2.5,2.25,98,0.666482921,0.023261331,0.056024244,3.179601686,2,1,100.4593741,122.2983684,182.3352185,76.20647583,200.5868426,-0.024785929,-0.221496223,-0.620879374,0.251521035,-0.716279805
SCPT,57345,2.5,3,2.75,87,1.612494884,0.022152686,0.021375822,2.636110776,2,1,122.0620272,148.5972505,183.5234374,91.1790295,211.153837,-0.338621216,-0.535331511,-0.746434265,-0.046916812,-0.886678834
SCPT,57345,3,3.5,3.25,102,7.218929541,0.027511299,0.02801692,1.8034717,2,1,159.6510396,194.3577873,189.102833,120.7060436,229.1436012,-0.448017617,-0.644727912,-0.617318144,-0.168385384,-0.809376073
SCPT,57345,3.5,4,3.75,124,6.756353903,0.024241363,0.06949827,1.812646189,2,1,159.1319037,193.7257958,184.1264715,123.135438,233.6397613,-0.249451875,-0.44616217,-0.395341301,0.006996694,-0.633498882
SCPT,57345,4,4.5,4.25,139,2.701204208,0.019519807,0.020340912,2.293451402,2,1,139.4028745,169.7078472,171.2342629,109.7512185,232.9029719,-0.002894185,-0.19960448,-0.208558644,0.236257779,-0.516148004
SCPT,57345,4.5,5,4.75,119,1.621380985,0.01518143,0.015528014,2.551022127,2,1,127.360838,155.0479766,157.9108515,103.0150485,230.9960583,-0.067900808,-0.264611103,-0.28290715,0.144248414,-0.663277154
SCPT,57345,5,5.5,5.25,118,1.163643773,0.01779262,0.005412317,2.777529744,2,1,122.2047332,148.7709796,154.2067504,102.3279231,241.2832543,-0.035013155,-0.231723449,-0.267609613,0.142502036,-0.715286948
SCPT,57345,5.5,6,5.75,110,0.975965631,0.026242253,0.005197589,2.976697497,2,1,122.7778842,149.4687286,158.3459279,105.6848807,259.3711825,-0.109896538,-0.306606832,-0.364301691,0.040018523,-0.857779807
SCPT,57345,6,6.5,6.25,113.5,3.087739865,0.042352243,0.028303522,2.379156404,2,1,159.4952561,194.1681378,189.0331134,132.8574402,284.3343772,-0.340211342,-0.536921637,-0.510119366,-0.157473838,-0.918348093
SCPT,57345,6.5,7,6.75,141,6.810463676,0.032765591,0.07243382,1.859752419,2,1,175.8181734,214.0395154,190.0245543,148.9068783,282.0690219,-0.220690465,-0.417400759,-0.298393406,-0.054561243,-0.693391909
SCPT,57345,7,7.5,7.25,127,2.458359364,0.019763336,0.035229662,2.353727409,2,1,146.9645828,178.9134051,159.6837962,125.7796885,266.9343184,-0.146004538,-0.342714832,-0.229008499,0.009655214,-0.742815543
SCPT,57345,7.5,8,7.75,124,1.082577923,0.020143065,0.046695548,2.84905432,2,1,127.0365316,154.6531689,141.5519412,114.0437225,270.5100826,-0.02419313,-0.220903424,-0.13238516,0.08369966,-0.780027806
SCPT,57345,8,8.5,8.25,123,0.914580179,0.019363873,0.094646726,2.943275232,2,1,122.6476601,149.3101949,133.145703,112.8920558,273.0829191,0.002868663,-0.193841632,-0.079259685,0.085752251,-0.797591127
