NZTM_X,NZTM_Y,Vs30,xcoord,ycoord
1891541.17,5776418.95,233.26,176.3252779,-38.11302992
1891522.76,5820048.31,160.24,176.3074231,-37.72046341
1891520.37,5820094.66,162.87,176.3073775,-37.7200471
1891520.04,5776497.85,196.31,176.3250051,-38.11232683
1891518.38,5776447.96,203.13,176.3250065,-38.11277625
1891514.28,5820251.9,188.33,176.3072455,-37.71863415
1891503.57,5813238.8,176.26,176.309937,-37.78174298
1891499.79,5820203.87,175.52,176.3071006,-37.71907095
1891498.66,5820178.78,181.41,176.3070979,-37.71929707
1891497.84,5820148.47,180.03,176.3071007,-37.71957007
1891494.55,5820097.52,171.53,176.3070838,-37.72002958
1891492.66,5813237.07,157.44,176.309814,-37.78176203
1891490.37,5820009.26,166.63,176.3070718,-37.7208251
1891476.28,5813242.77,133.66,176.309626,-37.78171596
1891476.11,5813738.31,191.83,176.3094251,-37.77725706
1891466.51,5813710.52,198.16,176.3093274,-37.77751018
1891464.33,5820154.92,160.57,176.3067185,-37.71952269
1891450.02,5813241.03,186.27,176.309329,-37.78173999
1891445.84,5813346.26,202.31,176.3092394,-37.78079444
1891435.09,5813321.8,206.32,176.3091273,-37.78101796
1891418.27,5816502.15,115.18,176.3076604,-37.75240591
1891417.06,5814720.57,178.45,176.3083614,-37.76843732
1891399.68,5814747.97,142.5,176.3081534,-37.76819631
1891397.64,5814787.72,171.91,176.3081143,-37.76783928
1891358.22,5820190.79,156.71,176.3055022,-37.71923367
1891355.22,5821372.17,202.93,176.3049954,-37.7086042
1891325.47,5814672.05,141.07,176.3073426,-37.76890309
1891319.59,5814635.7,156.76,176.3072906,-37.76923205
1891314.83,5814796.9,164.73,176.3071719,-37.76778305
1891305.62,5814645.71,159.39,176.3071282,-37.76914643
1891276.97,5814821.81,169.95,176.3067328,-37.76757096
1891273.49,5814727.48,141.49,176.3067312,-37.76842087
1891267.25,5821456.39,250.97,176.3039654,-37.70787432
1891262.56,5821128.42,238.63,176.3040434,-37.71082699
1891257.5,5821106.53,228.85,176.3039949,-37.71102557
1891240.85,5821124.23,235.24,176.3037992,-37.71087159
1891240.1,5819369.46,70.39,176.3044928,-37.72666179
1891238.19,5819382.13,130.78,176.3044661,-37.72654839
1891228.47,5814642.22,176.94,176.3062551,-37.7692024
1891227.31,5819368.4,368.51,176.3043483,-37.7266754
1891225.42,5821106.53,234.35,176.3036315,-37.71103577
1891222.56,5819376.93,102.84,176.3042911,-37.72660015
1891221.42,5821143.86,231.01,176.3035713,-37.71070113
1891214.29,5814591.11,174.31,176.3061148,-37.76966681
1891213,5814823.95,155.36,176.3060068,-37.76757208
1891202.97,5814780.68,142.49,176.3059105,-37.76796462
1891202.97,5814780.68,157.07,176.3059105,-37.76796462
1891181.07,5821123.3,247.51,176.3031225,-37.71089895
1891180.5,5821154.8,244.47,176.3031034,-37.71061569
1891165.97,5814664.9,163.52,176.3055375,-37.76901821
1891159.17,5820215.49,157.51,176.3032375,-37.71907468
1891156.34,5821128.82,238.02,176.3028402,-37.71085714
1891134.78,5821154.06,237.59,176.3025859,-37.71063687
1891132.45,5814681.68,170.69,176.3051508,-37.76887789
1891120.17,5821102.92,257.74,176.3024409,-37.71110168
1891116.26,5821060.59,257.18,176.3024135,-37.71148382
1891112.58,5821082.31,270.74,176.3023631,-37.71128955
1891108.33,5821104.57,261.16,176.3023061,-37.7110906
1891104.45,5821062.37,266.79,176.302279,-37.71147156
1891103.72,5821029.22,262.39,176.302284,-37.71177008
1891102.68,5816573.21,143.67,176.3040554,-37.75186692
1891098.89,5820995.26,269.31,176.3022429,-37.7120772
1891095.04,5821013.88,269.31,176.3021918,-37.71191088
1891094.57,5814630.74,187.48,176.3047419,-37.76934832
1891090.81,5814581.01,189.21,176.3047192,-37.769797
1891090.04,5820906.25,249.22,176.3021782,-37.71288095
1891089.11,5820936.18,263.65,176.3021557,-37.71261193
1891086.23,5821138.41,263.62,176.3020422,-37.71079311
1891084.71,5821153.21,242.91,176.3020191,-37.71066042
1891083.91,5814730.41,170.81,176.3045811,-37.76845486
1891081.84,5821126.82,241.83,176.3019972,-37.7108988
1891076.23,5821039.87,247.74,176.3019684,-37.71168298
1891075.39,5820971.16,261.8,176.3019863,-37.71230153
1891073.66,5820932.51,244.27,176.3019822,-37.71264986
1891073.29,5820213.76,159.83,176.3022653,-37.71911753
1891072.78,5821143.8,257.26,176.3018877,-37.71074888
1891068.5,5818549.01,127.92,176.302877,-37.73409899
1891067.92,5821096.7,262.47,176.3018515,-37.71117425
1891065.83,5820916.81,245.47,176.3018998,-37.71279362
1891062.81,5818562.88,131.66,176.302807,-37.73397599
1891062.68,5820999.9,257.73,176.3018309,-37.71204695
1891059.9,5820944.96,246.21,176.3018213,-37.7125422
1891054.65,5821154.73,265.45,176.301678,-37.71065629
1891051.91,5820961.79,264.05,176.3017241,-37.7123933
1891050.35,5821044.65,255.02,176.3016733,-37.71164819
1891048.44,5821139.21,246.37,176.3016139,-37.71079791
1891042.93,5821001.73,245.02,176.3016064,-37.71203675
1891042,5820929.13,251.62,176.3016249,-37.71269033
1891029.56,5820954.18,232.7,176.301474,-37.71246887
1891029.51,5820991.88,258.12,176.3014584,-37.71212965
1891028.87,5821046.53,247.48,176.3014293,-37.71163809
1891025.39,5821098.3,241.77,176.3013692,-37.71117335
1891023.42,5820970.16,250.01,176.3013981,-37.71232703
1891016.19,5821005.46,259.65,176.3013021,-37.71201168
1891008.81,5821148.95,255.66,176.3011611,-37.71072285
1891002.32,5821052.24,258.28,176.3011263,-37.71159514
1890994.77,5814649.14,156.51,176.3036032,-37.7692145
1890988.04,5821000.96,246.93,176.300985,-37.71206111
1890983.94,5820958.37,249.35,176.3009556,-37.71244565
1890959.4,5820223.69,165.95,176.3009712,-37.71906434
1890925.69,5814005.33,206.27,176.3030781,-37.77502963
1890919.55,5813963.87,184.06,176.3030251,-37.77540465
1890914.02,5816670.34,162.84,176.3018784,-37.7510529
1890907.32,5813987.19,188.78,176.3028772,-37.77519871
1890904.33,5814561.29,162.29,176.3026132,-37.77003377
1890893.65,5813962.45,182.36,176.3027321,-37.77542567
1890882.26,5814693.72,184.44,176.30231,-37.76884915
1890880.71,5814257.12,199.38,176.3024673,-37.77277827
1890879.66,5814274.83,179.04,176.3024483,-37.77261925
1890847.37,5813998.31,224.63,176.3021931,-37.77511771
1890845.92,5813972.14,202.04,176.3021871,-37.77535366
1890833,5816772.44,146.01,176.3009194,-37.75015992
1890832.3,5816777.58,150.06,176.3009094,-37.75011389
1890817.96,5814258.89,193.73,176.3017553,-37.7727823
1890817.08,5814278.81,175.17,176.3017373,-37.77260334
1890810,5517847,228.9,176.4286181,-40.43919504
1890807.93,5813972.41,205.53,176.3017563,-37.77536331
1890783.1,5814624.66,158.9,176.3012136,-37.7695021
1890761.84,5814706.03,146.15,176.30094,-37.76877667
1890759.36,5820232.3,164.93,176.2987018,-37.71905036
1890752.7,5813874.6,172.71,176.3011694,-37.77626099
1890747.05,5813822.03,182.15,176.3011264,-37.77673582
1890703.31,5821864.13,229.57,176.2974154,-37.70438432
1890667.58,5814571.23,146.15,176.2999255,-37.77001959
1890572.06,5820868.07,188.85,176.2963263,-37.71338887
1890565.78,5820804.96,169.54,176.2962804,-37.71395875
1890563.04,5820850.16,194.52,176.2962313,-37.71355289
1890562.32,5820238.2,154.72,176.2964674,-37.71905977
1890519.82,5775676.06,215.88,176.3139489,-38.12004314
1890513.87,5822226.42,265.3,176.2951254,-37.70118433
1890506.2,5775678.1,206.38,176.313793,-38.12002916
1890422.39,5821990.06,270.01,176.2941836,-37.70334018
1890410.01,5821957.49,274.71,176.2940564,-37.70363718
1890390.78,5821963.85,251.37,176.293836,-37.70358604
1890383.27,5821976.34,244.03,176.293746,-37.70347603
1890362.78,5820266.02,136.24,176.2941959,-37.71887269
1890359.46,5821702.87,190.63,176.2935853,-37.70594437
1890350.5,5821416.54,246.49,176.293598,-37.70852373
1890348.32,5817812.17,140.73,176.2950114,-37.74095794
1890313.59,5813469.4,275.72,176.2963535,-37.7800466
1890297.21,5813398.51,174.31,176.2961961,-37.78068969
1890289.36,5813320.91,235.75,176.2961382,-37.78139045
1890287.95,5813346.28,266.79,176.296112,-37.78116261
1890256.91,5820962.64,173.67,176.2927189,-37.71263775
1890256.46,5820957.94,167.61,176.2927157,-37.71268019
1890256.28,5822063.6,244.74,176.292273,-37.70273104
1890252.03,5821882.5,263.6,176.292297,-37.704362
1890251.1,5813468.59,310.25,176.2956453,-37.78007373
1890250.34,5820956.22,162.81,176.292647,-37.7126976
1890247.97,5813401.24,276,176.2956368,-37.78068076
1890238,5821902.89,259,176.29213,-37.70418296
1890201.8,5813471.85,267.9,176.2950851,-37.78006005
1890181.25,5813417.24,271.75,176.294874,-37.78055796
1890172.84,5820328.33,145.45,176.2920195,-37.71837216
1890124.91,5822089.12,255.56,176.290775,-37.70254297
1890071.24,5820375.35,140.68,176.2908498,-37.71798122
1890069,5821988,258.33,176.2901821,-37.70347059
1890051.78,5822133.7,250.2,176.289929,-37.70216496
1890042,5821992,259.86,176.2898747,-37.70344314
1890024.81,5775947.22,148.75,176.3082009,-38.1177624
1889994.88,5820419.54,145.04,176.2899672,-37.71760775
1889993.79,5775909.54,166.23,176.3078629,-38.11811139
1889990.7,5775777.5,184.07,176.3078814,-38.11930044
1889987.01,5775970.57,153.58,176.3077609,-38.11756444
1889979.91,5821758.35,247.25,176.2892645,-37.70556527
1889978,5776179,163.21,176.3075736,-38.11569195
1889973.1,5775816.7,179.15,176.307665,-38.11895338
1889971.33,5776136.11,156.3,176.307515,-38.11608
1889968.34,5821811.09,235.29,176.2891124,-37.70509435
1889967.22,5775915.49,162.21,176.3075579,-38.11806639
1889967,5813001.56,307.8,176.2926111,-37.78436636
1889955.54,5776124.45,171.01,176.30734,-38.11618998
1889954.03,5776118.94,166.51,176.307325,-38.11624004
1889946.89,5776157.43,160.56,176.307228,-38.11589601
1889945.64,5822087.49,242.8,176.2887453,-37.70261435
1889938.78,5820521.75,123.75,176.289291,-37.71670577
1889938.06,5812834.21,266.94,176.2923498,-37.7858814
1889932.53,5775945.39,165.99,176.3071506,-38.11780849
1889926.31,5775861.38,168.38,176.3071139,-38.11856638
1889919.65,5775933.78,198.77,176.3070087,-38.11791709
1889912.86,5775769.66,185.3,176.306998,-38.11939596
1889909.4,5812939.71,312.7,176.2919827,-37.78494117
1889908.97,5775930.06,159.46,176.3068885,-38.11795398
1889907.23,5812839.91,299.95,176.291998,-37.78583989
1889897.65,5821778.21,250.71,176.2883249,-37.70541257
1889892.33,5775905.71,153.07,176.3067089,-38.11817842
1889890.78,5775783.4,187.23,176.3067409,-38.11927942
1889889,5821825,221.16,176.2882083,-37.70499427
1889877.05,5820125.71,166.88,176.2887495,-37.72028904
1889867.44,5775815.91,181.51,176.3064619,-38.1189944
1889852.56,5821850.72,226.52,176.2877854,-37.70477435
1889851.18,5775507.96,206.31,176.3064018,-38.12177045
1889818.66,5820514.48,168.95,176.2879332,-37.71680918
1889812.21,5820067.53,154.18,176.2880381,-37.72083308
1889810.53,5820184.45,98.9,176.2879725,-37.71978151
1889744.85,5817857.2,177.56,176.2881554,-37.74074391
1889736.25,5820120.01,153.57,176.2871567,-37.72038487
1889734.51,5813655.03,232.71,176.2897142,-37.77855992
1889711.16,5819996.88,135.56,176.2869215,-37.72150078
1889704.18,5819605.3,158.95,176.2869983,-37.7250266
1889700.9,5819607.41,169.11,176.2869603,-37.72500865
1889693.43,5820447.83,178.53,176.2865412,-37.71744853
1889688.81,5820585.48,177.4,176.2864341,-37.71621135
1889678.96,5820762.78,164.65,176.286252,-37.71461903
1889673.88,5820087.78,165.97,176.286463,-37.72069461
1889667.11,5820148.41,134.41,176.2863622,-37.72015117
1889667,5738726,245.85,176.319359,-38.45277037
1889664.28,5819600.36,162.53,176.2865483,-37.72508367
1889657.65,5822529.62,241.33,176.2853079,-37.69872687
1889648.06,5813471.03,288.68,176.2888075,-37.78024301
1889644.79,5822464.46,247.51,176.2851882,-37.69931727
1889640.92,5773037.01,254.72,176.3050106,-38.14407069
1889640.23,5822449.21,251.33,176.2851426,-37.69945594
1889639.73,5822504.54,243.94,176.285115,-37.69895821
1889636.47,5775585.22,175.83,176.303925,-38.12114416
1889636.05,5820774.38,160.18,176.2857613,-37.71452821
1889635.19,5820825.53,87.53,176.2857312,-37.71406821
1889632.53,5820800.06,137.27,176.2857112,-37.71429824
1889630,5738690,238.47,176.3189505,-38.45310627
1889628.16,5813565.29,359.76,176.2885443,-37.77940113
1889627.79,5822547.68,252.14,176.2849626,-37.69857378
1889626.72,5822450.86,247.14,176.284989,-37.69944536
1889626.57,5775605.58,179.42,176.3038039,-38.12096414
1889624.85,5772984.12,258.58,176.304849,-38.14455174
1889623.31,5822526.78,246.62,176.2849202,-37.69876327
1889622.49,5822478.2,244.29,176.2849302,-37.69920067
1889621.02,5820773.8,182.6,176.2855913,-37.71453818
1889619.01,5772977.88,261.65,176.304785,-38.14460975
1889618.54,5820527.18,184.63,176.2856613,-37.71675817
1889615.08,5813615.03,292.06,176.2883762,-37.77895769
1889611.35,5820498.53,183.25,176.2855912,-37.71701825
1889609.9,5820774.35,204,176.2854651,-37.71453674
1889609.83,5775598.84,172.69,176.303616,-38.12103015
1889608.22,5820459.75,186.1,176.2855712,-37.7173682
1889602,5738728,249.34,176.3186144,-38.45277346
1889600.77,5820109.01,140.62,176.2856264,-37.72052668
1889599.57,5775559.98,170.74,176.3035149,-38.12138309
1889595,5738675,260.81,176.3185562,-38.45325258
1889589.67,5820534.86,187.79,176.2853312,-37.71669818
1889583.37,5820506.18,193.3,176.2852712,-37.71695825
1889576.14,5820841.69,137.85,176.2850559,-37.71394145
1889576.03,5820473.1,163.06,176.2852013,-37.71725824
1889575.91,5820469.77,185.1,176.2852012,-37.71728824
1889571.08,5813681.73,295.2,176.2878507,-37.77837143
1889569.43,5775571.5,159.27,176.303167,-38.1212891
1889567,5738701,253.37,176.3182251,-38.45302774
1889560.53,5821847.57,227.16,176.2844791,-37.70489497
1889559.88,5775549.83,159.03,176.303067,-38.12148715
1889556.25,5820575.07,140.4,176.2849366,-37.71634691
1889555.41,5820633.28,145.85,176.284904,-37.71582338
1889552.12,5813471.2,301.22,176.2877198,-37.78027186
1889543.88,5822131.76,214.91,176.2841776,-37.70234295
1889537.09,5813496.34,278.38,176.2875393,-37.7800504
1889537.04,5821847.51,208.69,176.2842131,-37.70490293
1889536,5738745,253.15,176.3178523,-38.45264192
1889531,5819733.97,172.32,176.2849852,-37.72392351
1889529.97,5820787.32,175.76,176.2845545,-37.71444529
1889527.97,5820671.15,115.43,176.2845781,-37.71549127
1889527.58,5820692.99,135.93,176.284565,-37.71529487
1889525.79,5822214.9,248.75,176.2839397,-37.70160052
1889525,5738679,255.4,176.3177537,-38.4532393
1889521.28,5775290.75,199.62,176.3027325,-38.12383064
1889519.01,5775985.02,147.87,176.3024249,-38.11758453
1889518.86,5821842.7,217.69,176.2840091,-37.70495196
1889516.01,5820626.63,155.29,176.2844603,-37.71589567
1889512.58,5821827.14,215.54,176.2839442,-37.70509396
1889512.17,5820523.14,177.53,176.284458,-37.71682813
1889512.17,5821828.05,204.97,176.2839392,-37.7050859
1889511.05,5821806.3,205.12,176.2839351,-37.70528197
1889509.41,5822010.57,185.09,176.2838354,-37.70344436
1889501.2,5821449.65,167.21,176.2839653,-37.7084944
1889498.26,5775307.3,208.58,176.3024635,-38.12368911
1889497.25,5820607.44,172.68,176.2842554,-37.71607427
1889485.04,5820652.81,138.41,176.2840991,-37.71566987
1889483.14,5820607.94,184.83,176.2840954,-37.71607423
1889479.71,5813567.56,215.83,176.2868604,-37.77942771
1889479.31,5773499.17,242.58,176.3029816,-38.13996418
1889476.48,5820800.32,125.23,176.2839435,-37.7143452
1889475.09,5773427.26,255.02,176.3029627,-38.14061255
1889474.5,5820040.06,161.58,176.2842234,-37.72118702
1889465.09,5820641.53,144.09,176.2838776,-37.71577767
1889453.95,5820042.89,196.7,176.2839894,-37.72116805
1889428.34,5820790.09,109.03,176.2834022,-37.71445246
1889427.2,5820661.96,160.73,176.2834403,-37.7156058
1889411.18,5775289.1,13.53,176.3014791,-38.12388078
1889409.7,5822723.22,252.37,176.282423,-37.69706303
1889408.05,5775802.55,144.72,176.3012352,-38.1192619
1889400.87,5820708,136.02,176.2831237,-37.71519982
1889399.89,5822720.46,249,176.282313,-37.69709097
1889383.42,5773502.76,237.55,176.3018877,-38.13996262
1889326.67,5774408.48,222.67,176.3008737,-38.13183142
1889321.57,5775069.1,232.17,176.3005476,-38.12588899
1889320.12,5822033.2,310.85,176.2816825,-37.70330047
1889315.38,5822054.25,280.23,176.2816205,-37.70311255
1889305.19,5774408.02,232.61,176.3006292,-38.13184244
1889305.05,5774863.51,224.32,176.3004428,-38.12774412
1889304.44,5775057.5,245.39,176.3003572,-38.12599885
1889286.84,5774368.18,231.27,176.3004363,-38.13220679
1889283.52,5774857.27,238.34,176.3002001,-38.12780716
1889275.75,5774851.25,237.61,176.3001141,-38.12786382
1889270.67,5774390.93,231.21,176.3002429,-38.13200727
1889262.68,5774399.28,217.63,176.3001485,-38.1319347
1889128.77,5820909.63,152.57,176.2799614,-37.71347133
1889098.65,5821645.2,194.34,176.2793282,-37.70686177
1889095.22,5821662.42,194.95,176.2792826,-37.7067079
1889076.75,5821645.61,192.02,176.27908,-37.70686499
1889070.13,5822274.9,212.2,176.2787553,-37.70120437
1889033.8,5773474.82,234.89,176.297916,-38.14032604
1889008.09,5773461.27,258.9,176.2976285,-38.14045619
1889005.5,5820993.2,206.84,176.278532,-37.7127582
1888986.27,5773452.18,261.99,176.2973836,-38.14054496
1888944.14,5773415.81,244.21,176.2969184,-38.1408857
1888931.42,5773039.58,217.34,176.296926,-38.14427499
1888927.55,5822710.41,265.6,176.2769679,-37.69733034
1888921.72,5773026.87,213.71,176.2968206,-38.14439245
1888920,5545350,365.22,176.3939512,-40.19250756
1888881.41,5821087.11,136.49,176.2770891,-37.71195227
1888861.5,5772259.31,251.52,176.2964457,-38.15131802
1888832.68,5822705.52,231.32,176.2758954,-37.69740423
1888828.06,5731458.87,209.9,176.3127554,-38.51842508
1888827.1,5772382.56,233.43,176.2960037,-38.15022006
1888821.12,5772323.2,248.36,176.2959596,-38.15075608
1888820.35,5822729.17,227.91,176.2757464,-37.69719529
1888819.4,5736772.1,196.41,176.3104655,-38.47062448
1888815.7,5821145.82,155.99,176.2763215,-37.71144467
1888814.34,5731441.58,210.25,176.3126054,-38.51858509
1888793,5772366.44,236.85,176.2956217,-38.15037602
1888779.75,5772319.56,253.24,176.2954897,-38.15080208
1888773,5774401,228.34,176.2945696,-38.13207597
1888772.72,5731449.75,208.47,176.3121254,-38.51852508
1888772.1,5772430.42,240.34,176.2953576,-38.14980704
1888764,5774391,228.98,176.2944712,-38.13216883
1888763.21,5822840.17,239.3,176.2750553,-37.69621444
1888754.59,5731528.21,218.35,176.3118854,-38.51782505
1888750,5820696.97,180.67,176.2757553,-37.71550438
1888747.36,5772373.73,239.96,176.2950987,-38.15032503
1888743.95,5772455.54,205.26,176.2950267,-38.14959002
1888737.57,5731492.14,214.56,176.3117054,-38.51815509
1888697.1,5772386.85,238.8,176.2945207,-38.15022307
1888651.57,5821280.57,141.23,176.274409,-37.71028381
1888641.17,5731749.03,190.21,176.3104954,-38.5158751
1888632.68,5774040.67,234.35,176.293117,-38.13536301
1888608.11,5822142.16,184.5,176.2735754,-37.70254439
1888591.91,5772428.58,239.23,176.2933053,-38.14988124
1888590.43,5772428.2,239.23,176.2932886,-38.14988513
1888555.6,5821371.14,106.49,176.2732861,-37.70949902
1888541.95,5821383.86,148.87,176.2731264,-37.70938886
1888499,5773379,225.51,176.2918619,-38.14135929
1888466,5773389,216.62,176.2914819,-38.14127986
1888458.95,5821484.16,132.62,176.2721466,-37.70851242
1888416.83,5775458.45,183.68,176.2900848,-38.12267508
1888409.42,5775447.6,162.99,176.2900048,-38.12277507
1888386.69,5773301.79,246.33,176.2906136,-38.1420899
1888382.34,5774290.78,248.48,176.290164,-38.13319257
1888378.15,5821573.57,159,176.271196,-37.70773327
1888373.07,5822971.51,279.96,176.2705851,-37.69515532
1888372.52,5773329.23,226.11,176.290441,-38.14184753
1888371,5773362,216.62,176.2904105,-38.14155316
1888370.45,5773336.35,215.73,176.2904146,-38.14178413
1888366.92,5822988.64,276.97,176.2705087,-37.6950031
1888356.67,5774289.8,261.9,176.289872,-38.13320958
1888334.32,5774322.71,241.81,176.2896041,-38.1329206
1888334.08,5774296.52,247.78,176.2896119,-38.13315633
1888329.39,5821641.16,124.79,176.270617,-37.70714039
1888322.64,5774332.57,243.94,176.289467,-38.13283562
1888322.01,5774270.25,254.53,176.289485,-38.13339656
1888309.18,5774344.16,232.62,176.289309,-38.13273563
1888298,5773389,188.61,176.2895679,-38.14133354
1888291.15,5774308.57,254.67,176.289118,-38.13306162
1888287.37,5774367.61,225.09,176.2890511,-38.13253159
1888279.47,5774377.67,215.3,176.288957,-38.1324436
1888277.67,5774240.37,252.21,176.288992,-38.13367957
1888274.69,5774335.69,242.82,176.2889195,-38.13282285
1888269.53,5774293,254.46,176.288878,-38.13320862
1888262.54,5774323.59,241.35,176.288786,-38.13293561
1888258.67,5774236.82,247.96,176.288777,-38.13371758
1888251.67,5774405.55,208.09,176.2886291,-38.13220162
1888249.06,5774372.82,192.61,176.2886126,-38.13249695
1888242.57,5774334.75,226.38,176.288554,-38.13284157
1888237.34,5774395.06,208.06,176.2884701,-38.13230058
1888236.5,5821712.29,184.34,176.2695367,-37.70652953
1888232.45,5774306.88,239.66,176.28845,-38.13309557
1888226.67,5774287.37,238.83,176.288392,-38.13327296
1888223.61,5774248.18,254.81,176.288373,-38.13362656
1888222.7,5774383.35,217.62,176.288308,-38.13241061
1888219.66,5774327.45,226.47,176.288296,-38.13291456
1888210.47,5774258.87,248.59,176.288219,-38.13353457
1888205.57,5774373.18,215.18,176.288117,-38.13250759
1888196,5773414,169.32,176.2883957,-38.14114117
1888190.74,5774365.93,185.51,176.287951,-38.13257756
1888188.59,5774292.87,257.18,176.287956,-38.13323563
1888186,5823154,242.03,176.2683945,-37.69357195
1888182.55,5774341.57,162.71,176.2878675,-38.13279936
1888175,5823143,200.11,176.2682743,-37.69367439
1888168,5773415,192.98,176.2880763,-38.14114111
1888166.02,5774324.79,231.45,176.287686,-38.13295562
1888155.53,5774340.83,176.36,176.28756,-38.13281464
1888076.76,5821830.45,181.57,176.2676807,-37.70551646
1888063,5518262,215.34,176.3960975,-40.43641835
1888063,5518262,257.79,176.3960975,-40.43641835
1888042,5773490,225.27,176.2866105,-38.14050649
1888038.67,5773434.77,183.35,176.2865948,-38.1410045
1888016.52,5821866.63,101.44,176.2669841,-37.70520981
1888013,5773522,260.42,176.2862671,-38.14022781
1888012.76,5773446.8,182.14,176.2862948,-38.14090453
1888001,5518282,222.04,176.3953587,-40.43625994
1888001,5518282,251.78,176.3953587,-40.43625994
1887987.64,5773481.03,183.23,176.2859948,-38.14060455
1887970.52,5822620.06,222.68,176.2661653,-37.69844439
1887969.15,5823324.38,231.82,176.2658715,-37.69210687
1887966.57,5773381.76,230.87,176.2857948,-38.14150448
1887960.56,5773459.76,164.16,176.2856948,-38.14080457
1887945.79,5773879.32,167.83,176.2853571,-38.13703415
1887944.99,5773515.89,237.01,176.2854948,-38.14030449
1887944,5773592,243.58,176.2854528,-38.13961998
1887942.47,5773892.52,171.03,176.285314,-38.13691644
1887937.81,5774006.47,229.5,176.2852148,-38.13589262
1887935.24,5773869.53,138.36,176.2852409,-38.1371256
1887932,5518322,240.07,176.3945285,-40.43592409
1887932,5518322,248.51,176.3945285,-40.43592409
1887924.31,5773427.71,161.8,176.2852948,-38.14110452
1887921.56,5773350.01,249.02,176.2852948,-38.14180452
1887916.88,5821947.52,146.83,176.2658236,-37.70451321
1887907,5773634,251.92,176.2850143,-38.13925387
1887899.98,5773484.14,233.93,176.2849948,-38.14060453
1887895.92,5773998.51,270.54,176.2847408,-38.1359776
1887894.36,5773573.25,231.99,176.2848948,-38.13980452
1887884.92,5773306.85,236.38,176.2848948,-38.14220456
1887872,5773669,257.54,176.2846014,-38.13895011
1887871.48,5773925.8,123.85,176.2844918,-38.13663963
1887863.73,5773452.08,162.9,176.2845948,-38.14090456
1887857.72,5773530.09,235.89,176.2844948,-38.14020456
1887852.21,5773374.69,223.13,176.2844948,-38.14160458
1887848.2,5774078.77,178.87,176.2841648,-38.13527065
1887846.26,5773952.15,153.76,176.2841938,-38.13641058
1887844.43,5823469.18,263.97,176.2644019,-37.690843
1887843.12,5773905.58,153.33,176.2841769,-38.13683061
1887838,5773705,241.23,176.2841995,-38.13863703
1887836,5773705,249.88,176.2841767,-38.13863767
1887834.96,5773630.92,250.75,176.2841948,-38.13930456
1887833.53,5774080.96,194.71,176.2839968,-38.13525562
1887831.14,5773275.42,236.42,176.2842948,-38.14250451
1887829.85,5773486.63,219.49,176.2841948,-38.14060449
1887817.66,5774061.52,220.58,176.2838239,-38.1354356
1887814.67,5772967.72,165.4,176.2842314,-38.1452784
1887813.25,5823273.47,219.05,176.2641261,-37.69261392
1887811.45,5823483.7,259.92,176.2640228,-37.69072269
1887811.1,5773923.05,139.99,176.283805,-38.13668363
1887809.21,5773919.78,124.18,176.2837848,-38.13671365
1887808.38,5774069.85,211.93,176.2837148,-38.13536361
1887806.7,5773576.36,234.53,176.2838948,-38.13980449
1887802.53,5822044.57,164.45,176.2644901,-37.70367579
1887801.86,5773687.66,271.8,176.2837948,-38.13880458
1887801.7,5773905.6,143.06,176.283705,-38.13684364
1887800.76,5774117.35,145.35,176.2836088,-38.13493864
1887797.83,5773920.19,140.88,176.283655,-38.13671359
1887797.05,5823279.81,221.63,176.2639402,-37.69256195
1887793.6,5773454.57,181.44,176.2837948,-38.14090452
1887793.01,5773873.9,136.34,176.2836188,-38.13713164
1887792.37,5772938.84,208.09,176.283989,-38.14554537
1887790.85,5773376.87,158.95,176.2837948,-38.14160453
1887789.05,5773789.14,192.78,176.2836079,-38.13789556
1887787.68,5773906.1,145.34,176.2835451,-38.13684361
1887784.68,5773817.07,146.53,176.2835468,-38.13764564
1887779.9,5823534.62,248.19,176.2636454,-37.69027437
1887779.52,5772947.4,204.01,176.2838391,-38.14547244
1887779,5773758,221.26,176.2835059,-38.13817896
1887771.35,5773321.99,221.84,176.2835948,-38.14210455
1887770.84,5773973.93,230.67,176.2833258,-38.13623865
1887770.84,5773973.93,230.67,176.2833258,-38.13623865
1887767.39,5772942.89,229.97,176.2837027,-38.14551689
1887766.12,5773422.2,180.35,176.2834948,-38.14120454
1887765.62,5773903.44,89.55,176.2832948,-38.13687457
1887762.52,5774081.14,157.49,176.2831878,-38.13527664
1887756.06,5773633.72,248.31,176.2832948,-38.13930452
1887755.52,5774061.83,254.64,176.2831158,-38.13545262
1887751.34,5773500.52,222.16,176.2832948,-38.14050454
1887748,5772964,185.92,176.2834733,-38.14533313
1887742,5772954,206.56,176.283409,-38.14542502
1887734.25,5773885.1,153.12,176.2829448,-38.13704959
1887729.88,5773390.14,204.94,176.2830948,-38.14150457
1887727.67,5772393.9,222.27,176.2834718,-38.15046928
1887724.68,5822105.43,170.14,176.2635844,-37.70315256
1887719.43,5773590.56,217.93,176.2828949,-38.13970455
1887715.49,5773479.56,175.76,176.2828948,-38.14070456
1887703.2,5773962.55,178.93,176.2825599,-38.1363626
1887702.95,5773895.84,150.64,176.2825839,-38.13696293
1887702.01,5773346.68,164.81,176.2827948,-38.1419045
1887692.21,5773942.27,147.34,176.2824428,-38.13654858
1887691.95,5773558.19,241.9,176.2825949,-38.14000457
1887690.3,5773888.18,147.34,176.2824429,-38.13703589
