NZTM_X,NZTM_Y,Vs30,xcoord,ycoord
1575831,5183268,252.23,172.7010274,-43.50312639
1575830.68,5182830.13,262.67,172.701004,-43.50706903
1575830.68,5182830.13,262.67,172.701004,-43.50706903
1575830.05,5183524.67,272.78,172.701027,-43.50081525
1575828.42,5197162.99,236.57,172.701611,-43.37801203
1575828,5191326,278.82,172.7013477,-43.4305702
1575827,5191311,283.61,172.7013347,-43.43070523
1575822,5191318,287.73,172.7012732,-43.43064204
1575819.8,5182315.97,295.6,172.7008465,-43.51169826
1575819.69,5186117.56,244.82,172.7010141,-43.47746803
1575819,5186105.01,257.14,172.701005,-43.47758101
1575819,5183254,273.32,172.7008783,-43.50325206
1575818.8,5186467.62,263.52,172.7010186,-43.47431599
1575816,5183060.42,240.85,172.7008326,-43.50499499
1575816,5179728,278.07,172.7006843,-43.53500058
1575815.21,5197166.94,230.73,172.7014481,-43.37797604
1575813,5181144,264.79,172.7007102,-43.52225063
1575813,5183271,270.28,172.7008048,-43.50309879
1575811,5183266,274.32,172.7007799,-43.50314375
1575810.49,5183286.23,247.02,172.7007745,-43.50296158
1575809.12,5191349.36,280.17,172.7011155,-43.43035925
1575809,5176790,260.11,172.7004667,-43.5614544
1575808.42,5180031.79,180.53,172.700604,-43.53226497
1575807.49,5183615.95,265.18,172.700752,-43.49999262
1575807.48,5183637.94,262.23,172.7007529,-43.49979462
1575805.41,5197646.53,243.1,172.7013483,-43.37365732
1575805.11,5182585.91,264.59,172.7006768,-43.5092672
1575803.88,5186103.4,254.64,172.7008179,-43.47759502
1575803.62,5183364.01,284.46,172.700693,-43.50226101
1575801.86,5183325.43,256.2,172.7006695,-43.50260833
1575801.72,5186244.13,250.58,172.7007975,-43.47632779
1575801.3,5197160.23,239.12,172.701276,-43.37803601
1575799.82,5195019.23,213.41,172.7011631,-43.39731429
1575799.64,5182381.65,276.9,172.7006,-43.51110621
1575799,5194408,260.39,172.7011259,-43.40281798
1575798.82,5183200.45,292.38,172.7006263,-43.50373358
1575798.63,5186762.46,286.11,172.7007823,-43.47166053
1575798.27,5183215.1,294.32,172.7006201,-43.50360165
1575798.11,5180000.54,197.58,172.700475,-43.53254602
1575797.3,5183273.89,248.11,172.7006108,-43.50307226
1575796.49,5183498,241.5,172.7006107,-43.50105431
1575795.5,5181784.7,265.02,172.7005222,-43.51648111
1575794.1,5186419.33,268.21,172.7007111,-43.47475
1575792.76,5185954.83,266.3,172.7006738,-43.47893242
1575792.59,5181406.18,257.62,172.7004693,-43.51988927
1575791.94,5182799.59,272.46,172.7005234,-43.50734276
1575791,5201606,239.35,172.7013453,-43.33800418
1575791,5194372,253.65,172.7010255,-43.40314188
1575790.62,5177459.56,244.82,172.700269,-43.55542503
1575790,5181845,286.17,172.7004568,-43.51593798
1575790,5181845,286.23,172.7004568,-43.51593798
1575789.99,5183377.28,272.81,172.7005249,-43.50214108
1575789.41,5197681.51,232.14,172.7011523,-43.37334183
1575789.34,5183234.53,277.7,172.7005105,-43.50342641
1575788.98,5177269.18,232.82,172.7002402,-43.55713918
1575788.41,5197346.64,246.22,172.7011252,-43.37635709
1575786.94,5183216.35,282.46,172.7004801,-43.50359002
1575785.7,5182422.04,279.21,172.7004293,-43.51074208
1575785.11,5179811.93,253.5,172.7003057,-43.53424386
1575785,5194393,258.97,172.7009524,-43.4029526
1575784.23,5183593.47,248.47,172.7004633,-43.50019428
1575784.18,5182904.93,282.62,172.700432,-43.50639401
1575783.16,5183390.87,233.29,172.7004411,-43.50201849
1575782.07,5180069.78,233.01,172.7002796,-43.53192205
1575781.9,5186408.67,258.65,172.7005597,-43.47484559
1575781.56,5183033.81,265.6,172.7004054,-43.50523347
1575781,5179758,282.26,172.7002525,-43.53472932
1575780,5181178,270.19,172.7003034,-43.52194342
1575779.93,5186576.1,257.99,172.7005428,-43.47333795
1575779.77,5183275.52,246.14,172.700394,-43.50305702
1575778.96,5186070.71,249.82,172.7005084,-43.47788856
1575778.84,5183219.66,281.44,172.70038,-43.50355996
1575778.78,5184023.16,234.38,172.700415,-43.4963251
1575778.41,5197255.67,249.67,172.7009977,-43.3771759
1575778.36,5186128.94,256.65,172.7005035,-43.47736423
1575778,5181146,266.23,172.7002772,-43.52223149
1575777.24,5184023.37,192.04,172.700396,-43.49632316
1575776,5179742,279.52,172.7001899,-43.53487323
1575775.8,5182212.32,287.4,172.7002975,-43.51263011
1575775.63,5182921.45,269.72,172.700327,-43.50624499
1575774.25,5183853.41,220.44,172.7003514,-43.49785341
1575773,5181867,278.47,172.7002475,-43.51573934
1575773,5181867,278.54,172.7002475,-43.51573934
1575772.98,5182003.31,276.55,172.7002533,-43.51451198
1575772.78,5186064.36,280.78,172.7004317,-43.47794554
1575771.8,5186184.47,256.15,172.7004249,-43.47686401
1575771.68,5186263.99,252.38,172.7004269,-43.47614799
1575770.4,5207611.07,272.64,172.701356,-43.283931
1575769.92,5186286.22,267.06,172.7004062,-43.47594777
1575769.91,5183229.62,279.17,172.70027,-43.50346999
1575769.51,5183249.1,242.64,172.7002659,-43.50329457
1575767.83,5185927,275,172.7003643,-43.4791822
1575767.47,5183825.18,253.84,172.7002663,-43.49810738
1575766,5194883,269.07,172.7007394,-43.39853986
1575763.52,5183241.48,279.89,172.7001915,-43.50336299
1575763,5181161,257.46,172.7000923,-43.52209594
1575761.52,5183291.56,250.56,172.700169,-43.502912
1575761.28,5204761.24,248.86,172.701118,-43.309592
1575760.38,5182967.27,276.18,172.7001404,-43.50583192
1575757.19,5179178.86,285.33,172.6999319,-43.5399432
1575755.18,5182121.96,246.67,172.7000384,-43.51344306
1575754.65,5186076.76,259.75,172.700208,-43.4778333
1575753.54,5181938.62,284.17,172.7000099,-43.51509383
1575751.9,5183043.66,264.84,172.7000389,-43.50514382
1575750.43,5186259.03,278.68,172.700164,-43.47619196
1575750.09,5181496.12,266.92,172.6999475,-43.51907805
1575749.2,5181867.66,292.27,172.6999531,-43.51573262
1575749.18,5181404.13,267.61,172.6999321,-43.51990632
1575748.06,5183234.48,251.52,172.6999999,-43.50342552
1575747.58,5186099.93,222.95,172.7001217,-43.47762444
1575746.45,5204782.18,258.73,172.700936,-43.30940297
1575746.18,5186062.47,255.23,172.7001027,-43.47796169
1575745.86,5204696.33,249.49,172.700925,-43.31017598
1575745.31,5186648.65,268.34,172.700118,-43.47268357
1575744.41,5183329.15,254.78,172.699959,-43.50257297
1575743.79,5183254.55,253,172.699948,-43.50324467
1575743.7,5183138.19,232.56,172.6999417,-43.50429239
1575743.49,5183224.86,275.13,172.699943,-43.50351199
1575743.41,5183224.75,275.13,172.699942,-43.50351298
1575743.37,5186283.72,285.38,172.7000778,-43.47596942
1575742,5194887,266.36,172.7004432,-43.39850306
1575741.97,5183290.66,254.4,172.6999271,-43.50291947
1575741.67,5183213.97,270.69,172.69992,-43.50360999
1575740.72,5204773.05,243.57,172.700865,-43.30948499
1575740.26,5182932.32,249.38,172.69989,-43.50614596
1575740.14,5191278.62,269.45,172.7002601,-43.43099398
1575738.16,5183314.35,255.51,172.699881,-43.50270603
1575737.07,5184165.55,210.05,172.6999055,-43.49504164
1575736,5179785,274.39,172.6996967,-43.53448475
1575735.91,5183249.46,256.92,172.6998503,-43.50329024
1575733.57,5183220.6,270.86,172.6998201,-43.50355003
1575732.44,5183240.7,271.99,172.699807,-43.503369
1575732.36,5183240.59,271.99,172.699806,-43.50336999
1575732.03,5182855.51,264.88,172.6997847,-43.50683731
1575730.03,5182531.71,297.64,172.6997455,-43.50975279
1575730.03,5182531.71,301.36,172.6997455,-43.50975279
1575729.51,5183225.03,273.14,172.69977,-43.50351
1575729.23,5183127.66,278.33,172.6997622,-43.50438673
1575729.02,5181387.38,275.37,172.6996819,-43.52005648
1575728.9,5182856.2,274.42,172.699746,-43.50683099
1575728.47,5191302.68,272.74,172.7001169,-43.43077696
1575727.89,5182898.97,280.27,172.6997354,-43.50644585
1575727.6,5194900.95,263.16,172.700266,-43.39837699
1575727.53,5182945.49,258.04,172.6997331,-43.50602697
1575726.66,5183268.26,269.81,172.6997367,-43.50312066
1575726.64,5182575.52,295.81,172.6997055,-43.50935821
1575726.34,5191289.01,265.91,172.70009,-43.43089998
1575725.78,5183317.86,254.11,172.699728,-43.50267403
1575725.77,5183246.96,280.71,172.6997247,-43.50331242
1575725.32,5181854.32,265.91,172.699657,-43.51585196
1575725.21,5204688.7,258.21,172.70067,-43.31024402
1575723.96,5186075.8,258.19,172.6998285,-43.47784095
1575722.27,5186067.62,254.03,172.6998073,-43.47791455
1575721.69,5183374.93,250.68,172.69968,-43.50216003
1575721.52,5185954.29,269.77,172.6997929,-43.47893497
1575720.29,5181370.62,253.8,172.6995732,-43.52020711
1575719.79,5185997.05,246.48,172.6997735,-43.47854989
1575719.64,5191252.2,293.75,172.7000056,-43.43123121
1575719.54,5185854.21,246.34,172.699764,-43.47983605
1575717.65,5181946.41,266.52,172.6995662,-43.51502252
1575717.51,5182551.81,274.63,172.6995915,-43.5095714
1575717.51,5182551.81,292.39,172.6995915,-43.5095714
1575717,5197823,223.09,172.7002648,-43.37206546
1575715.33,5181771.54,272.17,172.6995297,-43.516597
1575711.6,5183326.36,257.04,172.699553,-43.50259703
1575709.22,5185867.62,251.67,172.699637,-43.47971496
1575708.41,5194503.42,247.02,172.7000114,-43.40195586
1575708.16,5182470.24,289.81,172.6994722,-43.51030557
1575708,5197813,214.16,172.7001533,-43.37215521
1575707.94,5186333.43,260.38,172.6996419,-43.47552067
1575707.84,5181839.26,260.69,172.6994401,-43.515987
1575707.68,5182867.67,272.94,172.699484,-43.50672703
1575706.4,5182842,282.98,172.6994671,-43.50695812
1575705.85,5183354.4,227.64,172.6994831,-43.50234437
1575705.59,5185889.15,271.89,172.6995931,-43.47952099
1575705.03,5186316.12,258.8,172.6996052,-43.47567644
1575704.45,5183203.06,261.15,172.6994591,-43.50370701
1575701.99,5178985.66,292.02,172.69924,-43.54168099
1575700.87,5181930.92,274.16,172.6993579,-43.51516145
1575699.37,5191270.92,249.26,172.699756,-43.431062
1575698.58,5185811.38,267.4,172.6995029,-43.48022101
1575697.28,5183373.37,260.83,172.699378,-43.50217328
1575697.27,5185861.58,260.81,172.699489,-43.47976896
1575697.23,5181889.98,255.82,172.6993111,-43.51552996
1575696.24,5185969.41,263.42,172.699481,-43.478798
1575696.2,5182862.3,298.76,172.6993418,-43.506775
1575695.38,5181930.14,243.13,172.69929,-43.51516829
1575695.36,5186078.97,259.08,172.699475,-43.47781147
1575695.26,5186574.6,280.92,172.6994959,-43.47334871
1575695.07,5181558.86,271.14,172.6992695,-43.51851135
1575694,5179199,281.73,172.6991507,-43.5397598
1575693.96,5186442.96,244.62,172.699474,-43.47453398
1575693.28,5181940.36,286.52,172.6992644,-43.5150762
1575692.77,5183211.57,260.12,172.699315,-43.50363001
1575692.3,5182760.78,260.86,172.699289,-43.50768898
1575691.76,5182774.99,259.04,172.6992829,-43.50756101
1575690.86,5177505.63,224.38,172.699036,-43.55500697
1575690.04,5183246.24,253.4,172.6992827,-43.50331774
1575688.87,5183132.21,276.09,172.6992632,-43.50434445
1575688.85,5182107.48,276.11,172.6992171,-43.51357129
1575687.86,5186490.35,276.01,172.6994007,-43.47410708
1575686.68,5183198.44,256.89,172.699239,-43.50374803
1575686.51,5191478.6,288.7,172.6996064,-43.42919157
1575685.34,5186457.25,262.87,172.699368,-43.47440503
1575685.22,5186090.45,247.6,172.6993502,-43.47770778
1575684.17,5182810.92,268.89,172.6991907,-43.50723725
1575683.94,5181874.93,257.11,172.699146,-43.51566504
1575683.81,5181889.48,262.09,172.699145,-43.51553403
1575683.74,5191451.95,247.1,172.6995709,-43.42943144
1575683.6,5177480.61,197.98,172.698945,-43.55523202
1575683.29,5191286.3,268.78,172.699558,-43.43092299
1575680.29,5181644.08,261.49,172.6990905,-43.51774353
1575679.93,5177490.7,171.57,172.6989,-43.55514104
1575679.56,5182475.4,285.24,172.6991186,-43.51025817
1575678.92,5182771.84,260.32,172.699124,-43.50758896
1575678.42,5183254.3,274.86,172.6991394,-43.50324479
1575677.75,5186096.44,244.55,172.6992581,-43.4776536
1575676.94,5183320.05,261.2,172.699124,-43.50265272
1575676.93,5183374.06,250.53,172.6991263,-43.5021664
1575674.48,5204383.89,293.41,172.700031,-43.31298704
1575674.1,5186120.81,243.18,172.699214,-43.47743405
1575673.84,5178190.36,292.83,172.698856,-43.54884104
1575673.69,5186456.32,268.26,172.6992239,-43.47441303
1575673.14,5177449.14,214.88,172.6988141,-43.55551503
1575673,5186132.25,253.75,172.6992009,-43.477331
1575672.56,5182502.39,268.43,172.6990332,-43.51001492
1575670.59,5181490.79,239.58,172.6989636,-43.51912346
1575669.85,5183027.35,247.58,172.6990232,-43.50528801
1575669.56,5186099.51,244.22,172.6991569,-43.47762569
1575668.56,5182519.38,257.75,172.6989845,-43.50986181
1575667.25,5183352.36,236.86,172.6990056,-43.50236148
1575667.13,5194256.33,284.92,172.6994906,-43.4041794
1575666.1,5183197.88,268.67,172.6989844,-43.50375241
1575665.92,5186144.66,248.97,172.699114,-43.47721903
1575665.83,5191467.24,275.79,172.6993504,-43.42929318
1575664.71,5183324.97,255.48,172.6989729,-43.50260802
1575664.59,5183360.32,251.96,172.698973,-43.50228972
1575664.57,5182455.41,281.68,172.6989323,-43.51043768
1575663.35,5186109.38,250.09,172.6990806,-43.47753661
1575663.09,5185965.74,258.13,172.699071,-43.47882997
1575662.78,5177476.43,224.38,172.698687,-43.55526897
1575662.04,5181874.79,277.18,172.698875,-43.51566559
1575661.92,5183336.51,253.34,172.6989389,-43.50250402
1575661.72,5204393.18,256.73,172.699874,-43.31290297
1575660.98,5194397.51,260.54,172.699421,-43.40290797
1575660.93,5182740.56,253.68,172.6989,-43.50787002
1575660.72,5183861.12,268.61,172.6989476,-43.4977803
1575660.58,5182165.6,288.56,172.6988699,-43.51304704
1575658.76,5183315.28,260.34,172.6988989,-43.50269508
1575658.35,5183099.44,248.92,172.6988842,-43.50463852
1575658.04,5178183.2,284.61,172.69866,-43.548905
1575657.76,5182811.85,269.47,172.698864,-43.50722801
1575657.14,5183305.3,254.72,172.6988784,-43.50278489
1575656.38,5185943.94,259.6,172.698987,-43.47902604
1575655.29,5183463.58,229.52,172.6988626,-43.50135965
1575654.41,5182754.98,251.13,172.69882,-43.50773997
1575653.83,5191437.15,301.71,172.6992008,-43.42956373
1575653.52,5186311.11,239.34,172.6989681,-43.47571987
1575651.72,5182421.88,274.25,172.6987718,-43.51073917
1575651.25,5182506.94,293.24,172.6987698,-43.50997326
1575649.26,5183233.87,278.18,172.6987777,-43.5034278
1575649,5179481,280.03,172.6986064,-43.53721917
1575648.81,5182789.77,258.99,172.6987523,-43.50742653
1575648.8,5185958.8,257.32,172.698894,-43.478892
1575648.28,5177948.04,254.03,172.6985287,-43.55102208
1575648.03,5182818.59,270.23,172.6987439,-43.50716701
1575647.15,5194245.56,263.01,172.6992434,-43.40427573
1575647.02,5191418.78,301.17,172.6991158,-43.42972892
1575645.74,5191465.41,272.14,172.6991021,-43.42930901
1575645.66,5177452.15,214.61,172.698474,-43.55548703
1575645.55,5182746.06,247.77,172.69871,-43.50782
1575645.32,5183277.59,254.17,172.698731,-43.50303401
1575645.26,5186104.38,257.44,172.6988567,-43.47758105
1575645.2,5194395.34,262.02,172.699226,-43.402927
1575644.65,5178199.81,251.15,172.698495,-43.548755
1575644.5,5181375.74,243.76,172.6986356,-43.52015854
1575643.3,5182637.38,274.02,172.6986773,-43.5087985
1575642.92,5182156.32,283.8,172.698651,-43.51313003
1575642.57,5183325.65,253.64,172.6986991,-43.50260118
1575642.49,5186972.63,260.74,172.6988613,-43.46976304
1575642.2,5186366.42,271.24,172.6988306,-43.47522148
1575641.28,5186963.94,260.74,172.6988459,-43.46984125
1575639.97,5178174.03,291.24,172.6984359,-43.54898697
1575639.58,5182470.4,271.45,172.6986238,-43.51030189
1575639.58,5182453.41,285.78,172.698623,-43.51045487
1575639.57,5182583.36,257.62,172.6986287,-43.50928478
1575639.37,5182852.93,257.81,172.6986383,-43.50685752
1575638.89,5182707.96,272.23,172.6986259,-43.50816284
1575638.64,5182046.13,257.94,172.6985932,-43.51412205
1575638.08,5186221.72,251.79,172.6987732,-43.47652426
1575637.05,5181333.12,263.55,172.6985415,-43.52054205
1575636.84,5183199.91,267.09,172.6986226,-43.50373317
1575636.78,5190936.96,289.84,172.6989678,-43.43406703
1575636.69,5186414.22,259.43,172.6987646,-43.4747909
1575636.3,5183185.85,281.89,172.6986153,-43.50385976
1575635.93,5181297.21,275.92,172.6985261,-43.52086535
1575635.33,5182157.24,385.35,172.6985572,-43.51312149
1575635.24,5182800.99,266.86,172.6985849,-43.50732506
1575635.04,5183298.72,253.23,172.6986047,-43.50284341
1575634.71,5190955.17,277.89,172.698943,-43.433903
1575634.57,5204590.45,256.98,172.699548,-43.31112578
1575633.73,5177277.47,248.15,172.6983184,-43.55705948
1575633.5,5186943.65,265.67,172.6987488,-43.47002369
1575633.35,5186319.41,245.58,172.6987191,-43.47564448
1575633.14,5181718.59,229.21,172.6985104,-43.51707109
1575632.72,5182718.25,249.41,172.69855,-43.50806999
1575632.44,5182019.16,274.32,172.6985152,-43.51436469
1575631.2,5182735.9,272.57,172.698532,-43.50791101
1575631.19,5178764.93,272.94,172.6983538,-43.54366616
1575631.11,5185816.64,164.56,172.6986689,-43.48017146
1575629.1,5181908.94,250.51,172.698469,-43.51535702
1575628.5,5186966.64,269.03,172.698688,-43.46981652
1575628.16,5183243.49,245.14,172.6985172,-43.50334049
1575628.02,5181627.19,263.25,172.698443,-43.51789391
1575627.55,5177478.74,215.92,172.698251,-43.55524702
1575627.55,5177918.77,281.42,172.6982707,-43.55128495
1575627.44,5178027.22,274.78,172.6982742,-43.55030846
1575627.31,5177956.89,271.29,172.6982695,-43.55094171
1575627.09,5177893.88,270.08,172.6982639,-43.55150905
1575626.65,5178174.31,264.58,172.6982711,-43.54898402
1575626.4,5182862.1,261.78,172.6984783,-43.50677453
1575626.1,5186223.74,266.27,172.6986251,-43.47650568
1575626.09,5178972.17,285.29,172.6983,-43.54179998
1575626,5181879,266.68,172.6984293,-43.51562651
1575625.8,5190934.59,276.5,172.698832,-43.43408802
1575625.66,5183216.1,250.82,172.698485,-43.50358703
1575624.82,5184243.29,264.4,172.6985206,-43.494338
1575624.8,5183355,269.66,172.6984806,-43.50233632
1575624.74,5177941.74,273.12,172.698237,-43.55107804
1575624.36,5177467.62,220.91,172.698211,-43.55534704
1575624,5181516,274.92,172.6983883,-43.51889495
1575623.6,5191406.7,286.1,172.6988259,-43.42983693
1575622.63,5191233.01,275.16,172.6988062,-43.43140085
1575621.87,5186318.98,253.91,172.6985771,-43.47564798
1575621.72,5182720.21,251.86,172.698414,-43.50805198
1575621.58,5182503.39,274.13,172.6984026,-43.51000426
1575621,5179469,261.24,172.6982593,-43.5373263
1575620.72,5177492.38,253.91,172.698167,-43.55512398
1575620.61,5182044.99,276.42,172.69837,-43.51413173
1575620.08,5204643.48,255.09,172.6993717,-43.3106478
1575619.52,5183216.08,260.31,172.6984091,-43.50358701
1575619.13,5190966,270.85,172.698751,-43.43380497
1575618.83,5180818.16,269.82,172.698293,-43.52517823
1575617.81,5182020.96,277.91,172.6983343,-43.51434801
1575617.55,5178013.53,265.83,172.6981512,-43.5504314
1575617.05,5181978.64,258.5,172.698323,-43.51472904
1575616.58,5182530.38,275.52,172.6983419,-43.50976107
1575616,5179249,278,172.6981875,-43.53930705
1575615.38,5181902.9,242.91,172.698299,-43.51541096
1575615.06,5178050.1,286.83,172.698122,-43.55010204
1575614.3,5183338,243.06,172.6983499,-43.50248905
1575614,5178207.69,267.72,172.698116,-43.54868305
1575613.85,5191285.83,282.3,172.6987,-43.43092496
1575613.7,5191404.2,290.44,172.6987035,-43.42985912
1575612.83,5178193.51,270.61,172.6981008,-43.54881069
1575612.3,5186354.76,266.23,172.6984604,-43.4753255
1575611.09,5190951.75,268.63,172.698651,-43.43393302
1575611.08,5177990.62,219.5,172.6980701,-43.55063747
1575610.68,5191478.95,299.39,172.6986695,-43.42918595
1575609.77,5185928.18,253,172.69841,-43.47916643
1575609.72,5186035.45,268.32,172.6984142,-43.47820055
1575609.24,5182684.07,242.9,172.698258,-43.50837698
1575609,5190988,313.83,172.6986268,-43.43360655
1575608.52,5186421.3,266.99,172.6984166,-43.47472623
1575608.42,5191494.53,281.14,172.6986423,-43.42904559
1575608.41,5191259.24,280.26,172.6986316,-43.43116421
1575608.29,5191299.8,280.17,172.698632,-43.43079899
1575607.95,5178029.42,271.25,172.6980331,-43.55028801
1575607.86,5182637.57,277.05,172.6982389,-43.50879563
1575607.55,5182614.65,262.77,172.698234,-43.509002
1575607.41,5186133.23,248.87,172.69839,-43.47732004
1575607.2,5191381.6,282.27,172.6986222,-43.43006241
1575607,5183365.8,267.79,172.6982609,-43.5022385
1575606.39,5183796.2,252.83,172.6982726,-43.49836308
1575606.05,5185902.89,256.28,172.6983629,-43.47939403
1575606,5177909,290.95,172.6980035,-43.55137222
1575605.99,5182466.05,283.85,172.698208,-43.51033996
1575605.56,5178218.1,267.56,172.698012,-43.54858904
1575605.47,5181503.27,231.72,172.6981584,-43.51900896
1575605.14,5191320.11,277.14,172.698594,-43.43061601
1575605.07,5181959.83,254.03,172.6981739,-43.51489802
1575605.06,5182091.1,275.47,172.6981797,-43.51371604
1575604.8,5177919.7,273.96,172.6979891,-43.55127584
1575604.6,5177878.6,277.9,172.6979848,-43.5516459
1575604.57,5186231.26,268.05,172.6983593,-43.47643727
1575604.54,5181973.05,269.19,172.698168,-43.51477896
1575604.2,5177895.9,288.58,172.6979806,-43.55149011
1575603.91,5182592.31,252.7,172.698188,-43.50920303
1575603.8,5186202.51,242.63,172.6983485,-43.47669611
1575601.84,5183328.4,241.47,172.6981954,-43.50257509
1575601.38,5185720.63,276.28,172.6982969,-43.48103498
1575601.31,5186143.65,259,172.698315,-43.47722602
1575601.27,5182606.52,255.03,172.698156,-43.509075
1575601.26,5178199.38,289.01,172.6979579,-43.54875745
1575601,5183350.6,253.57,172.698186,-43.50237517
1575601,5194782,268.67,172.6986974,-43.39944395
1575600.87,5186720.87,272.43,172.6983354,-43.47202859
1575600.82,5182675.28,256.71,172.6981535,-43.50845585
1575599.4,5204650.82,296.15,172.699117,-43.31058104
1575599.32,5185588.58,252.83,172.6982656,-43.48222392
1575599.11,5191186.51,274.65,172.6985135,-43.43181879
1575598.89,5186207.17,275.48,172.698288,-43.47665399
1575598.22,5186124.43,253.1,172.698276,-43.47739898
1575597.57,5183205.45,247.69,172.6981371,-43.50368201
1575596.44,5186029.58,258.24,172.6982497,-43.47825297
1575596.31,5194959.4,251.51,172.6986474,-43.39784642
1575595.5,5177852,267.23,172.6978709,-43.55188511
1575595.31,5181817.54,259.57,172.6980468,-43.5161789
1575595.31,5191286.87,283.51,172.698471,-43.43091499
1575595.2,5182476,286.87,172.698075,-43.51025002
1575594.74,5177306.46,233.85,172.697837,-43.55679717
1575594.72,5185800.49,250.32,172.6982182,-43.48031569
1575594.39,5182025.41,261.82,172.6980448,-43.51430718
1575593.52,5178183.61,268.66,172.6978614,-43.5488992
1575593.48,5182704.67,257.06,172.698064,-43.50819098
1575593.44,5186064.8,226.58,172.6982142,-43.47793574
1575593.41,5181935.82,252.01,172.6980286,-43.51511383
1575593.18,5191461.97,281.32,172.6984525,-43.42933827
1575592.47,5185770.46,248.78,172.698189,-43.48058601
1575592.32,5184058.1,248.7,172.6981104,-43.49600443
1575591.97,5182830.38,253.74,172.6980509,-43.50705902
1575591.85,5183295.5,255.51,172.6980703,-43.502871
1575591.3,5177834.7,268.68,172.6978182,-43.55204074
1575590.88,5186184,248.97,172.6981879,-43.47686236
1575590.65,5185870.96,252.05,172.698171,-43.47968103
1575590.6,5190926.7,265.77,172.6983967,-43.43415791
1575590.55,5182621.36,258.02,172.698024,-43.50894102
1575590.1,5181965.7,280.41,172.697989,-43.51484467
1575590,5191017,306.42,172.6983934,-43.43334481
1575589.49,5197983.4,248.79,172.6986981,-43.37061702
1575588.82,5178048.82,282.7,172.6977971,-43.5501127
1575588.54,5179369.41,238.94,172.697853,-43.53822196
1575587.95,5181463.86,256.45,172.6979399,-43.51936325
1575587.7,5186303.7,264.23,172.6981539,-43.47578445
1575587.66,5181526.48,267.55,172.6979391,-43.5187994
1575587,5190984,284.78,172.6983548,-43.43364185
1575586.97,5177798.63,231.8,172.6977629,-43.55236538
1575586.83,5186210.46,274.68,172.698139,-43.47662398
1575586.53,5186181.94,244.56,172.698134,-43.47688077
1575585.49,5183996.63,254.29,172.6980231,-43.49655769
1575584.15,5182603.01,247.58,172.697944,-43.50910604
1575583,5194761,256.84,172.6984742,-43.39963245
1575583,5204740,302.9,172.6989187,-43.30977749
1575582.9,5181962,276.66,172.6978997,-43.51487775
1575582.74,5186156.91,263.56,172.698086,-43.47710602
1575582.62,5183357.77,261.18,172.697959,-43.50231001
1575582.53,5179354.5,223.44,172.697778,-43.53835602
1575582.19,5185824.45,265.52,172.6980643,-43.48009954
1575581.27,5182065.1,274.33,172.6978842,-43.51394937
1575581.11,5191409.2,275.19,172.6983011,-43.42981304
1575581.1,5191209.63,324.55,172.698292,-43.43161002
1575580.92,5186362.95,255.6,172.6980727,-43.47525073
1575580.9,5182693.2,263.2,172.6979078,-43.50829385
1575580.75,5178021.21,281.89,172.697696,-43.55036104
1575580.22,5186285.71,265.21,172.6980606,-43.47594619
1575580.18,5204584.34,306.46,172.698877,-43.31117903
1575580.12,5186227.06,245.07,172.6980568,-43.47647429
1575580.07,5191271.6,283.04,172.698282,-43.43105199
1575580,5204755,299.56,172.6988824,-43.30964232
1575580,5204755,299.56,172.6988824,-43.30964232
1575579.74,5178194.29,274.33,172.6976912,-43.54880258
1575579.61,5183342.88,247.83,172.6979211,-43.50244398
1575579.17,5185781.07,263.98,172.698025,-43.48049004
1575578.8,5190918.4,300.13,172.6982506,-43.43423226
1575578.31,5186195.43,277.98,172.698033,-43.47675903
1575577.94,5183223.59,259.54,172.697895,-43.50351803
1575577.78,5191455.94,293.17,172.698262,-43.42939207
1575577.6,5185840.32,245.6,172.6980083,-43.47995649
1575577.04,5203901.78,291.1,172.698808,-43.31732502
1575576.99,5183181.92,257.85,172.6978814,-43.50389321
1575576.8,5181981.1,262.06,172.6978251,-43.51470557
1575576.76,5191056.4,273.76,172.6982315,-43.43298961
1575576.06,5183132.33,269.5,172.6978677,-43.50433969
1575576.01,5191228.6,315.94,172.69823,-43.43143904
1575575.39,5177830.95,289.64,172.697621,-43.55207399
1575575.14,5185832.08,254.26,172.6979775,-43.48003061
1575574.97,5178070.16,290,172.6976266,-43.5499201
1575574.74,5183184.72,257.97,172.6978537,-43.50386792
1575574,5183330,257.49,172.6978511,-43.50255977
1575574,5177489,269.98,172.6975884,-43.55515289
1575573.39,5183316.87,252.85,172.697843,-43.50267797
1575573.08,5183247.79,260.71,172.697836,-43.50329997
1575572.99,5191313.01,272.66,172.6981964,-43.43067889
1575572.92,5186165.88,257.61,172.697965,-43.47702493
1575572.09,5182655.33,261.96,172.6977972,-43.50863455
1575572,5181952,259.8,172.6977644,-43.51496744
1575571.94,5182825.53,241.59,172.6978029,-43.50710204
1575571.74,5204653.17,297.95,172.698776,-43.31055898
1575571.6,5182533.38,276.86,172.6977856,-43.50973259
1575571.22,5191146.31,263.54,172.6981671,-43.43217985
1575570.52,5191152.53,251.4,172.6981587,-43.43212382
1575570.43,5191385.18,267.43,172.698168,-43.43002897
1575570.22,5183212.13,268.16,172.697799,-43.50362097
1575569.61,5204262.04,286.62,172.6987324,-43.31408083
1575569.2,5182603.18,268.26,172.6977591,-43.50910402
1575568.89,5191489.8,287.93,172.6981537,-43.42908689
