Lat,Lon,Vs30,uncertainty,xcoord,ycoord,gid,tid
-43.572092,172.696642,249.6,0.2,1575504.4198302,5175607.47473967,3,9
-43.583968,172.516068,258.8,0.2,1560931.07852267,5174219.47878355,10,16
-43.581773,172.536044,201.1,0.2,1562542.42698048,5174472.45227623,10,15
-43.581087,172.54508,180.5,0.2,1563271.53387038,5174552.67220776,10,16
-43.586459,172.551582,188,0.2,1563799.69970158,5173958.91155116,10,16
-43.583632,172.569888,199.9,0.2,1565275.89978696,5174280.68933163,10,15
-43.580922,172.578194,175.4,0.2,1565944.93862504,5174585.09835263,10,15
-43.592978,172.474138,245.1,0.2,1557552.30271033,5173198.2623027,10,16
-43.593107,172.54413,185.4,0.2,1563202.15761518,5173217.31168776,10,16
-43.593935,172.553133,192.3,0.2,1563929.37539935,5173129.30165066,10,15
-43.593076,172.568394,172.5,0.2,1565160.73260243,5173231.21406427,10,13
-43.597231,172.603649,166.8,0.2,1568008.72237898,5172783.93778313,7,9
-43.605821,172.560937,209.1,0.2,1564566.28267881,5171812.59886197,10,16
-43.605821,172.560937,209.1,0.2,1564566.28267881,5171812.59886197,10,16
-43.597374,172.60335,169.7,0.2,1567984.66453854,5172767.94102247,7,9
-43.606127,172.561332,193.4,0.2,1564598.33986616,5171778.78282535,10,16
-43.632886,172.558665,195.5,0.2,1564398.8981689,5168805.7738696,10,15
-43.642823,172.501234,193.3,0.2,1559772.74514283,5167675.93454523,10,15
-43.640001,172.556507,187.7,0.2,1564229.03987788,5168014.64825123,10,16
-43.635842,172.56125,196.9,0.2,1564609.15697196,5168478.58318839,10,15
-43.644176,172.499884,191.5,0.2,1559664.76795941,5167525.01388595,10,15
-43.644285,172.502127,191.1,0.2,1559845.74266867,5167513.99562865,10,16
-43.647086,172.554949,171.1,0.2,1564107.59409102,5167227.10854377,10,15
-43.660034,172.510553,190.7,0.2,1560535.62807378,5165768.93388164,10,16
-43.660286,172.537576,192.3,0.2,1562714.6652493,5165753.44199097,10,16
-43.658756,172.554126,173.8,0.2,1564048.18329268,5165930.66827867,10,16
-43.66874,172.506471,196.1,0.2,1560212.24433191,5164800.08369116,10,16
-43.66192,172.532629,199.9,0.2,1562316.80929407,5165569.73325904,10,16
-43.664179,172.545009,194.3,0.2,1563316.36057149,5165324.3926873,10,15
-43.663434,172.552655,189.4,0.2,1563932.37373521,5165410.48500576,10,16
-43.674202,172.499947,195.6,0.2,1559689.942042,5164190.31630599,10,16
-43.674103,172.500205,178.6,0.2,1559710.67361907,5164201.43672546,10,16
-39.499953,176.875497,150,0.2,1933260.5812658,5620565.49973392,3,15
-38.666239,178.022714,138,0.2,2037085.13010782,5708273.36622866,6,16
-38.664039,178.024914,138,0.2,2037290.10799788,5708507.17440026,6,15
-39.584949,174.273465,210,0.2,1709359.57180881,5617533.2301933,13,16
-45.898396,170.509285,140,0.2,1406787.29970898,4914224.61245186,4,15
-39.033745,177.423506,155,0.2,1982936.43447979,5670158.85210949,4,255
-41.297488,174.780964,245,0.2,1749109.46707096,5426688.39343904,2,13
-41.234987,174.917066,350,0.2,1760658.19998262,5433384.64268408,6,5
-39.933758,175.052973,250,0.2,1775417.05992904,5577577.17837442,4,15
-41.201086,174.954667,190,0.1,1763894.12368438,5437078.20206732,4,13
-42.948319,171.566815,300,0.2,1483084.70113866,5243927.87128014,4,14
-41.224086,174.879366,200,0.2,1757524.8023917,5434663.91526321,6,16
-41.234987,174.917166,350,0.1,1760666.58081918,5433384.45777435,6,5
-41.234087,174.917966,350,0.1,1760735.83304848,5433482.89821099,6,6
-41.257087,174.948166,120,0.1,1763209.61893166,5430873.06761279,1,13
-41.256287,174.947966,120,0.1,1763194.85492524,5430962.26179106,1,13
-41.287088,174.777964,473.6,0.2,1748881.93614145,5427848.17384509,2,255
-41.287518,174.776944,473.6,0.2,1748795.54323841,5427802.18335492,2,255
-41.204686,174.923266,330,0.2,1761252.25082658,5436737.24020359,4,16
-41.292088,174.778964,267,0.2,1748954.30019912,5427291.34767284,2,15
-41.277554,174.779258,275.2,0.2,1749011.99048375,5428904.4370999,4,16
-41.278787,174.778464,250,0.2,1748942.68647737,5428768.90958791,2,14
-41.288588,174.776864,358,0.2,1748786.41233405,5427683.52688729,2,9
-41.326289,174.808464,239,0.2,1751345.32697494,5423443.21335026,6,15
-41.294988,174.773464,282,0.2,1748487.18218421,5426978.80796138,4,10
-41.294688,174.774064,270,0.2,1748538.10140429,5427011.08789073,4,10
-41.294088,174.775664,291,0.2,1748673.43396791,5427074.96157895,4,14
-41.293588,174.776864,307,0.2,1748775.04864543,5427128.41633661,4,14
-41.292088,174.778964,272,0.2,1748954.30019912,5427291.34767284,2,15
-42.948949,171.567735,300,0.2,1483160.94519385,5243859.18884112,4,6
-43.483176,172.530015,435,0.1,1561993.80693316,5185419.7891669,10,16
-43.529347,172.619876,197,0.1,1569284.00715485,5180329.21448535,10,13
-43.538085,172.647427,182,0.1,1571514.38574087,5179368.58653914,10,15
-43.535929,172.627523,196,0.1,1569905.19808165,5179601.02052706,10,13
-43.565618,172.624176,213,0.1,1569649.67400392,5176302.56877553,10,15
-43.574748,172.623226,900,0.2,1569577.55085442,5175288.24795341,8,7
-45.905156,170.470645,500,0.2,1403813.75648389,4913379.21012691,15,7
-38.666489,178.022674,138,0.2,2037080.12267185,5708245.79281446,6,16
-39.645846,176.842906,182,0.2,1929764.03516601,5604487.37701471,4,16
-43.579787,172.709423,348,0.1,1576539.44929917,5174756.55815179,3,6
-39.585139,174.274245,210,0.2,1709426.25797976,5617511.19341581,13,16
-38.083515,176.70929,220,0.2,1925350.88871115,5778417.69828548,4,16
-43.376463,172.663768,257,0.1,1572762.1832929,5197323.35877372,10,16
-41.20498,174.9266,330,0.2,1761531.07395557,5436698.41060381,4,14
-41.314888,174.818435,200,0.1,1752206.34236355,5424691.53919099,6,13
-41.202272,174.953755,190,0.1,1763814.69196976,5436948.24869275,4,14
-43.495426,172.717998,204,0.1,1577200.01193918,5184127.97834799,6,15
-41.224506,174.879436,200,0.2,1757529.66158855,5434617.15923138,6,16
-43.492846,172.606916,180,0.1,1568217.62286693,5184378.0903648,10,15
-41.24902,174.934133,190,0.2,1762053.87378366,5431794.96479425,7,13
-43.525813,172.682771,196,0.1,1574364.75614582,5180742.99720426,10,15
-41.224746,174.873917,190,0.2,1757066.47618042,5434600.50323782,6,16
-43.521947,172.635146,155,0.1,1570514.29918814,5181156.57346238,10,16
-43.536172,172.564404,286,0.1,1564805.54640519,5179549.26145362,10,15
-41.296528,174.781154,246,0.1,1749127.56266435,5426794.64832766,2,13
-43.505337,172.663391,201,0.1,1572789.46032911,5183010.87599206,10,15
-45.898626,170.509715,140,0.2,1406821.45360936,4914200.10089769,4,15
-43.467529,172.613861,219,0.1,1568766.11476094,5187192.36867844,10,15
-41.290588,174.781064,266.7,0.1,1749133.55974099,5427454.2747616,2,255
-41.275427,174.783054,274,0.1,1749334.76665943,5429134.05842525,2,15
-41.279854,174.778399,250,0.2,1748934.81609633,5428650.56071541,2,16
-41.257397,174.948466,120,0.1,1763233.980894,5430838.08667683,1,15
-41.274287,174.779264,265,0.1,1749019.9258138,5429267.13523053,4,15
-41.326409,174.809034,239,0.2,1751392.75288135,5423428.89581649,6,15
-43.483165,172.530014,434.8,0.2,1561993.71917032,5185421.01034754,10,16
-43.529339,172.619878,196.8,0.2,1569284.16470564,5180330.10369376,10,13
-43.538085,172.647427,177,0.2,1571514.38574087,5179368.58653914,10,15
-43.535926,172.62752,206,0.2,1569904.95420029,5179601.35261825,10,13
-43.565617,172.624169,204.8,0.2,1569649.10820415,5176302.67727942,10,15
-43.501571,172.702191,207,0.2,1575924.44999246,5183441.07547976,10,15
-43.579778,172.709423,352.2,0.2,1576539.44580463,5174757.55768884,3,6
-43.37646,172.66376,257,0.2,1572761.53387768,5197323.68932896,10,16
-43.495419,172.717997,211.7,0.2,1577199.92845505,5184128.75548028,6,15
-43.492842,172.606914,187,0.2,1568217.45906131,5184378.5338334,10,15
-43.525803,172.682763,196,0.2,1574364.10543144,5180744.10532553,10,15
-43.521945,172.63515,154.1,0.2,1570514.62147463,5181156.79699712,10,16
-43.536172,172.564404,285.5,0.2,1564805.54640519,5179549.26145362,10,15
-43.505335,172.663394,210.1,0.2,1572789.70194262,5183011.09908939,10,15
-43.467529,172.613861,226,0.2,1568766.11476094,5187192.36867844,10,15
-43.54164,172.65508,288.4,0.2,1572134.33624592,5178976.36454696,10,15
-43.54163,172.6551,261.3,0.2,1572135.94741695,5178977.48183718,10,15
-43.54213,172.65468,201,0.2,1572102.2466598,5178921.81155981,10,15
-43.54273,172.65343,194.5,0.2,1572001.53911623,5178854.75612819,10,15
-43.54242,172.65262,197.3,0.2,1571935.95754756,5178888.91141223,10,15
-43.52517,172.72512,189.7,0.2,1577786.74017888,5180826.58597865,6,255
-43.50652,172.68583,205.2,0.2,1574603.86393865,5182886.5858696,10,15
-43.50425,172.66545,203.6,0.2,1572955.41903167,5183132.26741827,10,15
-43.37932,172.65348,217.5,0.2,1571930.0801021,5197002.66202283,10,15
-43.50517,172.65922,174,0.2,1572452.21208165,5183028.05058353,10,16
-43.50852,172.68702,180.1,0.2,1574700.89373084,5182664.8317529,10,15
-43.49815,172.70025,177.4,0.2,1575766.16688834,5183820.44204149,10,15
-43.52435,172.63265,187.5,0.2,1570313.76296001,5180888.81202239,10,15
-43.52393,172.61217,175,0.2,1568658.51730331,5180927.94533626,10,16
-43.38132,172.66673,169,0.2,1573004.28701518,5196784.92361649,10,15
