Filename,NZTM_X,NZTM_Y,NZGD_Depth,Depth,Vs30,NZGD_Rounddown_Depth,gid,tid
CPT_217045_measurement_num_0,2059739.8,5753529.54,29.25,29,178.18,29,4,15
CPT_217047_measurement_num_0,2059686.4,5753171.44,12.02,11,175.76,12,4,13
CPT_217048_measurement_num_0,2059686.1,5753165.0,22.04,21,195.89,22,4,13
CPT_2170_measurement_num_0,1576480.96,5183894.36,25.0,24,183.63,25,6,15
CPT_217102_measurement_num_0,1767982.6,5899549.0,11.68,11,247.24,11,12,16
CPT_217106_measurement_num_0,1767957.4,5899554.8,16.1,16,278.68,16,12,16
CPT_217108_measurement_num_0,1767952.1,5899541.3,17.75,17,298.65,17,12,16
CPT_217110_measurement_num_0,1767963.6,5899534.0,11.42,11,266.53,11,12,16
CPT_217112_measurement_num_0,1767984.4,5899533.8,14.94,14,280.34,14,12,16
CPT_2171_measurement_num_0,1576494.95,5184037.3,25.0,24,181.33,25,6,15
CPT_217200_measurement_num_0,1573436.4,5179795.26,15.15,15,175.77,15,10,15
CPT_217207_measurement_num_0,1817306.0,5803524.0,33.5,29,268.64,33,4,16
CPT_217208_measurement_num_0,1580647.22,5175213.12,15.09,15,172.92,15,6,14
CPT_217209_measurement_num_0,1817203.0,5803485.0,12.2,12,291.37,12,4,15
CPT_217211_measurement_num_0,1817323.0,5803441.0,20.0,19,283.27,20,4,16
CPT_217212_measurement_num_0,1817350.0,5803475.0,40.0,29,266.56,40,4,16
CPT_217231_measurement_num_0,1817230.0,5803485.0,20.0,19,292.46,20,4,15
CPT_217234_measurement_num_0,1817258.0,5803488.0,20.0,19,286.64,20,4,16
CPT_217244_measurement_num_0,1817254.0,5803449.0,20.0,19,286.39,20,4,16
CPT_217248_measurement_num_0,1817322.0,5803468.0,20.0,19,277.59,20,4,16
CPT_21729_measurement_num_0,1570889.16,5178845.99,22.22,22,136.4,22,10,15
CPT_2172_measurement_num_0,1576335.77,5184021.31,25.0,24,182.58,25,6,15
CPT_217310_measurement_num_0,1817085.0,5803476.0,32.0,29,224.04,32,4,11
CPT_217312_measurement_num_0,1817117.0,5803472.0,32.0,29,243.85,32,4,11
CPT_217313_measurement_num_0,1817197.0,5803481.0,25.0,24,254.15,25,4,15
CPT_21731_measurement_num_0,1570889.76,5178814.5,22.24,22,143.93,22,10,15
CPT_217324_measurement_num_0,1817226.0,5803475.0,19.8,19,272.95,19,4,15
CPT_217325_measurement_num_0,1817330.0,5803437.0,33.05,29,256.14,33,4,16
CPT_217328_measurement_num_0,1817189.0,5803445.0,31.8,29,225.61,31,4,15
CPT_217329_measurement_num_0,1817188.0,5803427.0,30.2,29,251.34,30,4,15
CPT_217342_measurement_num_0,1879312.6,5825460.82,25.0,25,201.16,25,4,15
CPT_217363_measurement_num_0,1571740.63,5183948.08,20.6,20,145.93,20,10,15
CPT_217364_measurement_num_0,1571723.69,5183956.45,20.57,20,147.85,20,10,16
CPT_217365_measurement_num_0,1571749.07,5183958.11,20.58,20,153.28,20,10,16
CPT_217366_measurement_num_0,1571730.66,5183973.5,20.62,20,149.59,20,10,16
CPT_2173_measurement_num_0,1576916.54,5183889.37,25.0,24,187.01,25,6,15
CPT_217464_measurement_num_0,1573038.17,5178726.06,10.1,10,151.59,10,10,15
CPT_217465_measurement_num_0,1570223.45,5181877.51,15.1,15,173.26,15,10,16
CPT_2174_measurement_num_0,1577030.49,5183841.89,25.0,24,192.99,25,6,15
CPT_217503_measurement_num_0,1764309.3,5906558.1,11.0,10,222.92,11,12,16
CPT_217504_measurement_num_0,1764327.2,5906556.8,11.76,11,218.97,11,12,16
CPT_217505_measurement_num_0,1764346.6,5906568.2,15.0,14,168.75,15,12,16
CPT_217512_measurement_num_0,1860018.42,5856533.37,20.2,20,181.46,20,8,16
CPT_217567_measurement_num_0,1796915.76,5817354.96,10.38,10,231.53,10,1,15
CPT_217568_measurement_num_0,1796913.49,5817392.65,10.45,10,213.48,10,1,15
CPT_217569_measurement_num_0,1796918.0,5817404.43,10.42,10,208.75,10,1,15
CPT_217570_measurement_num_0,1796931.89,5817384.66,10.4,10,197.88,10,1,15
CPT_217634_measurement_num_0,1817304.0,5803503.0,35.0,29,259.75,35,4,16
CPT_217635_measurement_num_0,1817341.0,5803510.0,35.0,29,243.94,35,4,16
CPT_217637_measurement_num_0,1797586.64,5818981.1,15.2,15,262.78,15,4,15
CPT_217638_measurement_num_0,1744061.35,5915811.1,15.41,15,167.65,15,12,15
CPT_217639_measurement_num_0,1744074.39,5915802.16,15.41,15,140.98,15,12,15
CPT_217640_measurement_num_0,1744090.49,5915813.17,15.41,15,139.16,15,12,15
CPT_217641_measurement_num_0,1764418.7,5910386.69,11.21,11,221.88,11,15,16
CPT_217642_measurement_num_0,1764428.71,5910375.63,15.44,15,232.89,15,15,16
CPT_217643_measurement_num_0,1764418.04,5910361.07,11.21,11,238.83,11,15,16
CPT_217658_measurement_num_0,1797586.64,5818981.1,25.4,25,242.54,25,4,15
CPT_217661_measurement_num_0,1797591.39,5819000.37,15.2,15,262.78,15,4,15
CPT_217667_measurement_num_0,1797604.9,5818974.5,15.2,15,250.31,15,4,15
CPT_217668_measurement_num_0,1797600.43,5818961.67,15.2,15,257.22,15,4,15
CPT_2176_measurement_num_0,1577171.7,5182991.73,25.0,24,153.89,25,6,15
CPT_217706_measurement_num_0,1935441.38,5618372.21,20.0,19,174.83,20,3,15
CPT_217709_measurement_num_0,1935407.75,5618377.75,20.0,19,176.88,20,3,15
CPT_217710_measurement_num_0,1763186.83,5920303.76,12.89,12,143.9,12,4,15
CPT_217711_measurement_num_0,1763181.5,5920282.0,12.71,12,161.88,12,4,15
CPT_217747_measurement_num_0,1759450.26,5908264.94,13.27,13,164.38,13,4,13
CPT_217754_measurement_num_0,1575269.34,5182346.31,15.5,15,166.68,15,6,16
CPT_21775_measurement_num_0,1569322.41,5182931.01,10.0,10,125.0,10,10,16
CPT_21776_measurement_num_0,1569574.94,5183412.17,10.0,10,105.42,10,10,15
CPT_217784_measurement_num_0,1759723.08,5907619.59,27.61,27,198.06,27,4,15
CPT_2177_measurement_num_0,1577041.24,5183627.97,23.88,23,183.82,23,6,16
CPT_217849_measurement_num_0,1960992.12,5771110.6,11.74,11,237.6,11,4,15
CPT_217850_measurement_num_0,1884243.82,5785253.5,20.16,20,162.63,20,4,12
CPT_217851_measurement_num_0,1982601.0,5776892.0,14.87,14,188.73,14,4,5
CPT_217852_measurement_num_0,1949379.11,5793346.86,2.0,20,265.37,2,4,16
CPT_217853_measurement_num_0,1949368.34,5793276.78,20.15,20,233.59,20,4,16
CPT_217859_measurement_num_0,1950895.65,5791575.44,10.32,10,247.28,10,4,10
CPT_217871_measurement_num_0,1801493.72,5818336.59,10.45,10,254.22,10,4,15
CPT_217872_measurement_num_0,1801527.84,5818380.28,10.45,10,248.0,10,4,15
CPT_217873_measurement_num_0,1801483.36,5818345.84,10.44,10,248.7,10,4,15
CPT_217874_measurement_num_0,1801522.17,5818371.65,10.45,10,264.56,10,4,15
CPT_217875_measurement_num_0,1801478.98,5818324.96,10.43,10,246.84,10,4,15
CPT_217876_measurement_num_0,1801516.27,5818393.67,10.45,10,242.0,10,4,15
CPT_217877_measurement_num_0,1801484.67,5818366.68,10.45,10,244.32,10,4,15
CPT_217878_measurement_num_0,1801512.23,5818408.87,10.67,10,248.56,10,4,15
CPT_217879_measurement_num_0,1801504.59,5818345.21,10.45,10,273.53,10,4,15
CPT_217880_measurement_num_0,1801503.47,5818392.76,10.46,10,244.09,10,4,15
CPT_217895_measurement_num_0,1744194.89,5923548.64,14.97,14,227.22,14,12,13
CPT_217896_measurement_num_0,1744183.18,5923573.36,10.94,10,239.56,10,12,13
CPT_2178_measurement_num_0,1577015.01,5183043.71,25.02,24,188.55,25,6,16
CPT_217966_measurement_num_0,1571070.82,5184142.18,15.02,14,147.19,15,10,16
CPT_2179_measurement_num_0,1577135.22,5182994.23,25.0,24,183.73,25,6,15
CPT_218083_measurement_num_0,1571287.61,5176397.51,20.01,19,127.55,20,10,14
CPT_218092_measurement_num_0,1573696.15,5182589.45,15.15,15,178.8,15,10,15
CPT_2180_measurement_num_0,1577148.46,5183059.2,25.0,24,175.82,25,6,15
CPT_218141_measurement_num_0,1742662.72,5925246.67,10.44,10,220.29,10,12,11
CPT_218145_measurement_num_0,1568187.0,5183602.0,11.53,11,127.21,11,10,15
CPT_218162_measurement_num_0,1766745.89,5901684.59,10.45,10,226.51,10,12,15
CPT_218163_measurement_num_0,1766756.61,5901686.27,10.46,10,225.39,10,12,15
CPT_218164_measurement_num_0,1766763.29,5901668.49,10.45,10,229.52,10,12,15
CPT_218165_measurement_num_0,1766751.88,5901649.4,10.46,10,207.4,10,12,15
CPT_218166_measurement_num_0,1766764.55,5901646.6,10.44,10,213.41,10,12,15
CPT_218167_measurement_num_0,1766740.7,5901637.63,10.46,10,211.31,10,12,15
CPT_218168_measurement_num_0,1766746.63,5901627.08,10.54,10,197.38,10,12,15
CPT_218169_measurement_num_0,1766764.52,5901627.17,10.46,10,199.82,10,12,15
CPT_218170_measurement_num_0,1766779.13,5901628.0,10.45,10,196.84,10,12,15
CPT_218171_measurement_num_0,1766744.71,5901655.87,10.46,10,222.88,10,12,15
CPT_218183_measurement_num_0,1618781.92,5427378.85,10.0,10,278.88,10,7,16
CPT_218189_measurement_num_0,1796902.21,5817385.37,10.44,10,209.25,10,1,15
CPT_2181_measurement_num_0,1577016.76,5183074.69,25.0,24,183.76,25,6,15
CPT_218350_measurement_num_0,1571959.84,5192276.93,15.26,14,173.47,15,6,16
CPT_218369_measurement_num_0,1571287.48,5176686.71,15.0,15,137.44,15,10,16
CPT_2183_measurement_num_0,1577022.51,5183295.11,25.02,24,178.22,25,6,15
CPT_218406_measurement_num_0,1743555.27,5927268.95,14.29,14,197.41,14,4,13
CPT_218408_measurement_num_0,1743583.94,5927275.57,12.71,12,193.69,12,4,13
CPT_218410_measurement_num_0,1743587.8,5927313.9,11.2,11,210.9,11,4,13
CPT_21842_measurement_num_0,1571419.99,5196846.15,10.75,10,185.93,10,10,15
CPT_218437_measurement_num_0,1871198.11,5806882.97,15.01,15,245.28,15,15,11
CPT_218438_measurement_num_0,1871220.64,5806887.39,15.02,15,237.59,15,15,11
CPT_218439_measurement_num_0,1871228.38,5806877.98,15.03,15,240.91,15,15,11
CPT_21843_measurement_num_0,1571419.93,5196861.37,11.38,11,186.8,11,10,15
CPT_218451_measurement_num_0,1745381.06,5924810.8,19.75,19,215.75,19,12,11
CPT_218452_measurement_num_0,1745411.72,5924573.13,21.01,20,192.85,21,12,11
CPT_218453_measurement_num_0,1745396.04,5924616.23,19.91,19,191.48,19,12,11
CPT_218454_measurement_num_0,1745392.94,5924643.69,16.81,16,199.03,16,12,11
CPT_218455_measurement_num_0,1745105.86,5918311.9,24.92,24,164.18,24,12,16
CPT_218456_measurement_num_0,1745093.59,5918308.45,25.18,25,165.12,25,12,16
CPT_218457_measurement_num_0,1745064.35,5918314.39,31.28,29,163.16,31,12,16
CPT_218458_measurement_num_0,1745087.62,5918309.11,35.69,29,158.8,35,12,16
CPT_218469_measurement_num_0,1755910.09,5935304.11,11.78,11,227.6,11,4,14
CPT_2184_measurement_num_0,1577147.96,5183044.71,25.0,24,183.01,25,6,15
CPT_218525_measurement_num_0,1770794.31,5916493.46,17.56,17,206.64,17,12,9
CPT_218526_measurement_num_0,1770596.6,5916478.23,11.4,11,225.73,11,12,11
CPT_218527_measurement_num_0,1770801.7,5916377.77,19.79,19,200.0,19,12,11
CPT_218528_measurement_num_0,1770639.11,5916295.23,12.34,12,225.46,12,12,15
CPT_218529_measurement_num_0,1770733.61,5916450.28,20.01,19,239.75,20,12,9
CPT_218530_measurement_num_0,1770757.19,5916274.33,15.73,15,225.66,15,12,11
CPT_218531_measurement_num_0,1770850.4,5916476.13,14.42,14,256.66,14,12,9
CPT_218532_measurement_num_0,1770806.89,5916564.91,27.1,27,198.92,27,12,9
CPT_218534_measurement_num_0,1770733.8,5916570.71,28.04,27,219.75,28,12,9
CPT_218535_measurement_num_0,1770634.65,5916570.48,23.59,23,266.48,23,12,7
CPT_218576_measurement_num_0,1827140.43,5885678.56,11.92,11,226.4,11,4,5
CPT_218577_measurement_num_0,1827132.64,5885691.18,13.4,13,238.9,13,4,5
CPT_218578_measurement_num_0,1827120.65,5885700.43,13.03,12,228.7,13,4,5
CPT_218585_measurement_num_0,1800299.0,5815219.0,16.79,16,199.49,16,4,11
CPT_218586_measurement_num_0,1800363.0,5815224.0,20.0,19,94.43,20,4,11
CPT_218587_measurement_num_0,1800411.0,5815229.0,20.0,19,180.24,20,4,11
CPT_2185_measurement_num_0,1577162.7,5183131.17,25.0,24,183.27,25,6,15
CPT_218639_measurement_num_0,1752660.24,5917197.32,15.28,15,196.67,15,15,11
CPT_218640_measurement_num_0,1750762.94,5913504.79,19.29,19,177.17,19,12,15
CPT_218641_measurement_num_0,1750776.29,5913484.13,21.11,21,171.33,21,12,15
CPT_218642_measurement_num_0,1750799.66,5913510.35,10.37,10,177.2,10,12,15
CPT_218643_measurement_num_0,1750804.98,5913493.72,10.47,10,178.55,10,12,15
CPT_218650_measurement_num_0,1761262.03,5916678.77,11.63,11,225.97,11,12,11
CPT_218651_measurement_num_0,1761253.02,5916640.76,12.82,12,224.04,12,12,11
CPT_218652_measurement_num_0,1761268.63,5916636.58,12.2,12,246.03,12,12,11
CPT_2186_measurement_num_0,1577158.96,5183092.19,25.0,24,176.1,25,6,15
CPT_218725_measurement_num_0,1570184.96,5183778.86,15.11,15,143.34,15,10,15
CPT_218726_measurement_num_0,1570205.32,5183773.71,15.15,15,144.51,15,10,15
CPT_218741_measurement_num_0,1760577.0,5914404.0,12.75,12,213.67,12,12,13
CPT_218742_measurement_num_0,1760582.0,5914391.0,12.08,12,199.12,12,12,13
CPT_218743_measurement_num_0,1760595.0,5914418.0,11.97,11,182.67,11,12,13
CPT_218764_measurement_num_0,1800922.0,5815127.0,14.67,14,167.56,14,4,15
CPT_218765_measurement_num_0,1800938.0,5815142.0,14.58,14,169.84,14,4,15
CPT_218766_measurement_num_0,1800971.0,5815134.0,14.44,14,176.47,14,4,15
CPT_218767_measurement_num_0,1800932.0,5815108.0,13.94,13,190.01,13,4,15
CPT_218790_measurement_num_0,1574407.32,5185721.64,20.14,20,197.91,20,6,15
CPT_2187_measurement_num_0,1576880.8,5183889.87,23.0,22,178.08,23,6,15
CPT_218823_measurement_num_0,1717523.3,6051907.47,15.66,15,164.08,15,15,15
CPT_218843_measurement_num_0,1717527.31,6051799.81,20.83,20,177.7,20,15,15
CPT_218894_measurement_num_0,1800300.0,5815247.0,15.86,15,165.6,15,4,11
CPT_218897_measurement_num_0,1800326.0,5815254.0,16.96,16,165.07,16,4,9
CPT_218898_measurement_num_0,1800368.0,5815263.0,19.26,19,173.29,19,4,9
CPT_2188_measurement_num_0,1576998.5,5184022.32,25.0,24,183.39,25,6,15
CPT_218904_measurement_num_0,1800341.0,5815257.0,17.71,17,109.13,17,4,9
CPT_218912_measurement_num_0,1876859.96,5819573.37,20.0,20,220.08,20,15,10
CPT_218913_measurement_num_0,1876872.15,5819568.51,20.0,20,161.12,20,15,10
CPT_218914_measurement_num_0,1876853.78,5819546.91,20.0,20,195.29,20,15,12
CPT_218915_measurement_num_0,1876862.44,5819542.17,20.0,20,218.55,20,15,12
CPT_218927_measurement_num_0,1760768.87,5909072.86,28.87,28,187.98,28,12,15
CPT_218928_measurement_num_0,1760739.5,5909064.75,28.93,28,189.48,28,12,15
CPT_218964_measurement_num_0,1758181.99,5927074.29,20.43,20,179.05,20,12,15
CPT_218978_measurement_num_0,1752517.3,5918570.4,11.37,11,174.89,11,12,15
CPT_218984_measurement_num_0,1752539.4,5918583.1,13.68,13,172.83,13,12,15
CPT_218988_measurement_num_0,1752524.3,5918559.1,11.89,11,175.57,11,12,15
CPT_218992_measurement_num_0,1752519.3,5918565.1,11.7,11,173.38,11,12,15
CPT_218998_measurement_num_0,2034439.31,5709875.61,19.93,19,201.67,19,6,15
CPT_218999_measurement_num_0,2034399.32,5709869.72,19.83,19,196.2,19,6,15
CPT_2189_measurement_num_0,1576892.79,5184374.68,25.0,24,179.63,25,6,15
CPT_219019_measurement_num_0,1917260.62,5799712.66,20.11,20,213.53,20,15,15
CPT_219020_measurement_num_0,1917174.97,5799838.3,20.07,20,232.81,20,15,15
CPT_219021_measurement_num_0,1917062.45,5799715.0,20.07,20,220.07,20,15,15
CPT_219022_measurement_num_0,1917114.7,5799605.82,20.08,20,209.69,20,15,15
CPT_219028_measurement_num_0,1800393.0,5815268.0,21.15,21,198.52,21,4,9
CPT_219072_measurement_num_0,1765595.34,5917382.97,10.49,10,232.84,10,12,15
CPT_219074_measurement_num_0,1765577.14,5917396.54,12.23,12,236.88,12,12,15
CPT_219075_measurement_num_0,1765586.95,5917423.98,12.13,12,248.72,12,12,15
CPT_219093_measurement_num_0,1757962.37,5920639.01,10.22,10,230.73,10,15,11
CPT_2190_measurement_num_0,1576842.56,5184344.19,22.09,22,179.92,22,6,15
CPT_219102_measurement_num_0,1890383.27,5821976.34,20.34,20,245.81,20,6,15
CPT_219103_measurement_num_0,1890390.78,5821963.85,20.39,20,253.04,20,6,15
CPT_219105_measurement_num_0,1773520.0,5896149.0,23.55,23,157.01,23,12,15
CPT_219106_measurement_num_0,1773621.0,5896135.0,20.0,19,147.1,20,12,15
CPT_219107_measurement_num_0,1773674.0,5896185.0,20.0,19,152.39,20,12,16
CPT_219108_measurement_num_0,1773712.0,5896208.0,22.17,22,150.92,22,12,16
CPT_219109_measurement_num_0,1773729.0,5896140.0,29.24,29,161.49,29,12,16
CPT_219110_measurement_num_0,1773626.0,5896025.0,29.76,29,162.43,29,12,16
CPT_219111_measurement_num_0,1773738.0,5896057.0,20.0,19,158.25,20,12,16
CPT_219116_measurement_num_0,1773473.0,5896436.0,25.81,25,180.31,25,12,15
CPT_219117_measurement_num_0,1773621.0,5896447.0,19.23,19,172.97,19,12,15
CPT_219118_measurement_num_0,1773569.0,5896376.0,18.14,18,162.0,18,12,15
CPT_219119_measurement_num_0,1773660.0,5896378.0,14.05,13,157.75,14,12,15
CPT_219120_measurement_num_0,1773602.0,5896319.0,20.0,19,150.72,20,12,15
CPT_219121_measurement_num_0,1773534.0,5896266.0,23.11,23,158.21,23,12,15
CPT_219122_measurement_num_0,1773678.0,5896258.0,19.47,19,147.17,19,12,15
CPT_219123_measurement_num_0,1773596.0,5896198.0,20.86,20,146.84,20,12,15
CPT_219124_measurement_num_0,1773391.0,5896146.0,22.87,22,151.36,22,12,15
CPT_2191_measurement_num_0,1577057.98,5183924.36,21.65,21,187.41,21,6,15
CPT_219205_measurement_num_0,1890350.5,5821416.54,20.11,20,248.73,20,6,15
CPT_219214_measurement_num_0,1760674.0,5903423.0,10.35,10,191.43,10,12,255
CPT_219237_measurement_num_0,1740629.33,5927307.9,20.45,20,197.24,20,12,16
CPT_219238_measurement_num_0,1740701.75,5927293.72,18.41,18,215.3,18,12,15
CPT_219245_measurement_num_0,1747382.62,5910626.51,11.95,11,235.0,11,14,8
CPT_219246_measurement_num_0,1747383.85,5910620.05,10.11,10,226.58,10,14,8
CPT_219247_measurement_num_0,1747366.09,5910628.79,12.72,12,232.8,12,14,8
CPT_219248_measurement_num_0,1747337.48,5910617.42,14.69,14,217.74,14,14,8
CPT_219249_measurement_num_0,1747351.01,5910617.07,13.15,13,236.43,13,14,8
CPT_2192_measurement_num_0,1576925.28,5184142.27,25.0,24,178.53,25,6,15
CPT_219313_measurement_num_0,1618779.91,5427286.52,10.3,10,278.69,10,7,16
CPT_219392_measurement_num_0,1748680.59,5927072.21,15.93,15,211.04,15,12,11
CPT_219393_measurement_num_0,1748669.05,5927080.85,12.8,12,223.66,12,12,11
CPT_2193_measurement_num_0,1576962.02,5184112.78,25.0,24,185.32,25,6,15
CPT_21944_measurement_num_0,1574892.54,5178382.96,15.0,14,150.15,15,10,15
CPT_219453_measurement_num_0,1623679.31,6113863.64,21.49,21,182.89,21,12,15
CPT_219455_measurement_num_0,1623655.73,6113876.59,15.0,14,168.49,15,12,15
CPT_219456_measurement_num_0,1623660.0,6113889.0,15.0,14,165.43,15,12,15
CPT_219457_measurement_num_0,1623637.19,6113895.77,24.37,24,168.87,24,12,15
CPT_219458_measurement_num_0,1623649.05,6113861.3,26.98,26,177.38,26,12,15
CPT_219459_measurement_num_0,1623633.1,6113879.83,15.0,14,156.31,15,12,15
CPT_21945_measurement_num_0,1570974.95,5175528.09,16.81,16,108.0,16,7,9
CPT_21946_measurement_num_0,1570985.45,5175536.78,17.14,17,106.69,17,7,9
CPT_21947_measurement_num_0,1571287.2,5182036.07,20.0,19,160.15,20,1,15
CPT_21948_measurement_num_0,1574883.32,5178364.15,15.0,15,134.83,15,10,15
CPT_21949_measurement_num_0,1579193.72,5179447.2,20.0,19,171.11,20,6,255
CPT_2194_measurement_num_0,1576702.62,5184017.31,25.0,24,173.46,25,6,15
CPT_219504_measurement_num_0,1787671.0,5853418.0,20.0,20,212.67,20,1,16
CPT_219505_measurement_num_0,1787482.0,5852259.0,20.02,20,181.87,20,4,16
CPT_219506_measurement_num_0,1787511.0,5851139.0,20.02,20,159.37,20,4,16
CPT_219507_measurement_num_0,1787937.0,5851321.0,20.02,20,170.01,20,4,16
CPT_219508_measurement_num_0,1788438.0,5851523.0,20.52,20,180.71,20,4,16
CPT_219509_measurement_num_0,1787847.0,5850706.0,20.02,20,162.75,20,1,16
CPT_219516_measurement_num_0,1798896.0,5864153.0,12.66,12,154.95,12,4,16
CPT_219519_measurement_num_0,1799249.0,5863976.0,14.78,14,160.1,14,4,16
CPT_219522_measurement_num_0,1799834.0,5864179.0,16.58,16,213.4,16,4,16
CPT_219524_measurement_num_0,1800879.0,5863648.0,16.18,16,187.66,16,4,15
CPT_219525_measurement_num_0,1800221.0,5863980.0,16.64,16,190.52,16,4,16
CPT_219526_measurement_num_0,1801045.0,5862921.0,13.8,13,179.54,13,4,16
CPT_219527_measurement_num_0,1800546.0,5863179.0,17.86,17,184.19,17,4,16
CPT_219528_measurement_num_0,1798587.0,5864260.0,10.16,10,166.53,10,4,16
CPT_219549_measurement_num_0,1619556.34,5428762.6,15.26,15,249.78,15,8,16
CPT_219550_measurement_num_0,1619610.08,5428745.88,15.2,15,217.07,15,8,16
CPT_219552_measurement_num_0,1619535.72,5428607.32,15.42,15,236.28,15,8,16
CPT_219553_measurement_num_0,1619484.06,5428656.29,15.35,15,251.6,15,8,16
CPT_219555_measurement_num_0,1766288.09,5900243.27,14.41,14,207.54,14,12,15
CPT_219558_measurement_num_0,1766315.5,5900237.62,12.56,12,179.74,12,12,15
CPT_219559_measurement_num_0,1766296.89,5900221.56,14.17,14,214.85,14,12,15
CPT_219571_measurement_num_0,1619101.43,5428352.37,15.3,15,271.89,15,8,16
CPT_219572_measurement_num_0,1619053.66,5428302.36,15.24,15,219.22,15,8,16
CPT_219573_measurement_num_0,1619100.24,5428296.24,15.14,15,238.94,15,8,16
CPT_219576_measurement_num_0,1827208.07,5885769.42,15.39,15,224.17,15,4,5
CPT_219577_measurement_num_0,1827201.6,5885786.37,15.45,15,224.88,15,4,5
CPT_219578_measurement_num_0,1827234.37,5885783.8,15.4,15,211.0,15,4,5
CPT_219581_measurement_num_0,1827232.64,5885804.41,15.35,15,209.39,15,4,5
CPT_219582_measurement_num_0,1741903.95,5918505.12,12.18,12,166.19,12,12,12
CPT_219593_measurement_num_0,1741925.02,5918498.0,11.87,11,193.93,11,12,12
CPT_219594_measurement_num_0,1741884.54,5918493.76,13.19,13,192.72,13,12,12
CPT_219597_measurement_num_0,1826479.35,5886243.85,12.61,12,237.5,12,4,7
CPT_2195_measurement_num_0,1576671.13,5184053.8,25.0,24,169.96,25,6,15
CPT_219630_measurement_num_0,1775130.22,5908729.6,12.49,12,228.42,12,12,15
CPT_219636_measurement_num_0,1771671.48,5909163.14,13.89,13,228.95,13,12,11
CPT_219638_measurement_num_0,1771204.38,5909859.75,15.17,15,165.45,15,12,9
CPT_219639_measurement_num_0,1770801.03,5910155.24,15.14,15,221.47,15,12,13
CPT_219642_measurement_num_0,1770157.9,5910931.47,13.1,13,235.68,13,12,13
CPT_219644_measurement_num_0,1769866.24,5911286.83,17.64,17,220.2,17,12,9
CPT_2196_measurement_num_0,1576936.28,5183999.83,25.0,24,185.02,25,6,15
CPT_219712_measurement_num_0,1763058.19,5432108.09,12.14,12,176.63,12,1,13
CPT_219771_measurement_num_0,1772768.66,5476952.38,10.73,10,260.09,10,8,16
CPT_219773_measurement_num_0,1772792.04,5476974.71,10.07,10,278.3,10,8,16
CPT_219776_measurement_num_0,1785699.81,5481289.46,14.99,14,200.57,14,4,11
CPT_219793_measurement_num_0,1574159.4,5180730.27,11.6,11,179.12,11,10,16
CPT_219794_measurement_num_0,1574177.89,5180727.37,14.0,13,191.93,14,10,16
CPT_2197_measurement_num_0,1577017.75,5183905.36,25.0,24,185.88,25,6,15
CPT_219819_measurement_num_0,1766266.82,5465977.37,15.01,15,263.16,15,8,15
CPT_219825_measurement_num_0,1771387.73,5474994.95,10.86,10,288.77,10,8,16
CPT_21982_measurement_num_0,1574192.77,5177929.29,15.5,15,160.15,15,10,16
CPT_219842_measurement_num_0,1770718.55,5474047.07,10.99,10,262.63,10,8,11
CPT_21984_measurement_num_0,1574183.18,5177944.35,15.4,15,159.12,15,10,16
CPT_21985_measurement_num_0,1573516.74,5180717.31,10.1,10,150.84,10,10,15
CPT_219862_measurement_num_0,1776208.78,5482240.39,15.0,15,274.87,15,8,15
CPT_219871_measurement_num_0,1882100.61,5775165.65,14.31,14,196.08,14,5,13
CPT_219874_measurement_num_0,1869158.56,5714426.1,13.65,13,287.22,13,15,13
CPT_219875_measurement_num_0,1869110.49,5714431.02,14.22,14,266.4,14,15,15
CPT_219893_measurement_num_0,1758871.63,5907661.33,15.33,15,183.59,15,12,15
CPT_21989_measurement_num_0,1573906.6,5178277.69,15.0,15,177.34,15,10,15
CPT_2198_measurement_num_0,1576763.35,5183975.83,25.0,24,181.52,25,6,15
CPT_21990_measurement_num_0,1573921.75,5178264.98,15.0,14,174.27,15,10,15
CPT_21993_measurement_num_0,1574207.62,5177933.23,15.0,14,157.55,15,10,16
CPT_21994_measurement_num_0,1574219.92,5177928.06,15.5,15,161.22,15,10,16
CPT_219989_measurement_num_0,1562217.57,5162739.43,15.0,14,183.64,15,5,16
CPT_219990_measurement_num_0,1573126.0,5179178.0,15.5,15,165.66,15,6,15
CPT_2199_measurement_num_0,1577096.73,5182958.24,25.0,24,187.5,25,6,15
CPT_219_measurement_num_0,1571470.38,5176487.5,15.08,15,109.88,15,10,10
CPT_21_measurement_num_0,1576142.24,5182128.74,37.92,30,168.37,37,6,15
CPT_220015_measurement_num_0,1766766.61,5471245.91,11.15,11,252.43,11,8,15
CPT_220019_measurement_num_0,1769913.19,5473908.64,15.0,15,294.4,15,8,15
CPT_220022_measurement_num_0,1766933.63,5471589.48,12.0,11,238.93,12,8,16
CPT_220030_measurement_num_0,1813956.25,5562201.27,10.11,10,228.04,10,7,3
CPT_220035_measurement_num_0,1768979.03,5471122.7,11.0,10,264.7,11,8,16
CPT_220036_measurement_num_0,1769055.88,5471181.07,11.0,10,274.36,11,8,16
CPT_220038_measurement_num_0,1760790.53,5434923.95,13.26,13,252.7,13,4,15
CPT_220040_measurement_num_0,1760784.39,5434895.62,12.01,12,226.86,12,4,15
CPT_220092_measurement_num_0,1763046.75,5431814.74,15.0,14,173.49,15,1,13
CPT_220093_measurement_num_0,1763024.56,5431782.75,15.0,15,185.26,15,1,13
CPT_220094_measurement_num_0,1764997.44,5461500.73,10.0,10,270.16,10,8,13
