Filename,NZTM_X,NZTM_Y,NZGD_Depth,Depth,Vs30,NZGD_Rounddown_Depth,gid,tid
CPT_10001_measurement_num_0,1570256.81,5178665.74,23.34,23,146.6,23,10,16
CPT_10002_measurement_num_0,1571351.91,5180852.63,20.0,19,167.04,20,10,16
CPT_10003_measurement_num_0,1571621.24,5179830.33,27.3,27,168.86,27,10,16
CPT_10004_measurement_num_0,1571595.25,5179847.32,27.24,27,167.0,27,10,16
CPT_10005_measurement_num_0,1570681.58,5180752.94,20.06,20,156.14,20,10,15
CPT_10007_measurement_num_0,1570646.59,5180732.95,16.24,16,161.88,16,10,15
CPT_10008_measurement_num_0,1571874.57,5180614.56,18.76,18,153.24,18,10,15
CPT_10010_measurement_num_0,1571560.32,5180772.64,16.26,16,162.19,16,10,13
CPT_10012_measurement_num_0,1571602.58,5181066.05,15.42,15,149.79,15,10,15
CPT_10013_measurement_num_0,1573937.02,5182068.18,20.02,20,181.78,20,10,15
CPT_10014_measurement_num_0,1573571.29,5181935.11,16.48,16,170.94,16,10,15
CPT_10020_measurement_num_0,1573640.71,5181902.26,16.52,16,166.45,16,10,15
CPT_10021_measurement_num_0,1573742.53,5181966.29,20.51,20,168.96,20,10,15
CPT_10022_measurement_num_0,1573206.27,5182577.38,20.0,19,168.74,20,10,15
CPT_10025_measurement_num_0,1571489.46,5196989.62,10.46,10,252.79,10,10,15
CPT_100360_measurement_num_0,1744528.96,5923061.79,11.05,10,194.38,11,12,9
CPT_100374_measurement_num_0,1570065.1,5182794.96,20.21,20,160.37,20,10,15
CPT_100375_measurement_num_0,1570088.5,5182802.84,20.23,20,164.44,20,10,15
CPT_100380_measurement_num_0,1579072.5,5176350.89,22.19,22,149.62,22,6,255
CPT_10039_measurement_num_0,1575364.75,5191197.29,20.01,19,179.39,20,6,16
CPT_10043_measurement_num_0,1579731.52,5177559.15,20.04,20,185.96,20,6,15
CPT_100454_measurement_num_0,1573105.0,5179227.0,10.0,10,146.05,10,6,15
CPT_100457_measurement_num_0,1573105.0,5179270.0,10.0,10,120.78,10,6,15
CPT_100460_measurement_num_0,1573014.0,5179321.0,10.0,10,136.91,10,6,15
CPT_100462_measurement_num_0,1573148.0,5179248.0,10.0,10,144.17,10,6,15
CPT_100463_measurement_num_0,1573063.0,5179295.0,10.0,10,137.39,10,6,15
CPT_100464_measurement_num_0,1573005.0,5179304.0,10.0,10,146.13,10,6,15
CPT_100465_measurement_num_0,1572970.0,5179344.0,10.0,10,145.15,10,6,15
CPT_100466_measurement_num_0,1573092.0,5179329.0,10.0,10,130.14,10,6,15
CPT_100467_measurement_num_0,1573032.0,5179355.0,10.0,10,127.64,10,6,15
CPT_100468_measurement_num_0,1573150.0,5179295.0,10.0,10,142.28,10,6,15
CPT_100469_measurement_num_0,1573175.0,5179286.0,10.0,10,160.04,10,6,15
CPT_100470_measurement_num_0,1573065.0,5179254.0,7.0,10,143.7,7,6,15
CPT_100471_measurement_num_0,1573013.0,5179432.0,10.0,10,138.91,10,6,15
CPT_100472_measurement_num_0,1573020.0,5179478.0,10.0,10,148.76,10,10,15
CPT_100473_measurement_num_0,1573062.0,5179448.0,10.0,10,140.2,10,6,15
CPT_100474_measurement_num_0,1573112.0,5179425.0,7.0,10,149.33,7,6,15
CPT_100475_measurement_num_0,1573160.0,5179410.0,10.0,10,142.18,10,6,16
CPT_100476_measurement_num_0,1573217.0,5179373.0,10.0,10,136.82,10,6,16
CPT_100477_measurement_num_0,1573072.0,5179473.0,10.0,10,143.93,10,10,15
CPT_100478_measurement_num_0,1573082.0,5179499.0,10.0,10,155.51,10,10,15
CPT_100480_measurement_num_0,1573148.0,5179366.0,10.0,10,146.18,10,6,15
CPT_100481_measurement_num_0,1573109.0,5179379.0,10.0,10,136.58,10,6,15
CPT_100482_measurement_num_0,1572976.0,5179444.0,10.0,10,165.08,10,6,15
CPT_100483_measurement_num_0,1572931.0,5179465.0,10.0,10,150.39,10,10,15
CPT_100487_measurement_num_0,1574119.21,5177887.92,20.12,20,173.12,20,10,16
CPT_100494_measurement_num_0,1571088.8,5181781.31,10.22,10,147.99,10,1,14
CPT_100515_measurement_num_0,1570643.95,5187158.61,19.82,19,147.41,19,10,16
CPT_100517_measurement_num_0,1570579.8,5187214.86,19.76,19,145.65,19,10,16
CPT_100518_measurement_num_0,1570428.4,5187319.04,19.86,19,140.94,19,10,16
CPT_100521_measurement_num_0,1570469.27,5187186.17,19.76,19,146.8,19,10,16
CPT_100522_measurement_num_0,1570328.82,5187190.66,19.86,19,163.68,19,10,16
CPT_100528_measurement_num_0,1569780.86,5182601.33,11.16,11,160.77,11,10,15
CPT_100530_measurement_num_0,1574678.0,5182031.0,15.0,15,166.12,15,10,16
CPT_100532_measurement_num_0,1571075.64,5179449.9,15.12,15,150.13,15,10,15
CPT_100534_measurement_num_0,1575879.0,5210062.0,12.02,12,229.13,12,10,16
CPT_100537_measurement_num_0,1570258.0,5180858.0,20.0,20,163.84,20,10,15
CPT_100540_measurement_num_0,1576232.0,5182162.0,15.0,15,165.05,15,6,15
CPT_100543_measurement_num_0,1576583.0,5182912.0,15.0,15,173.16,15,10,15
CPT_10056_measurement_num_0,1573893.42,5177322.39,26.24,26,182.0,26,10,15
CPT_100589_measurement_num_0,1566240.49,5175696.71,15.58,15,144.81,15,10,15
CPT_10058_measurement_num_0,1573911.42,5177319.39,25.96,25,175.31,25,10,15
CPT_1005_measurement_num_0,1571979.59,5178186.64,27.05,26,144.3,27,10,15
CPT_100600_measurement_num_0,1874059.97,5817173.42,20.05,19,174.94,20,15,15
CPT_100601_measurement_num_0,1874090.99,5817177.95,20.05,19,167.5,20,15,15
CPT_100602_measurement_num_0,1874106.67,5817207.06,20.06,19,175.43,20,15,15
CPT_100603_measurement_num_0,1874120.62,5817228.81,19.05,18,224.57,19,15,15
CPT_100604_measurement_num_0,1874167.56,5817225.4,20.09,20,221.24,20,15,15
CPT_100605_measurement_num_0,1874205.07,5817203.78,20.09,20,215.19,20,15,15
CPT_100606_measurement_num_0,1874200.84,5817165.03,20.06,19,182.3,20,15,15
CPT_100607_measurement_num_0,1874082.44,5817230.08,20.04,19,179.23,20,15,15
CPT_10062_measurement_num_0,1572140.79,5196668.92,12.5,12,209.23,12,6,15
CPT_100657_measurement_num_0,1575983.01,5207387.18,10.11,10,292.71,10,6,16
CPT_10066_measurement_num_0,1569082.1,5182948.93,21.21,21,146.59,21,10,16
CPT_10067_measurement_num_0,1572066.82,5196684.91,13.32,13,191.81,13,6,15
CPT_100699_measurement_num_0,1792524.77,5826425.17,28.27,28,247.43,28,4,255
CPT_100701_measurement_num_0,1792689.29,5826532.47,16.45,16,219.71,16,4,255
CPT_100706_measurement_num_0,1570981.6,5186851.0,15.0,15,148.34,15,10,15
CPT_100707_measurement_num_0,1571025.0,5186953.0,14.86,14,144.88,14,10,15
CPT_100708_measurement_num_0,1571123.0,5186950.0,12.82,12,137.41,12,10,15
CPT_100709_measurement_num_0,1571226.0,5186950.0,15.0,15,149.46,15,10,15
CPT_10070_measurement_num_0,1572033.83,5196684.91,12.26,12,232.02,12,6,15
CPT_100711_measurement_num_0,1571308.0,5186917.0,15.0,15,164.11,15,10,15
CPT_100713_measurement_num_0,1571266.0,5186856.0,13.68,13,148.36,13,10,15
CPT_100714_measurement_num_0,1571192.0,5186865.0,15.0,15,154.09,15,10,15
CPT_100715_measurement_num_0,1571079.0,5186866.0,14.02,14,127.98,14,10,15
CPT_100717_measurement_num_0,1571197.0,5186793.0,15.0,15,151.24,15,10,15
CPT_100719_measurement_num_0,1571099.0,5186798.0,15.0,15,151.24,15,10,15
CPT_10071_measurement_num_0,1572123.8,5196732.9,12.56,12,153.71,12,6,15
CPT_100720_measurement_num_0,1571042.0,5186761.0,15.0,15,159.72,15,10,15
CPT_100721_measurement_num_0,1570969.0,5186817.0,15.0,15,159.56,15,10,15
CPT_100724_measurement_num_0,1570891.0,5186852.0,15.0,15,144.12,15,10,15
CPT_100737_measurement_num_0,1570751.0,5186761.0,18.5,18,178.53,18,10,16
CPT_100738_measurement_num_0,1570939.0,5186953.0,16.0,15,144.92,16,10,16
CPT_100739_measurement_num_0,1570882.0,5187026.0,16.0,15,108.91,16,10,16
CPT_100740_measurement_num_0,1570840.0,5186951.0,15.0,15,121.73,15,10,16
CPT_100746_measurement_num_0,1573358.6,5178433.93,21.5,21,167.93,21,10,15
CPT_100747_measurement_num_0,1573347.6,5178443.93,15.47,15,151.86,15,10,15
CPT_100751_measurement_num_0,1571176.0,5186668.0,15.0,15,141.39,15,10,16
CPT_100758_measurement_num_0,1570640.0,5186576.0,15.0,15,161.02,15,10,16
CPT_100759_measurement_num_0,1747987.93,5925450.6,18.75,18,164.36,18,12,255
CPT_100762_measurement_num_0,1747991.9,5925622.77,18.93,18,178.82,18,12,16
CPT_100763_measurement_num_0,1747905.33,5925514.29,19.73,19,190.54,19,12,255
CPT_100764_measurement_num_0,1747982.48,5925558.01,19.07,19,159.42,19,12,16
CPT_10079_measurement_num_0,1570448.67,5180652.97,13.82,13,144.92,13,10,15
CPT_1007_measurement_num_0,1571725.29,5178024.74,26.79,26,146.42,26,10,15
CPT_10080_measurement_num_0,1570446.67,5180676.97,15.1,15,165.53,15,10,15
CPT_10083_measurement_num_0,1570430.68,5180673.97,16.8,16,165.2,16,10,15
CPT_100848_measurement_num_0,1574010.32,5178985.74,20.56,20,181.63,20,10,15
CPT_100849_measurement_num_0,1573984.33,5178987.74,20.96,21,186.63,20,10,15
CPT_100859_measurement_num_0,1570683.77,5180673.21,15.47,15,160.49,15,10,15
CPT_100860_measurement_num_0,1570659.5,5180698.65,14.68,14,146.85,14,10,15
CPT_10086_measurement_num_0,1570402.69,5180676.96,15.0,15,153.46,15,10,15
CPT_100895_measurement_num_0,1569737.31,5188174.36,10.04,10,146.2,10,10,16
CPT_10090_measurement_num_0,1570404.69,5180652.97,15.72,15,138.04,15,10,15
CPT_100913_measurement_num_0,1570585.48,5187099.16,19.77,19,142.47,19,10,16
CPT_100926_measurement_num_0,1573719.46,5182091.56,19.86,19,174.03,19,10,15
CPT_100933_measurement_num_0,1574360.22,5178616.11,19.76,19,149.91,19,10,15
CPT_100934_measurement_num_0,1568621.52,5182378.46,18.27,18,148.05,18,10,16
CPT_10095_measurement_num_0,1576349.51,5183515.46,20.02,20,175.73,20,10,15
CPT_10097_measurement_num_0,1576595.43,5183792.92,25.0,24,180.06,25,6,15
CPT_10098_measurement_num_0,1576597.08,5183522.19,23.61,23,188.79,23,6,15
CPT_10099_measurement_num_0,1576632.99,5183761.6,20.01,19,170.43,20,6,15
CPT_1009_measurement_num_0,1571080.28,5180388.49,11.99,11,148.85,11,10,15
CPT_10100_measurement_num_0,1576748.44,5183860.77,20.0,20,183.76,20,6,15
CPT_101016_measurement_num_0,1748603.43,5925281.87,20.8,20,174.41,20,12,255
CPT_10101_measurement_num_0,1576588.96,5183731.56,25.0,24,173.98,25,6,15
CPT_101025_measurement_num_0,1748768.38,5925350.24,33.3,30,184.8,33,12,255
CPT_101026_measurement_num_0,1748899.38,5925427.19,32.0,30,187.35,32,12,255
CPT_101058_measurement_num_0,1576077.37,5175392.65,11.62,11,135.16,11,3,13
CPT_101059_measurement_num_0,1576080.46,5175388.22,19.88,19,144.98,19,3,13
CPT_101062_measurement_num_0,1579735.47,5215671.96,10.07,10,294.12,10,6,16
CPT_101063_measurement_num_0,1579754.96,5215675.35,10.24,10,294.22,10,6,16
CPT_101068_measurement_num_0,1569250.25,5179671.03,19.88,19,134.68,19,10,15
CPT_101069_measurement_num_0,1569264.02,5179644.88,19.27,19,134.62,19,10,15
CPT_101070_measurement_num_0,1569262.25,5179626.44,17.77,17,141.9,17,10,15
CPT_101071_measurement_num_0,1569251.22,5179616.95,17.84,17,138.86,17,10,15
CPT_10110_measurement_num_0,1576656.49,5183605.81,25.0,24,180.22,25,6,15
CPT_10112_measurement_num_0,1576691.93,5183644.73,25.0,24,185.44,25,6,15
CPT_10113_measurement_num_0,1576685.43,5183605.84,25.0,24,187.91,25,6,15
CPT_10115_measurement_num_0,1576578.61,5183631.79,25.0,24,176.02,25,6,15
CPT_10117_measurement_num_0,1576570.37,5183553.53,25.0,24,178.73,25,6,15
CPT_101206_measurement_num_0,1804256.9,5810307.51,20.0,20,183.39,20,4,12
CPT_101208_measurement_num_0,1804487.57,5810637.56,14.0,14,221.16,14,4,11
CPT_101209_measurement_num_0,1804123.18,5810646.84,18.5,18,188.77,18,4,15
CPT_101210_measurement_num_0,1804327.25,5810930.37,15.0,15,166.18,15,4,15
CPT_101211_measurement_num_0,1804196.41,5811130.71,14.8,14,166.46,14,4,11
CPT_101212_measurement_num_0,1804354.59,5811261.36,17.5,17,197.74,17,4,12
CPT_101213_measurement_num_0,1804754.27,5810984.36,16.5,16,200.66,16,4,9
CPT_101214_measurement_num_0,1804699.2,5811231.13,17.0,16,199.07,17,4,15
CPT_101215_measurement_num_0,1804943.8,5811238.25,13.5,13,196.47,13,4,9
CPT_101216_measurement_num_0,1804816.22,5811536.91,19.0,19,218.37,19,4,15
CPT_101217_measurement_num_0,1804536.16,5811524.56,20.0,19,189.46,20,4,11
CPT_101219_measurement_num_0,1804511.69,5812017.64,14.5,14,198.64,14,4,6
CPT_101220_measurement_num_0,1804211.25,5812164.13,12.0,11,211.26,12,4,12
CPT_101221_measurement_num_0,1804239.71,5812497.76,20.0,20,210.98,20,4,12
CPT_101223_measurement_num_0,1804105.52,5812645.78,14.7,14,219.53,14,4,11
CPT_101224_measurement_num_0,1804249.83,5812887.15,14.0,13,182.27,14,4,9
CPT_101225_measurement_num_0,1804712.12,5811717.84,20.0,19,199.95,20,4,9
CPT_101226_measurement_num_0,1804663.84,5811710.49,17.5,17,226.5,17,4,9
CPT_10123_measurement_num_0,1576743.11,5183416.06,18.58,18,173.32,18,6,15
CPT_101247_measurement_num_0,1571141.87,5186560.16,15.48,15,146.18,15,10,16
CPT_101252_measurement_num_0,1571099.08,5186541.09,11.59,11,114.75,11,10,16
CPT_101262_measurement_num_0,1571006.49,5186444.07,15.41,15,179.99,15,10,16
CPT_101267_measurement_num_0,1571036.58,5186404.22,14.29,14,149.15,14,10,16
CPT_10126_measurement_num_0,1576845.58,5183817.96,20.14,20,181.45,20,6,15
CPT_101297_measurement_num_0,1575072.76,5192188.64,19.9,19,175.28,19,6,16
CPT_101298_measurement_num_0,1575055.5,5192177.09,14.97,14,155.13,14,6,16
CPT_101299_measurement_num_0,1569230.95,5179632.74,19.82,19,136.72,19,10,15
CPT_1012_measurement_num_0,1569436.36,5178977.77,22.13,22,132.47,22,10,16
CPT_101300_measurement_num_0,1569220.77,5179650.9,19.91,19,143.66,19,10,15
CPT_101301_measurement_num_0,1569230.9,5179661.28,19.63,19,137.64,19,10,15
CPT_10130_measurement_num_0,1576820.09,5183809.22,10.36,10,158.53,10,6,15
CPT_101351_measurement_num_0,1880659.95,5826927.07,12.1,12,220.81,12,6,16
CPT_101352_measurement_num_0,1880719.71,5826910.54,11.7,11,205.15,11,6,16
CPT_101353_measurement_num_0,1880763.53,5826920.24,10.7,10,200.16,10,6,16
CPT_101354_measurement_num_0,1880814.28,5826911.85,11.4,11,137.85,11,6,16
CPT_101355_measurement_num_0,1880872.15,5826919.92,12.0,11,179.34,12,6,16
CPT_101356_measurement_num_0,1880889.23,5826918.69,12.2,12,204.98,12,6,16
CPT_101357_measurement_num_0,1880979.72,5826899.22,24.6,24,196.76,24,6,16
CPT_101358_measurement_num_0,1881033.37,5826901.44,24.4,24,219.08,24,6,16
CPT_101359_measurement_num_0,1881107.15,5826901.21,24.7,24,198.5,24,6,16
CPT_10135_measurement_num_0,1576834.24,5183600.15,18.6,18,174.97,18,6,16
CPT_101360_measurement_num_0,1881165.77,5826907.96,34.9,30,190.32,34,6,16
CPT_10137_measurement_num_0,1576605.82,5183455.79,19.9,19,173.19,19,6,15
CPT_10138_measurement_num_0,1576701.5,5183513.95,17.4,17,176.45,17,6,15
CPT_101390_measurement_num_0,1793050.0,5834982.0,20.0,19,209.49,20,4,13
CPT_101391_measurement_num_0,1793088.0,5834987.0,20.0,19,185.47,20,4,13
CPT_101392_measurement_num_0,1793092.0,5834948.0,20.0,19,228.86,20,4,15
CPT_10142_measurement_num_0,1577054.87,5183688.14,20.0,19,177.64,20,6,16
CPT_10143_measurement_num_0,1576873.9,5183845.07,20.0,19,174.86,20,6,15
CPT_101559_measurement_num_0,1863829.38,5829264.88,16.4,16,196.78,16,13,8
CPT_101560_measurement_num_0,1863862.32,5829272.72,17.6,17,224.2,17,13,8
CPT_101561_measurement_num_0,1863895.39,5829285.0,17.7,17,212.14,17,13,8
CPT_101564_measurement_num_0,1864030.52,5829311.79,10.2,10,181.7,10,13,8
CPT_101565_measurement_num_0,1864084.99,5829330.05,14.0,13,208.01,14,13,7
CPT_10162_measurement_num_0,1570062.0,5180863.0,21.34,21,80.34,21,10,15
CPT_10166_measurement_num_0,1570057.0,5180833.0,11.62,11,132.08,11,10,15
CPT_10169_measurement_num_0,1569548.0,5183335.0,20.69,20,138.77,20,10,15
CPT_10171_measurement_num_0,1569528.0,5183337.0,10.74,10,95.75,10,10,15
CPT_1017_measurement_num_0,1570959.43,5178996.84,23.74,23,131.14,23,10,15
CPT_10180_measurement_num_0,1576495.0,5183773.0,23.76,23,177.16,23,6,15
CPT_10182_measurement_num_0,1569983.0,5180941.0,10.15,10,117.46,10,10,15
CPT_1018_measurement_num_0,1571152.6,5178998.29,21.97,21,145.4,21,10,15
CPT_1019_measurement_num_0,1568965.47,5178887.33,13.98,13,105.99,13,10,16
CPT_101_measurement_num_0,1572621.8,5181199.47,22.55,22,154.42,22,10,16
CPT_10206_measurement_num_0,1571805.0,5177446.0,19.62,19,94.37,19,10,16
CPT_10217_measurement_num_0,1570970.0,5181372.0,21.29,21,150.08,21,1,16
CPT_1021_measurement_num_0,1569474.84,5178876.41,11.63,11,93.75,11,10,16
CPT_102226_measurement_num_0,1571699.91,5182774.03,19.83,19,148.2,19,10,15
CPT_102227_measurement_num_0,1571704.91,5182776.27,19.83,19,142.35,19,10,15
CPT_102277_measurement_num_0,1565727.0,5180087.0,17.68,17,141.61,17,10,16
CPT_1022_measurement_num_0,1569574.89,5178889.54,12.29,12,107.21,12,10,15
CPT_102330_measurement_num_0,1561090.55,5168876.11,13.95,13,241.91,13,10,16
CPT_102331_measurement_num_0,1561104.66,5168892.08,10.33,10,248.38,10,10,16
CPT_102333_measurement_num_0,1568506.58,5185350.34,14.91,14,119.17,14,10,16
CPT_102334_measurement_num_0,1568506.59,5185366.22,14.75,14,116.48,14,10,16
CPT_102346_measurement_num_0,1571081.3,5182268.09,13.31,13,158.41,13,1,16
CPT_102347_measurement_num_0,1571100.77,5182269.95,10.58,10,133.73,10,1,16
CPT_102352_measurement_num_0,1575044.7,5182096.4,20.0,20,156.11,20,6,16
CPT_102355_measurement_num_0,1575030.3,5182079.16,20.0,20,155.37,20,6,16
CPT_102357_measurement_num_0,1570187.82,5180130.49,15.02,15,182.22,15,10,16
CPT_102362_measurement_num_0,1575162.19,5186287.76,15.15,15,165.43,15,6,15
CPT_102363_measurement_num_0,1575145.11,5186290.36,14.64,14,156.17,14,6,15
CPT_102364_measurement_num_0,1571833.22,5181871.68,15.16,15,133.96,15,10,16
CPT_102372_measurement_num_0,1572264.0,5181662.0,15.23,15,146.63,15,10,16
CPT_102374_measurement_num_0,1574819.62,5178528.73,15.11,15,154.22,15,10,15
CPT_102375_measurement_num_0,1574801.57,5178536.43,15.09,15,153.46,15,10,15
CPT_102380_measurement_num_0,1574580.47,5180692.06,15.05,15,163.3,15,10,15
CPT_102381_measurement_num_0,1574588.82,5180705.87,15.08,15,160.88,15,10,15
CPT_102393_measurement_num_0,1575202.31,5191234.35,15.02,15,167.52,15,10,16
CPT_102398_measurement_num_0,1575725.32,5181854.32,15.08,15,166.98,15,6,15
CPT_102399_measurement_num_0,1575707.84,5181839.26,15.54,15,163.05,15,6,15
CPT_1023_measurement_num_0,1569846.81,5178884.05,11.17,11,112.68,11,10,15
CPT_102401_measurement_num_0,1570788.0,5186475.0,15.0,15,172.11,15,10,16
CPT_102402_measurement_num_0,1570706.17,5186466.1,15.0,15,147.0,15,10,16
CPT_102404_measurement_num_0,1576772.48,5184149.39,15.04,15,166.34,15,6,15
CPT_102407_measurement_num_0,1575736.0,5179785.0,15.13,15,170.63,15,6,15
CPT_102408_measurement_num_0,1568278.61,5177983.81,15.18,15,126.1,15,10,15
CPT_102409_measurement_num_0,1568257.63,5177962.39,15.18,15,124.98,15,10,15
CPT_102414_measurement_num_0,1573945.07,5180209.85,15.09,15,178.23,15,10,15
CPT_102418_measurement_num_0,1578679.32,5180109.03,15.04,15,176.18,15,6,15
CPT_102419_measurement_num_0,1578661.39,5180106.75,15.07,15,172.76,15,6,15
CPT_102429_measurement_num_0,1573261.0,5180545.0,15.06,15,181.37,15,10,15
CPT_102430_measurement_num_0,1573261.0,5180545.0,15.32,15,175.86,15,10,15
CPT_102439_measurement_num_0,1575528.98,5181571.4,15.08,15,164.0,15,6,15
CPT_102440_measurement_num_0,1575512.78,5181556.9,15.02,15,168.69,15,6,15
CPT_102441_measurement_num_0,1570924.0,5181867.0,15.06,15,159.78,15,1,14
CPT_102447_measurement_num_0,1573474.57,5179445.47,15.11,15,163.75,15,6,15
CPT_102455_measurement_num_0,1575725.21,5204688.7,10.1,10,261.92,10,6,16
CPT_102456_measurement_num_0,1575745.86,5204696.33,10.1,10,251.62,10,6,16
CPT_102458_measurement_num_0,1576785.86,5184536.59,15.16,15,174.89,15,6,15
CPT_102462_measurement_num_0,1572272.2,5181691.92,15.23,15,146.63,15,10,16
CPT_102463_measurement_num_0,1572272.46,5181665.82,15.12,15,164.42,15,10,16
CPT_102478_measurement_num_0,1572271.76,5181679.82,15.79,15,147.57,15,10,16
CPT_102480_measurement_num_0,1575784.18,5182904.93,15.09,15,174.95,15,6,15
CPT_102481_measurement_num_0,1575775.63,5182921.45,15.06,15,169.51,15,6,15
CPT_102483_measurement_num_0,1574419.22,5179659.59,15.1,15,147.73,15,6,15
CPT_102484_measurement_num_0,1574450.62,5179646.6,15.07,15,160.86,15,6,16
CPT_102488_measurement_num_0,1572889.82,5179152.38,15.09,15,160.99,15,10,15
CPT_102490_measurement_num_0,1570937.61,5184635.26,13.07,13,122.56,13,10,16
CPT_102493_measurement_num_0,1570939.89,5184627.87,13.07,13,122.56,13,10,16
CPT_102494_measurement_num_0,1572871.45,5179159.41,15.24,15,156.45,15,10,15
CPT_102495_measurement_num_0,1570918.84,5184720.0,13.12,13,119.97,13,10,16
CPT_102496_measurement_num_0,1570810.78,5184770.62,19.76,19,146.62,19,10,16
CPT_102498_measurement_num_0,1570855.14,5184805.88,19.83,19,145.28,19,10,16
CPT_102499_measurement_num_0,1570929.08,5184888.91,19.8,19,147.02,19,10,16
CPT_102500_measurement_num_0,1570735.14,5184878.11,19.82,19,137.53,19,10,16
CPT_102502_measurement_num_0,1568628.6,5181103.73,10.79,10,145.61,10,10,16
CPT_102508_measurement_num_0,1570793.0,5186666.0,15.0,15,179.29,15,10,16
CPT_102521_measurement_num_0,1570665.0,5186511.0,15.0,15,149.45,15,10,16
CPT_102524_measurement_num_0,1570654.0,5186718.0,15.0,15,175.34,15,10,16
CPT_102528_measurement_num_0,1570815.0,5186906.0,5.0,15,122.1,5,10,16
CPT_102529_measurement_num_0,1574620.73,5178451.78,18.02,18,152.69,18,10,15
CPT_102533_measurement_num_0,1572410.0,5176958.73,15.0,15,145.01,15,10,14
CPT_10254_measurement_num_0,1569405.0,5182778.0,12.6,12,137.54,12,10,16
CPT_102559_measurement_num_0,1570998.99,5186777.66,11.0,12,150.27,11,10,15
CPT_102561_measurement_num_0,1571060.0,5186816.0,13.66,13,146.01,13,10,15
CPT_102567_measurement_num_0,1571003.0,5186908.0,12.1,12,142.12,12,10,15
CPT_102569_measurement_num_0,1570980.24,5186998.48,15.0,15,143.86,15,10,15
CPT_10256_measurement_num_0,1579348.0,5178971.0,34.35,29,192.49,34,6,255
CPT_102573_measurement_num_0,1571018.0,5186708.0,12.42,12,154.93,12,10,16
CPT_102591_measurement_num_0,1571308.0,5186973.0,15.0,15,159.25,15,10,15
CPT_102592_measurement_num_0,1571383.0,5186966.0,11.96,11,161.17,11,10,16
CPT_102593_measurement_num_0,1571341.0,5187033.0,15.0,15,138.29,15,10,15
CPT_102596_measurement_num_0,1580631.63,5175969.22,20.0,20,190.74,20,255,255
CPT_102598_measurement_num_0,1580597.51,5175948.09,20.0,20,191.11,20,6,255
CPT_1025_measurement_num_0,1570142.23,5178873.88,10.71,10,111.67,10,10,15
CPT_102600_measurement_num_0,1580607.29,5175960.04,20.0,20,192.88,20,255,255
CPT_102606_measurement_num_0,1571285.0,5187057.0,15.0,15,146.15,15,10,16
CPT_102608_measurement_num_0,1571188.0,5187019.0,15.0,15,141.53,15,10,15
CPT_102610_measurement_num_0,1571192.0,5187068.0,15.0,15,140.37,15,10,15
CPT_102613_measurement_num_0,1571087.0,5187037.0,15.0,15,139.69,15,10,15
CPT_102618_measurement_num_0,1571039.0,5187107.0,15.0,15,132.15,15,10,15
CPT_102619_measurement_num_0,1571014.0,5187131.0,15.0,15,132.67,15,10,15
CPT_102623_measurement_num_0,1571038.0,5186525.0,15.0,15,181.01,15,10,16
CPT_102657_measurement_num_0,1578780.61,5177266.88,20.0,20,167.49,20,6,255
CPT_102666_measurement_num_0,1577004.05,5184910.05,20.0,20,183.82,20,6,15
CPT_102667_measurement_num_0,1577024.54,5184908.61,20.0,20,181.44,20,6,15
CPT_102685_measurement_num_0,1748576.17,5970682.92,13.75,13,167.25,13,12,10
CPT_102686_measurement_num_0,1748569.87,5970673.18,10.13,10,168.17,10,12,10
CPT_102687_measurement_num_0,1748553.8,5970614.97,10.33,10,174.47,10,12,10
CPT_10268_measurement_num_0,1569068.0,5181135.0,15.03,14,127.93,15,10,15
CPT_102729_measurement_num_0,1571494.64,5180784.02,15.07,15,181.1,15,10,16
CPT_102767_measurement_num_0,1563670.43,5173003.57,13.16,13,140.9,13,10,15
CPT_102768_measurement_num_0,1563667.56,5173039.51,13.74,13,131.62,13,10,15
CPT_102769_measurement_num_0,1572448.99,5177627.28,13.8,13,163.96,13,10,15
CPT_102770_measurement_num_0,1572435.33,5177654.95,20.0,19,145.55,20,10,15
CPT_10277_measurement_num_0,1569044.0,5181122.0,17.46,17,131.67,17,10,16
CPT_102787_measurement_num_0,1578092.81,5181806.93,20.0,20,192.9,20,6,15
CPT_102788_measurement_num_0,1748579.5,5970631.76,14.91,14,165.19,14,12,10
CPT_102789_measurement_num_0,1578069.88,5181794.63,20.0,20,190.93,20,6,15
CPT_102790_measurement_num_0,1748604.22,5970629.52,18.3,18,151.19,18,12,10
CPT_102791_measurement_num_0,1570095.78,5178334.73,14.44,14,163.93,14,10,15
CPT_102794_measurement_num_0,1748626.66,5970580.49,12.38,12,159.92,12,12,10
CPT_102795_measurement_num_0,1748630.04,5970609.76,19.0,18,157.43,19,12,10
CPT_102799_measurement_num_0,1748574.61,5970576.71,13.84,13,153.19,13,12,10
CPT_1027_measurement_num_0,1570427.95,5178858.08,23.89,23,142.43,23,10,16
CPT_102879_measurement_num_0,1574859.0,5181371.0,15.0,15,167.32,15,6,15
CPT_102881_measurement_num_0,1575542.61,5182565.36,20.2,20,184.14,20,6,15
CPT_102885_measurement_num_0,1575571.6,5182533.38,20.02,20,179.98,20,6,15
CPT_102886_measurement_num_0,1573477.9,5189033.4,20.22,20,148.67,20,10,15
CPT_102887_measurement_num_0,1573476.31,5189059.8,20.25,20,157.65,20,10,15
CPT_102889_measurement_num_0,1573492.31,5189072.8,20.22,20,156.93,20,10,15
