File Name,depth_input,vs_input,Depth,Qc,Fc,u,Ic,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Subset_Region,Subset_Geology
SDMT_92549,14.51,201,14.51,2.4119,0.0104,0.6434,2.25581724001429,149.61509415552,182.140114624112,127.03017199516,144.289546911365,292.755729698703,7,1
SDMT_92549,15.01,397,15.01,11.9648,0.0495,-0.0666,1.6241901782411,214.301237807262,260.888463417536,208.776764663511,208.796046342467,365.981595978659,7,1
SDMT_92549,15.51,296,15.51,22.2827,0.0834,-0.0685,1.37408866958435,236.127824822602,287.459960653603,246.989144546419,240.642344495262,396.744658715651,7,1
SDMT_92549,16.01,293,16.01,8.2436,0.0954,-0.0631,2.01537812302143,227.057266288141,276.417541568172,215.704605768977,212.746274410356,404.009257083144,7,1
SDMT_92549,16.51,308,16.51,11.0768,0.0463,-0.0554,1.65525101584063,213.997531213017,260.518733650629,203.49389495257,210.858150506746,371.453076525002,7,1
SDMT_92549,17.01,260,17.01,11.2269,0.0435,-0.0542,1.63367587009111,213.364393876948,259.747957763241,202.091310011947,211.92668728613,371.281639425546,7,1
SDMT_92549,17.51,261,17.51,3.5305,0.0671,-0.0556,2.43749333670972,195.471655106701,237.965493173375,172.450303465666,187.481213492052,392.318751106936,7,1
SDMT_92549,18.01,276,18.01,2.6195,0.0578,-0.0549,2.57972768364671,183.67160025665,223.600209008096,157.043536639004,178.778008756752,386.678619945088,7,1
SDMT_92549,18.51,285,18.51,2.2581,0.0378,-0.0492,2.56182612042865,172.710706755512,210.256512571928,141.697793518824,170.226685640404,368.048636198897,7,1
SDMT_92549,19.01,354,19.01,3.6679,0.0638,-0.0451,2.40083781166975,197.669674249806,240.641342564982,169.246950455941,192.066262759795,398.057314415231,7,1
SDMT_92549,19.51,373,19.51,11.3074,0.0955,-0.0417,1.82253828060194,240.448959653168,292.720472621249,222.987130051699,235.252290493932,425.784813402044,7,1
SDMT_92549,20.01,334,20.01,12.0109,0.0631,-0.0393,1.67861059007853,229.162043770029,278.979879372209,212.334261973912,230.90100852961,406.226213420679,7,1
SDMT_92549,20.51,536,20.51,12.2454,0.1381,-0.0351,1.87844196364884,256.63984141969,312.431111293536,237.951467208988,248.798902615137,452.650751488375,7,1
SDMT_92549,21.01,285,21.01,8.7779,0.1094,-0.0337,2.01529396546794,240.656469729691,292.973093583972,214.481519179978,234.174150733248,440.744487504725,7,1
SDMT_92549,21.51,404,21.51,6.7559,0.1272,0.0533,2.21925164386572,237.42742315235,289.042080359383,206.700992335457,229.846910190139,451.27446444609,7,1
SDMT_92549,22,335,22,3.2807,0.0245,0.0346,2.20127704625992,179.009868563339,217.925057381456,138.896307159031,180.404693837785,358.511604751884,7,1
SDMT_92535,0.51,149,0.51,8.742,0.0759,-0.0007,1.91791534573543,144.779568676136,176.253387953557,241.889518148105,80.7559173483692,164.049292134452,7,2
SDMT_92535,1.01,149,1.01,0.692,0.0321,0.0098,3.23648619763861,93.1467213192931,113.396008562618,216.347246450651,63.1007266104756,171.125804274308,7,2
SDMT_92535,1.51,149,1.51,0.588,0.0064,0.0155,2.97874398408114,85.0350084356825,103.520879834744,160.694231645713,60.2943596516276,153.439689823107,7,2
SDMT_92535,2.01,181,2.01,1.061,0.0167,0.0256,2.82531756900947,106.019690679396,129.067449522743,182.798593285949,76.9652721457298,187.677319940266,7,2
SDMT_92535,2.51,351,2.51,0.5,0.0079,0.1015,3.11306844885164,87.1805823801771,106.132882897607,145.012310220288,69.0369898127327,179.118773522997,7,2
SDMT_92535,3.01,225,3.01,0.219,0.0019,0.0562,3.33703474719062,68.2611049166468,83.1004755507004,98.8391395537091,57.2822159485275,154.879641023679,7,2
SDMT_92535,3.51,99,3.51,3.533,0.0183,-0.0181,2.13692823785621,141.960670520149,172.821685850616,176.041578649508,107.678581467954,220.646661361794,7,2
SDMT_92535,4.01,196,4.01,1.82,0.0173,0.0138,2.51374777738855,128.659027555918,156.628381372422,170.547597930281,101.088107258146,225.437315047366,7,2
SDMT_92535,4.51,27,4.51,0.3,0.0066,-0.0248,3.37616466089829,84.4122134034409,102.762694578102,116.563073233074,74.3714945394373,202.179831104019,7,2
SDMT_92535,5.51,79,5.51,0.404,0.0027,0.0058,3.04832739390091,88.0001629278564,107.130633129564,109.004920998362,76.2044050015477,189.77352358879,7,2
SDMT_92535,6.01,72,6.01,0.306,0.0084,0.056,3.41419577322929,87.1950732464626,106.150523952215,108.268012962822,82.4145691185578,224.370441527156,7,2
SDMT_92535,6.51,206,6.51,0.242,0.0003,0.074,3.10204709428745,72.8010728149688,88.6273929921359,70.4144958681815,61.782263398794,148.20462005857,7,2
SDMT_92535,7.01,216,7.01,0.68,0.0076,0.2238,2.9265946073525,104.57822361942,127.312620058425,124.572236636334,95.700948823188,231.628901162804,7,2
SDMT_92535,7.51,231,7.51,0.888,0.0059,0.4429,2.72856745115351,108.352027072861,131.906815566962,119.781875856615,99.2654028745878,228.520769045847,7,2
SDMT_92535,8.01,217,8.01,0.696,0.0132,0.2877,3.02441406309486,109.777207367753,133.641817665091,127.911575410756,104.320828925969,257.447513359102,7,2
SDMT_92535,8.51,196,8.51,0.946,0.0094,0.533,2.77529174127224,113.937217168859,138.706177422959,123.53020539175,107.804322902478,250.703357084021,7,2
SDMT_92535,9.01,220,9.01,0.634,0.0072,0.3705,2.95702435657476,103.609194614205,126.132932573814,108.097916456996,101.132505143503,244.959232463534,7,2
SDMT_92535,9.51,215,9.51,1.257,0.0334,0.4058,2.88515846783947,136.724327011569,166.447006796692,157.718914418885,128.684797493772,304.692348269804,7,2
SDMT_92535,10.01,154,10.01,0.742,0.007,0.4137,2.86097779286371,108.645454996572,132.26403216974,107.453886086896,106.272230584266,250.941974650168,7,2
SDMT_92535,10.51,184,10.51,0.98,0.0139,0.5216,2.83304155858349,121.18503336779,147.529605839049,123.560735967301,118.694381403132,278.325013981817,7,2
SDMT_92535,11.01,161,11.01,4.294,0.1478,-0.0356,2.54194131939963,207.036261559929,252.044144507739,238.161668288432,180.988011908205,387.144240441631,7,2
SDMT_92535,11.51,176,11.51,1.38,0.0358,0.001,2.84595016623953,147.280457262866,179.297947972185,157.411473207955,138.328492052796,322.887855802442,7,2
SDMT_92535,12.01,149,12.01,2.337,0.1482,-0.0193,2.91631369120872,186.545412982279,227.098763630601,218.63859859707,169.901821356747,394.114557890673,7,2
SDMT_92535,12.51,128,12.51,2.622,0.0321,0.0454,2.4328250907825,165.976639776822,202.058517989174,164.926548553203,153.878654340648,326.670104052943,7,2
SDMT_92535,13.01,207,13.01,1.865,0.0182,0.1115,2.50990914700687,149.486571634515,181.983652424627,142.110065374877,141.302741864695,305.692099904748,7,2
SDMT_92535,13.51,135,13.51,0.519,0.0178,-0.0241,3.26649884924961,116.201183342605,141.462310156215,101.011527363083,118.552023130319,304.833292880638,7,2
SDMT_92535,14.01,281,14.01,2.176,0.0244,0.0047,2.48175245604989,159.429360378145,194.08791698209,150.498411174467,151.113707362445,323.942520403374,7,2
SDMT_92535,14.51,387,14.51,4.263,0.0415,0.1555,2.20152577218776,186.71595974556,227.306385777204,178.180797777228,175.686488924885,351.939292619368,7,2
SDMT_92535,15.01,241,15.01,14.451,0.1752,-0.0787,1.84819773123598,259.765405094128,316.236145331981,266.461446182595,238.28147712196,431.943306295181,7,2
SDMT_92535,15.51,529,15.51,13.478,0.0384,-0.0638,1.50061047845484,209.819457094819,255.432382550215,205.973950762078,209.881161771704,357.36073094422,7,2
SDMT_92535,16.01,281,16.01,16.196,0.2751,-0.0543,1.9214143141566,283.744252667835,345.427785856495,293.765897047252,256.018324416925,465.965922542485,7,2
SDMT_92535,16.51,272,16.51,5.874,0.0833,-0.0478,2.18522698203886,214.643868532419,261.305579082945,204.432243933263,202.065203313052,399.046702415923,7,2
SDMT_92535,17.01,284,17.01,2.564,0.0269,-0.0449,2.40576985255956,169.63777013388,206.515546249941,148.875647554224,164.629347329389,345.002098340438,7,2
SDMT_92535,17.51,291,17.51,2.646,0.0525,-0.0358,2.54851043564518,181.625311293416,221.109074618071,163.632815984886,176.229062444659,379.191876355022,7,2
SDMT_92535,18.01,237,18.01,2.726,0.0264,-0.0346,2.36510240471979,172.262841269809,209.711285024115,148.048316409688,168.484317775022,349.330195194405,7,2
SDMT_92535,18.51,245,18.51,1.841,0.0146,-0.0334,2.47277540379334,154.22312716769,187.749893943275,124.944575376084,152.744591025015,324.74378531052,7,2
SDMT_92535,19.01,310,19.01,2.726,0.0169,-0.0319,2.27243472025932,167.200205297214,203.548076013999,138.365716003411,164.818201423404,334.187648076004,7,2
SDMT_92535,19.51,233,19.51,3.779,0.0965,-0.0253,2.49592482322666,207.801923808372,252.976255071062,187.408563124296,201.079308638694,422.917819418829,7,2
SDMT_92535,20.01,251,20.01,10.329,0.1992,-0.0245,2.09415539859879,264.142485593659,321.564765070541,251.480105328445,248.559244571676,471.180071261106,7,2
SDMT_92535,20.51,264,20.51,17.357,0.1725,-0.017,1.73090931010612,273.341219191529,332.7632233636,266.109803834159,266.490740361305,467.134306203091,7,2
SDMT_92535,21.01,249,21.01,11.248,0.0611,-0.0171,1.71035293362297,228.492021088611,278.164199586136,210.20892356272,231.232316680762,409.351947859268,7,2
SDMT_92535,21.51,353,21.51,9.551,0.1476,-0.0201,2.05069284767486,253.501990729698,308.611119149198,232.590859975709,244.598088328445,461.265918537213,7,2
SDMT_92535,22.01,293,22.01,7.216,0.386,-0.0214,2.52852230696108,275.497309273321,335.388028680565,259.592372037789,256.063478371618,524.62667651015,7,2
SDMT_92535,22.51,215,22.51,9.053,0.3702,-0.0209,2.37586115566632,285.459643212449,347.516087389068,267.083442194808,265.299576032543,525.639210313855,7,2
SDMT_92535,23.01,237,23.01,13.993,0.0786,-0.0252,1.64108655429655,242.584613734877,295.320399329416,224.687992913432,249.89747871772,433.52019274146,7,2
SDMT_92535,23.51,281,23.51,15.104,0.0422,-0.0369,1.45268483985742,224.310650822884,273.07383578438,211.162855008483,241.388308801918,402.256036244207,7,2
SDMT_92535,24.01,259,24.01,12.286,0.097,-0.0504,1.77609781275653,249.017219311273,303.151397422419,224.775069973474,252.548045050776,449.925838956719,7,2
SDMT_92535,24.51,302,24.51,14.226,0.0837,-0.0478,1.64732009095201,246.974531655582,300.664647232882,226.134512455162,256.26270164657,444.171547647513,7,2
SDMT_92535,25.01,300,25.01,14.574,0.0684,-0.0509,1.58160307419868,240.860472009906,293.221444185973,220.901879935741,254.307066346383,434.960977005369,7,2
SDMT_92535,25.51,259,25.51,11.74,0.0826,-0.0702,1.76070560807098,244.518351492629,297.674514860592,216.094051729429,251.782116760198,447.281001327489,7,2
SDMT_92535,26.01,269,26.01,15.354,0.2592,-0.0802,1.9347074380406,296.958869520978,361.515145503799,270.273939308114,289.317328938173,522.565643777152,7,2
SDMT_92535,26.51,490,26.51,15.189,0.2564,-0.0811,1.93780584658863,296.828777544397,361.356772662745,268.156139920688,290.139010293116,524.306298803863,7,2
SDMT_92535,27.01,424,27.01,12.205,0.1184,-0.0808,1.83585607768978,259.793576608193,316.270441088235,226.922921225459,265.052124469404,475.676368302449,7,2
SDMT_92535,27.51,233,27.51,4.682,0.2063,-0.0805,2.59098358636306,244.385263774111,297.512495029353,196.446112141817,243.019859814573,510.031461835891,7,2
SDMT_92535,28,233,28,10.36,0.2045,-0.0797,2.09038314590822,276.526303551921,336.640717367556,235.581526564899,273.746598569094,513.985961975349,7,2
SDMT_92547,0.51,196,0.51,1.9199,0.0709,0.0268,2.82425803992524,113.101421907151,137.68868753914,305.406865870842,64.5532465765405,160.788610534031,7,2
SDMT_92547,1.01,196,1.01,2.9943,0.0366,0.0004,2.38402874149771,125.853445363536,153.212890007784,215.666179307413,78.7724983343523,175.966578375307,7,2
SDMT_92547,1.51,196,1.51,4.3907,0.0394,0.0003,2.17151416498265,141.321521602627,172.043591516242,208.994733109841,93.6535971400238,197.246897890091,7,2
SDMT_92547,2.01,149,2.01,5.9926,0.0522,-0.0043,2.05180264747007,157.230118058216,191.410578505654,216.117785816407,108.554937208806,220.454961035783,7,2
SDMT_92547,2.51,125,2.51,5.5465,0.0469,-0.008,2.07243148298393,158.203313755971,192.59533848553,209.384582819007,113.180915364017,229.845188719463,7,2
SDMT_92547,3.01,127,3.01,4.4915,0.0335,-0.0402,2.12075280674619,152.121884315625,185.191859166848,194.322263596738,112.300681021314,229.996167928704,7,2
SDMT_92547,3.51,147,3.51,6.8148,0.0363,-0.0336,1.89051843547004,164.562946241949,200.337499772807,196.730918425478,125.28604501075,242.369446012641,7,2
SDMT_92547,4.01,281,4.01,6.9855,0.0523,-0.0284,1.95977943737615,174.569924998423,212.519908693732,209.618272411809,134.490633210259,262.910276983001,7,2
SDMT_92547,4.51,279,4.51,10.8836,0.0602,-0.0364,1.72660671839118,188.004086400803,228.874539966194,217.260177709919,149.858251400976,276.749013457803,7,2
SDMT_92547,5.01,217,5.01,10.5655,0.0385,-0.0035,1.64380251099367,179.958267943716,219.079630540176,200.605650280364,148.049218477592,268.105288849657,7,2
SDMT_92547,5.51,170,5.51,8.006,0.0502,0.0035,1.86790306738587,183.358575952767,223.219135942499,206.364139925926,149.316644028881,283.692509152081,7,2
SDMT_92547,6.01,178,6.01,5.9499,0.0492,-0.0229,2.04168860013418,178.831202926164,217.707551388374,201.196762414084,146.321256452322,288.603658213237,7,2
SDMT_92547,6.51,178,6.51,8.9714,0.0674,-0.0402,1.87149406622823,196.219645433712,238.876090093215,217.928029066137,162.923593703175,307.732027140758,7,2
SDMT_92547,7.01,201,7.01,6.8924,0.064,-0.0572,2.0181938261026,191.216395299674,232.78517688656,210.961647518524,159.428411182771,310.83774672262,7,2
SDMT_92547,7.51,192,7.51,11.7117,0.0766,-0.0515,1.74251304854615,207.91063105259,253.108594324892,226.423824551838,178.040163576838,325.053006332954,7,2
SDMT_92547,8.01,215,8.01,10.2319,0.1041,-0.0545,1.90747745737393,215.791294364656,262.702445313494,236.513143066089,182.351684008199,343.495501129115,7,2
SDMT_92547,8.51,191,8.51,8.1219,0.0734,-0.0471,1.95390241735932,202.86980769581,246.971939803595,216.221390584592,174.253581690451,332.739138945999,7,2
SDMT_92547,9.01,271,9.01,7.098,0.0888,-0.041,2.0870887102278,205.72784884655,250.451294247974,219.689357630473,176.405927648374,345.698280555812,7,2
SDMT_92547,9.51,252,9.51,7.9746,0.03,-0.0618,1.75847028656396,185.518553862465,225.848674267349,186.980807734352,166.417561354757,304.605566263999,7,2
SDMT_92547,10.01,236,10.01,13.2302,0.0636,-0.0608,1.62224535570699,211.809559700279,257.855116156862,220.978163293478,193.255116169974,341.521927954542,7,2
SDMT_92547,10.51,206,10.51,12.6794,0.0823,-0.0661,1.712911201446,220.209876293621,268.081588531364,229.017465845933,198.905951352305,357.429300780414,7,2
SDMT_92547,11.01,224,11.01,14.2115,0.0822,-0.0664,1.64323372764696,223.070191507612,271.563711400571,231.872355902922,204.809080095882,361.905196267896,7,2
SDMT_92547,11.51,352,11.51,13.9516,0.0387,-0.0582,1.4819938595363,202.648750131331,246.702826246837,207.573857701127,194.26860938789,331.806168401107,7,2
SDMT_92547,12.01,276,12.01,6.7605,0.0612,-0.0544,2.01852997109189,202.890655202329,246.997319376748,199.395390600902,183.970461061747,354.081848960726,7,2
SDMT_92547,12.51,286,12.51,0.9697,0.0076,-0.0533,2.72185202061195,124.836839093369,151.975282374536,103.378817222092,118.314689475947,268.888815796108,7,2
SDMT_92547,13.01,287,13.01,8.4827,0.0833,-0.0463,1.96095127789265,218.246538466161,265.691438132718,214.924295270881,199.392747693587,376.727144728799,7,2
SDMT_92547,13.51,245,13.51,12.276,0.1171,-0.0463,1.8291539541749,238.105506070334,289.867572607363,239.169372646634,218.602146978936,398.645600913857,7,2
SDMT_92547,14.01,562,14.01,10.6315,0.1636,-0.0401,2.01583717255966,246.913605538231,300.590476307412,247.280066001596,222.382830028371,419.756308808746,7,2
SDMT_92547,14.51,408,14.51,7.5789,0.1462,-0.0575,2.18984123368607,234.043582599578,284.922622295139,228.955970379037,211.892353657508,416.307135645292,7,2
SDMT_92547,15.01,358,15.01,18.9628,0.0743,-0.06,1.4429850814086,230.720997317098,280.877735864293,237.08704004122,230.760611902005,387.140934970419,7,2
SDMT_92547,15.51,312,15.51,17.1515,0.042,-0.0523,1.37759426265715,213.431025001064,259.829073914339,217.050900063267,218.915794957184,362.193609664993,7,2
SDMT_92547,16.01,464,16.01,9.3282,0.0391,-0.0455,1.72052571019049,206.34504586748,251.202664534323,192.777905860675,201.113013881089,360.105906623465,7,2
SDMT_92547,16.51,333,16.51,1.152,0.0242,-0.0202,2.8600672081895,144.271041042752,175.634310834654,112.191666799525,144.230577269899,335.738009176602,7,2
SDMT_92547,17.01,360,17.01,12.3694,0.0985,0.0251,1.77616459984367,239.129533691678,291.114214928999,228.935846948188,229.988982890785,413.197834327978,7,2
SDMT_92547,17.51,338,17.51,13.7305,0.0563,-0.0163,1.57119451680193,223.689270824524,272.317373177682,215.42061155503,224.683097854393,387.343364634568,7,2
SDMT_92547,18.01,367,18.01,10.4453,0.0312,-0.0054,1.60903087818777,205.897479911268,250.657801631109,190.804365344294,207.295597459639,360.566053770252,7,2
SDMT_92547,18.51,333,18.51,9.0877,0.0185,0.0012,1.60134750151492,194.680817759293,237.002734663487,176.545668002686,196.042139832607,338.874167373127,7,2
SDMT_92547,19.01,313,19.01,9.8945,0.0167,0.007,1.54096100343013,195.031689086515,237.429882366192,178.382968838603,198.242622122853,336.869185687209,7,2
SDMT_92547,19.51,332,19.51,13.5094,0.0518,0.014,1.5619921007829,224.017425148031,272.716865397603,211.544341967783,229.408923363248,393.753493660427,7,2
SDMT_92547,20.01,370,20.01,11.5197,0.0263,0.0191,1.5227334298307,206.162230808621,250.980107071364,190.647303209587,213.436342018224,362.430034835682,7,2
SDMT_92547,20.51,415,20.51,8.3624,0.0169,0.0243,1.63446884088725,194.353942442385,236.604799495078,170.876363695286,197.821972555793,343.50857911344,7,2
SDMT_92547,21.01,365,21.01,10.8487,0.0311,0.0297,1.58650195460494,210.257756271058,255.96596415607,190.536353309177,217.493241816749,374.847131882365,7,2
SDMT_92547,21.51,409,21.51,16.5426,0.0422,0.0332,1.39955575108128,222.207755709791,270.513789559746,214.818524299384,238.600710852362,393.57369649222,7,2
SDMT_92547,22.01,325,22.01,13.4745,0.0358,0.0402,1.48731956321562,217.201003651763,264.418613141277,202.016944405636,229.979067610402,386.906310612578,7,2
SDMT_92547,22.51,439,22.51,6.9894,0.0056,0.0558,1.63026355319341,182.659574900051,222.368178139193,153.930534005044,180.499981543725,304.245423602912,7,2
SDMT_92547,23.01,402,23.01,10.9728,0.0456,0.0637,1.65750462504574,222.246852128402,270.561385199793,197.426535884285,230.63777499155,403.170213563517,7,2
SDMT_92547,23.51,368,23.51,7.3637,0.0084,0.0736,1.62669341938033,187.06603573155,227.732565238408,157.356978891002,190.371999404652,324.384047798676,7,2
SDMT_92547,24.01,363,24.01,8.6003,0.0138,0.0797,1.59331549873858,195.69133670834,238.232931644935,167.718051352971,204.054776982414,348.25603711906,7,2
SDMT_92547,24.51,326,24.51,6.8712,0.0124,0.0838,1.70103766367389,190.540686200181,231.962574504568,156.677305074286,196.943638116309,344.669197823971,7,2
SDMT_92547,25.01,347,25.01,15.0143,0.0667,0.0884,1.55752843979841,240.145372852955,292.350888690554,219.543022391612,254.866412801605,433.635686269541,7,2
SDMT_92547,25.51,371,25.51,8.8298,0.0154,0.0937,1.59241090522295,199.104753510802,242.388395578367,169.004372189616,210.215374175207,358.785787876382,7,2
SDMT_92547,26.01,323,26.01,13.7771,0.0686,0.0949,1.61627193374508,241.2473356626,293.69240863273,215.337421493302,255.082384009118,439.280745111704,7,2
SDMT_92547,26.51,369,26.51,13.2982,0.0909,0.0982,1.71020921930939,251.059969653361,305.63822392583,220.658150711742,261.163633085727,457.732541250999,7,2
SDMT_92547,27.01,393,27.01,16.9576,0.1454,0.1024,1.6938261452116,274.611152009025,334.309228532726,247.647788049286,282.685137046314,489.740640087083,7,2
SDMT_92547,27.51,355,27.51,30.0016,0.4604,0.1046,1.72121254247,349.960801097843,426.039236119113,335.068769736237,339.426100101046,573.970186238416,7,2
SDMT_92547,28.01,340,28.01,14.1378,0.3314,0.1816,2.06625236549015,307.583282059469,374.449212941963,266.451871474689,297.862005409017,549.399959464007,7,2
SDMT_92547,28.51,383,28.51,22.442,0.4166,0.1293,1.86229025859244,336.715806822322,409.914895261957,306.51354418381,326.059315747332,570.47341639142,7,2
SDMT_92547,29,332,29,19.6998,0.4063,0.1532,1.92939344906241,332.001956385548,404.176294730232,295.755556076035,321.295036698291,570.801870743993,7,2
SDMT_92539,0.51,156,0.51,1.2445,0.0158,-0.0012,2.71895766852141,92.1634909458132,112.199032455773,222.699548647641,53.541450915027,131.857061647378,7,1
SDMT_92539,1.01,218,1.01,2.7014,0.0118,-0.0012,2.21251532627633,112.889647560031,137.430875290472,175.008559980118,70.6535800234137,151.771938703835,7,1
SDMT_92539,1.51,182,1.51,1.4175,0.012,0.0217,2.5869778856557,105.943616774459,128.974837812384,176.434170093841,72.1049001050699,167.592953937824,7,1
SDMT_92539,2.01,152,2.01,3.3588,0.0127,0.0008,2.10109901450726,127.817765290611,155.604236005962,170.373703168734,88.8162745776623,182.665531273108,7,1
SDMT_92539,2.51,135,2.51,3.3396,0.0059,0.001,2.00158473961611,125.415370632125,152.679581639108,153.800061843468,88.5767692325299,174.889327354018,7,1
SDMT_92539,3.01,131,3.01,2.3708,0.0037,0.0261,2.1354830408409,118.75097920494,144.566409466884,144.060389868151,85.3109778909618,171.900652554085,7,1
SDMT_92539,3.51,121,3.51,4.6697,0.0285,0.0208,2.06245067859245,153.334992305191,186.668686284581,189.113236675593,116.290151948753,234.209779996709,7,1
SDMT_92539,4.01,150,4.01,3.674,0.0219,0.0285,2.14921539624875,147.191232894331,179.189327001794,178.360335285338,114.058815732683,233.665742906145,7,1
SDMT_92539,4.51,135,4.51,3.824,0.0275,0.0048,2.17304368921496,153.34334621983,186.678856267619,183.933612628229,120.788639736304,248.022055852809,7,1
SDMT_92539,5.01,120,5.01,4.1161,0.0196,0.0015,2.06129176984307,152.431115012882,185.568313928726,173.265802407817,122.212586848978,243.870453069543,7,1
SDMT_92539,5.51,146,5.51,3.2704,0.0244,0.0192,2.24003871296728,151.876561981755,184.893205890833,175.601840641083,123.627147569685,256.590063254674,7,1
SDMT_92539,6.01,175,6.01,5.5808,0.0369,0.0242,2.01297327617991,172.014904751739,209.409449262986,192.34161369329,141.557343740163,277.877880863188,7,1
SDMT_92539,6.51,143,6.51,0.4767,0.0033,0.146,2.98631294984997,91.9093768363569,111.889676148608,99.2895292264688,83.1184233694269,203.433078787249,7,1
SDMT_92539,7.01,178,7.01,12.9848,0.0286,0.0182,1.46872697631063,183.639983008211,223.561718444779,195.357860401724,163.358031291587,281.250575136769,7,1
SDMT_92539,7.51,147,7.51,8.61,0.0353,0.0322,1.74634583805418,184.36952967201,224.449862209404,194.742599637703,159.717123459336,293.242149646031,7,1
SDMT_92539,8.01,211,8.01,10.9127,0.024,0.0366,1.53849791675291,181.819329619309,221.345270840898,188.870126486476,162.947399795483,283.979468356385,7,1
SDMT_92539,8.51,145,8.51,8.5946,0.0265,0.0004,1.6915414409657,181.807458622547,221.330819192665,186.670549020693,161.434422558371,291.586335317678,7,1
SDMT_92539,9.01,157,9.01,11.028,0.0316,0.0453,1.57998488728877,189.798027987623,231.058468854497,195.748647365446,172.514210833768,303.234718802422,7,1
SDMT_92539,9.51,146,9.51,1.7519,0.0293,0.0685,2.65340234141851,147.819366527434,179.954011424702,156.109015232452,133.526467659421,300.285378301735,7,1
SDMT_92539,10.01,142,10.01,8.7907,0.021,0.0186,1.63903711395838,181.829596785627,221.357769999894,181.630061403348,166.196577519788,294.81111880971,7,1
SDMT_92539,10.51,155,10.51,9.302,0.038,0.0519,1.7161522463837,195.019875962192,237.415501171364,196.639919589627,178.410499386992,322.525884560825,7,1
SDMT_92539,11.01,170,11.01,5.4731,0.0231,0.2319,1.92709122419111,176.296584430825,214.621928872308,171.240444752092,160.664563777133,304.694371350406,7,1
SDMT_92539,11.51,165,11.51,7.6605,0.0284,0.0045,1.77121373784287,188.081894644738,228.969263045768,184.095362424836,173.682159380096,317.312148131838,7,1
SDMT_92539,12.01,213,12.01,11.3303,0.0665,0.0501,1.72674933647139,215.565448945441,262.427503064016,217.993085468912,199.542651392174,359.295962205819,7,1
SDMT_92539,12.51,235,12.51,4.7273,0.035,0.1208,2.10007757645232,183.071557468732,222.869722135848,175.340781703579,168.716399365697,331.807988649422,7,1
SDMT_92539,13.01,206,13.01,15.1606,0.049,-0.0362,1.48134832083278,212.50234998795,258.698513028809,216.223298427801,207.44183532718,353.130072124758,7,1
SDMT_92539,13.51,231,13.51,12.5306,0.0388,0.0443,1.54524526773862,205.699663096813,250.416981161337,204.106069942743,200.041909783938,345.373232094833,7,1
SDMT_92539,14.01,259,14.01,9.0891,0.0177,0.0818,1.59502691436199,187.274467810157,227.986308638452,178.376362659513,180.774185183316,314.006170759213,7,1
SDMT_92539,14.51,205,14.51,18.0361,0.0323,0.102,1.30277985901453,205.059768725369,249.637979317841,211.926107831886,211.792078457195,344.312979203598,7,1
SDMT_92539,15.01,169,15.01,12.1544,0.0263,0.1102,1.49239234950819,199.388461478204,242.733779190857,194.342936026823,198.568159381453,337.136167814291,7,1
SDMT_92539,15.51,190,15.51,9.2597,0.0184,0.1152,1.5902118537069,190.471647150955,231.878526966379,179.006835677079,187.05862517163,323.864744936284,7,1
SDMT_92539,16.01,161,16.01,1.7788,0.0101,0.6069,2.42422978335382,142.50851044271,173.488621408516,114.596980702217,141.584461284443,298.320763372636,7,1
SDMT_92539,16.51,209,16.51,10.4014,0.0404,0.09,1.66309706466521,209.421246479612,254.947604409962,197.953918632495,206.605739294705,364.758836482824,7,1
SDMT_92539,17.01,142,17.01,14.1188,0.0711,0.1262,1.61032615210968,230.284687526406,280.346576119103,224.229954446269,228.154836897083,396.441853977037,7,1
SDMT_92539,17.51,196,17.51,10.7782,0.0408,0.0085,1.64415910267203,211.84883916773,257.902934638976,198.971407554929,211.26269880371,370.798367762262,7,1
SDMT_92539,18,196,18,10.9419,0.0372,0.0985,1.61748268575315,210.352413558196,256.081199114325,196.874732036519,211.624744385395,368.922886985508,7,1
SCPT_140254,0.51,122,0.51,1.3385,0.0277,-0.0015,2.80184004863017,97.4874809132712,118.680411546591,251.611982519666,56.6867030640203,141.916978411944,7,2
SCPT_140254,1.01,122,1.01,1.5514,0.0188,-0.0027,2.62565047350971,106.014343714389,129.060940174039,197.562926458885,67.8013734983337,160.584986449489,7,2
SCPT_140254,1.51,122,1.51,2.4104,0.1112,0.0064,2.81227432656446,141.14222105296,171.825312586212,282.228615861556,93.6312766097737,224.730493193595,7,2
SCPT_140254,2.01,317,2.01,3.8538,0.115,-0.0339,2.53421586130037,160.220675029827,195.051256558051,267.450410571385,108.770791435358,243.497584328779,7,2
SCPT_140254,2.51,317,2.51,4.3994,0.0316,-0.0064,2.12011779610728,147.393824967484,179.435960829981,194.419290655118,105.937520105587,217.970459244742,7,2
SCPT_140254,3.01,92,3.01,3.1108,0.0139,0.0055,2.16013497427759,133.690866910627,162.75409884772,166.886659547463,99.0154847999278,204.586162547981,7,2
SCPT_140254,3.51,92,3.51,2.4298,0.0107,0.0091,2.2563287782796,128.582537052267,156.535262498412,157.766519023993,97.583010202122,205.208605384388,7,2
SCPT_140254,4.01,100,4.01,0.7735,0.0101,-0.0142,2.90669432342311,104.971104037341,127.79090926285,145.103863516387,85.4651222966099,208.877502759763,7,2
