d,vs
2.00,196
2.50,149
3.00,125
3.50,127
4.00,147
4.50,281
5.00,279
5.50,217
6.00,170
6.50,178
7.00,178
7.50,201
8.00,192
8.50,215
9.00,191
9.50,271
10.00,252
10.50,236
11.00,206
11.50,224
12.00,352
12.50,276
13.00,286
13.50,287
14.00,245
14.50,562
15.00,408
15.50,358
16.00,312
16.50,464
17.00,333
17.50,360
18.00,338
18.50,367
19.00,333
19.50,313
20.00,332
20.50,370
21.00,415
21.50,365
22.00,409
22.50,325
23.00,439
23.50,402
24.00,368
24.50,363
25.00,326
25.50,347
26.00,371
26.50,323
27.00,369
27.50,393
28.00,355
28.50,340
29.00,383
29.50,332
