d,vs
2.50,151
3.00,157
3.50,113
4.00,159
4.50,170
5.00,165
5.50,173
6.00,162
6.50,165
7.00,195
7.50,169
8.00,188
8.50,187
9.00,204
9.50,181
10.00,178
10.50,176
11.00,160
11.50,168
12.00,151
12.50,173
13.00,161
13.50,190
14.00,210
14.50,208
15.00,219
15.50,182
16.00,205
16.50,181
17.00,165
17.50,187
18.00,177
18.50,161
19.00,176
19.50,146
20.00,175
20.50,167
21.00,196
21.50,208
22.00,228
22.50,186
23.00,191
23.50,196
24.00,197
24.50,195
25.00,230
25.50,202
26.00,210
26.50,222
27.00,216
27.50,281
28.00,293
