d,vs
2.00,191
2.50,134
3.00,118
3.50,124
4.00,187
4.50,182
5.00,176
5.50,179
6.00,178
6.50,174
7.00,181
7.50,163
8.00,204
8.50,189
9.00,192
9.50,231
10.00,220
10.50,226
11.00,232
11.50,196
12.00,201
12.50,230
13.00,177
13.50,188
14.00,166
14.50,170
15.00,183
15.50,192
16.00,159
16.50,253
17.00,192
17.50,182
18.00,247
18.50,198
19.00,234
19.50,262
20.00,208
20.50,248
21.00,230
21.50,250
22.00,297
22.50,269
23.00,271
23.50,270
24.00,244
24.50,254
25.00,264
25.50,263
26.00,281
26.50,320
27.00,356
27.50,273
