d,vs
2.00,137
2.50,137
3.00,122
3.50,136
4.00,145
4.50,162
5.00,179
5.50,185
6.00,195
6.50,185
7.00,207
7.50,185
8.00,179
8.50,186
9.00,187
9.50,193
10.00,189
10.50,187
11.00,186
11.50,203
12.00,124
12.50,136
13.00,138
13.50,163
14.00,143
14.50,186
15.00,174
15.50,170
16.00,160
16.50,164
17.00,157
17.50,177
18.00,162
18.50,164
19.00,173
19.50,143
20.00,190
20.50,147
21.00,189
21.50,222
22.00,217
22.50,178
23.00,208
23.50,200
24.00,204
24.50,238
25.00,208
25.50,218
26.00,214
26.50,208
27.00,210
27.50,232
28.00,234
28.50,201
