Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.0,0.0,0.0,,,,,,
0.01,0.0413,0.0173,0.0,13508.405362882786,24.702681361490907,30.07282948355415,390.6304992965198,11.073182482487766,48.11314865015833
0.02,0.0827,0.0197,0.0002,,,,,,
0.03,0.0579,0.0234,0.0011,14963.593596430726,31.520178749573788,38.372391521220266,424.89370081191305,16.178124050140372,66.23893111226374
0.04,0.0413,0.0304,0.0,,,,,,
0.05,0.1282,0.0361,0.0,10043.739325630797,42.703537343658546,51.98691502706258,419.1216754399045,21.674069298289464,80.21830370166354
0.06,0.1488,0.0439,-0.0004,,,,,,
0.07,0.2439,0.0428,0.0,7501.592051335007,53.16063109093709,64.7172900237495,417.84877886100816,26.480331048291585,89.7268903679957
0.08,0.3556,0.0399,0.0036,,,,,,
0.09,0.4176,0.0406,0.0247,5511.620083241379,62.14646810485525,75.65656986678032,406.3389111518022,30.54881806127913,95.34218975511857
0.1,0.4713,0.0434,0.0331,,,,,,
0.11,0.5003,0.0432,0.0196,4715.434298985542,66.9102823320802,81.45599588253242,396.3899271483503,33.32416935314658,101.25565737838444
0.12,0.3887,0.0463,0.0106,,,,,,
0.13,0.3556,0.0483,0.0146,4444.7208945442435,63.36904182741982,77.14492048555458,370.3199166440051,33.542866918746874,106.89999071998012
0.14,0.5292,0.0507,0.026,,,,,,
0.15,0.7484,0.0519,0.0323,3821.5523095879457,77.33032325281353,94.14126309038168,392.25656775324774,39.084570861650064,112.49965495466803
0.16,1.0998,0.0569,0.019,,,,,,
0.17,1.2983,0.0651,-0.0076,3688.3159377537727,90.57613001108842,110.26659305697723,421.2873548229599,44.64119928767106,120.0792139895141
0.18,1.4554,0.062,-0.0496,,,,,,
0.19,1.5009,0.0541,-0.0558,2628.3080172823015,93.42855894504731,113.7391152374489,374.3975920490494,46.29790614297119,120.69938685640062
0.2,1.4761,0.0393,-0.05,,,,,,
0.21,1.4471,0.0359,-0.0452,1816.113053604871,90.74977936578901,110.47799227139531,322.32454201005487,45.76984233969196,117.33597988233656
0.22,1.3975,0.0371,-0.042,,,,,,
0.23,1.2652,0.0409,0.0013,2090.548875311143,90.02179257761894,109.59174748579699,339.8061278065687,46.543830076771705,121.99917839378429
0.24,1.2445,0.0443,-0.0304,,,,,,
0.25,1.1908,0.0426,-0.0321,2139.778766429255,90.30968071577074,109.94222000180785,343.3739031032851,47.381295723846506,125.20539215177413
0.26,1.1122,0.0434,-0.0315,,,,,,
0.27,1.0626,0.0564,-0.0298,2414.424618751616,90.99575733740478,110.77744371510147,355.0403367864036,48.74054353380106,132.29889226438803
0.28,0.9799,0.0631,-0.0277,,,,,,
0.29,0.9262,0.0634,-0.0251,2440.60162368316,89.88689329963437,109.42752227781575,349.7151626500339,49.220198707746874,136.63805386950608
0.3,0.8931,0.0711,-0.0205,,,,,,
0.31,0.8641,0.0749,-0.0194,2524.309244569548,90.3542096921466,109.99642919043934,350.6799767742138,50.33424764330285,141.93433714660853
0.32,1.0254,0.0764,-0.0125,,,,,,
0.33,2.1955,0.0844,-0.0091,1829.2176332487863,111.92199519589144,136.2528637167374,346.19985026173106,59.16051377420693,147.46727248393256
0.34,3.0141,0.0869,-0.0082,,,,,,
0.35,4.0065,0.0869,-0.0008,1140.9784723742657,126.02191529457941,153.4179838368793,302.6815197329556,65.73634631849583,150.91833445658312
0.36,3.9982,0.0862,-0.0034,,,,,,
0.37,3.5351,0.0904,-0.0028,1250.4711729179785,124.74187857219448,151.85967826180197,312.1232927465603,65.78240198941674,153.70035131226038
0.38,3.3036,0.0902,-0.0013,,,,,,
0.39,2.8074,0.0928,-0.0006,1460.874503190154,120.77667818192417,147.0324777866903,326.9391288273147,64.71367810641016,156.0262927802334
0.4,2.6875,0.0913,-0.0008,,,,,,
0.41,2.6048,0.0796,0.0004,1321.5152480303116,118.0959167078563,143.76894207912943,312.8250608272432,64.09424424190978,154.80660998695217
0.42,1.8689,0.0786,0.0023,,,,,,
0.43,1.6621,0.0757,0.0055,1683.8774001159347,108.27837194765426,131.8171484580139,332.07284384433507,60.6263805434419,155.1467212272748
0.44,1.658,0.0725,0.007,,,,,,
0.45,1.6166,0.0663,0.0097,1498.4574375174482,107.02265112866112,130.2884448522831,316.7380374436173,60.483274506879624,154.22789785413883
0.46,1.5257,0.0615,0.0144,,,,,,
0.47,1.4719,0.0529,0.0148,1307.0235103375062,103.53797691708668,126.04623276862728,297.75357069734963,59.27646882403885,151.31850792721488
0.48,1.2776,0.0483,-0.0365,,,,,,
0.49,1.1536,0.0448,-0.0401,1326.5957689310908,97.96593500298626,119.26287739493979,293.47700932654897,57.10634490909981,149.38421673731781
0.5,1.0585,0.0422,-0.0405,,,,,,
0.51,0.922,0.0357,-0.0448,1182.8552971827514,92.32803984734201,112.39935285763376,272.9405045992374,54.86748410895269,146.2718946690971
0.52,0.8435,0.0317,-0.0467,,,,,,
0.53,0.7484,0.028,-0.0509,1050.578875328644,87.21195092627957,106.17107069286209,254.0771078081817,52.7419151238879,142.88962104758332
0.54,0.707,0.0251,-0.0511,,,,,,
0.55,0.6202,0.0214,-0.0467,922.4404180380637,82.52241287858219,100.46206785218702,236.16234037922615,50.72097199543216,139.08812142533014
