Depth,Qc,Fs,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.0,0.0,0.0,,,,,,
0.02,0.5114,0.0,0.0052,,,,,,
0.04,0.8514,0.0,0.0034,,,,,,
0.06,1.0287,0.028,0.0024,10709.418085954318,70.88647552010275,86.29657889403813,565.1805012927271,30.13197273261544,82.5379166324734
0.08,1.0665,0.0313,0.001,11345.957723507037,74.64955436480821,90.87771835715783,580.9055647191855,33.11565757492083,90.08846691670236
0.1,1.0472,0.0475,-0.0011,9006.175143685345,78.95563408038797,96.11990235873319,548.3433701665929,36.38041592002965,100.61857072901142
0.12,1.0442,0.0466,-0.0002,6563.046811896448,80.58541092412123,98.1039785163215,493.1082608578828,38.195402565677384,105.10461340334092
0.14,1.1241,0.047,0.0003,5264.620137000467,83.4979073997894,101.64962639974361,463.064039661156,40.321943024290704,109.46589357576042
0.16,1.2451,0.0493,0.0015,4329.639112082774,87.06654477338326,105.99405450672745,437.5638245229707,42.636238415851714,114.01886719063891
0.18,1.3434,0.057,0.0105,3967.529187843561,90.78005078849654,110.5148444381697,429.5673539982484,45.07988110760709,119.77223396179085
0.2,1.2221,0.0659,0.0053,4003.9525194573257,91.2554625745516,111.09360661249761,429.1489987198958,46.34629507700913,125.2622008941871
0.22,1.2566,0.0719,0.0063,3760.7824596133173,93.55229631351997,113.8897520338504,422.32120774238257,48.12870786915095,129.80801464073616
0.24,1.4069,0.0774,0.0049,3526.1268134928755,97.47564792907332,118.66600617452406,420.4516705687642,50.423379871550075,134.08699943413495
0.26,1.5375,0.0816,-0.0048,3253.5177071711905,100.80447033456021,122.718485624682,413.6199997865878,52.45079495581855,137.8637746151952
0.28,1.6794,0.0911,-0.0086,3084.266034483097,104.62916975774517,127.37464144421153,410.1544077856393,54.725530274248605,142.59170665734825
0.3,1.7627,0.0965,-0.0135,2914.804998897582,107.15199370306112,130.44590537763963,404.6414959661316,56.444676598439884,146.245227959244
0.32,1.808,0.0974,-0.013,2709.502583936008,108.66413239750597,132.28676987522465,395.5198038220725,57.72135051163966,148.86021183303828
0.34,1.8305,0.0883,-0.0135,2339.917885434075,108.81128684045937,132.46591441447228,374.51800987723226,58.330237124082224,149.25944722934216
0.36,1.8709,0.0833,-0.0115,2086.090337340448,109.49142791359492,133.2939122426373,359.53012504524975,59.16416453129111,150.31465089491357
0.38,1.9804,0.0804,-0.0104,1854.5668751906117,111.12873915375972,135.2871607089249,345.7906894603462,60.37627777474416,151.7484498299831
0.4,2.3701,0.0858,-0.0158,1639.3798464236882,116.53348182064852,141.866847433833,335.5513291475356,63.188252659104215,155.24140119743765
0.42,2.3585,0.0844,-0.0169,1563.9584982355548,116.95552242236994,142.38063599245038,330.2870150872689,63.91857961496194,156.828088633188
0.44,2.6411,0.0802,-0.0182,1337.3983350929914,119.59301006606393,145.59149051520825,314.28780756189957,65.53618511617239,157.7673599870013
0.46,2.4166,0.0777,-0.0167,1345.4006914553374,117.91717844153396,143.5513476679544,313.5566385107346,65.33575767534573,158.7917498531933
0.48,2.1306,0.0732,-0.0162,1359.3837556641772,115.09007185869712,140.10965269754433,312.18106899131607,64.60432356530328,159.12233504553632
0.5,1.5567,0.0638,-0.0149,1470.9884262132666,107.3775656346697,130.72051468568486,313.80888049215866,61.74603998316579,157.56079780738196
0.52,1.3436,0.0545,-0.0134,1399.660303767916,103.31054728415128,125.76936191114069,304.01982294374966,60.319612308260496,155.73611788421948
0.54,1.1409,0.0452,-0.0118,1303.151122571671,98.8014493728315,120.28002532344705,291.0496805126049,58.61967818286778,153.26641717721435
0.56,0.9978,0.0384,-0.0106,1185.5387747309767,95.24708614094995,115.9529744324608,276.13322016132366,57.302800866190374,151.28898434023125
0.58,0.9222,0.0349,-0.0117,1110.3088772893095,93.39383674916671,113.696844738116,266.84545468451836,56.75970539490155,150.66558047810932
0.6,0.9146,0.041,-0.0217,1166.103080241405,94.84387371763297,115.46210713450971,271.42389437509166,57.99922935994812,155.16974055470632
0.62,0.9101,0.0394,-0.0316,1117.6921282060991,94.92439681471588,115.56013525269759,267.3998924763214,58.29586242008805,155.64910261764237
0.64,0.9051,0.0402,-0.0403,1102.0862882651488,95.40225532011023,116.14187604187332,266.0589417345321,58.86415628263607,157.3085146348655
