File Name,depth_input,vs_input,Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs,Ic
SDMT_178947.csv,14.01,105,14.01,0.5488,0.0043,0.3571,47.8238938680773,102.507636762999,124.791905624521,75.6521551385208,107.295408413918,255.876951087216,2.94910434601993
SDMT_178947.csv,14.51,105,14.51,0.5939,0.0102,0.3051,68.0003123283232,111.331869912576,135.534450328353,87.8622284967422,117.730746225632,289.004837132478,3.06376525999683
SDMT_178947.csv,15.01,98,15.01,0.6115,0.0058,0.3867,52.1783897710158,107.725185915034,131.143704592215,79.7925976270349,113.882572622635,270.924975972842,2.93847110613559
SDMT_178947.csv,15.51,98,15.51,0.6516,0.0103,0.367,65.046519095625,114.120090054693,138.928805283974,87.7426836050394,121.642872564651,294.494263440552,3.01124381250128
SDMT_178947.csv,16.01,95,16.01,0.665,0.0089,0.4111,58.5295464220071,113.490524678899,138.162377869964,84.4454052151696,121.597403310187,291.326736236929,2.96998309647421
SDMT_178947.csv,16.51,95,16.51,0.5793,0.0103,0.3657,52.5316110898894,111.403173577562,135.621254790075,78.0034884781007,121.695664694579,298.926274976173,3.08043444618694
SDMT_178947.csv,17.01,96,17.01,0.6632,0.0094,0.4197,54.2833635184064,114.508193594414,139.401279158417,81.6160879626642,124.176680069689,297.930343375642,2.98240729990851
SDMT_178947.csv,17.51,96,17.51,0.6709,0.0098,0.3893,54.3620032852685,116.049158584675,141.277236537865,81.9172820014603,125.823527887865,301.778161136625,2.98400525498892
SDMT_178947.csv,18.01,98,18.01,0.6496,0.0084,0.4279,46.3558931020936,113.762557320852,138.493548042776,76.1215153706092,124.619740408413,297.83423194742,2.97233533780369
SDMT_178947.csv,18.51,98,18.51,0.6514,0.0092,0.4269,45.9559887824549,114.880424580634,139.85442992425,75.7043068220014,126.574224059092,303.478878375135,2.98862519507651
SDMT_178947.csv,19.0,98,19.0,0.6225,0.0056,0.4359,34.4015322659666,110.248872876594,134.216019154115,66.7769019393048,121.425638912456,286.251287271908,2.92568822043855
SDMT_156438.csv,0.1,617,0.1,0.0076,0.0039,-0.0011,2899.63323658958,19.1482473540538,23.3109098223264,177.438496961691,14.5449871761995,70.0997025098963,5.44490614191034
SDMT_156438.csv,1.5,617,1.5,0.568,0.015,0.0015,932.177379943496,88.9578922679928,108.296564500165,232.059453532118,64.2706848823241,171.074344780585,3.1733395324339
SDMT_156438.csv,2.0,749,2.0,0.6375,0.0275,0.022,879.063045986024,98.2916306180674,119.659376404604,231.984708452809,74.4412955141955,199.244686291374,3.24737950916586
SDMT_156438.csv,2.5,151,2.5,1.0894,0.0329,-0.0249,740.614945561118,115.553413870771,140.673721233982,236.969186208388,86.8415140003087,216.645279641041,2.96792962855326
SDMT_156438.csv,3.0,133,3.0,2.8198,0.0181,-0.0312,301.433273029598,134.425437995168,163.648359298465,186.011143433057,99.6956684532751,211.398189275726,2.26609635591769
SDMT_156438.csv,3.5,124,3.5,3.2795,0.0135,-0.0224,230.176320784684,137.109934220224,166.916441659403,172.504502203944,103.791727793745,211.821157557605,2.12492391995165
SDMT_156438.csv,4.0,148,4.0,1.0888,0.0094,-0.0123,260.944861216208,111.999897509517,136.347701315934,161.243523005113,89.1827049604409,207.32943788001,2.69378786900233
SDMT_156438.csv,4.5,157,4.5,3.1752,0.008,0.0228,174.006290390994,135.846837013763,165.378758103711,157.147115516987,106.077287807979,210.832386981676,2.06396759547188
SDMT_156438.csv,5.0,148,5.0,2.6046,0.0014,-0.0376,134.079623298332,126.978647317442,154.582701082104,140.034056271425,91.860080230042,172.374212388682,2.05485798538095
SDMT_156438.csv,5.5,144,5.5,2.0106,0.0034,-0.071,139.79774904422,124.295431654287,151.316177666089,139.026015315569,97.8205946283131,197.791846598341,2.21253676627833
SDMT_156438.csv,6.0,136,6.0,2.6421,0.0047,-0.0661,139.792986096181,133.419460122969,162.423690584484,144.561547216959,107.075148400419,211.313463223781,2.10132138968944
SDMT_156438.csv,6.5,104,6.5,0.9117,0.0067,-0.0558,170.456933330393,112.885276727651,137.42555427714,136.660205604853,96.7365570311497,224.036852929317,2.73509109247316
SDMT_156438.csv,7.0,140,7.0,0.3197,0.0005,-0.0513,77.9206062113331,82.4179376030091,100.334880560185,86.8685971914852,68.4624644015273,161.648156312575,2.99405002389714
SDMT_156438.csv,7.5,131,7.5,1.4641,0.0032,-0.0464,122.643008507456,121.36261322994,147.745790019058,128.945000776477,101.357173034767,211.760510716003,2.37139687413928
SDMT_156438.csv,8.0,139,8.0,0.4482,0.0022,-0.0424,102.079753163226,94.3442868556484,114.853914432963,101.557485840739,84.3548133134014,203.225107676603,2.96208243168814
SDMT_156438.csv,8.5,154,8.5,0.604,0.0098,-0.0344,164.523309492447,109.371800794542,133.148279228137,126.865372713586,101.376517407065,251.154987435584,3.0456466166082
SDMT_156438.csv,10.0,214,10.0,3.5112,0.0061,0.0857,123.112489017769,149.971343961395,182.573810039959,146.407130758346,131.385004745345,249.280900687102,1.97872575486817
SDMT_156438.csv,10.5,254,10.5,13.1365,0.0649,-0.0499,231.033207927317,213.554877344733,259.979850680545,221.500378535666,195.96830239044,346.568597004047,1.63143302831904
SDMT_156438.csv,11.0,224,11.0,6.4022,0.0201,-0.05,156.46215033998,177.96335902055,216.651045764148,175.451019044735,162.405851321532,299.512138906832,1.81154587179024
SDMT_156438.csv,11.5,228,11.5,12.2482,0.0384,-0.037,179.863250207689,201.257755633522,245.009441640809,202.554213943759,190.4906751368,331.078594593261,1.55651891846535
SDMT_156438.csv,12.0,341,12.0,13.4803,0.1041,-0.0326,277.557393186194,232.453233816158,282.986545515322,242.203050583231,212.302621199062,381.259770595272,1.73882659737821
SDMT_156438.csv,12.5,258,12.5,17.9319,0.0629,-0.0298,203.950947772507,219.751744576876,267.523862963153,226.456060699383,214.569998709791,361.559192094687,1.4369506582768
SDMT_156438.csv,13.0,299,13.0,11.804,0.0884,-0.0258,250.052675397387,227.041476979452,276.398319801073,231.42139971526,210.097951453418,380.504006557463,1.77541099432166
SDMT_156438.csv,13.5,336,13.5,12.9453,0.0883,-0.0153,242.525041983134,229.67467623831,279.603953681421,232.980944785872,215.134218992242,384.360473730913,1.7188532033233
SDMT_156438.csv,14.0,345,14.0,15.1643,0.1081,-0.0071,259.305806333324,240.156017881892,292.363847856216,245.241616670895,226.09313221949,398.717753932001,1.67729398322102
SDMT_156438.csv,14.5,382,14.5,17.7484,0.1417,0.0037,289.072751386384,253.998666310507,309.215767682357,262.029953765236,238.847528176766,417.164860258442,1.6582547950166
SDMT_156438.csv,15.0,299,15.0,15.7823,0.1786,0.0147,326.076167918959,262.404693565213,319.449192166346,270.08210783266,241.665066469559,433.233362265854,1.79996969951869
SDMT_156438.csv,15.5,353,15.5,17.1304,0.1898,0.0268,329.069410223904,267.776383158592,325.988640366981,275.304775235307,248.022534374704,440.577243722405,1.76841839723601
SDMT_156438.csv,16.0,347,16.0,21.6919,0.2496,0.0395,371.130834794749,286.288132942712,348.524683582432,298.658746523557,264.826433567756,461.033526690179,1.7105865457572
SDMT_156438.csv,16.5,326,16.5,20.8538,0.2294,0.0569,349.141990342052,282.457113180311,343.860833436901,291.677050965841,263.736526580471,459.433128248076,1.70749095617474
SDMT_156438.csv,17.0,354,17.0,17.8642,0.1796,0.0639,303.254760184846,269.253305652464,327.786632968216,272.119718745502,254.844745264395,447.90698390876,1.72558307478873
SDMT_156438.csv,17.5,359,17.5,19.6101,0.1878,0.0808,304.913325546508,273.899778214395,333.443208261003,277.460159848174,261.346222233289,454.143558641272,1.68210378722496
SDMT_156438.csv,18.0,345,18.0,19.2181,0.1817,0.0913,295.683215577679,272.984981495813,332.329542690555,274.509496731458,261.917395232635,455.364633019576,1.68429469450072
SDMT_156438.csv,18.5,387,18.5,20.4289,0.1912,0.1051,299.285292773376,277.291445504159,337.572194526803,279.121817727623,267.380872238514,461.788848333318,1.66255567129034
SDMT_156438.csv,19.0,420,19.0,23.4503,0.2814,0.1233,362.944751529939,300.170151178172,365.424531869078,305.725173198194,283.730872682565,489.368089590992,1.70221356153178
SDMT_92545.csv,0.51,732,0.51,0.9529,0.0545,-0.0116,1479.32445761139,95.769741141718,116.58925008557,296.380934309931,57.0986784665808,154.579360216182,3.18037025840673
SDMT_92545.csv,1.01,125,1.01,3.7938,0.0713,-0.0023,588.257299516973,139.561430119678,169.900871450043,249.639147718342,86.1414770276932,192.238271401344,2.40991298909166
SDMT_92545.csv,1.51,564,1.51,3.4286,0.0739,-0.0132,559.042576607034,144.792105884604,176.268650642126,245.784870232253,95.2199008544346,213.660659478272,2.48137481565368
SDMT_92545.csv,2.01,207,2.01,5.1431,0.0334,0.0,275.219271699931,147.196275738105,179.195466115954,197.791106947965,102.327809919647,207.787043322586,2.03945832397651
SDMT_92545.csv,2.51,141,2.51,6.3079,0.0301,0.0004,232.059648279704,153.498827184158,186.868137441584,191.878786924675,111.130059758768,217.175084363038,1.89655307660712
SDMT_92545.csv,3.01,147,3.01,2.2868,0.0396,0.0045,344.798544720984,138.498386235192,168.606731068929,199.896686129864,103.322966728701,233.881430528994,2.5656351373867
SDMT_92545.csv,3.51,154,3.51,5.9119,0.0635,0.0006,317.906113544342,171.852019093226,209.21115367871,218.905294164764,128.579614695653,260.371725113984,2.10932421011606
SDMT_92545.csv,4.01,150,4.01,1.8497,0.0367,0.0126,305.688081079211,137.048202581824,166.841290099612,187.881039641769,107.850417002168,248.621349604934,2.67502626562025
SDMT_92545.csv,4.51,157,4.51,3.3171,0.0471,-0.0006,287.254149704951,157.756741487357,192.051685288956,198.668638242306,123.745344828284,265.712968817235,2.38383013491205
SDMT_92545.csv,5.01,230,5.01,6.9614,0.0491,-0.0379,238.848494528337,178.138366564425,216.864098426257,205.009857063986,142.259338020044,275.864139517873,1.94667991543352
SDMT_92545.csv,5.51,206,5.51,9.8715,0.0774,-0.001,271.210380946477,197.355182822868,240.258483436535,226.209404618891,159.519816286653,300.584007350901,1.84911828150107
SDMT_92545.csv,6.01,264,6.01,6.6808,0.0529,0.011,235.458533451679,182.753231620497,222.482195016258,205.176711362692,149.681127802299,291.586870560159,1.98945122496531
SDMT_92545.csv,6.51,263,6.51,14.3539,0.0666,0.0015,223.835951604345,202.870551510338,246.972845316933,224.301733679981,174.158777205454,308.325165074631,1.58427835227815
SDMT_92545.csv,7.01,281,7.01,10.7764,0.085,0.0015,260.579775998815,207.521992761259,252.635469448489,229.620915220172,174.078612351939,323.587084974901,1.82045282388311
SDMT_92545.csv,7.51,429,7.51,14.9344,0.1693,-0.0025,352.25508832493,237.752305921826,289.437589817875,269.511520759254,196.927919737764,361.003201663457,1.81752606571059
SDMT_92545.csv,8.01,429,8.01,18.0059,0.0846,0.0004,231.686392617981,217.493046154629,264.774143144766,238.877756171968,194.437101645184,335.758486815001,1.50691797780968
SDMT_92545.csv,8.51,281,8.51,12.0743,0.0501,-0.0002,189.180206118556,200.064840326433,243.557196919136,211.060189800704,178.736353957618,317.553290294031,1.62145940204242
SDMT_92545.csv,9.01,228,9.01,9.2026,0.025,-0.0034,147.127839182403,183.081730463908,222.882106651714,186.308423459305,164.840321982112,293.744853714036,1.64196832614791
SDMT_92545.csv,9.51,245,9.51,11.8782,0.039,-0.0061,167.298647433337,196.564620229779,239.296059410166,203.214673704493,180.125193481744,316.104719364031,1.57761816117729
SDMT_92545.csv,10.01,181,10.01,7.9917,0.1384,-0.0108,305.329093972779,223.486921483094,272.071034848984,238.693344852561,191.704731926172,376.440896134504,2.14098884207463
SDMT_92545.csv,10.51,169,10.51,12.0396,0.0883,-0.0318,230.677570766206,221.460257940397,269.603792275266,230.142971639275,198.584913868055,360.575872661175,1.76305999171236
SDMT_92545.csv,11.01,242,11.01,1.1707,0.0248,-0.0178,129.576268816377,137.879609652717,167.85343783809,130.61005236609,129.428630607289,304.030506623204,2.85615094019927
SDMT_92545.csv,11.51,225,11.51,10.2713,0.1533,-0.0464,298.232700131686,237.890813301633,289.60620749764,247.556579925464,208.387095479418,395.929918470057,2.01738947973259
SDMT_92545.csv,12.01,178,12.01,3.8399,0.1114,-0.042,256.362052935823,199.224773569555,242.53450695424,202.155758208944,178.223233004424,381.156366692413,2.5272149283779
SDMT_92545.csv,12.51,187,12.51,4.1936,0.0852,-0.0536,219.761726308217,197.61653655893,240.576653202176,194.396645935256,178.539522935887,372.160388069231,2.3973460992492
SDMT_92545.csv,13.01,209,13.01,10.7941,0.1109,-0.0511,240.217192952404,232.375992052191,282.892512063537,232.856182195376,211.395178033295,391.704528151971,1.89251928067169
SDMT_92545.csv,13.51,171,13.51,1.9293,0.0605,-0.042,170.553401636813,168.06599266706,204.602078029464,156.635874452439,158.534311986909,360.874101569387,2.7781927166757
SDMT_92545.csv,14.01,197,14.01,1.5546,0.0373,-0.0143,129.905786506329,155.169790407805,188.902353539936,136.974162535641,149.132584789465,341.466992808861,2.78411746559698
SDMT_92545.csv,14.51,217,14.51,8.4837,0.0951,-0.011,213.776453254932,224.857574479023,273.739655887506,216.520984148334,207.81008985976,394.00035143092,1.99695550212996
SDMT_92545.csv,15.01,200,15.01,4.2243,0.1324,-0.0081,240.997720286751,211.9094372678,257.976706239061,201.611053161228,195.019052765447,412.72435147436,2.51919705460379
SDMT_92545.csv,15.51,233,15.51,7.0037,0.0748,-0.0172,184.999879915534,215.201070789098,261.983912264988,200.34061626238,201.868660127173,387.835154056079,2.04902362330458
SDMT_92545.csv,16.01,316,16.01,17.2947,0.1137,-0.0683,224.72319353906,247.972776951498,301.879902375737,248.468139895516,240.174120268057,415.604440629958,1.61095176394555
SDMT_92545.csv,16.51,424,16.51,18.5249,0.091,-0.0007,201.658386646221,240.829993423195,293.184339819542,242.699358410965,240.164487904508,407.105096600476,1.50858617310825
SDMT_92545.csv,17.01,336,17.01,15.8339,0.084,-0.0022,192.072711644046,237.41301518338,289.024540223245,233.202862749645,235.184913923911,405.472312905731,1.58315783435551
SDMT_92545.csv,17.51,320,17.51,12.1934,0.061,-0.0038,164.980301105029,224.566313177651,273.385076911923,212.559210654779,222.349277265967,391.058160078182,1.66133932995921
SDMT_92545.csv,18.01,382,18.01,17.6484,0.1693,-0.0027,259.418159805408,268.453869372278,326.813406192338,263.810874603275,257.249613795374,450.978407626781,1.71497449686314
SDMT_92545.csv,18.51,348,18.51,24.4181,0.2207,-0.0002,296.404736721827,287.162878248794,349.589590911575,291.797693593007,277.666131771332,471.169262172128,1.59829170773366
SDMT_92545.csv,19.01,333,19.01,13.7619,0.0804,-0.0047,179.263484211726,237.411739628636,289.022987373992,224.293269330803,236.854037800653,414.239718017638,1.65703128216634
SDMT_92545.csv,19.51,398,19.51,12.4702,0.0277,-0.0145,122.905334135819,207.476091071211,252.57958913017,194.743201897173,215.298466772701,362.766084789162,1.48636019090959
SDMT_92545.csv,20.01,393,20.01,12.6086,0.0503,-0.0229,146.350793873488,223.136377355589,271.644285476369,207.098828852228,228.186887883136,394.569981715533,1.59654372749031
SDMT_92545.csv,20.51,363,20.51,26.0826,0.1925,-0.0252,268.507617324024,284.251872976756,346.045758406485,287.415008292413,285.1717852182,475.274002912891,1.51462676312516
SDMT_92545.csv,21.0,390,21.0,22.0923,0.1062,-0.024,201.411000889301,255.259198047121,310.750328057364,255.135436976085,267.326836344718,441.842670057316,1.43127858201772
SDMT_92542.csv,0.51,171,0.51,7.8803,0.0248,-0.0008,275.409338933051,126.458676049733,153.949692582284,186.517972164881,72.5043356745865,141.738601976146,1.72949730988711
SDMT_92542.csv,1.01,171,1.01,7.2739,0.044,-0.0012,318.276619773456,144.923888784278,176.429081998251,209.985101066812,90.8908640488238,181.417421142093,1.89467302566825
SDMT_92542.csv,1.51,357,1.51,0.6744,0.0063,0.026,288.478343349309,87.4318161850592,106.438732747029,157.941012050517,61.4161811869385,153.281303316746,2.89696795569217
SDMT_92542.csv,2.01,230,2.01,1.4921,0.0351,-0.0012,467.685794370938,120.308566011802,146.462602101325,210.111804421085,85.9792633001011,207.226068565238,2.7938227277329
SDMT_92542.csv,2.51,175,2.51,10.8049,0.051,-0.002,254.579672912081,171.080084254374,208.271406918369,210.667960582121,125.457558175886,233.512494596814,1.69184246246106
SDMT_92542.csv,3.01,154,3.01,12.5231,0.0546,-0.0022,242.560366482212,178.205525052967,216.945856586221,213.387128395579,135.555394211535,246.942130109154,1.61922265490701
SDMT_92542.csv,3.51,224,3.51,13.9272,0.0519,-0.0016,223.404783383453,181.407533367051,220.843953664236,211.970749331092,143.050203861317,255.245917536646,1.54427927837749
SDMT_92542.csv,4.01,268,4.01,13.582,0.0532,-0.002,222.641729328224,184.819274943028,224.997378191513,213.433087576155,148.214058858534,264.793747157402,1.56478442469855
SDMT_92542.csv,4.51,243,4.51,12.1818,0.048,-0.0037,213.30839512532,184.024288929083,224.029569131058,209.258763161872,149.473559006398,268.944115407169,1.60665601724195
SDMT_92542.csv,5.01,228,5.01,13.3221,0.0415,-0.0022,192.60909257724,183.940328133184,223.927355988223,205.507643310599,154.03136712998,271.198192398468,1.52289914485755
SDMT_92542.csv,5.51,306,5.51,10.3433,0.0249,-0.0052,163.305770494283,173.64365570357,211.392276508694,188.453805452373,146.168377679479,259.469014631267,1.57475957422155
SDMT_92542.csv,6.01,282,6.01,7.5041,0.0732,-0.02,272.147319574417,192.443784495007,234.279389820008,219.741152936651,156.366007052095,304.423831066553,2.00131639365474
SDMT_92542.csv,6.51,203,6.51,1.4029,0.0256,0.04,203.799031926801,133.802146450563,162.889569591989,157.475773985728,115.093050740902,267.642414220153,2.75503131997302
SDMT_92542.csv,7.01,214,7.01,11.8715,0.0485,-0.0029,197.642455118335,194.323102013366,236.567254624968,209.797978106935,168.489484772819,301.039983417928,1.62430235873686
SDMT_92542.csv,7.51,198,7.51,17.7283,0.0573,-0.0025,197.801042563014,203.474425899026,247.707996746641,222.92784406036,184.493309060226,313.97632134567,1.42260540116902
SDMT_92542.csv,8.01,200,8.01,18.6165,0.0715,0.0,214.4034603331,212.071147577239,258.173570963596,232.544139251361,192.663914948216,328.575980745126,1.44475498584435
SDMT_92542.csv,8.51,207,8.51,16.4415,0.0484,-0.001,182.317504446402,201.647761123056,245.484230932416,216.748948188502,186.327077682811,316.854440434588,1.43082196571779
SDMT_92542.csv,9.01,180,9.01,17.1426,0.0301,0.0004,153.321590523375,191.86480422628,233.574544275471,205.92611967035,183.087787958502,302.308904482006,1.32032465794285
SDMT_92542.csv,9.51,234,9.51,17.1503,0.0241,-0.0022,143.831849708299,189.044512792825,230.141146008657,202.29377258561,182.471292843323,297.738675775758,1.28928701230457
SDMT_92542.csv,10.01,231,10.01,15.3429,0.0196,-0.0144,136.308226917625,186.656774416167,227.234334071855,196.191059194707,179.046742443239,293.38545646912,1.32491399164606
SDMT_92542.csv,10.51,240,10.51,16.1147,0.0493,-0.007,177.122998581206,207.424621930477,252.516931045798,217.920107554764,197.319348448519,334.98764255692,1.4465524251653
SDMT_92542.csv,11.01,252,11.01,18.6359,0.0502,-0.0753,175.558570532429,209.566120594688,255.123972897881,222.95946178984,204.4200827159,340.113619444659,1.3645947038794
SDMT_92542.csv,11.51,243,11.51,14.5206,0.0419,-0.0202,164.203935741352,204.856380777106,249.390376598216,210.707158796948,196.682764443968,335.350007996336,1.47431899717423
SDMT_92542.csv,12.01,187,12.01,12.6782,0.0588,-0.0144,185.889278229296,213.798677403569,260.276650752172,216.477834148225,200.7379068466,353.887982496933,1.62913909423335
SDMT_92542.csv,12.51,174,12.51,12.4377,0.0566,-0.0179,181.167435923527,213.570971718384,259.999443831076,214.520586476074,201.828127060779,355.740300339048,1.63167335521502
SDMT_92542.csv,13.01,189,13.01,14.9317,0.0583,-0.0139,180.617568545369,217.397433969994,264.657745702602,221.027977512213,209.99508706301,361.1579939322,1.52903934447758
SDMT_92542.csv,13.51,193,13.51,5.9099,0.0084,-0.015,99.0069049842091,170.320300172834,207.34645238432,155.595695338988,158.111234599704,281.502048049266,1.73883141966176
SDMT_92542.csv,14.01,190,14.01,9.9166,0.0278,-0.0175,135.922863212236,196.526217557327,239.249308330659,188.889776833734,190.04637285739,333.201932681733,1.61783987566035
SDMT_92542.csv,14.51,158,14.51,10.049,0.0583,-0.0154,175.78339831297,215.025512750075,261.770189434873,207.338469924192,204.464325213611,370.181091759648,1.76692543683922
SDMT_92542.csv,15.01,186,15.01,15.2731,0.1164,-0.0607,235.508966167334,245.151537634113,298.445350163269,245.637359574377,232.172762549436,409.750053769347,1.69364815999777
SDMT_92542.csv,15.51,212,15.51,9.8817,0.023,-0.0504,125.093892830859,195.407723473779,237.887663359383,184.707388634729,192.347733372593,333.55765599118,1.58762991039405
SDMT_92542.csv,16.01,231,16.01,8.5979,0.0193,-0.0461,116.885225143868,191.095711064042,232.638256947529,176.770557394969,187.452990837399,328.327845055794,1.63838948303122
SDMT_92542.csv,16.51,367,16.51,8.0843,0.0182,-0.042,113.316687390026,189.871554880922,231.147979855035,173.454725296374,186.482440106542,328.227979471128,1.66392191083663
SDMT_92542.csv,17.01,379,17.01,6.983,0.0089,-0.0382,95.4321104506695,179.302715173696,218.281566298413,159.936322743736,173.498229300737,301.01945057258,1.65818894554331
SDMT_92542.csv,17.51,321,17.51,12.0964,0.0299,-0.0315,132.570304088799,206.056792633793,250.851747554183,196.14202800594,209.331489817508,356.418354048605,1.51674336567315
SDMT_92542.csv,18.01,265,18.01,16.8711,0.0311,-0.0263,137.450835092751,209.795854519543,255.403648980313,210.138575266969,222.053895800128,361.69660843911,1.3343599175258
SDMT_92542.csv,18.51,351,18.51,14.1308,0.0725,-0.0859,178.89129783658,233.63918207705,284.430308615539,223.705048788578,233.985461614099,406.039939277551,1.61467593525588
SDMT_92542.csv,19.01,329,19.01,16.1254,0.032,-0.0813,135.943261333858,211.79472028668,257.837050783785,208.807356184628,224.483182733358,367.91484016576,1.36448905457274
SDMT_92542.csv,19.51,255,19.51,9.2262,0.0183,-0.079,109.169936720829,196.151592847402,238.793243466402,176.881539256039,199.184746332559,342.968832790438,1.59144215906173
SDMT_92542.csv,20.01,293,20.01,18.0308,0.0827,-0.0819,186.490074072557,242.878890633249,295.678649466564,237.443195423823,250.370773116989,422.032110831175,1.50026168209701
SDMT_92542.csv,20.51,281,20.51,32.2073,0.5167,-0.0772,469.20204204722,346.898973123054,422.311793367196,357.157089531236,319.071850272545,541.211391902089,1.71958331616121
SDMT_92542.csv,21.01,315,21.01,23.2802,0.382,-0.0702,383.568501547625,320.72659785804,390.44977130544,316.702509866397,298.957608346338,522.296944871519,1.8099953957969
SDMT_92542.csv,21.51,273,21.51,20.7653,0.3343,-0.0669,349.660719242788,311.217816432979,378.873863483626,301.611366966382,292.746612640179,515.945478607337,1.83422523459914
SDMT_92542.csv,22.01,275,22.01,27.4249,0.4615,-0.0642,418.654305543504,338.30650775287,411.851400742624,336.264600646185,314.981708234646,542.284537452153,1.776433987688
SDMT_92542.csv,22.51,254,22.51,19.047,0.3296,-0.063,334.799571391947,309.690315548715,377.01429718974,293.641869934015,292.459798373546,520.618754366569,1.88221814960782
SDMT_92542.csv,23.01,322,23.01,21.7504,0.4221,-0.0615,380.047696779162,327.817277940231,399.081903579412,313.647678040338,306.150801657119,541.160280666002,1.88587855332646
SDMT_92542.csv,23.51,282,23.51,26.2081,0.4933,-0.0622,415.116775099413,343.80086346246,418.540181606473,333.926898172364,320.485949189003,556.016319400187,1.82752370812532
SDMT_92542.csv,24.01,317,24.01,19.9779,0.3342,-0.0605,325.003885509787,314.334514204666,382.668104249159,294.119910268039,300.150143078501,530.327171114992,1.85773536204127
SDMT_92542.csv,24.51,390,24.51,24.8301,0.4758,-0.0595,394.348790995806,341.646839795299,415.917891924712,325.869203577426,320.743889483699,559.0512601203,1.84743475742051
SDMT_92542.csv,25.01,340,25.01,11.9917,0.3215,-0.0564,290.457132310688,295.952926225439,360.290518883144,258.890184028437,281.156597645445,531.12869329368,2.15687421420663
SDMT_92542.csv,25.51,335,25.51,20.0749,0.3792,-0.0535,332.718658179285,323.526086693877,393.857844670807,297.28444330974,308.682131190678,547.457007632438,1.89772422850285
SDMT_92542.csv,26.01,282,26.01,20.9631,0.3594,-0.0519,321.602220144689,322.797217758938,392.970525967402,296.559640024346,310.906222284602,546.505056671424,1.8530048282853
SDMT_92542.csv,26.51,282,26.51,10.894,0.3511,-0.0508,284.394088622917,297.673676210419,362.385344951815,252.599421813316,283.890897354345,544.833258945509,2.24494487280818
SDMT_92542.csv,27.01,283,27.01,5.167,0.1612,-0.0424,169.89760944397,241.129701763082,293.549202146361,185.391091068318,240.269859257149,492.006561555689,2.45447367500231
SDMT_92542.csv,27.51,320,27.51,21.8358,0.4242,-0.0307,338.659371561212,335.533680398763,408.475784833277,304.198957385827,322.05120153219,566.558699499768,1.88521981792016
SDMT_92542.csv,28.0,282,28.0,5.46,0.2406,-0.0241,204.335871758428,255.2080940612,310.688114509286,195.18065250042,252.185435139921,530.428136875926,2.63069895717459
SDMT_156436.csv,0.1,610,0.1,1.0431,0.0073,-0.0002,2428.88988826308,69.1444553154031,84.1758586448386,311.636712337349,31.1252290827333,78.8728146344524,2.67299908311663
SDMT_156436.csv,0.5,610,0.5,1.5946,0.0129,-0.0002,551.818368171331,95.0247057354509,115.682250460549,209.334194408896,54.2615610198131,128.019301088004,2.53241230110821
SDMT_156436.csv,1.0,610,1.0,4.2056,0.0162,0.0006,259.697424423935,123.2711136724,150.069181862052,180.608224212434,77.0972337849075,158.275259497222,2.01431944086966
SDMT_156436.csv,1.5,610,1.5,1.5175,0.0036,0.0009,203.46282848517,100.318667528682,122.127073513178,149.440798699329,65.7698472711582,143.143133976691,2.3649870364425
SDMT_156436.csv,2.0,105,2.0,3.0563,0.0084,0.0067,200.852632536504,122.525758769958,149.161793285166,162.014906651615,84.5449290227091,172.769510093568,2.09137222764545
SDMT_156436.csv,2.5,176,2.5,2.8673,0.0078,0.0116,189.847108613423,124.144118799378,151.131970712286,158.879760756628,88.5860075037111,180.96566253288,2.11631605623286
SDMT_156436.csv,3.0,74,3.0,0.7385,0.0173,0.031,360.295693610613,103.357315450529,125.826297070209,174.549843832178,81.8950835525178,208.086171550409,3.04888704848314
SDMT_156436.csv,3.5,89,3.5,0.2525,0.0012,0.1523,109.631377242647,68.6461201669808,83.5691897684984,93.4850440045524,58.6903124848984,151.732728272747,3.19616730902599
SDMT_156436.csv,4.0,108,4.0,0.2564,0.0014,0.14,107.097650796115,70.7983365546713,86.1892792839476,92.7823990130507,61.8305803070785,160.141381673115,3.2072533257587
SDMT_156436.csv,4.5,105,4.5,0.2949,0.0014,0.151,106.077130766098,74.5052874548398,90.7020890754571,94.7589025240565,65.1887563887586,165.156153417149,3.13138626225385
SDMT_156436.csv,5.0,156,5.0,0.3566,0.0017,0.1517,113.25870058115,80.1095816115494,97.5247080488427,100.574155395115,70.1088522717245,174.198202040746,3.05295764616179
SDMT_156436.csv,5.5,199,5.5,0.2679,0.0013,0.1734,82.8642359141612,73.558976764129,89.5500586693744,83.8095831446807,67.5653482674775,171.969389592338,3.17406880979858
SDMT_156436.csv,6.0,181,6.0,0.4608,0.0034,0.213,128.896416414714,89.2232355661736,108.619591124037,109.683536215696,81.0592192691637,200.00196991217,3.00999057186258
SDMT_156436.csv,6.5,181,6.5,0.5842,0.0035,0.1668,129.785999957745,96.5563611754206,117.546874474425,114.775603108483,85.9706573416562,205.224041465467,2.88159654353045
SDMT_156436.csv,7.0,180,7.0,3.8547,0.011,0.0586,156.273815225399,150.537445137781,183.262976689473,159.518771938695,126.640703695315,246.086018034148,2.0014143695561
SDMT_156436.csv,7.5,184,7.5,2.1731,0.0255,-0.0278,234.927147788862,148.21662407842,180.437629312859,173.895401267956,127.458020020751,278.160122138255,2.49239989888832
