d,vs
0.0,78.0
1.0,78.0
2.0,78.0
2.5,27.0
3.0,208.0
3.5,130.0
4.0,103.0
4.5,99.0
5.0,41.0
5.5,55.0
6.0,57.0
6.5,86.0
7.0,93.0
7.5,135.0
8.0,153.0
8.5,150.0
9.0,166.0
9.5,163.0
10.0,156.0
10.5,171.0
11.0,208.0
11.5,229.0
12.0,256.0
12.5,319.0
13.0,305.0
13.5,365.0
14.0,321.0
14.5,368.0
15.0,296.0
15.5,298.0
16.0,324.0
16.5,337.0
17.0,351.0
17.5,325.0
18.0,262.0
18.5,316.0
19.0,243.0
19.5,258.0
20.0,274.0
20.5,254.0
21.0,285.0
21.5,268.0
22.0,263.0
22.5,236.0
23.0,362.0
23.5,343.0
24.0,308.0
24.5,272.0
25.0,241.0
25.5,289.0
26.0,368.0
26.5,365.0
27.0,314.0
27.5,314.0
