d,vs
0.02,57.7646951367347
0.04,73.85941818215153
0.06,79.60231580562895
0.08,88.91401269939952
0.1,95.30797769230055
0.12,98.30370279380044
0.14,101.9548444836091
0.16,103.17128346590326
0.18,105.67750842872306
0.2,108.13403032842244
0.22,110.72669206955987
0.24,111.2986333423019
0.26,112.80991785159644
0.28,122.33230129231212
0.3,120.43181423081508
0.32,124.15058997055895
0.34,129.29737158694056
0.36,137.68541146454473
0.38,144.81885685448304
0.4,148.23639498560746
0.42,150.73023063833364
0.44,150.9414830761734
0.46,139.7536485014968
0.48,128.45970769973653
0.5,135.9987895456504
0.52,133.18431393695997
0.54,129.00391828599084
0.56,129.90377621184183
0.58,127.84098139773542
0.6,123.90831770170868
0.62,119.6995737661202
0.64,116.0852366777544
0.66,115.30210530525162
0.68,110.29262323879588
0.7,109.43249627387875
0.72,108.08744364499674
0.74,107.19647776288085
0.76,106.1239173753103
0.78,108.34042629663544
0.8,113.00110175865126
0.82,113.41756267088564
0.84,116.99223887693604
0.86,124.18409677332524
0.88,130.52195843363998
0.9,136.063728540015
0.92,136.66140352955523
0.94,133.81601941339406
0.96,131.16784115894558
0.98,131.60049231649836
1.0,130.46247055222088
1.02,129.3285744204304
1.04,130.04282443403542
1.06,132.01777054794107
1.08,134.67518320057624
1.1,140.02838564367124
1.12,146.3604667879012
1.14,155.36080023042433
1.16,155.69987067624444
1.18,161.31651625197367
1.2,163.22295740206812
1.22,193.04670757331792
1.24,180.68373745886512
1.26,180.03426295369945
1.28,199.4804066242157
1.3,194.1711412848675
1.32,193.61445410214475
1.34,188.58883888963967
1.36,180.9123149329951
1.38,175.88827988612255
1.4,154.61323329106898
1.42,154.8786030713295
1.44,155.2926277332698
1.46,155.8046385491026
1.48,155.50552990539126
1.5,155.5715357013354
1.52,155.6403962348351
1.54,156.6958697446483
1.56,158.64896937854658
1.58,161.7786892492974
1.6,164.24613689916993
1.62,167.29894861634637
1.64,168.82877247866426
1.66,168.98074810143513
1.68,169.2550717948989
1.7,168.9348825928734
1.72,169.71976755739104
1.74,171.5860871501573
1.76,177.77940715727098
1.78,190.95490531570292
1.8,201.67525531565568
1.82,200.55204446374808
1.84,217.3750486305625
1.86,215.41476552686592
1.88,213.53830245951843
1.9,213.9096560663708
1.92,212.45895516658408
1.94,201.69581557511052
1.96,203.62240175775852
1.98,204.7958429952625
2.0,201.087351404768
2.02,190.91112307810675
2.04,186.7411992116548
2.06,186.4602153593676
2.08,201.8937483443468
2.1,200.28349970996055
2.12,205.15182460647665
2.14,205.39733369715208
2.16,204.2410210704808
2.18,201.45246045546585
2.2,199.42432339984632
2.22,197.00295482158364
2.24,194.85274701112
2.26,192.1487472182308
2.28,191.8904114158148
2.3,190.83026979520935
2.32,189.3011363839013
2.34,189.0742008004948
2.36,189.485966327393
2.38,191.50152317197765
2.4,190.89046122702345
2.42,191.9018862179533
2.44,193.6953058198428
2.46,197.21830288928143
2.48,201.32367069337215
2.5,203.78227667656265
2.52,206.9535440291851
2.54,208.27807739005024
2.56,212.0463623964472
2.58,215.6955881362452
2.6,219.71353311267524
2.62,222.0302293451647
2.64,225.805450224376
2.66,229.0762877815979
2.68,235.65341104319677
2.7,237.03677468718604
2.72,240.0603921099272
2.74,242.86318020912108
2.76,247.80649057920337
2.78,251.73448499112615
2.8,254.6145964415458
2.82,257.78068521247747
2.84,258.48078206112905
2.86,263.74148419231653
2.88,264.4563343367691
2.9,267.83740515112714
2.92,268.0657634001233
2.94,269.5320204709978
2.96,271.5534303167914
2.98,273.44288551346534
3.0,277.36479833153464
3.02,271.49050731986466
3.04,274.46815671542714
3.06,274.95360441833634
3.08,281.728541223825
3.1,282.18339288145825
3.12,289.8065693136928
3.14,290.03572045763605
3.16,292.3054447279817
3.18,295.27807063587386
3.2,296.42038517095256
3.22,298.41073569079435
3.24,299.86429023580484
3.26,302.0566667519875
3.28,302.78183494999223
3.3,303.99768245001366
3.32,305.6815490775326
3.34,307.00625320257626
3.36,310.62814094623786
3.38,313.0807840555025
3.4,315.90670371499544
3.42,317.4732669662692
3.44,321.2082263674081
3.46,322.9569130350029
3.48,325.94122528030323
3.5,326.9755971490023
3.52,326.4432587458202
3.54,325.0955947368494
3.56,323.3895975277717
3.58,321.9145979655248
3.6,319.8925052596038
3.62,317.9588989092444
3.64,314.54729025152056
3.66,309.077288320201
3.68,306.2455328144135
3.7,302.5106444539174
3.72,302.59856945565457
3.74,302.3694414430175
3.76,303.08897463551324
3.78,305.6176749208255
3.8,305.8173453891471
3.82,308.7689946046933
3.84,311.0141265892579
3.86,314.32187445315105
3.88,318.33462578879715
3.9,321.7267541967883
3.92,325.7068122356412
3.94,327.54751731522185
3.96,331.4334489475987
3.98,332.2005349595021
4.0,339.8763305425172
4.02,333.9194403058489
4.04,335.7628272053173
4.06,337.04159106662195
4.08,337.0358059761683
4.1,337.10547583328463
4.12,336.0596233038557
4.14,334.8885576806016
4.16,335.0895705336033
4.18,332.6403279528269
4.2,331.0475760891129
4.22,329.3354158958296
4.24,326.82768207250973
4.26,325.9929857969517
4.28,324.85270827622014
4.3,325.31078267930627
4.32,325.6987213979277
4.34,325.6984942293326
4.36,326.5674541493713
4.38,327.2846633746359
