d,vs
0.02,86.78109195795135
0.04,110.7948634910841
0.06,119.5071088795024
0.08,132.78280165015286
0.1,142.7127645228333
0.12,148.18270563965382
0.14,153.75160607913756
0.16,155.7684313929502
0.18,159.92051728390538
0.2,163.7851245076777
0.22,167.7976007430432
0.24,169.54208882833186
0.26,170.70031559134162
0.28,185.05982303672047
0.3,183.75471995236322
0.32,188.1882065861321
0.34,195.94272489547404
0.36,208.03289590742693
0.38,219.0466620471902
0.4,224.20884714380645
0.42,227.42451946671113
0.44,228.07782779697456
0.46,211.20436226576345
0.48,192.12008425620434
0.5,203.90119353329186
0.52,199.68869213188813
0.54,193.7945337906453
0.56,195.26097865335566
0.58,192.06008623230375
0.6,186.53868409449703
0.62,179.88565610573932
0.64,175.40831014789023
0.66,174.06622739164723
0.68,169.02160141904
0.7,167.9674166758876
0.72,165.57097039367952
0.74,163.73971213447274
0.76,162.69647365801205
0.78,166.8086720671019
0.8,174.07805882820156
0.82,173.9895245141006
0.84,179.6282868893728
0.86,190.83309006607
0.88,202.59078550719508
0.9,210.2460932500436
0.92,209.6592656967409
0.94,204.88324375639203
0.96,202.49405295898663
0.98,202.72145705500049
1.0,200.60824421446014
1.02,198.14041535012905
1.04,201.14693186252603
1.06,203.60702194708546
1.08,207.89685052813297
1.1,216.12841177798643
1.12,225.2047134619167
1.14,239.52224853540272
1.16,240.00092824924045
1.18,249.88014483890808
1.2,253.11319094700943
1.22,301.3578822523363
1.24,281.0686448621945
1.26,280.98421439517915
1.28,310.8404225651349
1.3,301.96544524247065
1.32,301.5904570709833
1.34,297.5731386710317
1.36,284.99907457561653
1.38,277.52063439394004
1.4,243.87955154048527
1.42,243.84110680916524
1.44,245.6935593883431
1.46,245.36313606655477
1.48,244.80441247708308
1.5,242.376664296176
1.52,240.71343965285809
1.54,239.4997818831874
1.56,242.9148477621042
1.58,248.45751969313196
1.6,252.83025027148423
1.62,256.2571644848363
1.64,258.42427960190514
1.66,258.7993159550087
1.68,261.07542980542826
1.7,259.83655764515214
1.72,260.0009753972788
1.74,264.26394023765386
1.76,274.1965791268461
1.78,294.7069210455379
1.8,310.8330872172298
1.82,310.16538903573763
1.84,337.5228295058656
1.86,335.12567689423196
1.88,330.4128570975295
1.9,332.3406857309365
1.92,330.01729467068594
1.94,311.49968562322573
1.96,313.4962515788831
1.98,314.3967719777231
2.0,307.27678943557316
2.02,291.83146956357473
2.04,284.9296197974807
2.06,286.5255006299096
2.08,310.9102294547609
2.1,307.16303504905613
2.12,314.59410483135457
2.14,312.674817505984
2.16,309.85603253521384
2.18,306.67389979342073
2.2,303.2961577536084
2.22,300.2953668617804
2.24,296.4227330206926
2.26,294.69417456094754
2.28,293.58853756409343
2.3,292.07758709341664
2.32,291.29685670073957
2.34,288.8099825851117
2.36,290.90175729120233
2.38,291.03113236925935
2.4,291.5302340529645
2.42,292.3016664704068
2.44,297.09390294004953
2.46,303.1830903224044
2.48,307.7888689236921
2.5,311.6961649007765
2.52,313.93668077139336
2.54,316.0977048696457
2.56,320.6305179418116
2.58,325.18917555808844
2.6,331.0499836663575
2.62,334.900514226703
2.64,340.20224803184067
2.66,349.53986148379215
2.68,359.74866956819324
2.7,362.8950986527957
2.72,367.56719936022625
2.74,374.14810366072334
2.76,380.50721042353126
2.78,386.5551934112961
2.8,391.06387744852606
2.82,396.7324713528672
2.84,396.4758369698981
2.86,405.82721759026765
2.88,404.8477693564947
2.9,408.83644547345347
2.92,408.91123027378006
2.94,411.0360766821323
2.96,415.12390536764707
2.98,418.4335555784548
3.0,422.33904830471033
3.02,414.09527080911397
3.04,420.4232020205458
3.06,420.83046320321364
3.08,429.44221384984905
3.1,430.6385336573619
3.12,439.99867603583937
3.14,440.59693321507956
3.16,440.2667014531606
3.18,447.6757133176489
3.2,451.9930819136168
3.22,455.37117451732075
3.24,461.1760869994441
3.26,466.00665593176325
3.28,465.61630601846764
3.3,468.9924401999026
3.32,469.1905183337596
3.34,472.42072899880424
3.36,478.1299910245676
3.38,479.1238478245069
3.4,481.1352346451114
3.42,482.64586024199826
3.44,490.02293376961205
3.46,496.63439089608266
3.48,503.22017698316967
3.5,506.130816190012
3.52,505.8508789295428
3.54,503.4226633695022
3.56,503.6517733341838
3.58,504.6545891266775
3.6,500.72708985446496
3.62,497.83763473868095
3.64,490.60195734463684
3.66,479.07348467124564
