d,vs
0.02,12.620806145802593
0.04,18.289393179379896
0.06,22.243820983235494
0.08,26.12080665146466
0.1,29.509428023314364
0.12,31.238941723438387
0.14,33.24532519210929
0.16,34.39054570782384
0.18,36.032453659479756
0.2,37.459977989585845
0.22,38.67706728248732
0.24,39.37274599936585
0.26,40.37232815101317
0.28,43.900509354229015
0.3,43.58911704824839
0.32,45.056252014960585
0.34,47.020164518951724
0.36,50.3118751757595
0.38,53.1392449300799
0.4,54.731587020610306
0.42,56.03210948857781
0.44,56.42767682325678
0.46,53.06057928917403
0.48,49.81089282269885
0.5,52.93784351449628
0.52,52.28976713230868
0.54,51.665568348639454
0.56,52.21575716686717
0.58,51.66598414589253
0.6,50.69656259619701
0.62,49.574956962225315
0.64,48.42814899327256
0.66,48.422765148008686
0.68,46.349635540373164
0.7,46.331121622417115
0.72,46.10736698359389
0.74,45.723239734972566
0.76,45.114627276128694
0.78,46.018374700548236
0.8,47.62204406441529
0.82,48.02440744881273
0.84,49.30708028083271
0.86,52.41073873853874
0.88,55.136250162766075
0.9,57.651524067332524
0.92,58.06094047344146
0.94,57.324949329676144
0.96,56.69889985332745
0.98,56.977597791208844
1.0,56.93542795318581
1.02,56.186152407572486
1.04,56.480041733440004
1.06,57.192366665811846
1.08,58.00073527271673
1.1,59.75089084339862
1.12,62.35875930535662
1.14,65.73619057438748
1.16,66.45641058799671
1.18,68.89868035777762
1.2,69.79161545544737
1.22,83.3852218025348
1.24,79.7455839447173
1.26,77.27353815724612
1.28,83.57669634867672
1.3,81.72404624495753
1.32,81.6679527359887
1.34,80.2759423813176
1.36,78.02376545386633
1.38,76.65117649273839
1.4,68.74858348795239
1.42,68.84388014477233
1.44,69.23994272648126
1.46,69.72038268255938
1.48,69.76861237041089
1.5,69.9726449675005
1.52,70.26066746976883
1.54,70.85115242846426
1.56,71.88327618882228
1.58,73.36839021430298
1.6,74.22303087670753
1.62,75.52100831599775
1.64,76.21313106982056
1.66,76.08437990366987
1.68,76.42616782265748
1.7,76.62409219395411
1.72,76.98384910333498
1.74,77.83080032449921
1.76,80.94201943077242
1.78,88.4308362651796
1.8,91.80734706925705
1.82,91.56431635504335
1.84,96.7454054811621
1.86,96.48802062731916
1.88,95.79650215708236
1.9,96.40891219041697
1.92,96.28500206188063
1.94,93.1124662668531
1.96,94.29101576657382
1.98,95.21117471419424
2.0,94.3199729091168
2.02,91.02063550190672
2.04,89.4061414256703
2.06,89.4389762698537
2.08,94.86653907476892
2.1,94.14179847909453
2.12,95.38842340358408
2.14,95.74464547182463
2.16,95.47503758332681
2.18,94.04631263128302
2.2,93.395094444655
2.22,92.8026092299805
2.24,92.1951595910104
2.26,91.37104322460891
2.28,91.37442170030988
2.3,90.98135556141271
2.32,90.7651854904102
2.34,90.94236543696981
2.36,91.56444756892252
2.38,92.77405594728273
2.4,92.74205068426964
2.42,93.39489933488544
2.44,94.05447783056916
2.46,95.74346629608802
2.48,97.31128654233265
2.5,98.63942722123237
2.52,100.05817048172712
2.54,100.86863353283832
2.56,102.93818913813492
2.58,104.71094347596993
2.6,106.80299544760857
