Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.174,0.0,-0.0015,,,,,,
0.01,0.3246,0.0,0.0013,,,,,,
0.02,0.3671,0.0004,0.0021,3934.561243815452,40.57662966555089,49.3976361145837,333.9747298460606,13.452533817089343,35.70816621187941
0.03,0.2783,0.0009,0.0003,,,,,,
0.04,0.0581,0.0018,-0.0005,6279.151897791896,29.039196803375553,35.35206567367459,311.7109971084206,14.171619445538095,51.041245362968766
0.05,0.0311,0.0036,-0.0009,,,,,,
0.06,0.0185,0.0053,-0.001,5721.007726576491,23.392244415002597,28.47751494000316,257.7478253886361,14.71402524000575,64.53048892161306
0.07,0.0132,0.0056,-0.001,,,,,,
0.08,0.0079,0.0058,-0.0011,4398.573940600419,19.1304214048972,23.28920866683137,207.12332886530317,14.206911137315107,69.77978094408414
0.09,0.0079,0.0048,-0.0011,,,,,,
0.1,0.0076,0.0039,-0.0011,2899.6332365895837,19.14824735405384,23.310909822326416,177.4384969616912,14.544987176199486,70.09970250989625
0.11,0.0077,0.0002,-0.0011,,,,,,
0.12,0.0077,0.0002,-0.0011,900.0291195207501,17.76742134678906,21.629904248264943,117.28522279265748,11.98037365589051,49.89839096184058
0.13,0.0079,0.0002,-0.0011,,,,,,
0.14,0.0078,0.0001,-0.0011,676.0826230629127,17.860140321059525,21.742779521289858,106.02871926132138,11.827774601708517,47.41673524851607
0.15,0.0078,0.0001,-0.001,,,,,,
0.16,0.0078,0.0001,-0.001,602.3459308476529,18.14042833507696,22.083999712267605,101.5310025946685,12.275093277416287,49.04600195156456
0.17,0.0079,0.0001,-0.0009,,,,,,
0.18,0.0234,0.0001,-0.0007,669.4629825564838,25.054569013386093,30.501214451078724,126.08756136923543,14.857668453040016,50.9419888608752
0.19,0.0118,0.0001,-0.0007,,,,,,
0.2,0.0137,0.0001,-0.0001,555.0288728141118,21.74971973851858,26.477919681674795,108.0730533159464,14.16419585998761,52.11132028257316
0.21,0.0156,0.0001,0.0005,,,,,,
