Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.1046,0.0,-0.0005,,,,,,
0.01,0.316,0.0,-0.0005,,,,,,
0.02,0.439,0.0,-0.0005,,,,,,
0.03,0.539,0.0006,-0.0005,2765.563539267613,47.111615459927776,57.35327099469469,296.03506083181196,16.458599138305757,41.82585738221011
0.04,0.6543,0.0012,-0.0005,,,,,,
0.05,0.8388,0.0024,-0.0006,2689.3363500927235,57.45607986162673,69.94653200545864,300.9101399677407,22.682756467161873,57.182310609909855
0.06,1.0541,0.0049,-0.0007,,,,,,
0.07,1.3539,0.0058,-0.0007,1612.5105881936029,68.70819548433387,83.64475972005863,265.30474838500044,28.712305767525987,70.07916837550965
0.08,1.5154,0.0067,-0.0007,,,,,,
0.09,1.8652,0.0067,-0.0007,1003.3134022102656,75.80956117732204,92.2899005636964,229.8830205213681,32.632166470481764,76.27394383088368
0.1,2.0997,0.0076,-0.0007,,,,,,
0.11,2.3534,0.008,-0.0007,763.853299778611,81.75035989344076,99.52217726158007,213.9704111093988,36.2080925152057,82.25917539227602
0.12,2.7917,0.0084,-0.0007,,,,,,
0.13,2.957,0.0093,-0.0007,606.3774964183773,87.41517345030044,106.41847202645272,201.7496682142914,39.689968151230886,87.65455850653778
0.14,3.3376,0.01,-0.0007,,,,,,
0.15,3.6105,0.0106,-0.0007,505.47211572570427,92.48297104608308,112.58796475175332,193.24400029176473,42.96959675984861,92.58200989946128
0.16,4.1948,0.0113,-0.0007,,,,,,
0.17,4.5216,0.0126,-0.0007,431.1606731602347,98.06210106781758,119.37994912603881,186.95105931774899,46.62034108376558,97.89503482578783
0.18,4.8522,0.0149,-0.0007,,,,,,
0.19,5.4365,0.0171,-0.0007,413.9727765486986,104.12821935203678,126.7647887763926,189.22966280889295,50.64493216177793,104.90961042430685
0.2,5.6633,0.0184,-0.0007,,,,,,
0.21,6.0747,0.0196,-0.0007,391.94596350818966,108.00601702628481,131.48558594504237,189.0440978295821,53.515503658472035,109.61566174837259
0.22,6.2515,0.0204,-0.0006,,,,,,
0.23,6.3937,0.0206,-0.0005,374.18043883249095,110.31964777995336,134.30217990603018,188.35769464955226,55.52102374292465,112.93854887033886
0.24,6.5475,0.0203,-0.0006,,,,,,
0.25,6.7589,0.02,-0.0007,343.269558801301,111.83495719395518,136.1469044100324,184.4756322620901,57.139019292196046,114.9512133066143
0.26,6.8973,0.0189,-0.0007,,,,,,
0.27,6.9742,0.0186,-0.0007,315.7114557600541,112.57344662729541,137.04593502453355,180.35061798865576,58.286733466811896,116.13772889456233
0.28,6.7858,0.0186,-0.0007,,,,,,
0.29,6.6167,0.0185,-0.0007,319.3558907754188,112.90982892048496,137.45544390319907,181.93959504386467,58.98099406282546,118.12763801758506
0.3,6.5321,0.0184,-0.0007,,,,,,
0.31,6.4937,0.0182,-0.0007,314.14070047403925,113.4672234964242,138.13401121303818,181.82975085808326,59.841321948127344,119.86599280145437
0.32,6.4699,0.018,-0.0008,,,,,,
0.33,6.4611,0.0181,-0.0008,308.16253953827794,114.236941874432,139.07105967322158,181.625896768295,60.81856245099277,121.6853413601834
