Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,2.1604,0.0,0.001,,,,,,
0.01,5.6551,0.0,0.0041,,,,,,
0.02,8.3857,0.0,0.0021,,,,,,
0.03,10.7788,0.0015,0.0,465.7405856149231,92.31924524983897,112.38864639110832,167.92961188145603,27.337780105721617,48.17306927200997
0.04,12.8578,0.003,-0.0002,,,,,,
0.05,12.8307,0.0059,-0.0004,245.23532984250613,92.74372332407704,112.90540230757206,128.52951150694906,36.19930660029184,65.58597522236921
0.06,12.8384,0.0119,-0.0004,,,,,,
0.07,12.8462,0.0134,-0.0005,238.15068030506762,97.71751420234084,118.96045207241495,138.08118557276902,42.55673786029379,79.45077098820708
0.08,13.0168,0.0136,-0.0006,,,,,,
0.09,16.1043,0.0137,-0.0006,191.96374602219615,102.19321132976073,124.40912683623046,134.39402756674494,47.232906881494515,85.05270957234151
0.1,17.0157,0.0139,-0.0006,,,,,,
0.11,17.3997,0.0141,-0.0006,179.0828922804072,105.24791344900446,128.12789463357066,135.9292231858489,50.623036223136516,89.86914262462889
0.12,16.9886,0.0147,-0.0006,,,,,,
0.13,15.8793,0.016,-0.0005,191.72564860891083,107.64503505954694,131.04612963770933,142.7602759739973,52.887830032181576,95.23776024006932
0.14,14.1727,0.0172,-0.0004,,,,,,
0.15,12.5882,0.0281,-0.0002,282.3808955577748,113.65733569188043,138.36545214663707,168.69451671727106,55.77101916730172,106.06751556611958
0.16,11.0038,0.0265,-0.0003,,,,,,
0.17,10.2824,0.0389,-0.0002,398.15206475303864,118.20753569331306,143.9048260614246,195.16967673366855,57.62222809749791,114.03713030695384
0.18,9.3011,0.0395,-0.0002,,,,,,
0.19,8.9326,0.0494,-0.0003,514.7167188084779,121.82955369971779,148.31423928661297,218.00555762323708,59.40615944503198,120.86655844274952
0.2,7.7147,0.0568,-0.0004,,,,,,
0.21,7.1639,0.0712,-0.0004,798.0105808444741,125.82254571985209,153.17527305025473,260.18564073976677,60.99470800293876,129.78716395876037
0.22,5.9654,0.073,-0.0004,,,,,,
0.23,5.5892,0.0863,-0.0004,1111.7417415122823,125.88179491635019,153.2474025068611,295.46194693640894,61.33175711518338,135.92166590935867
0.24,4.9104,0.0939,-0.0004,,,,,,
0.25,4.5225,0.1025,-0.0004,1470.8965252227345,125.47696221802002,152.75456270019828,328.67720850704757,61.76034894967355,141.73675369550193
0.26,3.836,0.104,-0.0004,,,,,,
0.27,3.518,0.1092,-0.0003,1824.2165342483495,122.18501058348392,148.74696940598042,354.09109251338117,61.17528885853163,145.44751977951282
0.28,3.0215,0.1098,-0.0002,,,,,,
0.29,2.8547,0.1101,-0.0001,2072.529242797837,118.74149971427624,144.55486921737977,368.70543676407846,60.59454410268529,148.03007114260123
0.3,2.4707,0.1102,0.0004,,,,,,
0.31,2.3117,0.1102,0.0021,2334.695475483092,114.94996782983833,139.93909127110754,382.0472024547382,59.88576177449777,150.33183690392374
0.32,2.1294,0.1101,0.0064,,,,,,
0.33,2.0635,0.11,0.0086,2423.384664412832,113.19366767932742,137.80098674005077,385.7476548743946,59.938150145515735,152.56429425314948
0.34,2.0392,0.1047,0.0097,,,,,,
0.35,2.0397,0.1004,0.0097,2162.143533917983,112.80726006647053,137.330577472225,369.2530449928006,60.365692082608454,153.01187742344993
0.36,2.0401,0.096,0.0097,,,,,,
0.37,2.0502,0.0917,0.0098,1915.8911630300197,112.77081503494358,137.2862096077574,352.9516555002544,60.891015103577566,153.3663554752755
0.38,2.0712,0.0872,0.0099,,,,,,
0.39,2.1216,0.0837,0.0138,1668.878930650227,113.31998726286446,137.9547671026176,335.8711623530036,61.625370275069145,153.6281215917567
0.4,2.1915,0.0828,0.014,,,,,,
0.41,2.3776,0.0806,0.0134,1440.1057221839278,116.16917584050367,141.42334450148275,320.77082330477106,63.32300697370066,154.9533798950386
0.42,2.4591,0.0798,0.0126,,,,,,
0.43,2.5367,0.0785,0.0118,1304.6483270504905,118.01243966601199,143.66731785427547,311.07620134505646,64.62655216195473,156.3694546211642
0.44,2.525,0.0758,0.0117,,,,,,
0.45,2.4048,0.0744,0.0122,1260.05488374808,116.9032121317933,142.31695389957446,306.17977211074725,64.65867879486986,157.01711278860992
0.46,2.3233,0.0723,0.0128,,,,,,
0.47,2.2496,0.0715,0.0175,1241.6833687231388,115.60739951477044,140.73944288754663,303.35976783642724,64.60581250144865,157.8577390151542
0.48,2.1022,0.071,0.0231,,,,,,
0.49,2.0441,0.071,0.0245,1278.526577475101,113.96755813244886,138.74311424819862,305.0283473896371,64.42569082454294,159.27245153619043
0.5,1.9587,0.0709,0.0253,,,,,,
0.51,1.9199,0.0709,0.0268,1293.3538799699452,113.10142190715086,137.68868753914018,305.4068658708424,64.5532465765405,160.78861053403114
0.52,1.9169,0.0708,0.028,,,,,,
0.53,1.9234,0.07,0.029,1244.6168145893132,113.54420443661719,138.22772714022963,301.49208468334365,65.19520813800939,162.09380265335668
0.54,1.9299,0.0655,0.0297,,,,,,
0.55,1.9704,0.0622,0.0301,1095.272494084375,113.41166291518265,138.06637224457018,287.68708255856683,65.45443615288353,161.15506824816438
0.56,2.0635,0.0588,0.0309,,,,,,
0.57,2.1876,0.0561,0.0317,930.5429130608294,115.15786996099636,140.1921895177347,272.8029848458866,66.53808999337721,160.57466640101535
0.58,2.3388,0.0523,0.0315,,,,,,
0.59,2.6103,0.0505,0.0262,760.1983243753392,118.3537488571693,144.08282469568437,256.5078993921717,68.31110139165258,159.9914235561829
0.6,2.6414,0.049,0.0004,,,,,,
0.61,2.6491,0.0491,0.0002,726.3469306936661,118.94056403692136,144.79720839277383,252.87755806563837,68.93272447814175,160.77544690293632
0.62,2.6414,0.048,0.0,,,,,,
0.63,2.6408,0.0464,0.0001,687.7110325960232,118.73389977270972,144.54561711460315,247.88840197371024,69.19670292949313,160.9018711789737
0.64,2.6406,0.0452,0.0001,,,,,,
0.65,2.6449,0.0448,0.0004,659.4332265143356,118.84467529885352,144.68047427686517,244.33625896657574,69.61306315613763,161.44284600931252
0.66,2.6491,0.0439,0.0009,,,,,,
0.67,2.684,0.0423,0.0021,619.1337525948433,118.96752241894832,144.83002729263276,239.1100615727024,70.0160410020117,161.49308050086995
0.68,2.7112,0.0419,0.0008,,,,,,
0.69,2.7422,0.0421,0.0006,599.9617630752429,119.79873626466019,145.8419398004559,237.1364732056419,70.78146682487925,162.62495199108133
0.7,2.7849,0.0422,0.0006,,,,,,
0.71,2.8353,0.0426,0.0005,584.0587610513928,121.0442506546177,147.35821818823027,235.88602015618437,71.76007753065103,164.09698369225512
0.72,2.8702,0.0437,0.0005,,,,,,
0.73,2.878,0.0449,0.0004,590.0317441951477,122.36441949047462,148.96538024927347,237.6884648762625,72.78922545853109,166.4062888537699
0.74,2.8857,0.0467,0.0004,,,,,,
0.75,2.8431,0.0479,0.0004,610.1238980151053,123.25678384777996,150.05173685816692,241.05968747627273,73.60355133468578,168.94756376178276
0.76,2.8276,0.049,0.0004,,,,,,
0.77,2.7733,0.051,0.0004,634.7349093563666,123.84853575020091,150.77213047850546,244.72869390360316,74.26464610893957,171.43686189829154
0.78,2.7034,0.0521,0.0006,,,,,,
0.79,2.6259,0.0545,0.0006,672.8767076343108,123.81043360105038,150.72574525345263,249.52822747741945,74.61997899537961,173.97771130560707
0.8,2.4862,0.0556,0.0009,,,,,,
0.81,2.3621,0.0564,0.0012,717.6949566271409,122.21181566442058,148.77960167842508,253.6577703978541,74.21433087468826,175.7256490079693
0.82,2.2807,0.0575,0.0064,,,,,,
0.83,2.2108,0.058,0.0187,744.6871616085978,121.31101329423005,147.6829727060192,256.00826462398226,74.1824509006373,177.37067465010242
0.84,2.1449,0.0585,0.0231,,,,,,
0.85,2.0596,0.0584,0.0284,763.8344558686721,120.06877436313034,146.17068183337608,257.0551794200453,73.95938409094896,178.5082971273114
0.86,1.951,0.0585,0.0342,,,,,,
0.87,1.7881,0.0585,0.0377,809.2064140219987,117.1002482355446,142.55682393892388,259.4677978996795,72.94953564706927,179.41390062045986
0.88,1.6562,0.0584,0.0395,,,,,,
0.89,1.6467,0.0583,0.0404,828.4687340989248,115.45365733849741,140.55227849904034,259.95298042322173,72.52558170252347,180.2583064104494
0.9,1.65,0.0572,0.0418,,,,,,
0.91,1.6533,0.0563,0.043,794.910121957914,115.50707249773225,140.6173056494132,256.14103241887756,72.80583158290631,180.459238882043
0.92,1.695,0.0556,0.0455,,,,,,
0.93,1.7919,0.0543,0.0443,734.3711120421766,117.32940636056424,142.83579904764343,250.66968245544297,73.87910938509658,180.7109384049784
0.94,1.9393,0.0512,0.0437,,,,,,
0.95,2.1682,0.0476,0.0422,605.9030848670058,120.65648689213648,146.88615795564442,237.39306088290786,75.55525354947314,178.85449793901324
0.96,2.4125,0.0442,0.0229,,,,,,
0.97,2.6103,0.041,0.0039,500.2650579176028,123.59567503066239,150.46430003732814,224.86768769657277,77.09120714773474,176.5868724080287
0.98,2.7733,0.0388,-0.0016,,,,,,
0.99,2.9168,0.0378,-0.0012,447.1709350727718,125.36979062376761,152.62409293328233,218.0059564057254,78.24971857519778,175.78009823438313
1.0,2.9943,0.0372,-0.0007,,,,,,
1.01,2.9943,0.0366,0.0004,431.34835305502634,125.85344536353648,153.21289000778356,215.66617930741253,78.77249833435226,175.96657837530717
1.02,2.9963,0.0361,0.0006,,,,,,
1.03,2.9982,0.0357,0.0006,422.9592035362249,125.90078786875118,153.27052436195797,214.16657020037624,79.05438415260026,176.27195036269146
1.04,3.068,0.0357,0.0008,,,,,,
1.05,3.1417,0.0356,0.0008,411.38277048051515,127.13477051449613,154.772764104604,213.03180399407134,79.99641348608093,177.12838654549128
1.06,3.2038,0.0357,0.0008,,,,,,
1.07,3.2852,0.0357,0.0008,401.90965516906533,128.38300186268143,156.29235009369916,212.2312362006494,80.95485073772576,178.09973640214625
1.08,3.3473,0.0358,0.0006,,,,,,
1.09,3.3861,0.0361,0.0004,397.2371887032347,129.43139373175572,157.56865323865915,212.07705008167892,81.80356967896961,179.2356412692504
1.1,3.4171,0.036,0.0004,,,,,,
