Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.0621,0.0,-0.0002,,,,,,
0.01,0.128,0.0,0.0,,,,,,
0.02,0.1707,0.0,0.0002,,,,,,
0.03,0.2482,0.0006,0.0004,4644.806752928993,39.04487455869756,47.53289076711007,346.5644600136851,14.719584177143446,41.58652467758872
0.04,0.3879,0.0013,0.0011,,,,,,
0.05,0.384,0.0025,0.0077,6329.181003846036,48.365190693052334,58.879362582846326,411.8292722200526,20.337810725612652,57.15515655754837
0.06,0.5973,0.0051,0.0,,,,,,
0.07,0.9619,0.0074,-0.0002,2748.808557679873,65.13402917888708,79.29360073951472,325.8956678603954,27.89150956000635,72.1514136454076
0.08,1.5321,0.0097,-0.0003,,,,,,
0.09,1.9742,0.0097,-0.0004,1160.915605299841,78.31398101358657,95.33875949480105,245.85562839250974,33.926231391006965,80.06622086564155
0.1,2.1798,0.0116,-0.0004,,,,,,
0.11,2.3001,0.0116,-0.0005,954.5026685171823,83.4150254366217,101.548726618496,235.08951579821556,37.219156801131945,86.31545596716576
0.12,2.3311,0.0117,-0.0005,,,,,,
0.13,2.3854,0.0117,-0.0006,829.3950926029949,85.73295124805227,104.37054934545495,226.81308080880228,39.22132998776675,90.16656780752679
0.14,2.4048,0.015,-0.0006,,,,,,
0.15,2.4203,0.0149,-0.0006,864.3532665741528,89.01311201977505,108.36378854581312,235.0291579793226,41.72754346806767,96.4863085041761
0.16,2.4242,0.0154,-0.0006,,,,,,
0.17,2.4281,0.0168,-0.0006,858.9677347686312,91.27853964649573,111.1217004392122,237.80366729759274,43.657783158963504,101.1589963304096
0.18,2.4746,0.0168,-0.0006,,,,,,
0.19,2.5192,0.0183,-0.0008,819.928080096847,93.73713672252364,114.11477514046358,236.74955041797926,45.59073415580513,105.237955360733
0.2,2.5638,0.0199,-0.001,,,,,,
0.21,2.6453,0.0228,-0.0006,853.8512608860843,97.39146205250479,118.56351902044061,244.34816467360073,48.07726673980323,111.10640140681816
0.22,2.7267,0.025,-0.0011,,,,,,
0.23,2.7655,0.0277,-0.0011,887.7184840591597,100.87106158652915,122.79955323577462,251.63093601546495,50.433532653623715,116.64560849548839
0.24,2.8314,0.0277,-0.0012,,,,,,
0.25,2.8314,0.0312,-0.0013,898.539058272915,103.38590131135066,125.86109724860081,255.55742900997888,52.30559581403501,121.01061940107238
0.26,2.8935,0.0339,-0.0014,,,,,,
0.27,2.9866,0.0391,-0.0014,963.7546160586397,107.46784375178217,130.83041848043047,266.3328001621925,54.86724034536073,127.11420231327591
0.28,3.0913,0.0423,-0.0015,,,,,,
0.29,3.2232,0.0462,-0.0016,979.9430713409623,111.52516115841107,135.76976141023957,271.85891914847144,57.37505502181183,132.3461254239027
0.3,3.3783,0.0462,-0.0014,,,,,,
0.31,3.3783,0.0506,-0.0016,969.6281426452153,114.31467254080518,139.16568831054545,273.5628029947549,59.291632688579156,136.24676455937976
0.32,3.5684,0.0569,-0.0026,,,,,,
0.33,3.7662,0.065,-0.002,1036.7706188868087,120.20640690089381,146.33823448804463,285.66048110963914,62.570063175986014,143.11468650172793
0.34,3.9834,0.0739,-0.0028,,,,,,
0.35,4.189,0.0837,-0.0035,1123.322918576221,126.45308985403314,153.94289199621426,299.7596943387343,65.95365136937265,150.23353863455557
0.36,4.3984,0.0937,-0.0035,,,,,,
0.37,4.604,0.1041,-0.0038,1204.519900259087,132.33907495118586,161.1084390710089,312.7795730680649,69.13815695720798,156.8521903565683
0.38,4.604,0.1156,-0.0041,,,,,,
0.39,4.7436,0.128,-0.0039,1352.0006091661162,136.91724214840949,166.68186000675936,330.4702238525635,71.67897262265338,163.32008477748104
0.4,4.8794,0.1399,-0.0039,,,,,,
0.41,5.0112,0.1522,-0.0039,1454.7086108181618,141.72700825219292,172.53722743745226,343.8310293717758,74.31966806935935,169.23397089505062
0.42,5.1199,0.1608,-0.0039,,,,,,
0.43,5.2362,0.1728,-0.0022,1522.2477193171187,145.6797536114941,177.34926526616675,353.22850678765616,76.59078495957453,174.19219057020692
0.44,5.3914,0.1855,-0.0076,,,,,,
0.45,5.4961,0.1928,-0.0096,1568.9174615062636,149.56943203044156,182.08452595010277,360.72041239863375,78.82112903881895,178.79807530682362
0.46,5.6163,0.1998,-0.0123,,,,,,
0.47,5.7404,0.2055,-0.0166,1563.5203898643463,152.61103454081334,185.7873463975119,363.1258148143362,80.70716265922005,182.34011435281593
