Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.01,0.01,0.015,3e-05,13823.316364109138,16.30443975632879,19.848883181617662,320.6073478302793,8.921407922597306,46.736008550653594
0.02,0.05,0.02,5e-05,,,,,,
0.03,0.13,0.032,0.00039,15754.43509207022,39.94440070197231,48.6279660719663,487.50935039659305,18.654895593570945,69.40393763091032
0.04,0.26,0.04,0.00079,,,,,,
0.05,0.45,0.043,0.00265,9487.102429661309,59.304170133923385,72.19638103260239,493.53433606518615,26.349475089518453,82.82927086386185
0.06,0.58,0.045,0.00285,,,,,,
0.07,0.73,0.049,0.00133,7064.5232170085765,69.89181201816854,85.08568419603127,480.22075562482934,31.358829557670173,92.06268546613019
0.08,0.87,0.053,0.00176,,,,,,
0.09,1.03,0.056,-0.00857,5848.493616279487,78.70457843074243,95.81426939394731,474.57180049015494,35.73101944152316,100.07890599891621
0.1,1.12,0.063,-0.00383,,,,,,
0.11,1.13,0.068,-3e-05,5344.28405701429,83.55626441038234,101.7206697169872,467.48269853133615,38.91047433785597,108.05653668841043
0.12,1.24,0.07,0.00173,,,,,,
0.13,1.78,0.076,-0.01129,3901.6497132257864,94.76591653652508,115.3672027401175,436.24002489324454,43.919974919941374,114.74831014255741
0.14,2.01,0.078,-0.00222,,,,,,
0.15,2.09,0.083,0.00018,3228.470713626189,100.33614788144382,122.14835394262725,412.7712840052886,47.114625120588,120.49251752994049
0.16,2.19,0.09,0.00084,,,,,,
0.17,2.26,0.093,0.00124,3023.3471389515794,104.56241031975993,127.29336908492513,408.1936598701213,49.80332325219673,126.29510499139748
0.18,2.24,0.098,0.00153,,,,,,
0.19,2.17,0.101,0.00134,3107.1678979523194,105.97302305422843,129.01063676166942,415.0011713656064,51.41859432391347,131.2610871979587
0.2,2.12,0.116,0.00131,,,,,,
0.21,2.14,0.125,0.00094,3524.6151735264475,109.12292765245084,132.8453032290706,440.0419652834347,53.705393299144816,138.39633859055118
