Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.1537,0.0,-0.0015,,,,,,
0.01,0.1499,0.0,-0.0013,,,,,,
0.02,0.2928,0.0,-0.0013,,,,,,
0.03,0.3546,0.0009,-0.0012,4650.540411360457,43.03635183819393,52.39208049867087,361.6563840766761,16.02588556977935,43.95325327960925
0.04,0.428,0.0019,-0.0011,,,,,,
0.05,0.343,0.0037,0.0002,6949.009438469845,48.05735117575694,58.50460143135628,419.1921609991526,20.671623222943484,60.09337103142171
0.06,0.0649,0.0075,-0.0006,,,,,,
0.07,0.0555,0.0112,-0.0009,6787.901108377522,33.43661566411967,40.705445156319605,322.31390241474463,19.143368685873895,74.55481047928541
0.08,0.051,0.0114,-0.001,,,,,,
0.09,0.0502,0.0115,-0.001,5049.368152284071,33.61400072917601,40.921392192040365,287.627709115207,20.278531263375324,79.66343651718614
0.1,0.0504,0.0102,-0.0011,,,,,,
0.11,0.0506,0.009,-0.0011,3643.586665897613,34.13167132171086,41.55159986990888,257.4744671730692,21.034141549947076,81.1884676857371
0.12,0.0514,0.009,-0.0012,,,,,,
0.13,0.0533,0.0047,-0.0012,2367.75650169587,34.27800815250904,41.729749055228396,223.29031061734028,21.03424437651162,77.86421802477857
0.14,0.0533,0.0025,-0.0012,,,,,,
0.15,0.0572,0.0014,-0.0011,1367.9339505801502,33.7581077798145,41.09682686238287,186.10053249623698,19.997000070407598,69.01003047658637
0.16,0.061,0.0009,-0.0011,,,,,,
0.17,0.061,0.0006,-0.0011,982.0392257009445,33.83875842671833,41.19501025861362,167.30858562971468,19.47855218355707,63.83140970456067
0.18,0.0572,0.0005,-0.0009,,,,,,
0.19,0.0572,0.0005,-0.0009,858.6572138841362,33.52792201322148,40.81660071174789,158.17101847836383,19.606084162073763,64.08483162925076
0.2,0.0552,0.0005,-0.001,,,,,,
0.21,0.0574,0.0005,-0.001,794.1928702113983,33.98282113442569,41.370390946257366,154.0972097728577,20.1693828543095,65.72994752189572
0.22,0.0596,0.0004,-0.0011,,,,,,
0.23,0.0649,0.0004,-0.0009,711.2564856874435,35.273887789803304,42.9421242658475,151.08685816907683,20.668662659406024,65.39662075218385
0.24,0.0631,0.0004,-0.0013,,,,,,
0.25,0.064,0.0004,-0.0014,666.9924527201288,35.53038996471658,43.25438778313324,147.5228635338809,21.110865604198704,66.78395092983834
0.26,0.0649,0.0004,-0.0014,,,,,,
0.27,0.0726,0.0004,-0.0014,635.0662011211649,37.0869861963139,45.14937449986041,147.87714992238298,21.962551966505917,68.16061771141023
0.28,0.0688,0.0004,-0.0014,,,,,,
0.29,0.0726,0.0003,-0.0013,569.7751936404862,37.13716381167146,45.21046029246961,142.38307306401967,21.874614289999645,66.85642392969194
0.3,0.0842,0.0003,-0.0013,,,,,,
0.31,0.0842,0.0003,-0.0013,550.630194857335,38.94335648409083,47.4093035458497,143.94803010864172,22.764723472289543,68.06868121779789
0.32,0.0857,0.0003,-0.0012,,,,,,
0.33,0.0871,0.0003,-0.0012,526.8207583989074,39.5948903461995,48.20247520406896,142.51561994285302,23.27707343752795,69.17125887689538
0.34,0.0919,0.0003,-0.0012,,,,,,
0.35,0.0881,0.0003,-0.0011,504.0501778480136,40.001455232644226,48.69742376147993,140.61410874529702,23.699890218247987,70.21462091645051
0.36,0.0888,0.0003,-0.0013,,,,,,
0.37,0.0895,0.0003,-0.0013,483.99917095723475,40.45286799413285,49.246969731987825,139.01513081548455,24.123564718142205,71.21706067483137
0.38,0.0919,0.0003,-0.0013,,,,,,
0.39,0.0919,0.0003,-0.0013,466.1458307620038,41.0023415041119,49.91589400500579,137.79086917326703,24.572666222336068,72.1860700938425
0.4,0.119,0.0003,-0.0013,,,,,,
0.41,0.119,0.0003,-0.0013,463.6827463102745,44.145185472117504,53.74196492257783,143.08895041699165,25.861372022128197,73.24515152586078
0.42,0.1201,0.0003,-0.0013,,,,,,
0.43,0.1211,0.0003,-0.0014,447.94491382823423,44.61238711583175,54.31073214101257,141.79237735042796,26.272165690788366,74.14268413678575
0.44,0.1252,0.0002,-0.0014,,,,,,
0.45,0.1344,0.0002,-0.0014,420.03745321550923,45.785094699179645,55.73837615552305,140.8526069406645,26.114750814233492,71.2043580586538
0.46,0.1537,0.0002,-0.0014,,,,,,
0.47,0.1653,0.0002,-0.0014,421.9874782463019,48.60654849646936,59.1731894739627,145.6053526195106,27.23189150133085,72.10238524670972
0.48,0.1769,0.0002,-0.0014,,,,,,
0.49,0.2001,0.0002,-0.0013,424.19873969806565,51.36288503830424,62.52872961184865,150.17099561179032,28.317662649083882,72.96968837397539
0.5,0.2078,0.0002,-0.0011,,,,,,
0.51,0.2117,0.0002,-0.0013,416.30024581088713,52.38416030056481,63.772021235470206,150.50304065828846,28.86766289641309,73.74273549100748
0.52,0.2039,0.0002,-0.0013,,,,,,
0.53,0.1981,0.0002,-0.0013,399.0291511878045,51.72905539087207,62.9745022149747,146.85990188166474,28.90036773636592,74.42732238189315
0.54,0.1954,0.0002,-0.0012,,,,,,
0.55,0.1941,0.0002,-0.0011,386.34760657384885,51.68647939776636,62.92267057119384,144.79989055677825,29.113861886876382,75.11675255334906
0.56,0.1995,0.0002,-0.0013,,,,,,
0.57,0.2049,0.0002,-0.0013,380.2385424653202,52.660478850533806,64.10840903543246,145.2184448384559,29.63456553487189,75.82901311021938
0.58,0.231,0.0002,-0.0013,,,,,,
0.59,0.2155,0.0002,-0.0013,374.2769740156236,53.587698793804506,65.23719853158809,145.55785032859004,30.138149260693865,76.52207246671937
0.6,0.2078,0.0002,-0.0011,,,,,,
0.61,0.207,0.0002,-0.0011,361.78911209795007,53.242868949618305,64.8174056777962,143.00045789893232,30.24299074288222,77.14722049378979
0.62,0.2067,0.0002,-0.0011,,,,,,
0.63,0.2072,0.0002,-0.0011,353.0605176968041,53.46978156696073,65.09364712499567,141.83737373129046,30.51968940547038,77.78002851261866
0.64,0.2078,0.0002,-0.0011,,,,,,
0.65,0.2078,0.0002,-0.0011,344.92895818086276,53.71798224857351,65.39580447652428,140.7783225566764,30.798827545085988,78.39914223525655
0.66,0.2078,0.0002,-0.0011,,,,,,
0.67,0.2078,0.0002,-0.0011,337.00869499033996,53.92022685041254,65.6420152961544,139.6679956715548,31.059400298568637,79.00255864405686
0.68,0.2078,0.0002,-0.0011,,,,,,
0.69,0.2083,0.0002,-0.0011,329.64716471392376,54.151255789307235,65.9232679174175,138.67095563226994,31.325254981042203,79.59408149389552
0.7,0.2088,0.0002,-0.0011,,,,,,
0.71,0.2097,0.0002,-0.0011,322.93630617506284,54.438685066226704,66.27318181975426,137.84275668560682,31.605546743738348,80.17553109753241
0.72,0.2117,0.0002,-0.0011,,,,,,
0.73,0.2155,0.0002,-0.001,317.91851361004063,55.01533748564743,66.97519346078818,137.681745991622,31.975951408755993,80.75731074085415
0.74,0.2194,0.0002,-0.0009,,,,,,
