Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.01,0.01,0.013,1.32,12895.857779613607,16.03884923466922,19.525555590032095,311.4665985192542,8.816071855631042,45.87461064005868
0.02,0.04,0.018,1.5,,,,,,
0.03,0.11,0.022,6.31,13576.905701383243,37.26008832510201,45.360107526211145,450.39510052040606,17.653838976213397,66.02260975760115
0.04,0.23,0.023,3.22,,,,,,
0.05,0.31,0.025,2.78,7830.7141698066125,52.29035600175722,63.6578246977914,436.40090639215737,23.87352720864451,76.97814549676092
0.06,0.34,0.026,9.09,,,,,,
0.07,0.38,0.026,25.46,5678.165767133401,57.14669619933123,69.56989102527281,403.0340394582904,27.082372294331403,84.37358322921907
0.08,0.46,0.028,34.35,,,,,,
0.09,0.54,0.031,29.69,4792.538781910308,64.85598746425536,78.95511517387611,401.46242766505566,30.99880574779482,92.23162158409635
0.1,0.62,0.035,14.32,,,,,,
0.11,0.68,0.037,9.63,4318.008308272046,71.19844482366604,86.67636761141952,402.0479685449386,34.38484064866985,99.46239093295735
0.12,0.72,0.04,15.13,,,,,,
0.13,0.75,0.044,6.22,4027.4106862834424,75.29191069532152,91.6597173682175,399.13258447522713,37.06034594867008,106.19687198220548
0.14,0.77,0.049,15.43,,,,,,
0.15,0.82,0.054,27.84,3880.0570165387417,79.23626448459747,96.46153937255345,399.75837469196676,39.73279072733637,113.15773743223016
0.16,0.89,0.059,23.59,,,,,,
0.17,0.94,0.065,0.91,3797.609791039137,84.38140596955556,102.72518987598067,405.9900665263359,42.60738129055682,119.76866673024699
0.18,1.0,0.069,-8.64,,,,,,
0.19,1.05,0.072,-8.78,3607.006903430764,88.45162489241235,107.68023899945852,406.0294233262798,45.031994265128056,124.93796901504282
0.2,1.11,0.074,-11.77,,,,,,
0.21,1.18,0.077,-24.02,3401.0361091036734,92.46050418325902,112.56061378831532,405.32490004673423,47.35049529747959,129.37696473536127
0.22,1.25,0.08,-32.97,,,,,,
0.23,1.33,0.082,-36.25,3222.0803997259727,96.5076855792684,117.48761722693544,405.34967798656896,49.66601867184142,133.59469133302528
0.24,1.38,0.086,-24.56,,,,,,
0.25,1.4,0.09,-21.96,3128.576387685683,99.26987015678633,120.85027671260946,404.59599126633145,51.60475384938193,138.15654098416198
0.26,1.39,0.093,-23.47,,,,,,
0.27,1.36,0.095,-24.39,3026.4105953192393,100.07238498974395,121.82725129186221,398.72265043886,52.73726601208819,141.83618595300172
0.28,1.37,0.098,-18.66,,,,,,
0.29,1.39,0.1,-18.24,2920.171274369402,101.84049461862018,123.9797325791898,395.3817483105747,54.19492226154195,145.41351026933884
0.3,1.46,0.101,-16.76,,,,,,
0.31,1.49,0.1,-16.74,2745.4282909728713,104.2121571877696,126.86697396771953,391.18614042819166,55.76416409978478,147.9639247016287
0.32,1.54,0.1,-6.52,,,,,,
0.33,1.59,0.1,-2.52,2587.688977014458,106.3987820640792,129.52895207800947,387.01095408756737,57.27510370256629,150.39525033301382
0.34,1.65,0.101,-2.09,,,,,,
0.35,1.66,0.101,-10.09,2471.3427302001337,108.2847960541988,131.8249691094594,383.57882399578597,58.63041632375623,152.89720591618388
0.36,1.61,0.1,-17.15,,,,,,
0.37,1.23,0.097,-6.97,2377.786899807668,101.88797876892473,124.03753937086489,362.4768149791963,56.83636469675657,153.9077236572862
0.38,1.43,0.094,-14.73,,,,,,
0.39,1.39,0.092,-13.15,2195.513519736031,104.87958402466832,127.67949359524839,359.07231958502695,58.441627886920315,155.04216637485953
0.4,1.32,0.091,-15.91,,,,,,
0.41,1.26,0.089,-11.71,2092.2857843144257,103.03115472102782,125.42923183429474,348.23872336121394,58.26724231974255,156.22751113337273
0.42,1.22,0.087,-8.2,,,,,,
0.43,1.19,0.087,-7.29,2000.1099885892809,102.14015360171379,124.34453481947767,340.090511451843,58.44951529968682,157.58824719435444
0.44,1.17,0.085,-7.11,,,,,,
0.45,1.16,0.084,-5.29,1898.9119795884442,101.83946903643617,123.97848404435709,332.86313682310885,58.80415762310622,158.65575046945605
0.46,1.15,0.083,-8.76,,,,,,
0.47,1.18,0.082,-8.16,1810.6970755642328,102.59114877260801,124.89357241882715,328.3615176666622,59.546821735855616,159.92937540321142
0.48,1.2,0.083,-6.06,,,,,,
0.49,1.19,0.085,-6.63,1782.4180824176756,103.60593367581158,126.12896273577064,327.13683404678477,60.49407863667652,162.39134225573204
0.5,1.2,0.086,-4.38,,,,,,
0.51,1.22,0.087,-2.15,1742.3295785496293,104.85727902086207,127.6523396775712,325.86077119222387,61.50894039286598,164.57034347220616
0.52,1.23,0.089,2.39,,,,,,
