Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.01,,,,,,,,,
0.02,,,,,,,,,
0.03,,,,,,,,,
0.04,,,,,,,,,
0.05,,,,,,,,,
0.06,,,,,,,,,
0.07,,,,,,,,,
0.08,,,,,,,,,
0.09,,,,,,,,,
0.1,,,,,,,,,
0.11,,,,,,,,,
0.12,,,,,,,,,
0.13,,,,,,,,,
0.14,,,,,,,,,
0.15,,,,,,,,,
0.16,,,,,,,,,
0.17,,,,,,,,,
0.18,,,,,,,,,
0.19,,,,,,,,,
0.2,,,,,,,,,
0.21,,,,,,,,,
0.22,,,,,,,,,
0.23,,,,,,,,,
0.24,,,,,,,,,
0.25,,,,,,,,,
0.26,,,,,,,,,
0.27,,,,,,,,,
0.28,,,,,,,,,
0.29,,,,,,,,,
0.3,,,,,,,,,
0.31,,,,,,,,,
0.32,,,,,,,,,
0.33,,,,,,,,,
0.34,,,,,,,,,
0.35,,,,,,,,,
0.36,,,,,,,,,
0.37,,,,,,,,,
0.38,,,,,,,,,
0.39,,,,,,,,,
0.4,,,,,,,,,
0.41,,,,,,,,,
0.42,,,,,,,,,
0.43,,,,,,,,,
0.44,,,,,,,,,
0.45,,,,,,,,,
0.46,,,,,,,,,
0.47,,,,,,,,,
0.48,,,,,,,,,
0.49,,,,,,,,,
0.5,,,,,,,,,
0.51,,,,,,,,,
0.52,,,,,,,,,
0.53,,,,,,,,,
0.54,,,,,,,,,
0.55,,,,,,,,,
0.56,,,,,,,,,
0.57,,,,,,,,,
0.58,,,,,,,,,
0.59,,,,,,,,,
0.6,,,,,,,,,
0.61,,,,,,,,,
0.62,,,,,,,,,
0.63,,,,,,,,,
0.64,,,,,,,,,
0.65,,,,,,,,,
0.66,,,,,,,,,
0.67,,,,,,,,,
0.68,,,,,,,,,
0.69,,,,,,,,,
0.7,,,,,,,,,
0.71,,,,,,,,,
0.72,,,,,,,,,
0.73,,,,,,,,,
0.74,,,,,,,,,
0.75,,,,,,,,,
0.76,,,,,,,,,
0.77,,,,,,,,,
0.78,,,,,,,,,
0.79,,,,,,,,,
0.8,,,,,,,,,
0.81,,,,,,,,,
0.82,,,,,,,,,
0.83,,,,,,,,,
0.84,,,,,,,,,
0.85,,,,,,,,,
0.86,,,,,,,,,
0.87,,,,,,,,,
0.88,,,,,,,,,
0.89,,,,,,,,,
0.9,,,,,,,,,
0.91,,,,,,,,,
0.92,,,,,,,,,
0.93,,,,,,,,,
0.94,,,,,,,,,
0.95,,,,,,,,,
0.96,,,,,,,,,
0.97,,,,,,,,,
0.98,,,,,,,,,
0.99,,,,,,,,,
1.0,18.218,0.107,-0.0007,831.018843291166,174.46211506618798,212.38866181970712,211.85784057407753,111.37014293169865,204.50661092678538
1.01,17.039,0.143,-0.0003,,,,,,
1.02,16.786,0.138,-0.0001,1273.4376677191406,181.38416490979893,220.81550510758132,254.04908938758768,113.03450438693278,212.31686333577588
1.03,16.097,0.159,-0.0001,,,,,,
