Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.0293,0.0,-0.0003,,,,,,
0.01,0.0333,0.0,-0.0001,,,,,,
0.02,0.1675,0.0,-0.0003,,,,,,
0.03,0.1675,0.0,-0.0004,,,,,,
0.04,2.7025,0.0,-0.0005,,,,,,
0.05,5.6796,0.0,-0.0005,,,,,,
0.06,7.3972,-0.0001,-0.0007,,,,,,
0.07,7.0063,-0.0001,-0.0008,,,,,,
0.08,5.8751,-0.0001,-0.0009,,,,,,
0.09,5.728,-0.0001,-0.0009,,,,,,
0.1,5.5809,0.0,-0.001,,,,,,
0.11,5.5809,0.0075,-0.0008,497.7929447165909,92.61184043873892,112.74484922976914,166.5650808183269,40.7831235501277,82.09480589947509
0.12,3.5159,0.0133,-0.0006,,,,,,
0.13,2.2444,0.0233,-0.0001,3123.086105790593,89.39979706007392,108.83453555139434,348.2858065428467,41.16641556601165,98.56933695474473
0.14,2.2444,0.0233,-0.0001,,,,,,
0.15,2.204,0.0569,-0.0005,4814.9607852555255,97.96434186504585,119.26093792266452,446.1748268923166,46.011668283026694,114.76651772029969
0.16,2.1635,0.0681,0.0007,,,,,,
0.17,2.1773,0.0643,-0.0068,4229.613772568307,100.39124983271495,122.21543457895733,436.02728486085306,48.04236353062227,120.34591526804876
0.18,2.2563,0.0717,-0.0072,,,,,,
0.19,2.3354,0.0754,-0.0073,3765.9472536130875,104.66568192459364,127.41909103863574,426.9090728405241,50.71975762451431,126.43536448100973
0.2,2.5487,0.0791,-0.0073,,,,,,
0.21,2.9774,0.09,-0.0073,2981.6423610983716,112.75103271529697,137.2621267838398,401.24365201616365,54.80617204984024,132.93494443289143
0.22,3.8357,0.1009,-0.0059,,,,,,
0.23,5.4427,0.1213,-0.0021,1931.502767130299,130.31270977424936,158.64155972517315,356.19962118130354,62.848639527321474,142.04430578016326
0.24,6.1061,0.1213,-0.0017,,,,,,
0.25,6.422,0.1615,-0.0009,1995.3735694124023,139.65275024547904,170.01204377710494,371.17224532802675,67.45714996834289,150.75709709615745
0.26,7.034,0.1612,-0.0011,,,,,,
0.27,7.034,0.1626,-0.001,1725.0463473775064,143.05881394862033,174.15855611136388,356.2389187773338,69.8645867891764,153.96065696337538
0.28,6.5759,0.1654,-0.0009,,,,,,
0.29,6.1179,0.1851,-0.0009,2083.7580371736544,143.46273401639942,174.65028488952973,384.942057088258,70.6041031936332,159.26859205399583
0.3,5.2808,0.1851,-0.0009,,,,,,
0.31,5.2808,0.2018,-0.0009,2425.9986439366235,142.56825241461672,173.56135076562038,408.5381869189201,70.92406023532733,163.62964679007717
0.32,5.1308,0.1991,-0.0009,,,,,,
0.33,4.9768,0.1965,-0.001,2353.9654789835163,141.7859125251393,172.60893698712613,404.5114715642956,71.39612109130707,165.5916164886804
