Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.3607,0.0,0.0005,,,,,,
0.01,0.8339,0.0,0.0007,,,,,,
0.02,1.4545,0.0,0.0018,,,,,,
0.03,2.0285,0.0004,0.0005,1203.8196089095638,65.28868744829614,79.48188037183878,224.62492475541194,19.260240812088682,40.069352712176936
0.04,2.7228,0.0009,0.0003,,,,,,
0.05,3.0642,0.0017,-0.0001,713.2369304146245,73.99752661864535,90.08394544878564,183.66744325649893,26.563690301203103,55.202185594121566
0.06,3.2348,0.0034,-0.0001,,,,,,
0.07,3.3512,0.0068,-0.0003,671.2628017648028,81.06641896954443,98.68955352814106,194.11145700341737,33.149895821448595,72.02482317810367
0.08,3.4481,0.009,-0.0003,,,,,,
0.09,3.5257,0.0102,-0.0004,658.3565715639343,86.28714374101378,105.04521846732112,201.65046030992582,37.0351737178819,80.93767937638009
0.1,3.5529,0.0102,-0.0005,,,,,,
0.11,3.5567,0.0105,-0.0005,591.5692568537415,88.74293773776472,108.03488072423532,198.54333870797748,39.3037965555052,85.47999009571808
0.12,3.6149,0.014,-0.0005,,,,,,
0.13,3.739,0.0144,-0.0005,612.6605754966732,93.31218876216492,113.59744718872251,206.93799313774585,42.5711075149945,92.94219778948727
0.14,3.8127,0.0153,-0.0005,,,,,,
0.15,3.9136,0.0161,-0.0005,582.4905939820062,96.42095530211266,117.38203254170237,207.06392508084903,45.005827102009945,97.81000327685555
0.16,4.0338,0.019,-0.0005,,,,,,
0.17,4.2316,0.0213,-0.0006,604.5901619589679,101.2992970732639,123.32088339353868,214.96803658669717,48.23416823950111,104.75838995261574
0.18,4.3945,0.0235,-0.0007,,,,,,
0.19,4.4799,0.0244,-0.0007,593.8550610190682,104.74782943369084,127.51909670188451,217.2479880087131,50.72795065380056,109.71461398361137
0.2,4.4605,0.0272,-0.0007,,,,,,
0.21,4.5885,0.0285,-0.0007,613.5417564031168,107.92284107787216,131.38432826871394,223.27858227110033,53.018507301530605,114.84376775020851
0.22,4.6932,0.0279,-0.0007,,,,,,
0.23,4.6932,0.0292,-0.0007,585.923308532036,109.72779047104962,133.58165796475606,221.74886336224836,54.663380139608456,117.90861545125168
0.24,4.7475,0.0295,-0.0007,,,,,,
0.25,4.7863,0.0308,-0.0007,574.4986617815737,111.72315401462042,136.01079619171182,222.3839458546185,56.35271476662069,121.27804014199448
