Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.5005,0.0,0.0,,,,,,
0.01,1.9844,0.0,0.0,,,,,,
0.02,2.2881,0.0,-0.0002,,,,,,
0.03,2.4611,0.0015,-0.0004,808.3881738728434,66.46814892280295,80.91774651471664,193.07414580750103,22.1001753647849,47.64942377274121
0.04,2.6494,0.003,-0.0004,,,,,,
0.05,2.7763,0.006,-0.0006,996.2264968599596,74.99022032478045,91.29244213451534,213.10259011701615,29.078848084935682,64.98909366606492
0.06,2.8916,0.0121,-0.0007,,,,,,
0.07,2.9109,0.0242,-0.0007,1664.5552911199284,86.7579471072489,105.61837039143343,286.5567719885388,36.093723139209715,84.8592832066908
0.08,2.9109,0.0238,-0.0007,,,,,,
0.09,2.8839,0.0256,-0.0007,1434.4094658660597,89.79887961429473,109.32037518261967,279.1737225118588,38.834552597355774,91.08736927394175
0.1,2.8417,0.026,-0.0006,,,,,,
0.11,2.8032,0.0261,-0.0006,1298.3949324472246,91.7881189389912,111.7420578387719,274.1331922707966,40.96079147007049,96.05235359020577
0.12,2.7609,0.026,-0.0006,,,,,,
0.13,2.6994,0.026,-0.0005,1201.1409285681339,93.09738699305733,113.3359493828524,269.77949407061885,42.66181675010449,100.12103636199515
0.14,2.6648,0.0258,-0.0004,,,,,,
0.15,2.5457,0.0253,-0.0002,1134.730728403569,93.62232838332123,113.97500846665194,266.35210294057754,43.920415127732056,103.39974914966676
0.16,2.4649,0.0251,-0.0002,,,,,,
0.17,2.4226,0.0241,-0.0002,1059.3722731390162,93.90939310155659,114.32447855841671,261.1314126447942,44.97038486337876,106.01546747987422
0.18,2.3957,0.0219,0.0001,,,,,,
0.19,2.3803,0.0214,-0.0002,925.7649106199304,94.01087195894912,114.44801803698155,249.1993497423314,45.81109066958595,107.35574288758673
0.2,2.365,0.0212,-0.0002,,,,,,
0.21,2.3419,0.0205,-0.0002,859.0939333948008,94.59429046108298,115.15826664827495,243.57382411700178,46.82612275772874,109.48233332737912
0.22,2.315,0.0196,-0.0002,,,,,,
0.23,2.2689,0.0195,0.0,809.0424112062088,94.7723909172889,115.3750845949604,238.9734317667035,47.608932673594126,111.27931177479556
0.24,2.1997,0.0185,0.0,,,,,,
0.25,2.1362,0.018,-0.0003,768.6634480705097,94.17610105337036,114.64916649975522,234.5327329987351,47.984524825410666,112.4251183457936
0.26,2.0728,0.0178,-0.0004,,,,,,
0.27,2.0728,0.0175,-0.0004,739.2271393147053,94.37618654255982,114.89274883442066,231.75744464077894,48.69600945660215,114.19110060657204
0.28,2.0497,0.0167,-0.0006,,,,,,
0.29,2.0305,0.0162,-0.0007,687.5503127237037,94.32125359591313,114.82587394285078,225.92123735212834,49.209510356075164,115.09584955604043
0.3,1.9767,0.0156,-0.0007,,,,,,
0.31,1.9267,0.0154,-0.0006,667.3185729390109,93.87192291152881,114.27886267490464,223.3991302559047,49.544314488616656,116.24106544612516
0.32,1.8652,0.0148,-0.001,,,,,,
0.33,1.7922,0.0143,-0.0011,649.274333540988,92.88219604521163,113.07397779417067,220.62473331792054,49.58442045161246,116.89946591164295
0.34,1.6807,0.0133,-0.0011,,,,,,
0.35,1.6077,0.0128,-0.0011,635.3689528439596,91.00605878774812,110.78998461117162,217.58158425526148,49.16552584920013,116.8616957003929
0.36,1.5615,0.0122,-0.001,,,,,,
0.37,1.5626,0.0112,-0.001,582.8272061421142,90.32459103552124,109.96037169541717,210.38644594673963,49.17870452209155,116.45217608968339
0.38,1.5637,0.0102,-0.001,,,,,,
0.39,1.5693,0.0099,-0.001,528.8613273097117,90.2488580672629,109.86817503840702,203.08522305888874,49.42573829356257,116.13948622965609
0.4,1.5807,0.0091,-0.0008,,,,,,
0.41,1.6346,0.009,-0.0009,478.2936979680373,90.93581558958654,110.70447115254014,196.39943084123783,50.01555803385319,116.2050073378725
0.42,1.7076,0.009,-0.0009,,,,,,
0.43,1.8114,0.0089,-0.0009,435.8456437996111,93.12476120797494,113.36927451405644,191.6062462420384,51.38963020370404,117.53231267654961
0.44,1.9037,0.0089,-0.0009,,,,,,
0.45,2.0151,0.0089,-0.0007,399.96978314915043,95.42908881869062,116.17454290971033,187.54029313021766,52.8480519455255,118.98576772449746
0.46,2.1151,0.0089,-0.0004,,,,,,
0.47,2.2227,0.0089,-0.0002,370.22335468646605,97.57610566013423,118.78830254277212,184.06497003621786,54.251436278833175,120.38936745785746
0.48,2.2996,0.0089,-0.0002,,,,,,
0.49,2.2804,0.0089,-0.0002,357.8232583824384,98.50828697664124,119.92313197156327,182.6092330403096,55.0865143000223,121.68844630775018
0.5,2.2905,0.0091,-0.0003,,,,,,
0.51,2.3006,0.0101,-0.0004,369.4253566411135,99.95600216074995,121.6855678478695,185.7712448513686,56.36196509052588,124.9724870788758
0.52,2.3534,0.0101,-0.0002,,,,,,
0.53,2.4342,0.0102,-0.0005,353.17136674962234,101.45070293597772,123.50520357423375,183.9905458349021,57.47985053669947,126.40917852490827
0.54,2.4995,0.0102,-0.0007,,,,,,
0.55,2.5264,0.01,-0.0008,337.31404548238925,102.41109544071881,124.67437705826637,181.81477232118863,58.29065761575838,127.30633968792546
0.56,2.5226,0.0098,-0.0008,,,,,,
0.57,2.561,0.0098,-0.0008,326.63257355660375,102.95891446235294,125.3412871715601,180.24755409611004,58.888945338756045,128.1379331565887
0.58,2.5764,0.0097,-0.0008,,,,,,
0.59,2.5956,0.0088,-0.0006,305.51515806629095,102.91989351463855,125.29378340912518,176.19002107877824,59.041445578006034,127.47746577310306
0.6,2.6379,0.0089,-0.0008,,,,,,
0.61,2.7033,0.0084,-0.001,289.84443566679397,103.73445306417332,126.28542112160231,173.66310167687837,59.71005470608404,127.82050476870059
0.62,2.7609,0.0085,-0.001,,,,,,
0.63,2.8186,0.0076,-0.0011,270.2083978753793,104.23537228345546,126.89523582333709,169.98194889495497,60.11001555733275,127.24154357771725
0.64,2.8916,0.0068,-0.0011,,,,,,
0.65,2.9378,0.0069,-0.001,253.46747967167244,104.77072964901035,127.54697522488217,166.78524009847118,60.5100359985768,126.68948797416243
0.66,2.9877,0.0063,-0.001,,,,,,
0.67,3.0262,0.006,-0.0008,237.0204746598295,104.91071802121158,127.71739585190976,163.24896884861448,60.57625635856643,125.39348869551098
0.68,3.0608,0.0059,-0.0011,,,,,,
0.69,3.0992,0.0059,-0.0011,231.1213209002632,105.61102731604778,128.56994629779732,162.40344453936507,61.198183301149975,126.07662774653434
0.7,3.153,0.0058,-0.0012,,,,,,
0.71,3.2069,0.0058,-0.0012,224.68186718817904,106.47714835978591,129.62435452495677,161.52282905821423,61.90253972876072,126.74148428328624
0.72,3.253,0.0058,-0.0012,,,,,,
0.73,3.303,0.0058,-0.0012,220.0140161610455,107.34318542569906,130.67866051824234,161.03650024345515,62.6482488705506,127.6632809530197
0.74,3.3529,0.006,-0.0012,,,,,,
0.75,3.4029,0.006,-0.0011,217.48132975484336,108.37509006495189,131.93489225298492,161.15790029160445,63.57080206625741,129.1354860714633
0.76,3.4414,0.0063,-0.001,,,,,,
0.77,3.4529,0.0065,-0.0008,219.00970986691183,109.3919901512053,133.1728575753804,162.2301265314572,64.60000466133685,131.37211954939485
0.78,3.4798,0.0073,-0.001,,,,,,
0.79,3.5029,0.0076,-0.0012,226.01112232402477,110.88025963214068,134.98466389999734,164.90485694982013,66.04854836724006,134.95654200146816
0.8,3.5067,0.008,-0.0012,,,,,,
0.81,3.5144,0.0083,-0.0012,230.04534875881947,111.83357696636078,136.14522413296098,166.50620029197225,67.02899553691488,137.38076044530243
0.82,3.4952,0.0083,-0.0012,,,,,,
0.83,3.4721,0.0085,-0.0012,230.86215371478792,112.12575483511098,136.50091892970033,166.90420208135723,67.50074776154652,138.64728052158492
0.84,3.4414,0.0086,-0.0011,,,,,,
0.85,3.3453,0.0085,-0.001,232.1517167271211,111.82986147307666,136.14070092374553,166.99759841795395,67.58599398781415,139.44663010426143
0.86,3.2953,0.0085,-0.001,,,,,,
0.87,3.253,0.0085,-0.001,232.60467154931425,111.67741121006237,135.95510929920638,166.99303411019457,67.75086606183197,140.2405120294379
0.88,3.2069,0.0085,-0.001,,,,,,
0.89,3.1761,0.0083,-0.0012,230.81229392442785,111.42618589388547,135.64926978386057,166.40262012398247,67.81167730673305,140.58843482368306
0.9,3.1454,0.008,-0.0012,,,,,,
0.91,3.1223,0.0077,-0.0013,224.6240855093966,110.95675445117556,135.07778802751807,164.6421094110873,67.64168332085987,139.99100591304395
0.92,3.1146,0.0075,-0.0013,,,,,,
0.93,3.1144,0.0075,-0.0013,221.05403620802423,111.0479271823538,135.1887809176481,163.86220452483465,67.87847550104775,140.27971540433188
0.94,3.1145,0.0073,-0.0012,,,,,,
0.95,3.1146,0.0073,-0.0012,217.3682692838717,111.17562981042516,135.34424498660456,163.07192019981886,68.12879551470952,140.54227400205934
0.96,3.1223,0.0073,-0.0012,,,,,,
0.97,3.1607,0.0073,-0.0012,214.51937622308392,111.718558107876,136.0052011748056,162.7612225486739,68.66966904900707,141.3003938077472
0.98,3.2107,0.0073,-0.0012,,,,,,
