Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.323,0.0,-0.0002,,,,,,
0.01,0.627,0.0,-0.0002,,,,,,
0.02,0.68,0.0,-0.0002,,,,,,
0.03,0.704,0.0012,-0.0002,2439.791385123997,50.78066070169709,61.81993476728342,286.31439095100734,18.11673943714258,45.86031490301102
0.04,0.707,0.0023,-0.0002,,,,,,
0.05,0.673,0.0046,-0.0005,4870.145671167029,56.48591716013082,68.76546436885492,385.66497888064686,23.19394128890145,62.12765994460489
0.06,0.623,0.0093,-0.0006,,,,,,
0.07,0.573,0.0135,-0.0007,6008.530843660659,60.56009434162721,73.72533224198096,434.2629593518697,27.21115940610149,77.71830023428166
0.08,0.477,0.0143,-0.0006,,,,,,
0.09,0.446,0.014,-0.001,4526.731887873592,59.17114704327402,72.03443987876838,381.19907295759907,28.231248657262434,83.05864328651327
0.1,0.411,0.0137,-0.0015,,,,,,
0.11,0.377,0.0129,-0.0014,3557.280996487631,58.053780974255794,70.67416814257227,343.06584550401095,28.93990424872125,86.35225696467809
0.12,0.365,0.0119,-0.0017,,,,,,
0.13,0.346,0.0116,-0.0015,2897.154170405793,57.71912952635441,70.26676637990971,316.0999802380868,29.680488618056522,88.78837860764718
0.14,0.342,0.0113,-0.0013,,,,,,
0.15,0.338,0.0108,-0.0006,2458.3805154947668,58.17117007449718,70.81707661243135,297.99943405337564,30.599150492777163,91.1947665134477
0.16,0.344,0.0108,0.0039,,,,,,
0.17,0.349,0.0109,0.0066,2183.808470839555,59.46347414596317,72.39031635160734,287.57796944435313,31.853406502818817,94.26396109069819
0.18,0.366,0.0112,0.0174,,,,,,
0.19,0.404,0.0118,0.0271,1999.2998190376293,62.441602934245466,76.01586444169014,284.9201344845206,33.775084735191335,98.06551185888503
0.2,0.45,0.0146,0.0246,,,,,,
0.21,0.504,0.0158,0.0186,2036.3810722682817,67.8991006015624,82.65977464538031,297.0211465993688,36.73104823005124,104.64166571395785
0.22,0.55,0.0177,0.017,,,,,,
0.23,0.673,0.0206,0.0166,2056.6530232590385,74.63985622817005,90.86591192994615,311.5733382569342,40.14794402356437,111.07260256877674
0.24,0.796,0.0234,0.0164,,,,,,
0.25,0.942,0.0278,0.0163,2116.2583164441508,82.90936493377738,100.93313991938118,331.18099703886105,44.21444658432568,118.24216629306105
0.26,1.084,0.0319,0.0192,,,,,,
0.27,1.242,0.0387,0.0136,2013.524902708709,91.00761791340659,110.79188267719063,334.2182408486198,48.31371903221621,126.12283172087571
0.28,1.361,0.0427,0.011,,,,,,
0.29,1.388,0.0456,0.0111,1959.7943902229447,95.20384051810215,115.90032758725481,335.59259861788036,50.76479438582537,131.30025225902298
0.3,1.407,0.0493,0.0111,,,,,,
0.31,1.426,0.0539,0.0112,2062.3077744855727,97.86404052607874,119.13883194479152,345.3295079924945,52.64188754354597,136.49642847730698
0.32,1.741,0.0589,0.023,,,,,,
0.33,1.865,0.0639,0.035,1802.2028250906742,105.53266257182918,128.47454573961812,336.08940797982217,56.46755999120163,142.0567639226996
