Depth,Qc,Fc,u,Hegazy Vs,Andrus-H Vs,Andrus-P Vs,Rob Vs,Mc15 Vs,Mc18 Vs
0.0,0.457,0.0,-0.0004,,,,,,
0.01,0.9529,0.0,-0.0004,,,,,,
0.02,1.0644,0.0,-0.0004,,,,,,
0.03,1.2527,0.0019,-0.0006,1510.9773469483919,58.16015572898511,70.80366784398188,242.64614420962968,20.44956432446471,48.89151211880351
0.04,1.5449,0.0039,-0.0008,,,,,,
0.05,1.6602,0.0077,-0.0009,2103.07301700896,69.57881525850883,84.70464466253249,285.3510051151289,27.568511207639435,66.8762862183317
0.06,1.7294,0.0154,-0.001,,,,,,
0.07,1.8255,0.0308,-0.001,3575.746797490032,81.60657518881558,99.34713501247116,385.43346011077887,34.43053508847533,87.26003408126468
0.08,1.8909,0.0298,-0.0012,,,,,,
0.09,1.9216,0.0325,-0.0014,2733.216691081235,85.37935661614455,103.9400863153064,356.96967825090775,37.36207863577638,93.67572292181856
0.1,1.9447,0.0334,-0.0012,,,,,,
0.11,1.9562,0.0338,-0.0017,2318.95848541103,88.11060309558648,107.26508202940964,341.37553702163297,39.736405993093,99.07127082153659
0.12,1.9562,0.0373,-0.0015,,,,,,
0.13,1.9409,0.0385,-0.0018,2265.5225879974505,90.81808096223185,110.5611420409779,344.0025784569622,42.03003682770559,105.1062500574171
0.14,1.9063,0.0397,-0.0019,,,,,,
0.15,1.8909,0.0405,-0.002,2159.506420233036,92.38855537924718,112.47302393995308,341.30457212521645,43.7552563764861,109.67997538783325
0.16,1.8755,0.0407,-0.0019,,,,,,
0.17,1.8524,0.0407,-0.0021,2003.7345628516766,93.50735157785286,113.83503670347305,334.13191092540336,45.1890036958128,113.26398645081579
0.18,1.8102,0.0405,-0.0023,,,,,,
0.19,1.7179,0.0403,-0.0023,1955.1808028111927,93.36702012613021,113.6641984144194,331.97924450815395,46.06714922025433,116.28215098891067
0.2,1.6679,0.0395,-0.0024,,,,,,
0.21,1.6141,0.0391,-0.0024,1868.2881818589851,93.15899623017005,113.41095193238093,326.82966940539876,46.82604097419847,118.74160111711892
0.22,1.5526,0.0393,-0.0024,,,,,,
0.23,1.4257,0.0394,-0.0023,1949.7427605898108,91.98136054823183,111.97730849349963,331.6394296966389,47.204608640560295,121.5153704087356
0.24,1.3796,0.0398,-0.0021,,,,,,
0.25,1.3219,0.0405,-0.0017,1986.2642319989673,91.72460169285752,111.66473249565264,334.16241284708434,47.897904210012214,124.48143905170555
0.26,1.2143,0.0418,-0.0014,,,,,,
0.27,1.1912,0.0436,-0.0019,2152.0869288618474,91.16743803629521,110.98644630505504,344.24763463457714,48.50160637146925,128.05316527278416
0.28,1.1874,0.0449,-0.0025,,,,,,
0.29,1.1682,0.0462,-0.0023,2153.801854375627,92.02728699036254,112.03321894478918,345.46671474258306,49.5738019569274,131.3558844542806
0.3,1.1643,0.0471,-0.0029,,,,,,
0.31,1.1489,0.0516,-0.0034,2147.4434086603856,93.28786891699022,113.56784042068375,344.68664326524026,50.84484645637684,135.50796199691402
0.32,1.1374,0.0534,-0.0035,,,,,,
0.33,1.1336,0.055,-0.0033,2101.685731820696,94.22267928498319,114.70587043389257,341.7622683225077,51.91071587806052,138.80142813760816
0.34,1.122,0.0563,-0.0031,,,,,,
0.35,1.1163,0.0594,0.0072,2073.8959096705867,95.11167091952414,115.78812111942071,339.6380823617055,52.987504619086124,142.283581106412
0.36,1.1134,0.0614,0.0077,,,,,,
0.37,1.1128,0.0628,0.0108,2032.3206704385793,96.10624262842849,116.99890406939122,337.33946257390534,54.03717264061039,145.3426358190187
0.38,1.1126,0.0636,0.0112,,,,,,
0.39,1.1124,0.064,-0.001,1966.5785101030642,96.95602303371761,118.03341934539537,333.81117441376443,54.91718944058981,147.6538681548763
0.4,1.1143,0.0658,-0.0025,,,,,,
0.41,1.1105,0.0657,-0.0054,1912.0417509281774,97.75852524081444,119.01037855403497,330.7312934162389,55.793593496764224,150.04253967465624
0.42,1.0951,0.0656,-0.0066,,,,,,
0.43,1.0874,0.0652,-0.0071,1834.572441376742,97.8417791205219,119.11173110324407,325.18772941148467,56.330637657313424,151.6871330790226
0.44,1.0759,0.0643,-0.0072,,,,,,
0.45,1.0721,0.0619,-0.0074,1724.5592283694689,97.68964001135716,118.92651827469567,317.71566177375223,56.68590809617309,152.39336083616385
0.46,1.0413,0.0612,-0.0074,,,,,,
0.47,1.0067,0.0604,-0.0141,1655.175697336103,96.74212396539018,117.77302047960544,310.5314765922727,56.74200834630592,153.51710642942774
0.48,0.9836,0.0593,-0.0141,,,,,,
0.49,0.9644,0.0584,-0.014,1579.4197874747506,96.07979474585346,116.96670664712595,303.7056338543418,56.89022306310622,154.4175071366562
0.5,0.9567,0.0557,-0.0132,,,,,,
0.51,0.9529,0.0545,-0.0116,1479.3244576113939,95.76974114171803,116.58925008556977,296.3809343099309,57.09867846658081,154.57936021618156
0.52,0.9528,0.053,-0.0091,,,,,,
0.53,0.9529,0.0514,-0.0091,1393.5618619547736,95.77312085418778,116.59336451814164,290.3223099120259,57.432704641713286,154.907236422781
0.54,0.9529,0.0498,-0.0091,,,,,,
0.55,0.9529,0.0472,-0.009,1299.0160722862825,95.58364536872931,116.36269870975742,283.3402292320204,57.618062674651895,154.64252274362747
0.56,0.9567,0.0469,-0.0089,,,,,,
0.57,0.9683,0.0466,-0.0075,1252.8269676786585,96.23623324241379,117.15715351250375,280.5248462795919,58.265636374380286,155.8054828421149
0.58,0.9798,0.0467,-0.0056,,,,,,
0.59,1.0029,0.0465,-0.0046,1213.457105285259,97.34708986946156,118.50950071064885,278.92183122946517,59.11454840851151,157.167774902683
0.6,1.0413,0.0463,-0.0035,,,,,,
0.61,1.0913,0.0458,-0.0027,1165.0684956379012,99.40553437522806,121.01543315245155,278.4826319541664,60.31916350196471,158.28563489687357
0.62,1.2374,0.0443,-0.0025,,,,,,
0.63,1.3412,0.043,-0.0036,1000.3742712546823,103.67839737836742,126.21717941714296,268.86442344458266,62.3693830398154,158.5211688314547
0.64,1.468,0.0402,-0.0036,,,,,,
0.65,1.6256,0.0392,-0.0037,820.1747859945559,107.34780828838949,130.68428835108287,253.5092892388769,64.18542942808337,158.0940498013606
0.66,1.8102,0.0387,-0.0037,,,,,,
0.67,2.16,0.0385,-0.0033,673.2961852141344,113.52581217379624,138.20533655940412,241.4186492743491,67.33195102737676,159.2727699660342
0.68,2.2715,0.039,-0.0045,,,,,,
0.69,2.356,0.0394,-0.0058,638.7436092287695,115.98500242254539,141.1991333839683,238.93902668435058,68.87114413524327,161.0486843568587
0.7,2.4445,0.0404,-0.0069,,,,,,
0.71,2.5329,0.0414,-0.0068,622.2174308158392,118.42268743011456,144.1667499149221,238.66438327097347,70.43680862877544,163.35218030962523
0.72,2.7481,0.0414,-0.0067,,,,,,
0.73,2.8366,0.0414,-0.006,574.6043609608744,121.1753163411407,147.51777641530174,234.32132510939675,72.14986662958792,164.6422108652424
0.74,2.9288,0.0415,-0.0048,,,,,,
0.75,3.0288,0.0443,-0.0052,569.8102464098741,123.70270084301833,150.59459233063103,235.5761035937959,73.79710572759426,167.31856910440126
0.76,3.2171,0.0461,-0.0046,,,,,,
0.77,3.2902,0.0475,-0.0041,561.099463088598,126.64945985062548,154.18195112250058,236.58962955212914,75.66722814744905,170.07462542412043
